排名,代码,名称,日线J,周线J,月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%
1,688825,N长鑫,,,,,,116.23,100.0,40.1,100.0
2,601398,工商银行,81.48,101.85,54.76,7.73,-0.26,7.42,91.29,0.7,59.03
3,601939,建设银行,72.89,90.48,88.67,10.36,0.97,7.93,97.01,0.76,70.87
4,601288,农业银行,92.31,98.04,8.27,6.72,0.9,7.99,91.86,0.83,82.76
5,600941,中国移动,57.35,74.9,29.76,94.39,-0.32,15.07,37.26,1.44,29.01
6,601857,中国石油,82.45,109.44,26.05,10.9,-1.18,12.61,55.56,1.23,89.17
7,601988,中国银行,64.3,82.22,79.7,6.0,-0.17,7.88,98.6,0.71,83.2
8,300750,宁德时代,100.3,51.72,47.76,400.0,4.44,21.77,16.78,4.88,33.32
9,600519,贵州茅台,58.35,89.52,24.87,1289.5,-0.61,19.49,2.65,5.95,1.69
10,600938,中国海油,57.24,61.43,13.15,31.55,-1.13,12.03,89.46,1.79,72.34
11,688981,中芯国际,18.92,36.31,77.38,143.77,0.03,243.93,95.76,8.22,94.94
12,601138,工业富联,68.13,4.67,44.61,61.55,2.16,30.05,89.51,6.93,91.28
13,300308,中际旭创,48.38,3.99,72.65,1076.94,2.91,80.34,85.89,33.75,98.12
14,601628,中国人寿,51.16,96.76,17.04,39.73,-1.44,7.76,6.79,1.88,29.32
15,600036,招商银行,86.37,112.65,38.37,39.0,-0.51,6.52,24.89,0.87,9.29
16,601088,中国神华,54.24,66.82,39.62,44.83,-1.9,18.86,97.64,2.02,91.57
17,601318,中国平安,83.7,86.7,-0.43,53.41,-1.13,7.28,6.16,0.95,19.16
18,601899,紫金矿业,68.58,91.03,9.11,31.77,0.83,13.69,11.89,4.28,81.42
19,002594,比亚迪,34.25,90.18,34.78,92.4,0.56,30.58,29.9,3.63,31.01
20,688256,寒武纪,30.88,-3.33,75.62,1241.02,1.31,286.98,84.11,60.58,94.66
21,688041,海光信息,30.46,35.41,72.25,313.59,-0.22,267.38,95.4,31.02,96.24
22,600900,长江电力,47.27,85.77,76.35,28.35,-1.9,19.22,52.05,3.04,75.01
23,300502,新易盛,20.83,9.02,80.02,491.0,3.15,63.74,67.21,33.59,98.07
24,000333,美的集团,69.97,99.16,82.83,84.13,-0.44,14.52,51.66,2.76,39.77
25,600028,中国石化,62.97,110.88,-3.14,5.15,-0.77,17.52,85.84,0.75,35.34
26,601328,交通银行,78.66,106.4,43.65,7.01,-0.43,6.42,87.29,0.53,50.07
27,601658,邮储银行,37.79,94.68,23.41,5.09,-0.59,6.96,66.75,0.59,12.64
28,601728,中国电信,64.29,90.53,32.46,6.12,-0.65,17.68,53.14,1.2,51.47
29,002371,北方华创,85.37,37.13,76.8,770.0,1.72,100.21,48.05,14.22,88.4
30,688347,华虹宏力,12.37,47.81,78.2,308.4,-6.52,1086.14,82.2,11.84,97.08
31,002475,立讯精密,90.64,19.72,58.79,62.89,3.8,28.22,44.34,5.5,50.36
32,601998,中信银行,85.47,101.76,37.48,7.71,1.31,6.03,69.62,0.58,60.66
33,688235,百济神州,74.71,92.08,48.03,274.0,1.11,133.53,95.61,12.79,78.96
34,600030,中信证券,58.24,66.83,78.74,28.26,1.11,12.43,6.21,1.44,41.89
35,603993,洛阳钼业,70.57,52.81,15.44,19.36,1.68,17.15,25.37,4.66,93.69
