排名,代码,名称,最新价,总市值,流通市值
1,688825,N长鑫,49.0,3277163417773,220648909579
2,601398,工商银行,7.73,2755020367298,2084102402926
3,601939,建设银行,10.36,2710179951915,99390292798
4,601288,农业银行,6.72,2351885987627,2145321096421
5,600941,中国移动,94.39,2046724095928,85212258966
6,601857,中国石油,10.9,1994928658216,1764950648216
7,601988,中国银行,6.0,1933274470884,1264593089076
8,300750,宁德时代,400.0,1850661967600,1704032407600
9,600519,贵州茅台,1289.5,1611980224490,1611980224490
10,600938,中国海油,31.55,1499570048195,94334500000
11,688981,中芯国际,143.77,1230787077901,287477107670
12,601138,工业富联,61.55,1221403880080,1221403880080
13,300308,中际旭创,1076.94,1201040794279,1195338544519
14,601628,中国人寿,39.73,1122956729650,827318846900
15,600036,招商银行,39.0,983573978439,804528832731
16,601088,中国神华,44.83,972337339848,739293231523
17,601318,中国平安,53.41,967129158953,569354076083
18,601899,紫金矿业,31.77,844787003541,654518968058
19,002594,比亚迪,92.4,842429055006,322163087400
20,688256,寒武纪,1241.02,779724140388,779724140388
21,688041,海光信息,313.59,728889181957,728889181957
22,600900,长江电力,28.35,693673972249,693673972249
23,300502,新易盛,491.0,684580031844,615833390578
24,000333,美的集团,84.13,641544950011,578956984449
25,600028,中国石化,5.15,622766398243,487975248181
26,601328,交通银行,7.01,619430127403,182767801379
27,601658,邮储银行,5.09,611283822274,369166505079
28,601728,中国电信,6.12,560023688838,475093939638
29,002371,北方华创,770.0,558780684000,558334582960
30,688347,华虹宏力,308.4,535914822377,125750100000
31,002475,立讯精密,62.89,485842718641,460673976875
32,601998,中信银行,7.71,429024201055,314282724503
33,688235,百济神州,274.0,422348835592,31525141240
34,600030,中信证券,28.26,418828653388,344109330525
35,603993,洛阳钼业,19.36,414193845007,338041904527
36,002384,东山精密,211.9,388117636031,293761573104
37,601166,兴业银行,18.3,387280329088,387280329088
38,688012,中微公司,399.77,382916635460,376662109881
39,603259,药明康德,124.66,371955166942,308319115466
40,600276,恒瑞医药,53.6,355753913246,341914521886
41,002415,海康威视,36.99,339008598635,334615006333
42,601211,国泰海通,18.95,334068144460,255766448157
43,688802,沐曦股份-U,830.2,332163020000,15382439569
44,601319,中国人保,7.44,329026489938,264103308978
45,300059,东方财富,19.65,310906227544,262392261998
46,600183,生益科技,125.99,306030172383,303856238493
47,603986,兆易创新,434.03,304578397107,290145554114
48,601601,中国太保,31.62,304195196807,216440210807
49,600000,浦发银行,9.05,301417836615,301417836615
50,000858,五 粮 液,73.9,286850831570,286843839595
51,688795,摩尔线程-U,605.86,284771295552,18312415371
52,601869,长飞光纤,335.89,278085046726,136484976289
53,688008,澜起科技,227.45,277611372876,260376690301
54,688820,盛合晶微,142.66,265743352678,24666291050
55,002379,宏桥控股,19.51,254237116121,22170651921
56,600150,中国船舶,33.53,252334081787,252334081787
57,000338,潍柴动力,28.45,245814276667,141009367848
58,601816,京沪高铁,4.99,244139140056,244139140056
59,300274,阳光电源,116.21,240927899583,184486649101
60,002916,深南电路,353.44,240751521337,234970252008
61,601225,陕西煤业,24.56,238109200000,238109200000
62,300476,胜宏科技,238.66,234551423471,206487425574
63,601919,中远海控,15.31,233754962594,192240580934
64,600309,万华化学,74.15,232124471068,232124471068
65,688072,拓荆科技,791.9,230188687430,223864596203
66,300394,天孚通信,209.19,228189701205,227679896180
67,002714,牧原股份,39.33,227051935630,129022035542
68,000651,格力电器,40.39,226240777879,223033962655
69,002463,沪电股份,117.5,226112715598,225930232105
70,300408,三环集团,111.57,221785726633,208614279631
71,000725,京东方Ａ,5.97,221154638542,211141790678
72,688808,联讯仪器,2151.28,220864747384,41511408664
73,002938,鹏鼎控股,93.29,216202994825,215576982262
74,000001,平安银行,11.11,215599751180,215596223255
75,301666,大普微-UW,489.15,213375232494,12970469178
76,603288,海天味业,36.02,210782734483,200292831595
77,600919,江苏银行,11.48,210673204835,210673204835
78,002142,宁波银行,31.89,210588510357,210456209876
79,601066,中信建投,26.45,205164577381,171810498876
80,600690,海尔智家,21.87,205088760446,136753731349
81,003816,中国广核,4.03,203510186991,158520778241
82,600188,兖矿能源,19.97,200435934839,119048199839
83,601336,新华保险,63.3,197467299780,132008310222
84,300433,蓝思科技,36.63,193360278068,182040111330
85,300604,长川科技,304.7,193307351686,149141946245
86,600406,国电南瑞,23.9,191958972128,191395410272
87,601668,中国建筑,4.63,191313407756,191313407756
88,001399,惠科股份,26.21,191276248431,11285154020
89,601818,光大银行,3.17,187301196863,147109605328
90,600025,华能水电,9.89,184261522202,184261522202
91,601898,中煤能源,13.84,183499901456,126663685536
92,688498,源杰科技,1473.01,183390300325,181021357033
93,601688,华泰证券,20.28,183064797580,148181054390
94,601985,中国核电,8.86,182232498376,167305903922
95,001248,华润新能,13.97,181687182294,14841780960
96,300760,迈瑞医疗,148.56,180120293493,179965477482
97,600031,三一重工,19.4,178383086078,164403166718
98,002352,顺丰控股,33.76,177756800713,162018131144
99,600930,华电新能,4.24,176868571427,45551148649
100,301377,鼎泰高科,414.38,175715739751,40965993831
