排名,代码,名称,日线J,周线J,月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%
30,601998,中信银行,91.65,113.14,60.63,7.9,1.02,6.17,74.02,0.59,64.36
31,600030,中信证券,56.35,70.04,86.28,28.27,-0.56,12.44,6.29,1.44,41.98
32,002475,立讯精密,2.15,-4.99,25.53,53.71,-6.56,24.1,26.37,4.7,31.8
33,603993,洛阳钼业,35.46,58.41,12.32,19.18,-1.74,16.99,24.74,4.62,92.99
34,601166,兴业银行,100.19,113.96,63.69,19.1,1.06,5.22,47.21,0.49,15.61
35,688235,百济神州,-5.2,64.05,37.96,249.65,-2.88,121.66,93.14,11.65,73.53
36,603259,药明康德,73.32,91.59,91.46,128.5,0.05,19.05,20.94,4.55,34.08
37,688347,华虹宏力,-8.37,-4.95,39.65,219.5,-7.73,773.05,77.35,8.43,93.78
38,600276,恒瑞医药,21.16,73.54,34.5,53.0,-2.0,43.33,4.51,5.53,3.03
39,002415,海康威视,78.2,102.79,98.59,37.95,0.8,21.16,22.57,4.12,29.2
40,601319,中国人保,51.45,102.16,14.68,7.34,-0.41,7.62,10.75,1.02,27.81
41,601211,国泰海通,2.37,59.56,49.6,18.3,-0.33,14.69,60.33,0.99,33.57
42,600000,浦发银行,91.19,110.51,32.92,9.63,1.26,6.38,77.23,0.43,33.05
43,601601,中国太保,86.29,119.16,14.21,32.98,1.92,5.88,2.31,0.99,14.55
44,300059,东方财富,68.65,63.55,31.55,20.01,-0.79,24.15,6.58,3.31,13.02
45,000858,五 粮 液,92.31,102.37,20.81,78.06,0.08,24.05,36.26,2.37,1.54
46,002384,东山精密,-2.81,-19.32,42.93,162.81,-5.06,146.17,95.29,13.17,96.69
47,688012,中微公司,-4.77,13.8,46.71,309.85,-9.93,108.76,62.43,12.21,73.56
48,688802,沐曦股份-U,-4.56,-3.41,50.69,665.0,-3.47,-405.73,41.06,20.31,45.7
49,688795,摩尔线程-U,30.47,3.47,20.2,563.0,-1.31,-308.08,41.51,22.97,13.21
50,600150,中国船舶,112.01,52.56,36.99,35.1,-0.23,23.36,26.8,1.77,25.36
51,601816,京沪高铁,91.43,117.94,98.83,5.22,1.75,19.13,8.58,1.21,15.58
52,600183,生益科技,10.5,-17.74,32.41,102.03,-3.42,63.09,96.93,13.82,97.65
53,000338,潍柴动力,82.4,46.41,58.25,28.48,1.9,21.77,95.49,2.58,88.38
54,002379,宏桥控股,34.22,85.47,7.64,18.69,-10.01,12.36,72.48,4.66,83.05
55,601919,中远海控,96.21,120.33,68.74,15.72,0.58,9.58,59.17,1.02,35.59
56,603986,兆易创新,5.83,-21.24,19.64,340.74,-10.0,83.18,43.56,9.46,63.5
57,600309,万华化学,76.79,99.29,22.08,75.3,1.06,17.91,64.22,2.12,9.89
58,601225,陕西煤业,24.79,69.89,54.58,24.18,-2.5,14.5,96.88,2.3,79.97
59,688008,澜起科技,9.54,-6.53,36.69,189.94,-7.3,90.64,64.71,11.12,71.63
60,000651,格力电器,52.77,97.71,92.5,40.96,-3.17,7.86,32.47,1.51,5.86
61,300408,三环集团,80.29,8.96,53.47,114.0,2.08,78.78,98.37,10.12,98.37
62,000001,平安银行,100.9,115.15,101.91,11.62,-0.09,5.24,35.06,0.49,12.1
63,002714,牧原股份,22.6,92.63,29.13,38.93,-0.84,22.98,67.92,2.61,1.92
64,603288,海天味业,78.85,108.02,68.5,38.02,-1.09,30.56,3.12,5.29,4.56
65,601869,长飞光纤,2.88,-19.62,29.99,262.3,-3.39,187.66,93.69,15.26,95.48
66,688820,盛合晶微,2.74,-15.92,15.81,116.42,-5.27,220.04,14.08,15.0,14.08
67,300274,阳光电源,5.09,-3.35,-8.0,103.74,0.36,18.03,31.84,4.42,40.87
68,600690,海尔智家,76.63,107.1,35.21,22.92,-1.16,11.48,7.83,1.72,3.99
69,600919,江苏银行,88.39,100.66,103.07,11.69,-1.18,6.08,81.41,0.81,89.24
70,002142,宁波银行,63.87,97.33,83.85,32.29,1.29,7.08,32.76,0.92,28.96
71,003816,中国广核,69.59,63.64,32.59,4.16,0.73,22.15,91.67,1.67,71.39
72,002916,深南电路,19.86,-12.07,37.34,302.31,-1.85,56.66,86.74,11.38,86.31
73,600406,国电南瑞,100.93,112.17,25.74,25.07,2.96,24.2,35.78,3.76,44.24
74,000725,京东方Ａ,13.08,-13.8,33.54,5.42,-1.63,33.74,52.69,1.48,60.9
75,601066,中信建投,14.7,10.98,53.16,25.56,-0.81,17.6,6.6,2.3,18.47
76,300394,天孚通信,25.67,-4.53,19.31,180.5,5.55,90.66,91.31,32.93,93.32
77,601668,中国建筑,94.47,123.59,67.6,4.76,1.28,5.18,66.28,0.4,2.11
78,601336,新华保险,16.52,79.23,9.35,62.87,-0.43,5.31,2.45,1.59,48.75
79,002463,沪电股份,21.4,-8.66,38.95,101.61,-2.06,45.45,93.28,11.65,96.64
80,300760,迈瑞医疗,78.44,104.67,33.55,156.89,-1.25,24.27,8.82,4.74,2.8
81,600188,兖矿能源,-0.95,22.38,37.76,18.95,-6.14,19.91,95.44,2.49,70.41
82,601818,光大银行,96.24,114.6,60.67,3.2,0.95,5.0,46.16,0.37,3.94
83,600025,华能水电,59.03,100.73,82.88,10.12,0.0,22.08,79.06,2.66,75.84
84,002938,鹏鼎控股,14.66,-8.68,46.39,80.91,-0.72,50.51,97.06,5.41,85.47
85,300476,胜宏科技,9.58,-6.32,-6.69,189.3,-0.58,39.75,75.12,10.69,87.27
86,600031,三一重工,71.78,107.18,37.15,20.2,-1.7,22.06,48.85,2.05,22.0
87,601985,中国核电,64.74,75.37,87.6,9.03,-0.33,22.56,87.27,1.55,34.15
88,002352,顺丰控股,85.41,110.65,52.59,35.05,0.17,16.18,2.69,1.84,3.27
89,600930,华电新能,91.56,9.41,3.32,4.35,2.35,28.34,10.2,1.64,4.31
90,601898,中煤能源,13.12,32.24,4.59,13.49,-2.25,10.07,47.07,1.09,81.99
91,601766,中国中车,70.13,109.97,44.73,6.22,0.97,13.22,9.56,1.02,16.19
92,601688,华泰证券,-3.46,30.88,14.57,19.6,-0.1,10.09,17.68,0.99,37.7
93,300033,同花顺,87.58,51.47,31.92,231.09,-1.65,52.06,50.72,24.88,94.67
94,300124,汇川技术,100.97,25.21,19.95,64.11,0.08,36.62,27.67,4.77,2.69
95,001248,华润新能,30.97,6.34,,13.26,0.61,32.1,39.13,1.86,39.13
96,688072,拓荆科技,1.46,9.21,47.89,591.86,-10.99,104.63,55.48,23.74,95.58
97,600887,伊利股份,67.37,102.19,66.75,27.12,0.07,14.19,6.68,2.88,5.19
98,601995,中金公司,32.41,51.95,57.78,35.25,-0.2,15.02,2.72,1.66,11.6
99,600989,宝丰能源,37.35,79.05,14.54,22.91,-1.63,13.36,7.25,3.22,62.1
100,688808,联讯仪器,13.07,-6.69,35.47,1624.0,-0.98,610.23,29.41,162.49,29.41
