排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%,MA20,MA60,双均线多头,价距MA20%,量比,量比30,成交额(亿),PE5年分位%,PB5年分位%,行业
1,00700,腾讯控股,73.6,52.91,8.6,52.5,57.25,2.21,455.2,1.65,15.53,,3.16,,459.89,454.013,1.0,-1.02,1.53,1.05,126.55,,,
2,03750,宁德时代,5.25,33.55,47.05,-1.24,37.11,59.83,616.5,0.49,29.61,,6.53,,637.925,652.467,0.0,-3.36,1.01,0.82,10.19,,,
3,00005,汇丰控股,43.12,60.73,91.77,53.02,66.37,98.72,161.4,-0.25,14.7,,2.04,,162.355,155.328,1.0,-0.59,0.84,0.57,11.49,,,
4,01398,工商银行,62.7,91.92,83.86,72.16,87.97,74.53,7.45,-0.13,6.39,,0.59,,7.323,7.052,1.0,1.67,0.84,0.81,10.04,,,
5,00939,建设银行,61.97,97.52,88.09,70.8,94.1,78.46,9.14,0.05,6.25,,0.6,,8.987,8.676,1.0,1.7,1.06,0.91,19.46,,,
6,09988,阿里巴巴-W,15.17,79.38,17.92,20.47,98.55,8.33,113.9,-1.39,26.65,,1.8,,121.99,112.676,1.0,-6.63,0.43,0.71,83.18,,,
7,01288,农业银行,77.46,87.07,78.75,84.55,81.61,64.03,6.22,-0.24,6.61,,0.68,,6.059,5.841,1.0,2.74,0.77,0.69,3.47,,,
8,00857,中国石油股份,76.71,106.19,37.65,62.76,92.66,34.15,10.19,2.21,10.51,,1.01,,9.765,9.641,1.0,4.35,1.08,0.81,6.73,,,
9,03988,中国银行,85.76,100.75,95.99,78.59,87.05,85.63,5.58,1.36,6.55,,0.58,,5.377,5.27,1.0,3.78,1.01,0.98,8.94,,,
10,00941,中国移动,1.37,60.99,33.75,0.61,87.69,44.58,79.4,-0.06,11.46,,1.03,,81.75,80.748,1.0,-2.87,0.75,0.84,9.17,,,
11,03968,招商银行,65.68,78.74,55.35,81.7,80.81,47.73,49.02,-1.01,7.33,,0.96,,48.911,47.822,1.0,0.22,1.34,1.4,7.45,,,
12,03308,中际旭创,6.62,47.79,,2.24,,,1040.0,-0.57,52.23,,25.27,,1099.45,,,-5.41,1.41,,18.43,,,
13,00883,中国海洋石油,85.86,117.98,30.68,74.51,108.49,20.49,25.44,1.27,7.67,,1.23,,24.208,23.479,1.0,5.09,0.77,0.72,12.32,,,
14,02318,中国平安,99.17,84.78,12.61,109.29,79.49,10.69,56.9,-0.52,5.69,,0.87,,56.255,55.445,1.0,1.15,0.59,0.78,13.81,,,
15,02899,紫金矿业,70.29,107.87,32.65,65.32,111.9,6.76,38.28,1.65,13.24,,4.38,,36.108,32.644,1.0,6.02,0.55,0.58,13.37,,,
16,01088,中国神华,92.66,113.14,49.06,88.01,102.46,33.61,45.82,0.22,16.85,,1.77,,43.883,43.171,1.0,4.41,0.83,0.79,3.3,,,
17,01211,比亚迪股份,58.17,94.59,54.49,64.25,95.53,42.81,91.95,0.77,27.2,,3.19,,91.35,87.09,1.0,0.66,0.62,0.65,10.06,,,
18,02628,中国人寿,105.33,67.43,33.41,108.87,30.49,30.51,29.42,0.34,2.96,,1.09,,28.13,28.314,0.0,4.59,1.27,1.38,21.75,,,
19,01299,友邦保险,91.33,54.28,14.59,87.5,46.03,21.62,75.5,1.14,12.54,,2.45,,74.237,74.508,0.0,1.7,0.86,0.94,20.03,,,
20,00300,美的集团,91.56,98.85,93.04,96.82,94.15,72.59,98.75,-0.4,15.2,,2.85,,97.243,92.172,1.0,1.55,0.7,0.5,2.32,,,
21,01810,小米集团-W,71.44,68.58,26.37,74.44,70.63,14.57,27.82,1.24,19.16,,2.31,,27.262,26.306,1.0,2.05,0.6,0.46,23.83,,,
22,03328,交通银行,68.86,95.0,82.16,79.37,87.4,73.22,7.51,-0.4,6.14,,0.5,,7.404,7.25,1.0,1.43,0.85,0.76,1.4,,,
23,09999,网易,22.84,24.04,42.75,37.54,50.6,49.67,192.2,-0.52,16.68,,3.21,,198.16,198.273,0.0,-3.01,0.62,0.71,10.12,,,
24,00981,中芯国际,31.57,28.61,45.34,29.99,28.0,49.79,70.15,-1.61,73.95,,3.05,,68.968,73.343,0.0,1.71,0.56,0.37,27.11,,,
25,01658,邮储银行,72.75,75.04,39.62,81.92,65.83,25.35,4.96,-0.3,6.04,,0.51,,4.896,4.895,1.0,1.21,0.64,0.72,1.29,,,
26,02359,药明康德,-0.32,86.49,90.72,12.8,99.62,90.73,197.1,-0.95,23.44,,6.09,,195.845,161.838,1.0,0.64,0.47,0.38,5.3,,,
27,00386,中国石油化工股份,100.47,106.55,25.89,98.98,92.74,3.72,4.76,1.82,14.23,,0.6,,4.414,4.268,1.0,7.95,0.98,1.61,8.81,,,
28,02388,中银香港,54.71,91.43,87.54,19.05,91.09,81.56,50.95,2.27,13.43,,1.5,,50.437,48.254,1.0,1.02,1.24,1.13,6.05,,,
29,00388,香港交易所,102.23,112.79,61.48,103.04,111.24,28.5,424.0,0.43,27.15,,8.86,,413.19,395.133,1.0,2.62,1.3,1.14,17.73,,,
30,02513,智谱,50.99,9.53,25.36,39.17,5.43,38.69,1090.0,-6.03,-97.57,,-4.9,,1115.95,1388.117,0.0,-2.33,0.72,0.54,42.92,,,
31,02888,渣打集团,16.15,71.79,93.49,28.72,83.23,96.49,230.4,-1.2,11.92,,1.39,,234.13,222.198,1.0,-1.59,0.54,0.43,1.04,,,
32,02475,立讯精密,91.73,77.72,,96.77,64.98,,63.55,-0.78,24.44,,4.34,,60.858,,,4.42,1.13,0.96,2.81,,,
33,09633,农夫山泉,55.33,67.33,15.5,56.85,57.81,1.66,43.5,1.3,25.16,,11.43,,42.834,42.325,1.0,1.55,0.79,0.91,3.01,,,
34,03690,美团-W,2.78,50.72,46.51,-2.14,80.89,52.21,77.5,0.0,-10.76,,2.82,,87.235,81.646,1.0,-11.16,0.7,0.73,25.9,,,
35,00998,中信银行,103.02,111.58,69.23,106.77,103.79,35.36,8.31,1.65,5.68,,0.54,,7.684,7.385,1.0,8.21,1.37,1.95,2.79,,,
36,00728,中国电信,84.43,107.57,29.0,90.68,100.84,17.04,4.87,-0.41,13.09,,0.82,,4.7,4.656,1.0,3.62,1.11,1.07,3.65,,,
37,02259,紫金黄金国际,85.56,114.1,19.27,80.21,111.6,-4.64,161.2,3.4,21.84,,5.89,,140.505,117.993,1.0,14.73,0.63,0.6,10.01,,,
38,06030,中信证券,94.73,31.11,51.15,88.96,5.36,42.72,27.44,-0.15,9.51,,1.2,,26.82,27.04,0.0,2.31,0.53,0.68,2.46,,,
39,03993,洛阳钼业,90.34,67.38,10.97,85.65,58.06,4.68,17.69,0.91,11.97,,3.67,,17.589,16.982,1.0,0.57,0.61,0.72,5.31,,,
40,00267,中信股份,74.29,104.42,53.88,75.6,94.41,33.54,12.91,0.7,5.39,,0.41,,12.332,12.104,1.0,4.69,0.68,0.93,1.55,,,
41,00992,联想集团,19.47,62.06,91.97,17.32,69.88,94.09,29.96,-2.47,59.52,,6.57,,29.548,25.355,1.0,1.39,0.83,0.66,23.68,,,
42,02328,中国财险,75.75,79.4,47.28,88.79,77.77,24.95,15.98,-0.87,8.42,,1.07,,15.847,15.204,1.0,0.84,1.36,0.85,3.47,,,
43,00016,新鸿基地产,50.48,80.81,41.0,66.4,88.54,41.26,121.9,-1.3,16.06,,0.57,,120.58,118.77,1.0,1.09,1.16,1.09,5.72,,,
44,06809,澜起科技,64.25,8.98,41.01,60.79,3.76,55.4,285.0,-5.38,121.39,,14.75,,273.29,329.737,0.0,4.28,0.78,0.52,7.88,,,
45,06160,百济神州,42.87,94.36,70.63,58.82,100.0,31.63,224.4,-0.71,67.54,,8.53,,215.465,190.363,1.0,4.15,0.76,0.55,5.69,,,
46,03986,兆易创新,30.93,0.05,19.9,39.81,-1.24,40.94,486.0,-5.81,37.65,,7.95,,496.075,665.542,0.0,-2.03,0.8,0.41,11.3,,,
47,01276,恒瑞医药,24.76,5.93,0.41,22.15,9.32,6.2,47.94,-1.88,36.16,,4.29,,53.202,55.445,0.0,-9.89,0.41,0.76,2.05,,,
48,02601,中国太保,99.67,77.35,10.13,97.75,60.48,4.43,30.16,1.0,4.53,,0.79,,29.339,29.363,0.0,2.8,1.25,1.27,3.32,,,
49,02338,潍柴动力,23.28,39.71,50.77,4.6,40.17,61.07,32.76,3.67,19.15,,2.56,,33.937,34.686,0.0,-3.47,1.77,1.94,9.69,,,
50,02611,国泰海通,94.01,55.58,40.73,99.65,24.64,23.02,15.69,-0.19,7.48,,0.73,,14.745,14.787,0.0,6.41,0.91,1.37,2.15,,,
51,02378,保诚,28.57,31.22,28.88,63.42,43.34,37.63,107.8,-1.1,9.49,,1.74,,109.865,108.113,1.0,-1.88,4.22,2.39,0.34,,,
52,00001,长和,50.92,63.59,84.85,59.87,72.04,89.31,70.15,-0.14,7.11,,0.46,,71.325,69.767,1.0,-1.65,0.8,0.76,3.31,,,
53,01919,中远海控,57.22,102.17,78.45,84.28,112.58,59.12,17.2,-2.22,9.33,,0.99,,16.313,14.998,1.0,5.44,1.26,1.91,6.38,,,
54,00669,创科实业,7.91,59.83,88.3,16.41,84.23,98.06,135.2,-2.52,24.27,,4.23,,141.365,130.773,1.0,-4.36,1.7,1.33,10.27,,,
55,01339,中国人民保险集团,102.51,83.32,9.92,104.07,71.24,-1.33,5.4,0.65,5.06,,0.66,,5.245,5.173,1.0,2.96,1.14,0.83,1.22,,,
56,01109,华润置地,-1.48,71.58,43.26,9.4,85.95,40.61,33.18,-1.95,8.41,,0.74,,33.875,33.458,1.0,-2.05,1.99,2.06,10.82,,,
57,01378,中国宏桥,69.33,80.69,-3.31,64.54,69.92,-3.73,23.5,1.56,7.37,,1.51,,23.434,23.223,1.0,0.28,0.74,0.57,5.15,,,
58,06951,三环集团,22.15,71.15,,7.1,78.25,,114.0,2.33,60.43,,8.38,,113.185,,,0.72,2.25,1.03,2.31,,,
59,03692,翰森制药,104.16,95.67,30.26,75.66,69.21,1.77,36.72,-0.27,29.24,,5.12,,33.121,31.801,1.0,10.87,0.83,1.23,5.15,,,
60,02020,安踏体育,77.63,66.96,50.87,80.47,52.67,39.92,77.4,-0.51,11.86,,2.62,,74.472,74.055,1.0,3.93,0.7,1.03,5.96,,,
61,02476,胜宏科技,33.16,29.67,5.55,72.89,26.42,,220.2,-12.96,37.88,,4.96,,232.86,276.107,0.0,-5.44,2.87,1.63,20.44,,,
62,09992,泡泡玛特,101.83,45.69,5.32,87.4,20.26,3.13,158.7,3.05,14.16,,7.96,,154.85,160.14,0.0,2.49,0.6,0.89,16.66,,,
63,02269,药明生物,50.97,94.13,75.52,60.5,103.96,46.64,50.65,0.3,36.97,,3.79,,46.588,38.956,1.0,8.72,0.59,0.85,16.78,,,
64,01347,华虹宏力,42.31,-3.62,36.54,36.22,-10.27,59.63,120.6,-1.79,261.2,,3.74,,128.08,151.042,0.0,-5.84,0.61,0.4,20.28,,,
65,02714,牧原股份,71.7,105.59,20.23,32.94,94.26,4.24,35.48,4.05,-146.52,,2.25,,33.575,32.393,1.0,5.67,1.02,0.93,0.98,,,
66,00066,港铁公司,4.17,86.57,29.04,17.96,109.95,38.27,32.48,-0.25,8.85,,0.99,,32.777,32.077,1.0,-0.91,0.57,0.52,0.98,,,
67,06690,海尔智家,78.71,50.98,17.64,92.95,54.64,16.33,21.28,-0.65,9.82,,1.45,,21.2,20.98,1.0,0.38,1.89,1.48,3.87,,,
68,00002,中电控股,37.21,100.05,95.02,42.46,111.77,91.25,78.7,-0.19,18.34,,1.8,,78.222,76.19,1.0,0.61,0.91,0.81,2.15,,,
69,00175,吉利汽车,30.9,43.4,25.57,53.6,52.5,32.45,18.08,-1.2,10.28,,1.79,,18.521,18.559,0.0,-2.38,0.69,0.62,5.17,,,
70,01801,信达生物,75.64,97.17,74.52,75.95,96.78,37.52,107.5,-0.09,131.22,,7.82,,97.225,88.121,1.0,10.57,0.6,0.84,12.02,,,
71,06818,中国光大银行,25.57,28.17,9.69,49.74,35.79,12.77,2.97,-1.82,4.13,,0.31,,3.041,3.101,0.0,-2.33,3.51,2.37,0.74,,,
72,06936,顺丰控股,70.83,85.26,54.44,62.05,86.93,45.18,32.82,0.37,13.54,,1.45,,32.733,31.838,1.0,0.27,0.75,0.39,0.16,,,
73,00762,中国联通,26.3,17.79,3.2,30.52,26.87,7.31,5.63,-0.62,9.54,,0.4,,6.135,6.511,0.0,-8.23,0.57,0.59,1.37,,,
74,06031,三一重工,46.41,24.42,5.15,62.28,34.72,13.63,18.59,-1.54,18.1,,1.67,,19.366,19.729,0.0,-4.01,2.2,1.49,1.21,,,
75,03288,海天味业,5.01,26.01,9.64,30.88,77.18,37.23,28.68,-1.1,20.15,,3.73,,31.906,31.339,1.0,-10.11,1.43,3.37,1.76,,,
76,01038,长江基建集团,38.83,98.32,74.61,61.13,112.7,60.57,65.0,-0.84,6.51,,1.11,,63.66,61.188,1.0,2.1,0.64,0.65,0.59,,,
77,02423,贝壳-W,89.03,101.91,67.4,86.43,93.54,39.96,47.48,0.89,30.13,,2.18,,45.163,42.589,1.0,5.13,1.35,2.04,8.35,,,
78,00788,中国铁塔,1.04,42.07,5.17,14.85,60.18,8.6,9.14,-0.44,10.6,,0.68,,9.475,9.45,1.0,-3.48,0.68,0.53,0.77,,,
79,01113,长实集团,41.14,59.39,48.77,57.67,70.97,56.39,45.86,-0.56,12.13,,0.4,,46.759,46.268,1.0,-1.92,1.31,1.16,2.12,,,
80,01898,中煤能源,96.62,110.78,18.36,94.6,87.61,6.79,11.98,1.01,9.1,,0.83,,11.134,10.966,1.0,7.6,0.82,0.97,1.81,,,
81,06886,华泰证券,90.41,80.83,28.64,89.86,50.29,16.93,17.41,0.52,8.01,,0.78,,16.878,16.838,1.0,3.15,0.96,1.18,1.5,,,
82,01766,中国中车,98.78,104.67,39.57,88.25,83.53,15.83,5.41,2.08,9.8,,0.76,,5.148,4.996,1.0,5.09,1.43,1.18,1.15,,,
83,01816,中广核电力,106.58,101.64,17.83,96.16,73.53,6.23,3.06,2.17,13.63,,1.08,,2.868,2.856,1.0,6.52,0.59,0.83,0.95,,,
84,00688,中国海外发展,41.9,74.98,41.15,60.64,66.99,35.14,13.82,-2.47,11.89,,0.33,,13.638,13.652,0.0,1.33,1.93,2.63,6.92,,,
85,02600,中国铝业,88.5,85.11,-4.76,63.51,58.37,-6.11,8.77,3.61,7.54,,1.55,,8.461,8.457,1.0,3.59,1.28,1.08,4.13,,,
86,09973,奇瑞汽车,47.79,76.84,23.54,57.66,87.58,26.18,25.88,-0.77,7.41,,2.41,,26.016,25.807,1.0,-0.52,0.89,1.16,0.79,,,
87,00027,银河娱乐,-10.76,93.31,19.73,0.03,115.5,7.36,33.86,-1.46,13.84,,1.75,,34.318,32.259,1.0,-1.33,0.65,0.71,3.29,,,
88,01336,新华保险,63.24,59.61,2.09,81.95,43.79,1.25,46.94,-0.38,2.92,,1.03,,47.029,47.902,0.0,-0.19,0.63,0.74,2.71,,,
89,01377,鼎泰高科,31.11,46.32,,46.7,50.88,,342.4,-3.71,133.59,,39.17,,353.19,,,-3.06,1.06,0.39,0.28,,,
90,01024,快手-W,6.39,-0.34,-10.65,6.45,9.04,-9.12,33.46,-0.59,8.13,,1.53,,39.308,42.412,0.0,-14.88,0.72,0.73,12.54,,,
91,01988,民生银行,17.48,49.94,17.48,48.56,75.29,20.17,3.3,-2.8,4.37,,0.22,,3.442,3.423,1.0,-4.13,2.45,3.33,1.79,,,
92,03606,福耀玻璃,7.35,71.3,30.65,9.07,88.1,22.69,55.25,0.09,15.0,,3.28,,56.635,54.319,1.0,-2.45,0.62,0.78,1.16,,,
93,01776,广发证券,97.01,81.72,60.4,100.58,49.01,36.21,18.23,-0.6,8.15,,0.91,,17.369,17.109,1.0,4.96,0.79,0.94,1.02,,,
94,01888,建滔积层板,100.86,10.77,25.35,92.26,-1.75,39.5,45.16,2.78,32.38,,7.76,,37.472,55.379,0.0,20.52,1.08,0.77,42.42,,,
95,01972,太古地产,30.3,99.21,45.03,47.73,109.74,24.52,24.52,-0.65,42.78,,0.52,,24.287,22.543,1.0,0.96,0.41,0.29,0.19,,,
