排名,代码,名称,最新价,总市值,流通市值
1,601398,工商银行,7.56,2694431303593,2038268326795
2,601939,建设银行,10.19,2665707887067,97759371005
3,601288,农业银行,6.43,2250390907803,2052740275296
4,600941,中国移动,94.94,2058650128906,85708781293
5,601857,中国石油,10.67,1952833833318,1727708570318
6,601988,中国银行,5.88,1894608981466,1239301227294
7,300750,宁德时代,382.2,1768305959074,1627039056388
8,600519,贵州茅台,1308.0,1635106734108,1635106734108
9,600938,中国海油,30.93,1470101476725,92480700000
10,688981,中芯国际,160.0,1369728959200,319930007840
11,300308,中际旭创,1136.55,1267519931229,1261502054686
12,601138,工业富联,60.98,1210092747478,1210092747478
13,601628,中国人寿,40.17,1135393199850,836481200100
14,601088,中国神华,45.1,978193487110,743745811771
15,600036,招商银行,37.99,958101934382,783693598858
16,601318,中国平安,52.89,957713185116,563810842240
17,002594,比亚迪,94.3,859751730380,328787653050
18,688256,寒武纪,1350.02,848208074009,848208074009
19,601899,紫金矿业,30.21,803305488731,622380170759
20,688041,海光信息,344.53,800804202492,800804202492
21,300502,新易盛,551.77,769309010531,692053747290
22,600900,长江电力,28.73,702971894981,702971894981
23,688347,华虹宏力,397.78,691232808188,162194795000
24,000333,美的集团,84.27,642362003146,579669885496
25,600028,中国石化,5.12,619138632817,485132673920
26,601658,邮储银行,5.05,606480020135,366265393055
27,601328,交通银行,6.81,601757370559,177553313465
28,601728,中国电信,6.1,558193546064,473541345064
29,002371,北方华创,744.6,540348178320,539916792821
30,688825,长鑫科技,-,521269626082,-
31,002475,立讯精密,60.42,466761282561,442581041228
32,688235,百济神州,275.5,424660964254,31697724130
33,002384,东山精密,231.0,423101339892,320240318013
34,600030,中信证券,28.34,420014297134,345083454603
35,601998,中信银行,7.48,416225813735,304907234667
36,603993,洛阳钼业,18.68,399645714088,326168531848
37,688012,中微公司,407.89,390694315326,384312749830
38,601166,兴业银行,17.89,378603556688,378603556688
39,603259,药明康德,126.45,377296092250,312746287107
40,600276,恒瑞医药,54.93,364581389079,350398594911
41,688802,沐曦股份-U,896.0,358489600000,16601621120
42,601869,长飞光纤,406.38,336444077789,165127764043
43,603986,兆易创新,475.53,333700816018,317887969375
44,601211,国泰海通,18.82,331776384102,254011849832
45,600183,生益科技,135.67,329542927909,324862024474
46,601319,中国人保,7.41,327699770220,263038376280
47,002415,海康威视,35.11,321778640121,317619180505
48,300059,东方财富,20.29,321032435464,270938371295
49,601601,中国太保,31.63,304291400222,216508661222
50,688795,摩尔线程-U,644.3,302839180213,19474283207
51,600000,浦发银行,8.95,298087252785,298087252785
52,000858,五 粮 液,74.38,288714003412,288706966023
53,688820,盛合晶微,145.1,270288521475,25088173499
54,688008,澜起科技,219.6,268030149412,251390288812
55,300394,天孚通信,231.0,251980596483,251417639550
56,600150,中国船舶,32.96,248044477652,248044477652
57,601816,京沪高铁,4.94,241692856088,241692856088
58,002916,深南电路,350.0,238408308250,232683307500
59,300476,胜宏科技,240.27,236133707020,207880389435
60,002463,沪电股份,122.6,235926969636,235736565584
61,002379,宏桥控股,18.04,235081372364,20500182504
62,000725,京东方Ａ,6.31,233749710084,223166616278
63,601225,陕西煤业,23.98,232486100000,232486100000
64,000338,潍柴动力,26.55,229397857488,131592222017
65,002714,牧原股份,39.42,227571505277,129317280474
66,000651,格力电器,40.59,227361059027,224138364550
67,601919,中远海控,14.87,227036988490,186715704670
68,301666,大普微-UW,515.55,224891344398,13670500634
69,600309,万华化学,71.75,224611339166,224611339166
70,688072,拓荆科技,764.46,222212456109,216107499954
71,002938,鹏鼎控股,95.6,221556504505,220914990934
72,300274,阳光电源,104.08,215779845010,165229932350
73,300408,三环集团,107.54,213774644099,201078960576
74,603288,海天味业,36.52,213708646955,203073131867
75,000001,平安银行,10.84,210360153266,210356711079
76,600188,兖矿能源,20.94,210171681299,124830711299
77,600919,江苏银行,11.32,207736992921,207736992921
78,002142,宁波银行,31.37,207154643145,207024499963
79,601066,中信建投,26.65,206715916340,173109633083
80,003816,中国广核,4.06,205025151162,159700833662
81,600690,海尔智家,21.85,204901207853,136628670780
82,688808,联讯仪器,1993.05,204619800664,38458179799
83,001399,惠科股份,27.87,203390654092,11999894793
84,300433,蓝思科技,38.29,202122987912,190289813345
85,300604,长川科技,318.0,201745119252,155651916330
86,601336,新华保险,64.64,201647492224,134802798938
87,601668,中国建筑,4.63,191313407756,191313407756
88,600406,国电南瑞,23.8,191155796513,190594592656
89,600025,华能水电,10.19,189850850479,189850850479
90,688498,源杰科技,1510.0,187995569270,185567137440
91,601688,华泰证券,20.63,186224199905,150738419727
92,300760,迈瑞医疗,152.25,184594202237,184435540837
93,601985,中国核电,8.97,184494978604,169383065257
94,601818,光大银行,3.12,184346919310,144789264550
95,601898,中煤能源,13.79,182836968286,126206085516
96,600031,三一重工,19.69,181049637365,166860739829
97,600930,华电新能,4.31,179788571427,46303172329
98,000776,广发证券,22.86,178875968381,134966567249
99,301308,江波龙,421.86,178472516413,118902039159
100,002352,顺丰控股,33.87,178335984602,161560305729
