排名,代码,名称,最新价,总市值,流通市值
1,601398,工商银行,7.74,2758584429869,2086798525052
2,601939,建设银行,10.44,2731107982432,100157785407
3,601288,农业银行,6.61,2313387853901,2110204233236
4,600941,中国移动,95.8,2077298107743,86485161659
5,601857,中国石油,11.01,2015060965776,1782762076776
6,601988,中国银行,6.08,1959051463829,1281454330264
7,300750,宁德时代,376.43,1741610183606,1602475960220
8,600519,贵州茅台,1327.5,1659483325328,1659483325328
9,600938,中国海油,31.87,1514779633470,95291300000
10,688981,中芯国际,144.0,1232756063280,287937007056
11,601628,中国人寿,40.6,1147547023000,845435318000
12,601138,工业富联,56.5,1121191214046,1121191214046
13,300308,中际旭创,1004.0,1119695579564,1114379537112
14,601088,中国神华,46.14,1000750498787,760896491244
15,600036,招商银行,38.91,981304192335,802672227732
16,601318,中国平安,53.23,963869783394,567435264368
17,002594,比亚迪,93.92,856287195305,327462739920
18,601899,紫金矿业,29.35,780437474156,604662628659
19,688256,寒武纪,1209.0,759606199521,759606199521
20,688041,海光信息,320.12,744067109691,744067109691
21,300502,新易盛,510.0,711070908840,639664010580
22,600900,长江电力,28.98,709088949410,709088949410
23,000333,美的集团,84.3,642511485446,579797049492
24,600028,中国石化,5.24,633649694523,496502970965
25,601658,邮储银行,5.18,622092377089,375694007134
26,601328,交通银行,7.03,621197403088,183289250170
27,688347,华虹宏力,331.48,576021547735,135160970000
28,601728,中国电信,6.24,571004545482,484409507082
29,688825,长鑫科技,-,521269626082,-
30,002371,北方华创,676.91,491226276372,490834107210
31,002475,立讯精密,56.8,438795777052,416064269145
32,601998,中信银行,7.55,420120975093,307760644617
33,600030,中信证券,28.28,419125064324,344352861545
34,688235,百济神州,259.3,399689974704,29833828918
35,002384,东山精密,217.73,398795907942,301843828749
36,601166,兴业银行,18.34,388126843468,388126843468
37,603993,洛阳钼业,17.99,384883640066,314120550746
38,603259,药明康德,124.22,370642313794,307230872158
39,600276,恒瑞医药,55.57,368829196998,354481156366
40,601211,国泰海通,19.03,335478458526,256846200973
41,601319,中国人保,7.54,333448888996,267653084636
42,688802,沐曦股份-U,821.0,328482100000,15211976495
43,688012,中微公司,342.5,328061004190,322702485515
44,300059,东方财富,20.18,319291993478,269469508760
45,601869,长飞光纤,382.0,316259751256,155221235948
46,002415,海康威视,34.28,314171796734,310110666696
47,600000,浦发银行,9.14,304415362062,304415362062
48,601601,中国太保,31.63,304291400222,216508661222
49,603986,兆易创新,432.3,303364378198,288989063068
50,600183,生益科技,123.34,299593312658,295337820437
51,000858,五 粮 液,76.24,295933794301,295926580930
52,688795,摩尔线程-U,603.0,283427014851,18225970470
53,600150,XD中国船,33.01,248420758717,248420758717
54,002379,宏桥控股,18.8,244985022198,21363826556
55,688820,盛合晶微,130.38,242868486767,22543046594
56,601225,陕西煤业,25.0,242375000000,242375000000
57,601816,京沪高铁,4.94,241692856088,241692856088
58,002714,牧原股份,40.61,234441370606,133221074583
59,300394,天孚通信,213.54,232934790359,232414384197
60,688008,澜起科技,189.94,231828991709,217436573119
61,601919,中远海控,14.93,227953075867,187469096887
62,000651,格力电器,40.58,227305044970,224083144455
63,600309,万华化学,71.99,225362652356,225362652356
64,002463,沪电股份,115.02,221340294026,221161662100
65,002916,深南电路,324.36,220943196754,215637593202
66,300476,胜宏科技,224.11,220251904441,193898839124
67,603288,海天味业,37.0,216517522928,205742220128
68,000725,京东方Ａ,5.79,214486659491,204775706537
69,002142,宁波银行,32.4,213956341661,213821925368
70,000001,平安银行,10.98,213076981814,213073495170
71,600919,江苏银行,11.51,211223744569,211223744569
72,300274,阳光电源,101.77,210990726620,161562742268
73,002938,鹏鼎控股,90.89,210640906846,210030999226
74,000338,潍柴动力,24.29,209870958884,120390774869
75,600188,兖矿能源,20.79,208666153496,123936508496
76,601066,中信建投,26.66,206793483288,173174589793
77,003816,中国广核,4.07,205530139219,160094185469
78,601336,新华保险,64.84,202271401544,135219886806
79,301666,大普微-UW,462.0,201531958320,12250550466
80,600690,海尔智家,21.46,201243932289,134189989700
81,601668,中国建筑,4.65,192139815565,192139815565
82,600406,国电南瑞,23.56,189228175035,188672630377
83,600025,华能水电,10.14,188919295766,188919295766
84,601818,光大银行,3.18,187892052374,147573673484
85,300760,迈瑞医疗,154.5,187322195373,187161189224
86,601985,中国核电,9.07,186551778811,171271393744
87,688072,拓荆科技,637.05,185177046757,180089583295
88,001399,惠科股份,25.34,184927132210,10910560964
89,601688,华泰证券,20.47,184779901699,149569338430
90,600930,华电新能,4.39,183125714284,47162627964
91,601898,中煤能源,13.79,182836968286,126206085516
92,300408,三环集团,91.02,180935169294,170189554801
93,300433,蓝思科技,34.22,180638512571,170063134308
94,600031,三一重工,19.56,179854286788,165759069124
95,002352,顺丰控股,33.98,178915168490,162085007046
96,000776,广发证券,22.72,177780490010,134140000346
97,688808,联讯仪器,1706.0,175149333902,32919221664
98,688498,源杰科技,1403.42,174726319089,172469292732
99,601995,中金公司,35.99,173732974679,105218292416
100,601766,中国中车,6.03,173054150451,146696622229
