日期,总市值_亿,流通市值_亿,活跃市值_亿,成交额_亿,加权换手率%,上涨家数,下跌家数,平盘家数,涨停家数,跌停家数,上涨占比%,中位涨跌幅%,平均换手率%,量能温度,宽度温度,综合温度,温度档位
2026-09-15,1270536.0,974217.0,16152.0,16253.0,1.66,1120,4376,53,41,45,20.4,-1.5,2.58,61.3,20.4,40.8,温和
