排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%,MA20,MA60,双均线多头,价距MA20%,量比,量比30,成交额(亿),PE5年分位%,PB5年分位%,行业,入选标签
89,601336,新华保险,-12.99,0.9,5.26,-10.4,23.42,7.61,57.63,-1.34,4.06,0.05,1.45,39.71,59.788,60.382,0.0,-3.61,0.71,0.57,6.19,0.08,61.24,保险Ⅱ,三周期共振超卖 / 估值+超卖双低
33,600030,中信证券,-10.92,-6.43,61.93,-7.16,6.54,80.67,26.35,-0.98,10.38,0.05,1.39,38.29,27.416,27.957,0.0,-3.89,0.85,0.78,21.96,0.08,55.45,证券Ⅱ,估值+超卖双低
51,000858,五 粮 液,-5.32,-3.9,4.99,-0.76,10.85,9.21,69.7,-0.21,20.68,22.05,2.28,0.28,71.167,72.638,0.0,-2.06,0.51,0.35,6.75,30.66,0.5,白酒Ⅱ,三周期共振超卖 / 估值+超卖双低
47,300059,东方财富,-5.52,-10.73,14.15,-3.19,-5.15,25.81,18.17,-0.27,19.72,0.24,2.92,7.05,18.948,19.717,0.0,-4.11,0.59,0.41,15.53,0.41,12.31,证券Ⅱ,三周期共振超卖 / 估值+超卖双低
88,601066,中信建投,-9.35,-7.55,35.57,-6.71,-2.86,54.75,23.4,-0.85,14.44,0.45,2.07,11.84,24.773,26.15,0.0,-5.54,0.78,0.57,2.71,0.08,7.6,证券Ⅱ,估值+超卖双低
108,601600,中国铝业,-10.96,60.72,5.25,4.15,84.29,6.5,9.2,-0.97,9.03,3.12,1.87,68.43,9.584,9.142,1.0,-4.01,0.66,0.67,,5.45,52.81,,估值+超卖双低 / 多头回踩MA20
106,000776,广发证券,-16.81,8.75,44.33,-11.04,30.7,55.94,20.31,-0.88,8.42,0.05,1.15,44.96,21.224,21.517,0.0,-4.31,0.66,0.54,,0.08,59.67,,估值+超卖双低
10,300750,宁德时代,13.43,-8.77,-5.95,34.8,4.11,24.09,316.36,-6.16,17.22,4.33,3.86,3.49,358.164,375.026,0.0,-11.67,1.38,1.91,155.59,7.19,5.54,电池,三周期共振超卖 / 估值+超卖双低
102,002352,顺丰控股,2.84,-6.84,15.8,-4.06,5.08,26.07,31.08,0.32,15.04,0.95,1.59,0.09,32.23,32.815,0.0,-3.57,0.63,0.44,,1.65,0.17,,三周期共振超卖 / 估值+超卖双低
100,601688,华泰证券,-12.16,16.89,11.91,-1.86,28.81,16.65,18.59,-1.12,8.18,0.05,0.94,28.68,19.08,19.548,0.0,-2.57,1.07,0.75,7.66,0.08,50.08,证券Ⅱ,三周期共振超卖 / 估值+超卖双低
17,601318,中国平安,-11.52,64.44,23.44,-5.08,89.07,18.17,53.9,-1.52,6.13,0.09,0.95,19.4,54.645,52.002,1.0,-1.36,0.9,0.69,26.78,0.17,33.88,保险Ⅱ,估值+超卖双低 / 多头回踩MA20
43,601601,中国太保,-8.91,70.27,18.34,11.61,88.08,10.43,32.63,-1.0,5.57,1.66,0.98,14.1,32.38,30.944,1.0,0.77,0.67,0.49,6.83,2.89,24.63,保险Ⅱ,估值+超卖双低
94,600406,国电南瑞,4.97,2.78,-0.47,9.32,26.02,9.92,21.99,-0.99,21.03,7.1,3.39,23.1,22.799,23.127,0.0,-3.55,1.14,0.79,6.87,0.25,0.33,电网设备,三周期共振超卖 / 估值+超卖双低
67,002379,宏桥控股,-8.54,13.53,3.32,6.2,54.48,5.45,17.27,-1.76,9.12,60.96,3.89,76.95,18.443,18.022,1.0,-6.36,0.51,0.37,3.67,84.3,61.74,工业金属,三周期共振超卖
40,601319,中国人保,-4.58,73.25,30.19,20.03,79.18,16.99,7.73,-1.15,6.01,0.11,1.01,27.46,7.533,7.243,1.0,2.62,0.65,0.53,3.28,0.17,43.14,保险Ⅱ,估值+超卖双低
101,688795,摩尔线程-U,-3.16,-5.29,2.08,-4.89,-5.53,15.39,350.4,1.27,-222.14,75.26,13.53,1.05,478.48,577.715,0.0,-26.77,0.62,2.07,,75.26,1.05,,三周期共振超卖
65,600309,万华化学,-6.7,61.39,17.48,9.79,86.15,24.69,72.99,-0.71,13.88,29.25,2.01,7.34,74.959,72.737,1.0,-2.63,0.65,0.56,13.58,23.97,12.81,化学制品,估值+超卖双低 / 多头回踩MA20
28,688041,海光信息,1.43,-6.18,6.29,-1.12,-5.22,31.98,224.6,0.41,166.16,55.19,20.57,71.8,240.297,290.484,0.0,-6.53,0.91,0.75,33.55,55.19,71.8,半导体,三周期共振超卖
38,603993,洛阳钼业,10.04,12.65,2.59,31.43,39.22,11.57,17.64,-1.4,13.57,10.98,4.21,85.71,18.612,18.577,1.0,-5.22,0.54,0.45,18.36,19.17,81.98,工业金属,三周期共振超卖 / 估值+超卖双低
84,601898,中煤能源,-6.73,62.67,26.55,2.21,83.73,33.64,14.26,-1.11,10.31,49.17,1.14,87.6,14.811,13.758,1.0,-3.72,0.65,0.58,3.9,82.64,78.6,煤炭开采,多头回踩MA20
34,002475,立讯精密,-8.31,7.98,15.25,2.76,25.45,33.7,51.63,-2.18,22.45,15.66,4.29,17.04,55.207,58.961,0.0,-6.48,1.02,0.78,45.42,27.36,26.2,消费电子,三周期共振超卖 / 估值+超卖双低
79,300760,迈瑞医疗,-15.2,75.26,46.2,-11.79,95.67,41.59,160.3,0.12,24.7,11.43,4.79,4.11,162.291,151.384,1.0,-1.23,0.53,0.44,6.61,18.18,6.53,医疗器械,估值+超卖双低 / 多头回踩MA20
97,601766,中国中车,9.42,75.87,58.91,26.21,97.17,49.16,6.03,-1.63,12.43,3.98,0.98,10.51,6.162,5.808,1.0,-2.14,0.78,0.65,5.29,6.94,18.35,轨交设备Ⅱ,估值+超卖双低 / 多头回踩MA20
25,600028,中国石化,-3.09,64.46,17.16,19.19,94.59,13.0,5.29,-1.49,17.78,85.57,0.76,36.73,5.391,5.104,1.0,-1.87,0.84,0.81,10.2,84.63,35.12,炼化及贸易,多头回踩MA20
77,600690,海尔智家,6.77,47.82,34.46,1.32,64.09,27.77,21.17,0.24,11.04,6.72,1.65,3.69,21.248,20.722,1.0,-0.37,0.91,0.63,4.65,9.01,6.45,白色家电,估值+超卖双低 / 多头回踩MA20
60,688808,联讯仪器,-7.51,79.89,70.32,13.71,91.46,65.92,2307.8,-4.32,346.27,2.02,69.94,40.4,2390.979,2186.909,1.0,-3.48,1.1,0.93,22.22,2.02,40.4,通用设备,估值+超卖双低 / 多头回踩MA20
103,301666,大普微-UW,10.3,2.58,10.51,2.26,4.09,23.24,369.89,1.24,133.67,10.48,44.25,1.9,414.343,481.17,0.0,-10.73,0.91,0.68,,10.48,1.9,,三周期共振超卖 / 估值+超卖双低
12,601628,中国人寿,8.0,14.49,27.31,21.51,28.09,25.61,37.62,-1.72,4.29,0.05,1.6,5.11,38.123,38.136,0.0,-1.32,0.64,0.5,6.14,0.08,8.93,保险Ⅱ,估值+超卖双低
46,002415,海康威视,12.81,0.23,59.49,20.15,15.22,87.52,32.77,-1.18,18.28,5.16,3.56,14.25,34.407,34.6,0.0,-4.76,0.42,0.43,9.84,9.01,24.88,计算机设备,估值+超卖双低
53,603986,兆易创新,6.36,8.28,11.48,2.35,3.09,27.43,363.11,1.75,32.24,10.08,6.86,40.09,388.106,477.999,0.0,-6.44,1.07,0.69,106.94,17.6,69.92,半导体,三周期共振超卖 / 估值+超卖双低
