排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%
1,510300,沪深300ETF华泰柏瑞,2.61,15.61,27.2,9.05,23.2,49.14,4.63,-1.07,14.27,74.34,1.45,45.84
2,588000,科创50ETF华夏,-10.39,-3.08,33.93,-9.03,3.16,56.79,1.69,-3.15,75.13,77.44,7.61,89.7
3,512880,证券ETF国泰,10.63,-0.65,25.59,2.82,12.76,30.68,1.07,0.38,14.79,8.34,1.26,13.72
4,159915,创业板ETF易方达,-1.25,22.06,26.8,5.63,26.91,50.07,3.46,-2.81,41.77,45.72,5.81,68.76
5,588200,科创芯片ETF嘉实,-10.35,4.41,39.24,-6.25,7.79,58.91,1.13,-3.67,115.97,78.25,,
6,588170,科创半导体ETF华夏,0.68,17.69,51.44,1.15,16.84,62.23,1.01,-0.2,43.47,82.7,,
7,159516,半导体设备ETF国泰,-11.08,16.41,50.16,-4.62,16.16,62.77,0.72,-1.23,112.9,95.52,,
8,515880,通信ETF国泰,15.63,26.69,31.94,35.21,26.62,47.85,0.65,-3.99,47.67,89.78,,
9,563360,A500ETF华泰柏瑞,-2.18,18.81,25.3,0.98,25.97,50.09,1.27,-1.32,16.19,69.65,,
10,510500,中证500ETF南方,-2.75,25.81,31.3,0.32,30.05,47.83,7.74,-1.6,27.4,70.81,2.43,0.0
11,512890,红利低波ETF华泰柏瑞,116.15,92.4,76.27,103.61,84.6,46.65,1.19,1.19,7.96,72.92,0.86,60.4
12,159995,芯片ETF华夏,-9.72,1.46,31.52,-5.18,4.99,53.97,1.12,-3.36,,,,
13,512400,有色金属ETF南方,62.09,88.06,10.39,29.79,70.01,3.66,1.95,0.21,16.15,87.89,,
14,512170,医疗ETF华宝,-1.57,82.44,37.94,34.63,98.57,20.43,0.34,-2.58,28.74,26.15,3.6,16.32
15,159949,创业板50ETF华安,-0.18,20.72,20.99,8.6,25.01,46.66,1.62,-3.28,,,,
16,510050,上证50ETF华夏,-3.66,30.19,26.54,-0.97,44.28,37.31,2.98,-0.43,11.58,78.85,1.24,54.72
17,510880,红利ETF华泰柏瑞,102.1,114.77,84.83,99.77,113.02,52.15,3.44,1.56,8.82,80.65,0.86,62.24
18,159326,电网设备ETF华夏,-1.33,24.54,22.31,3.62,22.05,39.81,1.66,-1.84,12.64,85.47,,
19,159819,人工智能ETF易方达,-6.8,-0.56,30.32,-1.55,11.65,61.04,1.68,-4.17,46.05,53.71,,
20,512100,中证1000ETF南方,-1.15,37.83,21.43,2.3,40.07,32.23,3.04,-1.3,31.71,68.09,2.42,48.0
21,515450,红利低波50ETF南方,101.47,69.92,68.14,74.06,68.68,66.16,1.41,0.86,8.39,76.8,0.86,60.4
22,512480,半导体ETF国联安,-10.3,4.46,35.11,-8.52,6.85,56.06,1.01,-3.07,87.48,82.46,,
23,515180,红利ETF易方达,101.8,115.14,62.83,89.19,110.54,39.06,1.45,1.4,8.59,61.66,0.84,48.72
24,562500,机器人ETF华夏,-12.24,8.1,6.66,-7.64,16.52,30.53,0.93,-2.71,51.4,45.71,,
25,515050,通信ETF华夏,5.24,22.52,35.35,23.86,24.85,52.09,1.0,-4.76,47.51,90.4,,
26,510180,上证180ETF华安,-5.81,31.53,20.75,-4.49,44.13,36.29,3.91,-1.09,12.09,67.83,1.23,42.48
27,517520,黄金股ETF永赢,96.18,113.0,16.6,94.69,113.12,-6.0,2.29,0.88,21.07,46.57,,
28,159530,机器人ETF易方达,-14.06,7.38,4.04,-9.44,14.8,21.54,1.29,-2.93,,,,
29,159781,科创创业ETF易方达,-3.88,3.98,29.39,3.93,10.32,55.73,1.07,-3.79,42.04,59.16,,
30,159201,自由现金流ETF华夏,45.88,106.7,16.38,41.35,106.86,11.78,1.18,0.0,,,,
31,159992,创新药ETF银华,-5.64,65.16,59.74,17.72,89.18,46.78,0.85,-4.82,28.56,32.71,,
32,510210,上证指数ETF富国,-3.75,56.32,18.39,0.74,57.07,25.12,0.99,-0.5,15.22,71.54,,
33,512010,医药ETF易方达,-11.58,68.61,62.58,9.68,89.71,43.6,0.38,-2.06,23.2,3.67,,
34,159928,消费ETF汇添富,-0.18,73.79,28.49,2.96,81.71,24.44,0.66,0.15,19.7,18.71,3.41,1.64
35,515220,煤炭ETF国泰,92.9,116.19,48.89,71.75,103.8,29.77,1.31,2.58,19.26,88.27,1.79,97.16
