排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%
36,512690,酒ETF鹏华,-11.25,68.28,21.66,-13.73,80.05,20.54,0.42,0.24,19.16,15.97,,
37,512070,证券保险ETF易方达,60.24,30.67,11.58,23.15,39.06,10.48,0.79,1.54,9.55,1.76,,
38,159870,化工ETF鹏华,3.96,46.9,14.32,11.82,50.92,26.76,0.8,-1.85,22.0,55.43,,
39,159206,卫星ETF永赢,-15.3,21.49,-0.92,-12.69,28.69,14.25,1.31,-3.1,,,,
40,513630,港股低波红利ETF摩根,106.59,89.12,41.8,108.01,85.16,29.03,1.6,0.12,,,,
41,512800,银行ETF华宝,114.86,91.24,85.56,101.84,80.94,55.3,0.83,1.84,6.89,80.15,0.68,42.72
42,512760,芯片ETF国泰,-9.93,0.95,34.46,-6.92,4.87,56.85,1.07,-3.08,85.59,67.93,,
43,516650,有色金属ETF华夏,64.32,93.94,7.07,34.73,78.69,-0.24,1.91,0.42,19.92,26.77,,
44,159611,电力ETF广发,13.64,32.74,5.16,-1.96,29.39,21.83,1.03,0.88,16.1,71.53,,
45,560860,工业有色ETF万家,28.39,70.79,11.92,6.8,53.2,13.51,1.64,0.31,59.71,23.61,,
46,159852,软件ETF嘉实,-4.83,34.25,-5.68,-2.54,57.61,-3.49,0.66,-2.37,53.0,43.85,,
47,159869,游戏ETF华夏,-5.87,58.1,-3.84,-7.69,76.73,-4.78,1.06,-1.03,19.13,12.09,,
48,159755,电池ETF广发,1.67,34.0,1.59,2.32,31.56,13.31,0.96,-0.62,25.23,37.04,3.45,48.76
49,159307,红利低波100ETF博时,39.15,70.19,51.75,40.27,72.51,50.43,1.02,0.1,8.76,81.64,,
50,512710,军工龙头ETF富国,-4.15,26.56,-12.09,2.32,36.1,-10.35,0.6,-1.15,,,,
51,588220,科创100ETF鹏华,3.37,31.34,40.09,20.25,33.16,50.41,1.76,-3.3,,,,
52,159263,价值ETF易方达,91.79,93.4,51.96,60.05,89.8,47.21,1.15,0.96,,,,
53,159363,创业板人工智能ETF华宝,4.12,34.09,39.08,20.41,38.74,55.09,1.2,-4.62,,,,
54,516150,稀土ETF嘉实,0.63,37.02,9.78,2.52,33.73,14.92,1.74,-0.91,29.5,31.75,,
55,159865,养殖ETF国泰,6.4,86.47,16.13,14.9,93.52,8.92,0.53,-0.57,22.71,52.37,,
56,512660,军工ETF国泰,-10.12,24.33,-8.2,-4.25,33.44,-2.15,1.09,-1.54,45.22,12.06,3.23,52.16
57,515980,人工智能ETF华富,-5.84,7.29,31.87,-1.57,18.04,59.7,0.98,-4.3,49.34,79.31,,
58,512950,央企改革ETF华夏,-2.25,31.2,28.25,0.71,38.78,42.73,1.49,-1.06,15.68,81.99,,
59,159851,金融科技ETF华宝,0.9,47.35,-2.56,6.4,49.84,-3.75,0.6,-1.64,31.58,6.28,,
60,563300,中证2000ETF华泰柏瑞,6.1,50.2,26.71,12.04,50.15,31.23,1.39,-0.85,38.99,66.67,,
61,561980,半导体设备ETF招商,-6.73,9.9,51.29,-6.89,13.02,65.85,0.69,-1.72,128.85,93.46,,
