排名,代码,名称,最新价,总市值,流通市值
1,688825,长鑫科技,52.48,3509908901321,236319485198
2,601398,工商银行,7.53,2683739115880,2030179960419
3,601939,建设银行,10.07,2634315841292,96608132092
4,601288,农业银行,6.47,2264390229158,2065510043727
5,600941,中国移动,95.5,2071128953522,86214331299
6,601857,中国石油,10.77,1971135931100,1743900778100
7,601988,中国银行,5.77,1859165616167,1216117020661
8,300750,宁德时代,388.07,1795465974416,1653209641043
9,600519,贵州茅台,1309.22,1636631833661,1636631833661
10,600938,中国海油,31.33,1489113458319,93676700000
11,601138,工业富联,68.18,1352970211923,1352970211923
12,688981,中芯国际,128.5,1100096147421,256943787547
13,601628,中国人寿,38.57,1090169671850,803163552100
14,300308,中际旭创,919.87,1076003804217,1021000303589
15,600036,招商银行,38.8,978530009319,800403043845
16,601318,中国平安,53.38,966585929693,569034274131
17,601088,中国神华,43.94,953033743318,724616207743
18,601899,紫金矿业,35.15,934663618963,724153028871
19,002594,比亚迪,90.04,820912468753,313934679540
20,688256,寒武纪,1199.93,753907582292,753907582292
21,688041,海光信息,295.75,687422990413,687422990413
22,600900,长江电力,27.75,678993041619,678993041619
23,000333,美的集团,83.5,636955903402,574836622238
24,600028,中国石化,5.1,616720122532,483237624413
25,601328,交通银行,6.91,610593748981,180160557422
26,601658,邮储银行,4.96,595671465320,359737891001
27,300502,新易盛,420.95,586912351130,527973657360
28,601728,中国电信,6.18,565514117160,479751723360
29,002371,北方华创,751.99,545711021508,545275354598
30,688347,华虹宏力,268.29,466214616393,109395247500
31,603259,药明康德,154.82,461945282737,382913247686
32,688235,百济神州,299.33,461652223229,34439490976
33,603993,洛阳钼业,20.83,445643480966,363709342526
34,002475,立讯精密,56.99,440263587863,417456041461
35,600030,中信证券,27.95,436698408325,340334599723
36,601998,中信银行,7.46,415112910489,304091974681
37,601166,兴业银行,18.34,388126843468,388126843468
38,600276,恒瑞医药,54.62,362523857118,348421104206
39,002384,东山精密,195.27,357658002774,270707042850
40,688012,中微公司,367.65,352150739242,346398741021
41,002415,海康威视,37.24,341299816522,336876529760
42,600183,生益科技,139.98,340011933727,337596605003
43,300059,东方财富,19.98,316127553503,266798849604
44,601211,国泰海通,17.91,315732598135,241729661557
45,601319,中国人保,7.09,313548093233,251679094173
46,600000,浦发银行,9.21,306746770743,306746770743
47,601601,中国太保,31.47,302752145589,215413454589
48,603986,兆易创新,417.05,292662766430,278794561075
49,688802,沐曦股份-U,729.08,291704908000,13508828043
50,000858,五 粮 液,75.11,291547577256,291540470798
51,688795,摩尔线程-U,597.89,281025170662,18071518216
52,601869,长飞光纤,338.69,280403181029,137622723569
53,300476,胜宏科技,280.2,275376304603,242427623589
54,688008,澜起科技,215.52,263050354286,246719649566
55,688820,盛合晶微,140.84,262353103821,24351608240
56,600150,中国船舶,34.85,262267901887,262267901887
57,002916,深南电路,382.63,260634774245,254376039854
58,000338,潍柴动力,30.15,260502651723,149435235171
59,002379,宏桥控股,19.76,257494895672,22454745359
60,300408,三环集团,127.39,253233698269,238194613984
61,300394,天孚通信,230.68,251631532453,251069355374
62,601816,京沪高铁,5.04,246585424025,246585424025
63,601225,陕西煤业,25.04,242762800000,242762800000
64,002463,沪电股份,125.87,242219638402,242024155873
65,600309,万华化学,75.72,237039311521,237039311521
66,300274,阳光电源,114.16,236677816164,181232045104
67,601919,中远海控,15.43,235587137350,193747365370
68,002938,鹏鼎控股,101.41,235021392488,234340891534
69,688808,联讯仪器,2220.0,227920000740,42837439680
70,000725,京东方Ａ,6.07,224859071348,214678504090
71,000651,格力电器,40.1,224616370214,221432579907
72,002714,牧原股份,38.47,222087161660,126200808840
73,000001,平安银行,11.19,217152224636,217148671307
74,600188,兖矿能源,21.33,214086053587,127155638587
75,600919,江苏银行,11.62,213242390260,213242390260
76,603288,海天味业,36.42,213095060502,202488667854
77,002142,宁波银行,31.48,207881038132,207750438599
78,600690,海尔智家,21.93,205651418225,137128913053
79,601066,中信建投,26.04,201984332514,169147273751
80,688072,拓荆科技,690.65,200757440300,195241928738
81,003816,中国广核,3.89,196440401503,153013900253
82,301666,大普微-UW,447.87,195368221153,11875874539
83,600406,国电南瑞,24.12,193725958483,193157209027
84,301377,鼎泰高科,451.84,191600462979,44669324419
85,300433,蓝思科技,35.9,189506797233,178412230323
86,601336,XD新华保,60.66,189231696756,126502750364
87,601668,中国建筑,4.52,186768164807,186768164807
88,603268,松发股份,183.11,186537259067,42710369413
89,601898,中煤能源,14.03,186019047502,128402565612
90,300760,迈瑞医疗,151.41,183575751466,183417965439
91,300604,长川科技,283.21,182835333163,138623205106
92,601985,中国核电,8.8,180998418251,166172906830
93,300033,同花顺,239.82,180498124800,105139705395
94,601818,光大银行,3.05,180210930736,141540787461
95,600025,华能水电,9.67,180162681465,180162681465
96,600031,三一重工,19.58,180038186876,165928556924
97,600176,中国巨石,44.38,177659207989,176259032303
98,001399,惠科股份,23.76,175997501127,10230265529
99,001248,华润新能,13.18,175578857495,14002481965
100,002352,顺丰控股,33.3,175334758997,159810538125
