排名,代码,名称,日线J,周线J,月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%
1,688825,长鑫科技,49.28,,,52.48,1.0,124.48,40.0,42.95,40.0
2,601398,工商银行,-11.77,71.21,63.77,7.53,-0.53,7.23,87.44,0.68,51.82
3,601939,建设银行,-2.04,69.52,77.69,10.07,-0.4,7.71,94.87,0.74,66.73
4,601288,农业银行,-15.87,75.8,21.9,6.47,-0.46,7.69,89.07,0.8,75.36
5,600941,中国移动,14.97,89.76,52.08,95.5,-0.98,15.25,39.39,1.46,29.95
6,601857,中国石油,12.9,109.4,31.26,10.77,0.84,12.46,54.65,1.21,86.43
7,601988,中国银行,-4.36,65.67,74.33,5.77,-0.35,7.58,92.09,0.68,73.35
8,300750,宁德时代,16.12,65.41,36.69,388.07,0.02,21.12,15.3,4.73,28.87
9,600519,贵州茅台,13.56,101.74,41.64,1309.22,0.05,19.79,4.6,6.04,2.21
10,600938,中国海油,26.72,65.82,14.16,31.33,1.2,11.95,88.88,1.78,70.57
11,601138,工业富联,110.52,34.88,44.65,68.18,-0.13,33.28,91.17,7.68,94.95
12,688981,中芯国际,43.57,5.99,47.74,128.5,3.5,218.03,92.32,7.34,93.88
13,601628,中国人寿,32.05,82.26,25.89,38.57,1.1,7.53,5.99,1.82,22.0
14,300308,中际旭创,62.17,0.39,41.31,919.87,-3.68,71.98,77.56,30.24,97.27
15,600036,招商银行,-4.0,94.05,62.29,38.8,-0.44,6.49,23.68,0.86,8.49
16,601318,中国平安,-8.08,96.25,10.93,53.38,-0.22,7.28,6.09,0.95,18.98
17,601088,中国神华,32.43,65.11,42.86,43.94,-0.07,18.48,96.55,1.98,88.59
18,601899,紫金矿业,84.68,112.95,32.93,35.15,1.88,15.15,24.45,4.74,89.12
19,002594,比亚迪,-2.91,91.89,41.66,90.04,0.66,29.8,28.43,3.54,29.48
20,688256,寒武纪,93.97,7.78,55.56,1199.93,2.72,277.48,82.71,58.57,93.53
21,688041,海光信息,73.87,15.11,48.32,295.75,1.61,252.16,92.44,29.26,94.62
22,600900,长江电力,-10.75,74.84,81.36,27.75,0.0,18.82,47.46,2.98,68.02
23,000333,美的集团,-1.59,81.83,77.67,83.5,-2.13,14.41,49.81,2.74,37.92
24,600028,中国石化,14.06,105.02,5.15,5.1,0.39,17.35,85.38,0.74,34.18
25,601328,交通银行,-9.92,86.74,65.23,6.91,-0.43,6.33,83.99,0.52,47.84
26,601658,邮储银行,-7.53,78.87,35.78,4.96,-0.2,6.78,57.46,0.58,6.13
27,300502,新易盛,67.56,7.45,44.69,420.95,-0.22,54.65,55.7,28.8,96.07
28,601728,中国电信,11.94,92.77,51.66,6.18,-1.9,17.86,56.74,1.21,55.24
29,002371,北方华创,95.08,29.39,58.26,751.99,1.28,97.87,47.36,13.89,86.86
30,688347,华虹宏力,55.16,13.52,51.65,268.29,3.95,944.88,80.36,10.3,96.02
31,603259,药明康德,101.91,101.9,101.17,154.82,8.49,21.32,29.08,5.54,48.98
32,688235,百济神州,86.78,96.25,71.94,299.33,11.28,107.82,91.3,13.98,87.48
33,603993,洛阳钼业,89.74,81.49,22.62,20.83,2.26,18.45,31.02,5.01,96.55
34,002475,立讯精密,34.16,7.37,32.39,56.99,1.95,25.57,33.51,4.98,39.31
35,600030,中信证券,5.03,65.14,82.46,27.95,0.11,12.96,10.74,1.5,48.47
36,601998,中信银行,-7.39,82.03,38.65,7.46,-1.19,5.83,62.08,0.56,51.97
37,601166,兴业银行,-1.14,91.74,49.18,18.34,-0.76,5.01,36.48,0.47,7.91
38,600276,恒瑞医药,73.31,83.43,40.68,54.62,4.82,44.65,6.28,5.7,4.31
39,002384,东山精密,88.21,2.02,54.74,195.27,4.04,175.31,96.64,15.8,97.32
40,688012,中微公司,65.18,32.66,60.4,367.65,1.68,129.05,70.88,14.49,77.72
41,002415,海康威视,58.73,96.92,93.71,37.24,-0.56,20.77,17.55,4.05,28.62
42,600183,生益科技,120.71,13.54,53.27,139.98,10.0,86.55,98.56,18.97,98.56
