排名,代码,名称,日线J,周线J,月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%
43,300059,东方财富,64.0,63.06,31.28,19.98,-0.15,24.12,6.38,3.31,12.7
44,601211,国泰海通,-5.05,53.21,45.52,17.91,0.28,14.38,58.2,0.97,30.35
45,601319,中国人保,-2.18,85.82,9.42,7.09,-0.42,7.36,7.31,0.98,20.65
46,600000,浦发银行,15.84,90.71,24.73,9.21,-0.86,6.1,70.95,0.41,28.76
47,601601,中国太保,1.94,99.69,8.39,31.47,-0.63,5.61,1.2,0.95,9.97
48,603986,兆易创新,90.5,-9.04,28.75,417.05,8.32,101.81,52.88,11.58,77.09
49,688802,沐曦股份-U,50.02,9.91,59.68,729.08,0.88,-444.82,27.1,22.27,66.45
50,000858,五 粮 液,15.07,81.83,15.77,75.11,0.85,23.14,33.99,2.28,1.25
51,688795,摩尔线程-U,108.92,14.81,26.4,597.89,2.03,-327.18,38.65,24.4,33.13
52,601869,长飞光纤,111.13,-2.37,41.43,338.69,3.18,242.32,94.37,19.7,96.16
53,300476,胜宏科技,114.6,29.4,24.77,280.2,12.01,58.84,87.97,15.82,93.24
54,688008,澜起科技,71.61,6.5,45.72,215.52,3.44,102.85,77.43,12.62,82.22
55,688820,盛合晶微,102.54,1.85,27.66,140.84,3.36,266.19,29.33,18.14,29.33
56,600150,中国船舶,84.11,49.39,35.54,34.85,-0.14,23.2,26.7,1.75,24.69
57,002916,深南电路,112.03,19.14,57.85,382.63,8.09,71.71,98.32,14.41,94.2
58,000338,潍柴动力,95.0,61.87,64.96,30.15,2.62,23.04,97.27,2.73,94.34
59,002379,宏桥控股,22.71,95.24,11.89,19.76,4.77,13.07,72.96,4.93,83.41
60,300408,三环集团,87.86,20.0,60.94,127.39,0.31,88.03,98.9,11.31,98.9
61,300394,天孚通信,118.79,15.96,33.93,230.68,2.4,115.86,95.25,42.08,95.59
62,601816,京沪高铁,11.34,100.44,82.16,5.04,-0.79,18.47,4.91,1.17,6.42
63,601225,陕西煤业,84.41,79.35,63.42,25.04,0.64,15.01,98.42,2.38,84.42
64,002463,沪电股份,111.74,21.07,59.08,125.87,7.4,56.3,98.18,14.43,98.32
65,600309,万华化学,63.37,102.28,23.16,75.72,1.0,18.01,64.86,2.13,10.31
66,300274,阳光电源,77.1,8.68,0.81,114.16,6.99,19.84,40.56,4.86,48.75
67,601919,中远海控,28.97,111.91,62.23,15.43,0.39,9.4,58.68,1.0,32.26
68,002938,鹏鼎控股,112.05,25.21,66.43,101.41,8.06,63.31,98.43,6.78,98.27
69,688808,联讯仪器,104.6,28.51,57.66,2220.0,5.97,834.18,79.17,222.13,79.17
70,000725,京东方Ａ,110.36,-1.79,42.4,6.07,1.85,37.79,57.96,1.65,74.59
71,000651,格力电器,-9.59,86.94,81.72,40.1,-0.37,7.7,25.89,1.48,4.46
72,002714,牧原股份,25.21,88.96,27.3,38.47,0.26,22.71,67.4,2.57,1.73
73,000001,平安银行,4.58,95.12,81.89,11.19,-0.71,5.04,28.38,0.47,6.9
74,600188,兖矿能源,104.84,43.32,50.29,21.33,0.28,22.41,97.84,2.8,84.23
75,600919,江苏银行,43.3,96.61,100.84,11.62,-1.11,5.9,76.46,0.81,88.21
76,603288,海天味业,6.26,91.2,56.12,36.42,-0.36,29.27,2.25,5.07,2.64
77,002142,宁波银行,5.5,83.63,74.36,31.48,-0.82,6.91,30.11,0.89,26.85
78,600690,海尔智家,-6.66,88.94,26.71,21.93,-0.86,10.99,5.85,1.64,3.88
79,601066,中信建投,76.43,16.07,56.71,26.04,0.35,17.93,9.32,2.34,21.77
80,688072,拓荆科技,54.63,28.57,59.52,690.65,1.26,122.1,77.87,27.7,97.03
81,003816,中国广核,-16.99,34.47,15.09,3.89,-1.77,20.71,85.46,1.56,56.85
82,301666,大普微-UW,73.55,-5.26,21.24,447.87,1.97,15049.8,28.21,243.58,28.21
83,600406,国电南瑞,29.15,89.32,18.58,24.12,-0.21,23.28,27.33,3.62,34.9
84,301377,鼎泰高科,107.87,9.75,51.86,451.84,5.57,308.23,97.44,66.03,97.44
85,300433,蓝思科技,89.45,-6.4,29.97,35.9,3.1,55.1,83.32,3.47,80.06
86,601336,XD新华保,50.81,78.23,8.98,60.66,0.48,5.13,1.2,1.53,44.58
87,601668,中国建筑,-13.5,98.76,49.99,4.52,-1.09,4.92,52.35,0.38,0.53
88,603268,松发股份,107.64,82.84,91.57,183.11,1.73,53.39,68.65,17.69,87.25
89,601898,中煤能源,68.66,39.83,9.97,14.03,-1.2,10.48,51.44,1.13,88.02
90,300760,迈瑞医疗,13.83,91.07,28.35,151.41,1.11,23.42,5.27,4.58,2.16
91,300604,长川科技,81.64,31.83,64.11,283.21,1.68,116.24,52.73,35.9,98.95
92,601985,中国核电,-5.7,49.81,69.34,8.8,-0.34,21.99,83.41,1.51,26.75
93,300033,同花顺,95.47,60.09,37.74,239.82,0.35,54.03,54.6,25.82,96.55
94,601818,光大银行,-10.97,86.15,42.58,3.05,-0.33,4.76,37.54,0.36,0.53
95,600025,华能水电,-5.84,80.55,63.55,9.67,-0.82,21.1,71.67,2.54,70.66
96,600031,三一重工,8.22,96.06,30.82,19.58,-0.91,21.38,47.08,1.99,16.2
97,600176,中国巨石,113.58,-3.18,39.91,44.38,8.83,46.48,98.56,5.5,98.8
98,001399,惠科股份,53.71,-3.46,,23.76,-0.46,46.5,19.35,6.67,19.35
99,001248,华润新能,9.76,6.0,,13.18,-1.05,32.68,44.44,1.9,44.44
100,002352,顺丰控股,-12.28,85.16,38.31,33.3,-1.25,15.37,1.2,1.75,1.2
