排名,代码,名称,最新价,总市值,流通市值
1,688825,长鑫科技,51.3,3430989455750,231005899212
2,601398,工商银行,7.53,2683739115880,2030179960419
3,601939,建设银行,10.13,2650011864180,97183751549
4,601288,农业银行,6.46,2260890398820,2062317601619
5,600941,中国移动,96.7,2097153610529,87297652739
6,601857,中国石油,10.85,1985777609325,1756854544325
7,601988,中国银行,5.82,1875276236757,1226655296404
8,300750,宁德时代,393.87,1822300572947,1677918110954
9,600519,贵州茅台,1348.86,1686185068325,1686185068325
10,600938,中国海油,32.0,1520958527488,95680000000
11,601138,工业富联,69.18,1372814304207,1372814304207
12,688981,中芯国际,126.25,1080833763516,252444771811
13,601628,中国人寿,37.7,1065579378500,785047081000
14,300308,中际旭创,864.58,1011329175916,959631733263
15,600036,招商银行,38.91,981304192335,802672227732
16,601088,中国神华,44.68,969083924703,736819575829
17,601318,中国平安,53.32,965499471173,568394670226
18,601899,紫金矿业,35.45,942640833350,730333566813
19,002594,比亚迪,91.15,831032558050,317804820525
20,688256,寒武纪,1124.0,706201297156,706201297156
21,600900,长江电力,28.05,686333506934,686333506934
22,688041,海光信息,290.44,675080755150,675080755150
23,000333,美的集团,85.3,650689717494,587231338053
24,600028,中国石化,5.12,619138632817,485132673920
25,601328,交通银行,6.9,609710111139,179899833026
26,601658,邮储银行,4.96,595671465320,359737891001
27,601728,中国电信,6.27,573749759643,486738398943
28,300502,新易盛,399.6,557144970926,501195565937
29,002371,北方华创,760.0,551523792000,551083484480
30,603259,药明康德,161.34,481399379388,399039034890
31,688235,百济神州,299.79,462361674412,34492416395
32,688347,华虹宏力,264.0,458759770128,107646000000
33,603993,洛阳钼业,20.75,443931936152,362312475152
34,600030,中信证券,27.95,436698408325,340334599723
35,002475,立讯精密,55.79,431692966977,408665951099
36,601998,中信银行,7.52,418451620225,306537754638
37,601166,兴业银行,18.34,388126843468,388126843468
38,688012,中微公司,389.99,373548937297,367447422850
39,600276,恒瑞医药,54.18,359603489173,345614343205
40,002415,海康威视,37.44,343132790832,338685748502
41,002384,东山精密,185.94,340569104500,257772661175
42,600183,生益科技,138.57,336587038552,334196039114
43,601211,国泰海通,18.2,320844962929,245643765513
44,300059,东方财富,20.03,316918663496,267466514393
45,601319,中国人保,7.07,312663613422,250969139042
46,600000,浦发银行,9.29,309411237807,309411237807
47,601601,中国太保,30.94,297653364618,211785582618
48,000858,五 粮 液,76.19,295739713901,295732505260
49,688802,沐曦股份-U,715.01,286075501000,13248130711
50,601869,长飞光纤,343.09,284045963504,139410612150
51,603986,兆易创新,403.03,282824301053,269422304160
52,300476,胜宏科技,286.0,281076456518,247445754270
53,000338,潍柴动力,32.08,277178277522,159001072779
54,688795,摩尔线程-U,573.97,269782095711,17348524495
55,600150,中国船舶,34.83,262117389461,262117389461
56,688820,盛合晶微,139.89,260583468429,24187350729
57,002379,宏桥控股,19.76,257494895672,22454745359
58,002916,深南电路,372.4,253666439978,247575039180
59,300408,三环集团,126.9,253383586660,237278408937
60,688008,澜起科技,206.92,252553727305,236874674685
61,601225,陕西煤业,26.04,252457800000,252457800000
62,601816,京沪高铁,5.1,249520964787,249520964787
63,600309,万华化学,78.01,244208091544,244208091544
64,300394,天孚通信,223.03,243286720492,242743186792
65,601919,中远海控,15.64,238793443173,196384238133
66,002463,沪电股份,122.7,236119405990,235928846632
67,300274,阳光电源,113.71,235744871023,180517658101
68,002714,牧原股份,40.24,232305364835,132007292637
69,002938,鹏鼎控股,98.52,228323711546,227662603628
70,000651,格力电器,40.67,227809171486,224580125308
71,688808,联讯仪器,2139.0,219604000713,41274452016
72,000001,平安银行,11.29,219092816455,219089231372
73,600188,兖矿能源,21.78,218602636996,129838246996
74,000725,京东方Ａ,5.89,218191092297,208312419949
75,600919,江苏银行,11.81,216729141908,216729141908
76,603288,海天味业,36.78,215201436718,204490203286
77,688072,拓荆科技,728.0,211614300352,205800512736
78,002142,宁波银行,32.0,211314905344,211182148512
79,600690,海尔智家,22.25,208652259713,139129882145
80,601066,中信建投,25.96,201363796930,168627620069
81,003816,中国广核,3.95,199470330575,155374011825
82,600406,国电南瑞,24.14,193886593606,193317372551
83,601898,中煤能源,14.4,190924752960,131788805760
84,300760,迈瑞医疗,155.58,188631632079,188469500449
85,301666,大普微-UW,432.0,188445467520,11455060176
86,601668,中国建筑,4.54,187594572616,187594572616
87,601336,新华保险,60.06,187359968796,125251486760
88,603268,松发股份,183.26,186690066608,42745356882
89,300604,长川科技,288.08,185979318448,141006930995
90,301377,鼎泰高科,437.45,185498456378,43246715578
91,300433,蓝思科技,34.89,184175268954,173392833314
92,601985,中国核电,8.85,182026818355,167117071073
93,600031,三一重工,19.74,181509387586,167284459330
94,600025,华能水电,9.74,181466858063,181466858063
95,601818,光大银行,3.05,180210930736,141540787461
96,300033,同花顺,238.51,179512166400,104565387098
97,002352,顺丰控股,33.8,177967413036,162210095754
98,001399,惠科股份,23.93,177256742507,10303461873
99,600930,华电新能,4.23,176451428570,45443716694
100,688498,源杰科技,1415.1,176180483493,173904672974
