排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%
1,688825,长鑫科技,32.55,,,49.28,,,51.3,-2.25,121.68,27.27,41.98,27.27
2,601398,工商银行,-10.68,56.65,63.77,-11.77,71.21,65.7,7.53,0.0,7.23,87.45,0.68,51.84
3,601939,建设银行,5.38,59.11,79.44,-2.04,69.52,90.43,10.13,0.6,7.75,95.45,0.75,68.09
4,601288,农业银行,-16.07,63.89,21.52,-15.87,75.8,13.57,6.46,-0.15,7.68,88.98,0.8,75.08
5,600941,中国移动,22.4,94.33,56.74,14.97,89.76,40.42,96.7,1.26,15.44,43.13,1.47,33.15
6,601857,中国石油,22.86,107.31,32.54,12.9,109.4,28.93,10.85,0.74,12.55,55.1,1.22,88.07
7,601988,中国银行,6.67,59.83,78.0,-4.36,65.67,84.11,5.82,0.87,7.65,94.01,0.69,76.23
8,300750,宁德时代,26.39,81.11,40.62,16.12,65.41,45.2,393.87,1.86,21.44,16.25,4.8,30.93
9,600519,贵州茅台,49.31,110.68,49.56,13.56,101.74,37.09,1348.86,3.03,20.39,10.64,6.22,2.87
10,600938,中国海油,53.87,84.58,17.03,26.72,65.82,16.2,32.0,2.14,12.2,89.85,1.82,74.52
11,601138,工业富联,109.35,57.58,46.72,110.52,34.88,34.58,69.18,1.47,33.77,91.48,7.79,95.31
12,688981,中芯国际,52.95,3.54,45.68,43.57,5.99,59.31,126.25,-1.75,214.21,91.37,7.21,93.68
13,601628,中国人寿,21.58,66.41,22.44,32.05,82.26,16.2,37.7,-2.26,7.36,5.17,1.78,16.96
14,300308,中际旭创,41.98,-2.56,36.6,62.17,0.39,58.78,864.58,-6.01,67.65,74.32,28.42,96.98
15,600036,招商银行,-1.2,87.13,63.45,-4.0,94.05,44.8,38.91,0.28,6.51,24.25,0.87,8.91
16,601088,中国神华,54.92,80.98,47.49,32.43,65.11,44.99,44.68,1.68,18.79,97.17,2.02,90.75
17,601318,中国平安,-15.18,91.54,10.75,-8.08,96.25,3.99,53.32,-0.11,7.27,5.89,0.95,18.83
18,601899,紫金矿业,93.77,118.27,34.09,84.68,112.95,13.67,35.45,0.85,15.28,25.2,4.78,89.84
19,002594,比亚迪,11.13,87.57,44.18,-2.91,91.89,43.25,91.15,1.23,30.17,29.13,3.58,30.43
20,688256,寒武纪,81.08,6.54,49.48,93.97,7.78,64.81,1124.0,-6.33,211.94,79.05,52.1,89.8
21,600900,长江电力,3.82,67.62,85.86,-10.75,74.84,87.1,28.05,1.08,19.02,50.17,3.01,71.01
22,688041,海光信息,82.05,12.11,46.24,73.87,15.11,57.96,290.44,-1.8,247.64,91.21,28.73,94.11
23,000333,美的集团,12.39,80.05,84.19,-1.59,81.83,83.06,85.3,2.16,14.72,53.09,2.8,42.74
24,600028,中国石化,25.41,96.67,5.59,14.06,105.02,-0.74,5.12,0.39,17.42,85.43,0.74,34.64
25,601328,交通银行,-11.34,75.57,64.59,-9.92,86.74,54.29,6.9,-0.14,6.32,83.76,0.52,47.63
26,601658,邮储银行,-4.71,63.38,35.78,-7.53,78.87,29.85,4.96,0.0,6.78,57.49,0.58,6.19
27,601728,中国电信,11.92,94.21,54.92,11.94,92.77,38.98,6.27,1.46,18.12,62.51,1.23,60.52
28,300502,新易盛,61.8,4.54,40.26,67.56,7.45,62.19,399.6,-5.07,51.88,51.32,27.34,94.87
29,002371,北方华创,103.27,28.78,59.4,95.08,29.39,65.7,760.0,1.07,98.91,47.68,14.04,87.35
30,603259,药明康德,98.75,102.13,96.8,101.91,101.9,89.1,161.34,4.21,22.22,32.05,5.78,50.45
31,688235,百济神州,94.72,101.39,72.25,86.78,96.25,36.44,299.79,0.15,107.99,91.3,14.0,87.49
32,688347,华虹宏力,75.69,8.78,50.6,55.16,13.52,60.85,264.0,-1.6,929.77,80.25,10.14,95.88
33,603993,洛阳钼业,93.47,91.76,22.12,89.74,81.49,16.35,20.75,-0.38,18.38,30.57,5.0,96.45
34,600030,中信证券,3.98,49.54,82.46,5.03,65.14,80.77,27.95,0.0,12.96,10.78,1.5,48.49
35,002475,立讯精密,32.15,7.34,29.88,34.16,7.37,47.48,55.79,-2.11,25.08,31.1,4.89,36.9
36,601998,中信银行,-1.61,76.04,41.65,-7.39,82.03,42.98,7.52,0.8,5.88,63.63,0.56,54.1
37,601166,兴业银行,-6.96,85.8,49.18,-1.14,91.74,37.54,18.34,0.0,5.01,36.51,0.47,7.95
