日期,总市值_亿,流通市值_亿,活跃市值_亿,成交额_亿,加权换手率%,上涨家数,下跌家数,平盘家数,涨停家数,跌停家数,上涨占比%,中位涨跌幅%,平均换手率%,量能温度,宽度温度,综合温度,温度档位
2026-09-10,1294577.0,994315.0,16562.0,16624.0,1.67,955,4512,84,44,22,17.5,-1.49,2.68,63.1,17.5,40.3,温和
