排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%,MA20,MA60,双均线多头,价距MA20%,量比,量比30,成交额(亿),PE5年分位%,PB5年分位%,行业
1,688825,长鑫科技,61.17,81.3,,62.8,78.7,,57.2,0.58,47.46,17.65,28.82,79.41,57.316,,,-0.2,0.72,0.41,93.49,17.65,79.41,半导体
2,601398,工商银行,39.42,89.5,99.67,26.21,88.8,92.17,8.1,1.25,7.72,95.73,0.73,69.38,7.911,7.624,1.0,2.39,0.74,0.57,16.95,96.78,93.88,银行Ⅱ
3,601939,建设银行,40.86,90.16,102.46,26.0,92.19,104.26,10.95,1.2,8.27,97.63,0.8,74.36,10.709,10.244,1.0,2.25,1.11,0.82,12.3,99.5,99.59,银行Ⅱ
4,601288,农业银行,33.94,92.82,59.44,5.27,93.82,38.97,6.94,1.91,8.15,92.99,0.85,86.02,6.812,6.554,1.0,1.88,0.93,0.66,18.89,87.77,87.69,银行Ⅱ
5,600941,中国移动,-14.05,85.0,82.53,-4.96,105.51,65.84,97.17,0.06,15.99,53.79,1.48,34.33,98.079,94.488,1.0,-0.93,0.69,0.51,5.18,53.79,34.33,通信服务
6,601988,中国银行,46.43,92.22,102.38,40.07,99.08,103.35,6.53,1.56,8.45,99.76,0.76,94.03,6.278,5.979,1.0,4.01,0.82,0.69,12.77,99.59,99.59,银行Ⅱ
7,601857,中国石油,48.7,95.58,46.79,47.78,100.79,41.68,11.27,-0.44,11.72,50.9,1.26,93.22,11.137,10.411,1.0,1.19,1.03,0.92,13.28,84.63,92.64,炼化及贸易
8,600938,中国海油,60.94,100.5,35.15,50.33,102.02,28.65,34.42,0.7,11.82,87.25,1.91,81.07,33.708,31.21,1.0,2.11,1.11,0.98,15.45,87.25,81.07,油气开采Ⅱ
9,600519,贵州茅台,-1.95,67.56,37.81,17.9,86.33,39.7,1285.13,-0.45,19.73,4.03,6.39,2.56,1301.661,1274.673,1.0,-1.27,0.68,0.54,24.29,7.02,4.46,白酒Ⅱ
10,300750,宁德时代,30.93,11.22,1.15,22.41,24.56,24.09,338.06,0.36,18.4,7.88,4.12,8.98,368.474,378.44,0.0,-8.25,0.88,1.12,98.29,12.98,14.46,电池
11,601138,工业富联,57.94,69.39,38.39,78.31,65.24,37.74,63.91,-2.04,27.03,86.94,7.22,91.77,63.669,64.405,0.0,0.38,0.49,0.44,36.4,78.68,87.6,消费电子
12,601628,中国人寿,12.08,32.19,29.93,6.83,46.6,25.61,38.28,0.34,4.37,0.24,1.63,6.35,37.998,37.979,1.0,0.74,0.63,0.66,8.68,0.41,11.07,保险Ⅱ
13,300308,中际旭创,89.57,10.6,28.71,97.05,-1.01,35.52,890.1,-2.07,51.26,56.87,26.3,95.83,886.348,1020.061,0.0,0.42,0.64,0.49,154.91,61.98,92.73,通信设备
14,600036,招商银行,80.14,103.78,104.4,64.63,99.17,76.24,41.57,1.39,6.91,34.45,0.92,18.39,39.941,38.428,1.0,4.08,1.01,0.83,27.34,60.08,32.07,银行Ⅱ
15,601088,中国神华,36.76,90.71,77.99,26.27,101.7,73.1,47.28,-0.11,19.0,97.06,2.27,98.82,46.949,44.033,1.0,0.71,0.69,0.67,9.46,94.88,97.93,煤炭开采
16,688981,中芯国际,-8.67,-2.08,33.73,-1.07,1.28,47.92,119.18,-1.1,141.59,63.48,5.95,82.94,125.378,137.006,0.0,-4.94,0.71,0.41,22.89,61.07,83.39,半导体
17,601318,XD中国平,8.6,94.18,28.24,5.97,105.82,18.17,55.52,0.43,6.31,0.19,0.98,25.5,54.068,51.758,1.0,2.69,0.53,0.59,24.61,0.33,44.46,保险Ⅱ
18,601899,紫金矿业,90.64,93.0,39.41,79.29,94.73,28.84,34.11,-0.84,13.41,10.76,4.49,83.84,33.663,30.886,1.0,1.33,0.53,0.38,34.07,18.76,85.21,工业金属
19,002594,比亚迪,-5.27,4.41,23.67,-0.71,42.59,37.48,83.52,-2.75,25.87,22.37,3.17,24.79,88.837,88.861,0.0,-5.99,1.64,1.07,27.84,39.01,0.41,乘用车
20,600900,长江电力,25.21,46.16,84.51,17.57,64.28,86.46,28.09,0.14,18.99,49.43,3.18,83.51,28.17,27.74,1.0,-0.28,0.66,0.6,17.27,20.41,71.57,电力
21,600028,中国石化,77.02,98.17,23.05,83.46,97.43,13.0,5.56,-0.89,18.7,88.01,0.8,41.71,5.335,5.072,1.0,4.22,0.71,0.67,9.17,88.93,40.0,炼化及贸易
22,000333,美的集团,26.13,76.08,91.74,16.33,83.38,93.01,86.2,0.21,14.82,53.79,3.11,50.95,85.788,82.845,1.0,0.48,1.06,0.82,17.64,83.31,87.02,白色家电
23,601328,交通银行,68.83,100.49,107.62,50.07,96.55,86.39,7.44,2.06,6.74,92.37,0.56,61.94,7.199,6.907,1.0,3.35,0.95,0.88,11.21,91.4,77.52,银行Ⅱ
24,688256,寒武纪,16.41,10.58,35.74,30.3,8.06,48.54,1043.84,-1.05,197.0,77.56,48.43,83.79,1067.668,1220.056,0.0,-2.23,0.71,0.45,59.39,72.31,80.0,半导体
25,601658,邮储银行,68.23,78.9,89.65,63.79,69.12,63.66,5.46,1.11,7.31,79.13,0.63,30.69,5.184,5.052,1.0,5.32,0.67,0.77,7.72,88.1,41.57,银行Ⅱ
26,300502,新易盛,73.88,16.46,32.95,80.51,9.67,40.73,410.9,-0.94,43.67,37.73,23.58,91.9,413.784,469.449,0.0,-0.7,0.63,0.46,90.41,51.07,85.87,通信设备
27,601728,XD中国电,28.54,80.26,66.32,16.64,89.64,58.51,6.19,1.16,19.04,77.08,1.2,51.71,6.277,5.91,1.0,-1.39,1.24,0.81,5.77,76.94,51.32,通信服务
28,688041,海光信息,-4.24,-4.62,9.43,6.03,-2.22,31.98,232.37,-1.45,171.9,59.49,21.29,73.13,248.832,295.365,0.0,-6.62,0.8,0.62,30.39,59.49,73.13,半导体
29,601998,中信银行,71.97,110.3,101.63,73.35,111.99,82.25,8.93,0.34,6.93,91.94,0.67,76.97,8.542,7.784,1.0,4.54,0.56,0.49,2.74,98.76,97.93,银行Ⅱ
30,603259,药明康德,59.34,64.98,83.05,52.91,70.32,85.29,154.5,-0.25,21.56,30.21,5.61,48.94,158.423,137.935,1.0,-2.48,0.89,0.43,39.47,50.66,76.12,医疗服务
31,002371,北方华创,7.96,-9.7,35.51,13.74,-4.82,50.82,638.64,-1.2,81.54,41.56,11.43,76.45,693.407,738.946,0.0,-7.9,0.65,0.46,24.96,72.15,88.02,半导体
32,600030,中信证券,13.5,28.65,76.84,0.11,26.65,80.67,27.6,0.99,10.87,0.33,1.46,44.69,27.534,28.018,0.0,0.24,0.96,0.93,27.92,0.58,64.21,证券Ⅱ
33,002475,立讯精密,6.1,19.52,21.15,26.75,16.9,33.7,54.45,-2.52,23.67,23.46,4.53,25.92,55.876,59.752,0.0,-2.55,0.86,0.65,42.34,40.91,39.26,消费电子
34,603993,洛阳钼业,72.81,53.92,11.14,52.76,50.75,11.57,19.01,-0.42,14.62,13.27,4.54,91.04,18.733,18.697,1.0,1.48,0.67,0.47,20.83,23.14,88.02,工业金属
35,688235,百济神州,5.34,11.4,48.09,8.66,41.11,51.78,253.7,-1.21,91.39,88.35,11.04,68.87,275.489,267.755,1.0,-7.91,0.55,0.32,4.44,88.35,68.87,化学制药
36,688347,华虹宏力,-4.23,-9.28,34.25,-2.85,-8.37,48.63,224.11,0.05,555.44,65.43,8.24,90.29,240.344,284.162,0.0,-6.75,0.5,0.38,17.37,65.43,90.29,半导体
37,601166,兴业银行,96.88,53.05,44.89,88.15,54.1,33.91,18.24,0.72,5.12,43.65,0.46,7.25,18.014,17.87,1.0,1.25,0.72,0.62,11.38,66.03,12.64,银行Ⅱ
38,601869,长飞光纤,75.27,88.26,56.65,68.82,56.66,53.43,435.74,-1.42,104.79,88.16,22.04,97.77,394.268,399.096,0.0,10.52,0.81,0.8,49.68,80.66,96.36,通信设备
39,600183,生益科技,53.3,77.24,61.94,57.92,57.58,60.65,146.96,-0.81,68.72,97.16,19.29,98.63,139.832,141.909,0.0,5.1,0.85,0.78,86.25,95.04,97.6,元件
40,002384,东山精密,79.22,17.15,51.69,58.4,11.5,55.73,193.74,-1.18,98.98,89.48,14.56,96.21,195.113,214.384,0.0,-0.7,0.92,0.76,109.06,81.65,93.39,元件
41,601319,中国人保,69.16,85.27,34.6,67.62,77.63,16.99,7.94,0.51,6.18,0.37,1.03,31.56,7.397,7.193,1.0,7.34,0.64,0.78,5.06,0.58,49.5,保险Ⅱ
42,601601,中国太保,53.51,95.27,22.2,52.14,95.76,10.43,33.63,0.6,5.74,2.94,1.01,18.06,31.955,30.78,1.0,5.24,0.48,0.52,8.13,5.12,31.49,保险Ⅱ
43,688012,中微公司,5.08,9.94,45.97,1.79,10.6,59.06,334.19,0.36,75.66,39.16,10.66,70.88,358.186,378.653,0.0,-6.7,0.62,0.39,27.83,56.12,93.64,半导体
44,601211,国泰海通,33.68,8.44,46.29,7.64,4.63,45.84,17.74,1.26,9.65,4.64,0.94,27.54,17.72,18.192,0.0,0.11,1.0,0.77,10.61,8.1,48.02,证券Ⅱ
45,600000,浦发银行,68.98,73.92,31.14,57.77,77.5,23.76,9.35,1.3,6.08,70.66,0.41,31.99,9.175,8.979,1.0,1.91,0.87,0.79,5.56,58.51,55.79,银行Ⅱ
46,600150,中国船舶,104.36,106.24,67.43,103.74,85.19,31.08,40.82,3.26,21.9,25.78,2.02,47.35,35.173,34.721,1.0,16.05,0.94,1.92,71.45,0.83,25.37,航海装备Ⅱ
47,002415,海康威视,26.75,18.32,65.04,28.29,36.68,87.52,33.51,-0.71,18.69,6.45,3.64,16.92,34.623,34.528,1.0,-3.21,0.51,0.47,12.52,11.24,29.5,计算机设备
