排名,代码,名称,最新价,总市值,流通市值,行业,成交额,ROE%,营收同比%,净利润(亿),净利同比%,毛利率%
1,688825,长鑫科技,57.2,3882970467204,257573829141,半导体,9348854964.0,81.06,873.6417332025,776.05,3427.75691436574,84.7418874692
2,601398,工商银行,8.1,2886890682421,2183858921566,银行Ⅱ,1694761554.0,4.315,9.0769670235,1736.82,3.318798593719,0.0
3,601939,建设银行,10.95,2864524176976,105050550786,银行Ⅱ,1229715292.0,4.76,10.7174470481,1695.64,4.620054789111,0.0
4,601288,农业银行,6.94,2428882255079,2215554822792,银行Ⅱ,1889032390.0,5.07,11.0651273055,1463.81,4.925094975271,0.0
5,600941,中国移动,97.17,2107708411839,87721953636,通信服务,517952649.0,5.6,-1.054491889,789.34,-6.293108565323,29.5120205935
6,601988,中国银行,6.53,2104047049145,1376298811944,银行Ⅱ,1276991557.0,4.33,8.4801658344,1235.94,5.104982524173,0.0
7,601857,中国石油,11.27,2062646420009,1824861817009,炼化及贸易,1328353491.0,6.3,5.3426812439,1039.34,22.029798875204,21.8708980937
8,600938,中国海油,34.42,1635981016129,102915800000,油气开采Ⅱ,1544763226.0,10.21,16.8837424377,858.18,23.420534134871,53.4636940575
9,600519,贵州茅台,1285.13,1606517367893,1606517367893,白酒Ⅱ,2428698784.0,16.75,1.3000994756,445.17,-1.951594855028,89.5552128279
10,300750,宁德时代,338.06,1564126004805,1440202032171,电池,9828547427.09,12.08,54.8003691485,432.84,41.983941749454,23.9283938867
11,601138,工业富联,63.91,1268235937870,1268235937870,消费电子,3640258032.0,13.36,54.634987688,237.4,95.985786599041,7.1506831245
12,601628,中国人寿,38.28,1081972907400,797124728400,保险Ⅱ,867739863.0,21.07,81.5399084582,1344.89,228.574918765728,0.0
13,300308,中际旭创,890.1,1048457371454,987954926370,通信设备,15491122256.95,37.62,182.4913813287,136.51,241.696005716117,46.2521843492
14,600036,招商银行,41.57,1048388981634,857545219914,银行Ⅱ,2733649678.0,6.71,4.8314692679,764.45,2.021887094622,0.0
15,601088,中国神华,47.28,1025476453893,779696274512,煤炭开采,946372943.0,5.83,7.9322551775,287.15,4.103977087336,35.4841606017
16,688981,中芯国际,119.18,1020450693240,238430782075,半导体,2288876808.0,2.9,19.435688378,44.67,94.163023835373,23.1558234006
17,601318,XD中国平,55.52,1005336283562,591846813408,保险Ⅱ,2460779156.0,9.0,15.010118462,925.85,36.060370038356,0.0
