排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%
1,510300,沪深300ETF华泰柏瑞,83.47,27.14,38.47,98.03,21.64,49.14,4.73,-0.38,14.46,79.34,1.47,54.56
2,588000,科创50ETF华夏,93.87,7.13,42.62,108.77,5.45,56.79,1.81,-1.25,81.89,90.95,8.16,96.07
3,159915,创业板ETF易方达,90.65,21.71,34.59,104.42,10.5,50.07,3.6,-0.58,44.31,55.44,5.98,71.52
4,512880,证券ETF国泰,38.77,42.97,34.56,23.14,56.24,30.68,1.1,0.36,15.23,9.48,1.3,20.88
5,588200,科创芯片ETF嘉实,96.3,6.65,44.87,111.81,2.85,58.91,1.2,-1.48,125.88,85.27,,
6,563360,A500ETF华泰柏瑞,87.33,28.12,36.51,103.5,21.31,50.09,1.31,-0.68,16.5,85.18,,
7,159516,半导体设备ETF国泰,101.65,15.83,52.36,110.83,14.79,62.77,0.74,-2.25,118.53,97.62,,
8,510500,中证500ETF南方,91.58,28.33,39.39,107.51,17.64,47.83,7.98,-0.91,28.54,74.03,2.55,81.88
9,515880,通信ETF国泰,95.81,16.12,35.04,98.98,3.62,47.85,0.67,0.75,49.47,93.79,,
10,588170,科创半导体ETF华夏,99.02,14.78,51.44,110.24,15.69,62.23,1.01,-2.88,43.47,83.11,,
11,512890,红利低波ETF华泰柏瑞,3.44,83.17,60.92,-0.05,91.81,46.65,1.16,0.09,7.62,66.06,0.84,55.84
12,159995,芯片ETF华夏,97.83,4.29,37.29,110.04,0.94,53.97,1.19,-1.57,,,,
13,512170,医疗ETF华宝,94.79,117.38,51.83,77.91,108.2,20.43,0.36,2.86,29.63,31.1,3.62,16.8
14,159949,创业板50ETF华安,89.27,19.18,28.81,101.35,8.21,46.66,1.69,-0.41,,,,
15,512400,有色金属ETF南方,46.86,59.25,4.57,71.81,58.99,3.66,1.87,-3.61,16.18,88.24,,
16,512100,中证1000ETF南方,94.96,36.02,29.25,108.42,20.99,32.23,3.13,-0.82,32.86,71.52,2.5,52.72
17,159326,电网设备ETF华夏,82.01,17.28,25.49,95.07,9.73,39.81,1.69,-0.88,12.56,83.09,,
