市场,信号日,代码,名称,排名,持有期,买入价,卖出价,收益%,实际持有交易日,日线J,周线J,月线J,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%,MA20,MA60,量比,策略
个股,2026-07-20,603259,药明康德,38,2,124.22,125.9,1.2,2,36.57,81.62,82.5,18.41,17.78,4.4,32.35,,,,全样本(基准)
个股,2026-07-20,600276,恒瑞医药,39,2,55.57,55.39,-0.47,2,31.53,91.9,33.01,45.43,6.47,5.8,4.87,,,,全样本(基准)
个股,2026-07-20,601211,国泰海通,40,2,19.03,18.94,-0.62,2,69.5,80.93,47.03,15.28,65.73,1.03,38.32,,,,全样本(基准)
个股,2026-07-20,601319,中国人保,41,2,7.39,7.41,-0.01,2,90.22,109.36,4.36,7.83,13.28,1.04,32.37,,,,全样本(基准)
个股,2026-07-20,688802,沐曦股份-U,42,2,821.0,845.0,2.77,2,9.79,43.94,87.07,-500.91,7.8,25.08,85.82,,,,全样本(基准)
个股,2026-07-20,688012,中微公司,43,2,342.5,392.99,14.59,2,-6.86,31.03,68.95,120.22,66.92,13.5,75.94,,,,全样本(基准)
个股,2026-07-20,300059,东方财富,44,2,20.18,20.08,-0.65,2,53.54,69.89,26.7,24.36,7.14,3.34,13.8,,,,全样本(基准)
个股,2026-07-20,601869,长飞光纤,45,2,381.7,365.75,-4.33,2,22.91,-7.55,68.44,273.3,95.15,22.22,97.52,,,,全样本(基准)
个股,2026-07-20,002415,海康威视,46,2,33.73,35.08,3.85,2,33.12,74.36,76.91,21.03,20.42,3.65,17.86,,,,全样本(基准)
个股,2026-07-20,600000,浦发银行,47,2,9.14,9.01,-1.57,2,98.02,89.34,9.16,6.05,70.22,0.4,27.51,,,,全样本(基准)
个股,2026-07-20,601601,中国太保,48,2,31.63,32.75,3.39,2,100.98,75.68,-1.22,5.64,1.3,0.95,10.33,,,,全样本(基准)
个股,2026-07-20,603986,兆易创新,49,2,432.3,470.0,8.57,2,-2.47,-7.03,54.05,105.53,55.94,12.0,78.52,,,,全样本(基准)
个股,2026-07-20,600183,生益科技,50,2,123.34,126.0,2.01,2,9.3,11.7,62.53,76.26,98.17,16.71,98.17,,,,全样本(基准)
个股,2026-07-20,000858,五 粮 液,51,2,76.24,74.75,-2.1,2,108.59,51.85,10.3,23.49,34.85,2.31,0.97,,,,全样本(基准)
个股,2026-07-20,688795,摩尔线程-U,52,2,603.0,623.91,3.32,2,0.38,6.96,38.75,-329.97,37.58,24.6,32.21,,,,全样本(基准)
个股,2026-07-20,600150,XD中国船,53,2,33.01,33.02,-0.12,2,0.28,6.48,25.12,21.97,25.92,1.66,18.63,,,,全样本(基准)
个股,2026-07-20,002379,宏桥控股,54,2,18.8,18.59,-1.27,2,106.05,60.05,-0.93,12.43,72.83,4.69,83.4,,,,全样本(基准)
个股,2026-07-20,688820,盛合晶微,55,2,130.38,146.46,12.18,2,-10.03,-9.29,,246.42,19.67,16.79,19.67,,,,全样本(基准)
个股,2026-07-20,601225,陕西煤业,56,2,25.0,24.89,-0.59,2,87.53,67.08,54.43,14.99,98.36,2.37,84.27,,,,全样本(基准)
个股,2026-07-20,601816,京沪高铁,57,2,4.84,4.92,1.29,2,96.13,76.82,47.65,18.1,2.41,1.15,3.24,,,,全样本(基准)
个股,2026-07-20,002714,牧原股份,58,2,40.61,39.44,-3.03,2,81.36,104.38,24.03,23.97,70.51,2.72,2.27,,,,全样本(基准)
个股,2026-07-20,300394,天孚通信,59,2,213.54,217.63,1.77,2,7.66,-9.17,50.05,107.25,94.74,38.95,95.03,,,,全样本(基准)
个股,2026-07-20,688008,澜起科技,60,2,189.55,222.61,17.29,2,-1.65,-10.89,54.6,90.64,65.04,11.12,71.99,,,,全样本(基准)
个股,2026-07-20,601919,中远海控,61,2,14.93,15.14,1.26,2,94.63,108.1,26.2,9.1,57.67,0.97,26.74,,,,全样本(基准)
个股,2026-07-20,000651,格力电器,62,2,40.58,40.86,0.54,2,96.57,99.01,83.06,7.79,29.25,1.5,5.45,,,,全样本(基准)
个股,2026-07-20,600309,万华化学,63,2,71.99,74.0,2.64,2,84.65,43.77,21.54,17.12,60.14,2.02,7.82,,,,全样本(基准)
个股,2026-07-20,002463,沪电股份,64,2,115.02,114.23,-0.84,2,12.17,0.27,70.42,51.45,96.86,13.18,98.12,,,,全样本(基准)
个股,2026-07-20,002916,深南电路,65,2,324.36,337.98,4.05,2,-2.85,-5.26,62.33,60.79,93.15,12.21,89.53,,,,全样本(基准)
个股,2026-07-20,300476,胜宏科技,66,2,224.11,240.4,7.12,2,10.22,-14.34,17.58,47.06,82.53,12.66,88.51,,,,全样本(基准)
个股,2026-07-20,603288,海天味业,67,2,37.0,36.45,-1.64,2,106.91,109.63,44.76,29.74,2.22,5.15,3.19,,,,全样本(基准)
个股,2026-07-20,000725,京东方Ａ,68,2,5.79,6.04,4.17,2,-2.97,17.77,56.14,36.05,57.14,1.58,71.04,,,,全样本(基准)
个股,2026-07-20,002142,宁波银行,69,2,32.4,31.55,-2.77,2,95.51,95.19,75.92,7.11,32.72,0.92,28.96,,,,全样本(基准)
个股,2026-07-20,000001,平安银行,70,2,10.98,10.98,-0.15,2,95.12,74.58,41.27,4.95,25.1,0.46,3.72,,,,全样本(基准)
个股,2026-07-20,600919,江苏银行,71,2,11.51,11.4,-1.11,2,81.37,67.96,87.45,5.98,79.54,0.8,86.34,,,,全样本(基准)
个股,2026-07-20,300274,阳光电源,72,2,101.77,109.95,7.89,2,6.77,-12.68,7.65,17.69,30.74,4.34,40.4,,,,全样本(基准)
个股,2026-07-20,002938,鹏鼎控股,73,2,90.89,91.41,0.42,2,29.92,2.97,68.19,56.74,97.79,6.08,94.25,,,,全样本(基准)
个股,2026-07-20,000338,潍柴动力,74,2,23.92,26.48,10.55,2,-1.25,-11.67,52.06,18.56,85.09,2.2,68.44,,,,全样本(基准)
个股,2026-07-20,600188,兖矿能源,75,2,20.47,22.04,7.52,2,95.4,16.92,48.45,21.84,97.64,2.73,81.47,,,,全样本(基准)
个股,2026-07-20,601066,中信建投,76,2,26.48,26.66,0.53,2,28.04,46.04,65.75,18.36,10.35,2.4,24.73,,,,全样本(基准)
个股,2026-07-20,003816,中国广核,77,2,4.07,4.11,0.83,2,107.15,26.86,29.98,21.67,89.83,1.63,67.92,,,,全样本(基准)
个股,2026-07-20,601336,新华保险,78,2,62.78,63.27,0.63,2,59.79,95.29,6.98,5.48,4.39,1.64,52.51,,,,全样本(基准)
个股,2026-07-20,301666,大普微-UW,79,2,462.0,501.63,8.43,2,7.36,-16.3,,15524.62,21.88,251.27,21.88,,,,全样本(基准)
个股,2026-07-20,600690,海尔智家,80,2,20.59,21.05,2.08,2,101.22,106.4,9.25,10.75,4.39,1.61,3.38,,,,全样本(基准)
个股,2026-07-20,601668,中国建筑,81,2,4.65,4.7,0.93,2,98.64,107.01,33.44,5.06,59.8,0.39,0.97,,,,全样本(基准)
个股,2026-07-20,600406,国电南瑞,82,2,23.56,23.75,0.66,2,88.95,40.74,12.41,22.74,20.37,3.54,29.15,,,,全样本(基准)
个股,2026-07-20,600025,华能水电,83,2,10.14,10.22,0.64,2,94.13,108.29,64.27,22.12,79.44,2.66,76.4,,,,全样本(基准)
个股,2026-07-20,601818,光大银行,84,2,3.11,3.08,-1.11,2,94.96,93.24,25.76,4.97,45.27,0.37,2.94,,,,全样本(基准)
个股,2026-07-20,300760,迈瑞医疗,85,2,154.5,152.27,-1.59,2,101.81,96.69,19.34,23.9,7.12,4.67,2.18,,,,全样本(基准)
个股,2026-07-20,601985,中国核电,86,2,9.07,9.07,-0.15,2,99.94,62.48,82.63,22.66,88.56,1.55,36.05,,,,全样本(基准)
个股,2026-07-20,688072,拓荆科技,87,2,637.05,791.08,24.03,2,-17.37,39.08,65.94,112.62,65.44,25.55,97.18,,,,全样本(基准)
个股,2026-07-20,001399,惠科股份,88,2,25.34,26.12,2.93,2,5.31,-1.88,,48.86,11.76,7.0,11.76,,,,全样本(基准)
个股,2026-07-20,601688,华泰证券,89,2,20.07,20.23,0.65,2,58.8,60.92,20.46,10.53,28.47,1.04,42.86,,,,全样本(基准)
个股,2026-07-20,600930,华电新能,90,2,4.39,4.29,-2.43,2,28.91,3.96,5.17,28.6,12.65,1.66,1.22,,,,全样本(基准)
个股,2026-07-20,601898,中煤能源,91,2,13.57,14.12,3.9,2,64.7,22.75,12.07,10.3,49.57,1.11,85.42,,,,全样本(基准)
个股,2026-07-20,300408,三环集团,92,2,91.02,102.98,12.99,2,2.23,-11.66,56.79,62.9,97.59,8.08,97.83,,,,全样本(基准)
个股,2026-07-20,300433,蓝思科技,93,2,34.22,36.8,7.39,2,0.6,-8.88,45.57,52.52,82.53,3.31,76.16,,,,全样本(基准)
个股,2026-07-20,600031,三一重工,94,2,19.56,19.85,1.33,2,78.7,91.85,11.22,21.36,47.15,1.99,15.93,,,,全样本(基准)
个股,2026-07-20,002352,顺丰控股,95,2,33.98,34.17,0.41,2,98.32,67.56,26.25,15.68,1.74,1.78,1.74,,,,全样本(基准)
个股,2026-07-20,000776,广发证券,96,2,22.22,22.05,-0.92,2,71.18,58.26,62.68,11.36,7.53,1.29,76.59,,,,全样本(基准)
个股,2026-07-20,688808,联讯仪器,97,2,1706.0,1888.08,10.52,2,6.57,1.14,,641.04,34.48,170.7,34.48,,,,全样本(基准)
个股,2026-07-20,688498,源杰科技,98,2,1403.42,1415.0,0.68,2,24.98,40.1,75.07,490.74,66.82,69.21,96.76,,,,全样本(基准)
个股,2026-07-20,601995,中金公司,99,2,35.76,35.52,-0.82,2,24.46,65.2,61.82,15.34,3.03,1.69,15.8,,,,全样本(基准)
个股,2026-07-20,601766,中国中车,100,2,5.91,5.87,-0.83,2,100.39,101.28,15.12,12.81,6.23,0.99,10.91,,,,全样本(基准)
个股,2026-07-20,601398,工商银行,1,3,7.74,7.68,-0.93,3,105.03,90.88,55.32,7.43,91.6,0.7,59.31,,,,全样本(基准)
个股,2026-07-20,601939,建设银行,2,3,10.44,10.24,-2.07,3,102.33,84.19,91.5,7.99,97.25,0.77,71.43,,,,全样本(基准)
个股,2026-07-20,601288,农业银行,3,3,6.61,6.59,-0.45,3,108.33,75.41,5.03,7.86,90.88,0.82,80.12,,,,全样本(基准)
个股,2026-07-20,600941,中国移动,4,3,95.8,94.43,-1.58,3,98.67,70.19,34.74,15.3,39.89,1.46,30.42,,,,全样本(基准)
个股,2026-07-20,601857,中国石油,5,3,11.01,10.88,-1.33,3,103.07,95.25,27.81,12.74,56.03,1.24,91.02,,,,全样本(基准)
个股,2026-07-20,601988,中国银行,6,3,6.08,5.97,-1.96,3,101.67,80.16,85.57,7.99,99.08,0.72,85.96,,,,全样本(基准)
个股,2026-07-20,300750,宁德时代,7,3,375.03,384.59,2.4,3,88.38,18.49,34.91,22.05,17.54,4.87,32.84,,,,全样本(基准)
个股,2026-07-20,600519,贵州茅台,8,3,1327.5,1292.01,-2.82,3,102.62,100.35,32.47,20.06,6.9,6.13,2.17,,,,全样本(基准)
个股,2026-07-20,600938,中国海油,9,3,31.87,32.99,3.36,3,92.26,50.83,14.53,12.15,90.09,1.81,74.25,,,,全样本(基准)
个股,2026-07-20,688981,中芯国际,10,3,144.0,145.09,0.61,3,1.07,41.33,77.59,244.32,96.16,8.23,95.33,,,,全样本(基准)
个股,2026-07-20,601628,中国人寿,11,3,40.6,41.73,2.63,3,82.57,110.38,20.49,7.93,7.29,1.92,33.2,,,,全样本(基准)
个股,2026-07-20,601138,工业富联,12,3,55.85,62.23,11.27,3,2.18,-13.48,34.16,27.58,88.21,6.36,89.48,,,,全样本(基准)
个股,2026-07-20,300308,中际旭创,13,3,1004.0,1072.52,6.67,3,17.42,-9.11,66.87,74.9,80.6,31.46,97.78,,,,全样本(基准)
个股,2026-07-20,601088,中国神华,14,3,46.14,45.32,-1.93,3,99.89,64.26,47.8,19.41,99.18,2.08,96.57,,,,全样本(基准)
个股,2026-07-20,600036,招商银行,15,3,38.91,38.91,-0.15,3,100.71,111.44,37.44,6.51,24.18,0.87,8.74,,,,全样本(基准)
个股,2026-07-20,601318,中国平安,16,3,53.23,54.3,1.86,3,97.65,67.85,-0.96,7.26,5.65,0.95,18.73,,,,全样本(基准)
个股,2026-07-20,002594,比亚迪,17,3,93.56,92.29,-1.51,3,84.09,87.73,38.23,31.08,30.55,3.69,31.81,,,,全样本(基准)
个股,2026-07-20,601899,紫金矿业,18,3,28.93,32.64,12.67,3,89.41,62.84,-0.24,12.65,6.66,3.96,73.12,,,,全样本(基准)
个股,2026-07-20,688256,寒武纪,19,3,1209.0,1249.0,3.16,3,1.11,-5.59,73.06,279.58,83.23,59.02,94.16,,,,全样本(基准)
个股,2026-07-20,688041,海光信息,20,3,320.12,312.0,-2.69,3,5.84,41.63,74.8,272.94,96.53,31.67,97.06,,,,全样本(基准)
个股,2026-07-20,300502,新易盛,21,3,510.0,497.3,-2.64,3,44.59,32.98,83.58,66.21,70.8,34.89,98.55,,,,全样本(基准)
个股,2026-07-20,600900,长江电力,22,3,28.98,28.94,-0.29,3,97.89,107.1,94.29,19.65,56.47,3.11,80.65,,,,全样本(基准)
个股,2026-07-20,000333,美的集团,23,3,84.3,84.77,0.41,3,94.4,102.23,89.0,14.54,51.83,2.77,40.25,,,,全样本(基准)
个股,2026-07-20,600028,中国石化,24,3,5.24,5.19,-1.1,3,100.82,117.62,-1.17,17.82,86.25,0.76,36.73,,,,全样本(基准)
个股,2026-07-20,601658,邮储银行,25,3,5.18,5.11,-1.5,3,99.81,110.77,29.85,7.08,73.2,0.6,17.61,,,,全样本(基准)
个股,2026-07-20,601328,交通银行,26,3,7.03,6.95,-1.29,3,101.52,101.34,44.91,6.44,87.89,0.53,50.48,,,,全样本(基准)
个股,2026-07-20,688347,华虹宏力,27,3,331.48,341.0,2.72,3,8.75,64.17,84.83,1167.43,85.29,12.73,99.02,,,,全样本(基准)
个股,2026-07-20,601728,中国电信,28,3,6.24,6.04,-3.36,3,104.99,77.74,36.81,18.03,60.94,1.22,59.43,,,,全样本(基准)
个股,2026-07-20,002371,北方华创,30,3,676.91,740.0,9.17,3,-2.11,17.17,64.35,88.1,43.97,12.5,81.27,,,,全样本(基准)
个股,2026-07-20,002475,立讯精密,31,3,56.8,61.19,7.58,3,17.75,-9.43,46.06,25.49,32.96,4.97,39.14,,,,全样本(基准)
个股,2026-07-20,601998,中信银行,32,3,7.55,7.55,-0.15,3,86.12,70.29,29.49,5.9,64.72,0.57,55.65,,,,全样本(基准)
个股,2026-07-20,600030,中信证券,33,3,28.28,28.62,1.05,3,45.43,68.13,78.98,12.44,6.18,1.44,42.04,,,,全样本(基准)
个股,2026-07-20,688235,百济神州,34,3,259.3,272.45,4.92,3,20.9,73.74,37.97,126.36,94.78,12.1,76.62,,,,全样本(基准)
个股,2026-07-20,002384,东山精密,35,3,217.73,206.65,-5.24,3,11.08,25.98,78.99,195.48,97.59,17.62,98.17,,,,全样本(基准)
个股,2026-07-20,601166,兴业银行,36,3,18.34,18.26,-0.59,3,95.6,80.33,27.63,5.01,36.44,0.47,7.67,,,,全样本(基准)
个股,2026-07-20,603993,洛阳钼业,37,3,17.99,20.03,11.19,3,74.98,23.36,7.67,15.94,19.16,4.33,89.09,,,,全样本(基准)
个股,2026-07-20,603259,药明康德,38,3,124.22,127.45,2.45,3,36.57,81.62,82.5,18.41,17.78,4.4,32.35,,,,全样本(基准)
个股,2026-07-20,600276,恒瑞医药,39,3,55.57,54.91,-1.34,3,31.53,91.9,33.01,45.43,6.47,5.8,4.87,,,,全样本(基准)
个股,2026-07-20,601211,国泰海通,40,3,19.03,19.05,-0.04,3,69.5,80.93,47.03,15.28,65.73,1.03,38.32,,,,全样本(基准)
个股,2026-07-20,601319,中国人保,41,3,7.39,7.45,0.53,3,90.22,109.36,4.36,7.83,13.28,1.04,32.37,,,,全样本(基准)
个股,2026-07-20,688802,沐曦股份-U,42,3,821.0,813.78,-1.03,3,9.79,43.94,87.07,-500.91,7.8,25.08,85.82,,,,全样本(基准)
个股,2026-07-20,688012,中微公司,43,3,342.5,375.2,9.4,3,-6.86,31.03,68.95,120.22,66.92,13.5,75.94,,,,全样本(基准)
个股,2026-07-20,300059,东方财富,44,3,20.18,20.28,0.35,3,53.54,69.89,26.7,24.36,7.14,3.34,13.8,,,,全样本(基准)
个股,2026-07-20,601869,长飞光纤,45,3,381.7,355.82,-6.93,3,22.91,-7.55,68.44,273.3,95.15,22.22,97.52,,,,全样本(基准)
个股,2026-07-20,002415,海康威视,46,3,33.73,35.22,4.27,3,33.12,74.36,76.91,21.03,20.42,3.65,17.86,,,,全样本(基准)
个股,2026-07-20,600000,浦发银行,47,3,9.14,9.05,-1.13,3,98.02,89.34,9.16,6.05,70.22,0.4,27.51,,,,全样本(基准)
个股,2026-07-20,601601,中国太保,48,3,31.63,32.81,3.58,3,100.98,75.68,-1.22,5.64,1.3,0.95,10.33,,,,全样本(基准)
个股,2026-07-20,603986,兆易创新,49,3,432.3,451.96,4.4,3,-2.47,-7.03,54.05,105.53,55.94,12.0,78.52,,,,全样本(基准)
个股,2026-07-20,600183,生益科技,50,3,123.34,125.1,1.28,3,9.3,11.7,62.53,76.26,98.17,16.71,98.17,,,,全样本(基准)
个股,2026-07-20,000858,五 粮 液,51,3,76.24,74.84,-1.99,3,108.59,51.85,10.3,23.49,34.85,2.31,0.97,,,,全样本(基准)
个股,2026-07-20,688795,摩尔线程-U,52,3,603.0,610.36,1.07,3,0.38,6.96,38.75,-329.97,37.58,24.6,32.21,,,,全样本(基准)
个股,2026-07-20,600150,XD中国船,53,3,33.01,33.76,2.12,3,0.28,6.48,25.12,21.97,25.92,1.66,18.63,,,,全样本(基准)
个股,2026-07-20,002379,宏桥控股,54,3,18.8,20.45,8.63,3,106.05,60.05,-0.93,12.43,72.83,4.69,83.4,,,,全样本(基准)
个股,2026-07-20,688820,盛合晶微,55,3,130.38,140.97,7.97,3,-10.03,-9.29,,246.42,19.67,16.79,19.67,,,,全样本(基准)
个股,2026-07-20,601225,陕西煤业,56,3,25.0,25.25,0.85,3,87.53,67.08,54.43,14.99,98.36,2.37,84.27,,,,全样本(基准)
个股,2026-07-20,601816,京沪高铁,57,3,4.84,4.95,1.91,3,96.13,76.82,47.65,18.1,2.41,1.15,3.24,,,,全样本(基准)
个股,2026-07-20,002714,牧原股份,58,3,40.61,39.7,-2.39,3,81.36,104.38,24.03,23.97,70.51,2.72,2.27,,,,全样本(基准)
个股,2026-07-20,300394,天孚通信,59,3,213.54,212.09,-0.83,3,7.66,-9.17,50.05,107.25,94.74,38.95,95.03,,,,全样本(基准)
个股,2026-07-20,688008,澜起科技,60,3,189.55,225.11,18.61,3,-1.65,-10.89,54.6,90.64,65.04,11.12,71.99,,,,全样本(基准)
个股,2026-07-20,601919,中远海控,61,3,14.93,15.27,2.13,3,94.63,108.1,26.2,9.1,57.67,0.97,26.74,,,,全样本(基准)
个股,2026-07-20,000651,格力电器,62,3,40.58,40.57,-0.17,3,96.57,99.01,83.06,7.79,29.25,1.5,5.45,,,,全样本(基准)
个股,2026-07-20,600309,万华化学,63,3,71.99,75.49,4.71,3,84.65,43.77,21.54,17.12,60.14,2.02,7.82,,,,全样本(基准)
个股,2026-07-20,002463,沪电股份,64,3,115.02,115.74,0.48,3,12.17,0.27,70.42,51.45,96.86,13.18,98.12,,,,全样本(基准)
个股,2026-07-20,002916,深南电路,65,3,324.36,337.47,3.89,3,-2.85,-5.26,62.33,60.79,93.15,12.21,89.53,,,,全样本(基准)
个股,2026-07-20,300476,胜宏科技,66,3,224.11,238.93,6.46,3,10.22,-14.34,17.58,47.06,82.53,12.66,88.51,,,,全样本(基准)
个股,2026-07-20,603288,海天味业,67,3,37.0,36.65,-1.1,3,106.91,109.63,44.76,29.74,2.22,5.15,3.19,,,,全样本(基准)
个股,2026-07-20,000725,京东方Ａ,68,3,5.79,6.06,4.51,3,-2.97,17.77,56.14,36.05,57.14,1.58,71.04,,,,全样本(基准)
个股,2026-07-20,002142,宁波银行,69,3,32.4,31.85,-1.85,3,95.51,95.19,75.92,7.11,32.72,0.92,28.96,,,,全样本(基准)
个股,2026-07-20,000001,平安银行,70,3,10.98,11.08,0.76,3,95.12,74.58,41.27,4.95,25.1,0.46,3.72,,,,全样本(基准)
个股,2026-07-20,600919,江苏银行,71,3,11.51,11.54,0.11,3,81.37,67.96,87.45,5.98,79.54,0.8,86.34,,,,全样本(基准)
个股,2026-07-20,300274,阳光电源,72,3,101.77,117.79,15.59,3,6.77,-12.68,7.65,17.69,30.74,4.34,40.4,,,,全样本(基准)
个股,2026-07-20,002938,鹏鼎控股,73,3,90.89,87.61,-3.76,3,29.92,2.97,68.19,56.74,97.79,6.08,94.25,,,,全样本(基准)
个股,2026-07-20,000338,潍柴动力,74,3,23.92,27.62,15.32,3,-1.25,-11.67,52.06,18.56,85.09,2.2,68.44,,,,全样本(基准)
个股,2026-07-20,600188,兖矿能源,75,3,20.47,21.83,6.49,3,95.4,16.92,48.45,21.84,97.64,2.73,81.47,,,,全样本(基准)
个股,2026-07-20,601066,中信建投,76,3,26.48,26.73,0.79,3,28.04,46.04,65.75,18.36,10.35,2.4,24.73,,,,全样本(基准)
个股,2026-07-20,003816,中国广核,77,3,4.07,4.16,2.06,3,107.15,26.86,29.98,21.67,89.83,1.63,67.92,,,,全样本(基准)
个股,2026-07-20,601336,新华保险,78,3,62.78,63.66,1.25,3,59.79,95.29,6.98,5.48,4.39,1.64,52.51,,,,全样本(基准)
个股,2026-07-20,301666,大普微-UW,79,3,462.0,510.0,10.24,3,7.36,-16.3,,15524.62,21.88,251.27,21.88,,,,全样本(基准)
个股,2026-07-20,600690,海尔智家,80,3,20.59,20.99,1.79,3,101.22,106.4,9.25,10.75,4.39,1.61,3.38,,,,全样本(基准)
个股,2026-07-20,601668,中国建筑,81,3,4.65,4.7,0.93,3,98.64,107.01,33.44,5.06,59.8,0.39,0.97,,,,全样本(基准)
个股,2026-07-20,600406,国电南瑞,82,3,23.56,24.37,3.29,3,88.95,40.74,12.41,22.74,20.37,3.54,29.15,,,,全样本(基准)
个股,2026-07-20,600025,华能水电,83,3,10.14,10.17,0.15,3,94.13,108.29,64.27,22.12,79.44,2.66,76.4,,,,全样本(基准)
个股,2026-07-20,601818,光大银行,84,3,3.11,3.09,-0.79,3,94.96,93.24,25.76,4.97,45.27,0.37,2.94,,,,全样本(基准)
个股,2026-07-20,300760,迈瑞医疗,85,3,154.5,150.8,-2.54,3,101.81,96.69,19.34,23.9,7.12,4.67,2.18,,,,全样本(基准)
个股,2026-07-20,601985,中国核电,86,3,9.07,9.09,0.07,3,99.94,62.48,82.63,22.66,88.56,1.55,36.05,,,,全样本(基准)
个股,2026-07-20,688072,拓荆科技,87,3,637.05,743.0,16.48,3,-17.37,39.08,65.94,112.62,65.44,25.55,97.18,,,,全样本(基准)
个股,2026-07-20,001399,惠科股份,88,3,25.34,25.79,1.63,3,5.31,-1.88,,48.86,11.76,7.0,11.76,,,,全样本(基准)
个股,2026-07-20,601688,华泰证券,89,3,20.07,20.45,1.74,3,58.8,60.92,20.46,10.53,28.47,1.04,42.86,,,,全样本(基准)
个股,2026-07-20,600930,华电新能,90,3,4.39,4.37,-0.61,3,28.91,3.96,5.17,28.6,12.65,1.66,1.22,,,,全样本(基准)
个股,2026-07-20,601898,中煤能源,91,3,13.57,14.05,3.39,3,64.7,22.75,12.07,10.3,49.57,1.11,85.42,,,,全样本(基准)
个股,2026-07-20,300408,三环集团,92,3,91.02,105.55,15.81,3,2.23,-11.66,56.79,62.9,97.59,8.08,97.83,,,,全样本(基准)
个股,2026-07-20,300433,蓝思科技,93,3,34.22,36.58,6.75,3,0.6,-8.88,45.57,52.52,82.53,3.31,76.16,,,,全样本(基准)
个股,2026-07-20,600031,三一重工,94,3,19.56,19.97,1.95,3,78.7,91.85,11.22,21.36,47.15,1.99,15.93,,,,全样本(基准)
个股,2026-07-20,002352,顺丰控股,95,3,33.98,33.9,-0.39,3,98.32,67.56,26.25,15.68,1.74,1.78,1.74,,,,全样本(基准)
个股,2026-07-20,000776,广发证券,96,3,22.22,22.32,0.3,3,71.18,58.26,62.68,11.36,7.53,1.29,76.59,,,,全样本(基准)
个股,2026-07-20,688808,联讯仪器,97,3,1706.0,1938.0,13.45,3,6.57,1.14,,641.04,34.48,170.7,34.48,,,,全样本(基准)
个股,2026-07-20,688498,源杰科技,98,3,1403.42,1445.0,2.81,3,24.98,40.1,75.07,490.74,66.82,69.21,96.76,,,,全样本(基准)
个股,2026-07-20,601995,中金公司,99,3,35.76,36.42,1.7,3,24.46,65.2,61.82,15.34,3.03,1.69,15.8,,,,全样本(基准)
个股,2026-07-20,601766,中国中车,100,3,5.91,5.88,-0.66,3,100.39,101.28,15.12,12.81,6.23,0.99,10.91,,,,全样本(基准)
个股,2026-07-20,601398,工商银行,1,5,7.74,7.73,-0.28,5,105.03,90.88,55.32,7.43,91.6,0.7,59.31,,,,全样本(基准)
个股,2026-07-20,601939,建设银行,2,5,10.44,10.36,-0.92,5,102.33,84.19,91.5,7.99,97.25,0.77,71.43,,,,全样本(基准)
个股,2026-07-20,601288,农业银行,3,5,6.61,6.72,1.51,5,108.33,75.41,5.03,7.86,90.88,0.82,80.12,,,,全样本(基准)
个股,2026-07-20,600941,中国移动,4,5,95.8,94.39,-1.62,5,98.67,70.19,34.74,15.3,39.89,1.46,30.42,,,,全样本(基准)
个股,2026-07-20,601857,中国石油,5,5,11.01,10.9,-1.15,5,103.07,95.25,27.81,12.74,56.03,1.24,91.02,,,,全样本(基准)
个股,2026-07-20,601988,中国银行,6,5,6.08,6.0,-1.47,5,101.67,80.16,85.57,7.99,99.08,0.72,85.96,,,,全样本(基准)
个股,2026-07-20,300750,宁德时代,7,5,375.03,398.6,6.13,5,88.38,18.49,34.91,22.05,17.54,4.87,32.84,,,,全样本(基准)
个股,2026-07-20,600519,贵州茅台,8,5,1327.5,1289.5,-3.01,5,102.62,100.35,32.47,20.06,6.9,6.13,2.17,,,,全样本(基准)
个股,2026-07-20,600938,中国海油,9,5,31.87,31.55,-1.15,5,92.26,50.83,14.53,12.15,90.09,1.81,74.25,,,,全样本(基准)
个股,2026-07-20,688981,中芯国际,10,5,144.0,143.77,-0.31,5,1.07,41.33,77.59,244.32,96.16,8.23,95.33,,,,全样本(基准)
个股,2026-07-20,601628,中国人寿,11,5,40.6,39.73,-2.29,5,82.57,110.38,20.49,7.93,7.29,1.92,33.2,,,,全样本(基准)
个股,2026-07-20,601138,工业富联,12,5,55.85,60.9,8.89,5,2.18,-13.48,34.16,27.58,88.21,6.36,89.48,,,,全样本(基准)
个股,2026-07-20,300308,中际旭创,13,5,1004.0,1076.94,7.11,5,17.42,-9.11,66.87,74.9,80.6,31.46,97.78,,,,全样本(基准)
个股,2026-07-20,601088,中国神华,14,5,46.14,44.83,-2.99,5,99.89,64.26,47.8,19.41,99.18,2.08,96.57,,,,全样本(基准)
个股,2026-07-20,600036,招商银行,15,5,38.91,39.0,0.08,5,100.71,111.44,37.44,6.51,24.18,0.87,8.74,,,,全样本(基准)
个股,2026-07-20,601318,中国平安,16,5,53.23,53.41,0.19,5,97.65,67.85,-0.96,7.26,5.65,0.95,18.73,,,,全样本(基准)
个股,2026-07-20,002594,比亚迪,17,5,93.56,92.04,-1.77,5,84.09,87.73,38.23,31.08,30.55,3.69,31.81,,,,全样本(基准)
个股,2026-07-20,601899,紫金矿业,18,5,28.93,31.35,8.22,5,89.41,62.84,-0.24,12.65,6.66,3.96,73.12,,,,全样本(基准)
个股,2026-07-20,688256,寒武纪,19,5,1209.0,1241.02,2.5,5,1.11,-5.59,73.06,279.58,83.23,59.02,94.16,,,,全样本(基准)
