排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%,MA20,MA60,双均线多头,价距MA20%,量比,量比30,成交额(亿),PE5年分位%,PB5年分位%,行业
1,510300,沪深300ETF华泰柏瑞,19.11,19.67,19.88,27.15,17.58,33.4,4.62,-0.37,13.62,63.58,1.43,42.48,4.665,4.755,0,-0.96,0.62,0.51,20.26,,,沪深300
2,588000,科创50ETF华夏,0.29,-6.38,24.7,5.61,-3.85,40.23,1.66,-0.66,69.82,67.14,7.17,82.28,1.74,1.897,0,-4.6,0.68,0.54,36.75,,,科创板
3,159915,创业板ETF易方达,46.86,16.52,6.92,41.08,12.25,26.58,3.36,-0.39,38.22,32.04,5.34,60.32,3.465,3.684,0,-3.03,0.67,0.57,37.31,,,创业板
4,512880,证券ETF国泰,12.1,36.19,34.38,3.57,29.68,35.61,1.09,0.55,12.86,4.81,1.27,15.2,1.087,1.105,0,0.37,0.91,0.86,16.01,,,证券
5,588200,科创芯片ETF嘉实,10.48,3.36,30.3,13.53,3.12,44.39,1.11,-0.36,94.93,71.99,,,1.165,1.28,0,-4.72,0.62,0.43,14.85,,,半导体
6,510500,中证500ETF南方,31.47,36.55,19.26,37.4,28.71,38.95,7.74,-0.58,26.01,63.83,2.39,77.28,7.86,8.059,0,-1.53,0.63,0.63,20.36,,,中证500
7,515880,通信ETF国泰,72.77,47.8,24.88,74.17,32.89,35.35,0.67,-1.03,44.05,86.95,,,0.668,0.712,0,0.3,0.75,0.56,21.63,,,通信
8,159516,半导体设备ETF国泰,22.8,8.52,36.87,16.06,7.17,50.49,0.67,0.6,96.53,91.06,,,0.713,0.764,0,-6.03,0.6,0.39,15.05,,,半导体
9,588170,科创半导体ETF华夏,11.66,7.27,36.72,11.94,6.86,51.21,0.91,-0.33,42.75,79.87,,,0.985,1.057,0,-7.61,0.62,0.38,24.5,,,半导体
10,563360,A500ETF华泰柏瑞,27.06,22.2,13.82,33.92,18.89,31.08,1.27,-0.47,15.24,49.53,,,1.285,1.317,0,-1.32,1.02,0.91,39.28,,,中证A500
11,512890,红利低波ETF华泰柏瑞,75.77,106.47,98.16,80.9,99.65,77.3,1.21,-0.08,8.03,74.45,0.88,62.88,1.188,1.156,1,1.85,0.8,0.72,6.66,,,红利
12,159995,芯片ETF华夏,19.37,1.47,21.96,17.92,-0.04,35.48,1.1,0.0,,,,,1.148,1.285,0,-4.18,0.52,0.39,3.26,,,半导体
13,512400,有色金属ETF南方,49.27,84.91,13.01,44.91,86.27,10.61,1.83,-1.24,15.32,80.35,,,1.839,1.782,1,-0.49,0.76,0.55,6.32,,,有色金属
14,159949,创业板50ETF华安,57.89,16.08,2.88,44.36,10.57,19.97,1.58,0.06,,,,,1.623,1.741,0,-2.65,0.84,0.68,12.76,,,创业板
15,512170,医疗ETF华宝,5.9,49.38,39.5,25.92,69.63,37.25,0.33,-2.08,27.35,20.39,3.44,11.4,0.343,0.329,1,-3.79,1.04,0.59,3.31,,,医药
16,510050,上证50ETF华夏,14.12,52.82,35.6,15.12,55.79,38.25,3.02,-0.03,11.11,70.72,1.24,55.0,3.021,3.032,0,-0.03,0.9,0.7,10.5,,,上证50
17,159819,人工智能ETF易方达,5.82,1.31,23.07,28.71,2.09,39.9,1.7,-1.22,44.19,45.52,,,1.751,1.893,0,-2.97,0.63,0.4,1.95,,,人工智能
18,512100,中证1000ETF南方,42.45,58.86,26.21,52.41,43.78,30.91,3.08,-0.68,30.67,65.8,2.39,45.4,3.103,3.157,0,-0.74,0.61,0.43,16.71,,,中证1000
