排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%,MA20,MA60,双均线多头,价距MA20%,量比,量比30,成交额(亿),PE5年分位%,PB5年分位%,行业
1,510300,沪深300ETF华泰柏瑞,22.65,22.93,21.0,23.84,17.58,33.4,4.63,0.3,13.64,64.08,1.43,42.36,4.681,4.77,0,-1.09,1.42,1.07,46.02,,,沪深300
2,588000,科创50ETF华夏,24.91,0.2,28.32,15.97,-3.85,40.23,1.71,2.52,72.48,71.06,7.45,86.37,1.762,1.907,0,-2.95,1.19,0.84,62.8,,,科创板
3,159915,创业板ETF易方达,34.49,21.75,9.92,2.72,12.25,26.58,3.41,3.18,38.86,33.76,5.44,61.92,3.499,3.721,0,-2.54,1.45,1.04,74.29,,,创业板
4,512880,证券ETF国泰,59.27,36.19,34.38,79.56,29.68,35.61,1.09,-1.27,12.88,4.78,1.27,15.6,1.089,1.105,0,0.18,0.83,0.87,16.68,,,证券
5,588200,科创芯片ETF嘉实,25.46,8.43,32.78,14.82,3.12,44.39,1.14,3.08,98.39,74.24,,,1.178,1.287,0,-3.31,1.09,0.72,27.45,,,半导体
6,588170,科创半导体ETF华夏,11.41,10.81,38.34,-2.81,6.86,51.21,0.93,3.1,43.5,82.67,,,1.001,1.059,0,-7.09,1.1,0.66,46.12,,,半导体
7,159516,半导体设备ETF国泰,16.57,12.37,38.04,-1.14,7.17,50.49,0.68,3.5,98.81,91.72,,,0.724,0.766,0,-6.08,1.21,0.75,31.96,,,半导体
8,515880,通信ETF国泰,54.34,49.67,26.64,13.18,32.89,35.35,0.68,6.42,44.65,87.34,,,0.666,0.721,0,2.1,1.46,0.91,35.81,,,通信
9,510500,中证500ETF南方,28.45,38.46,20.47,25.62,28.71,38.95,7.77,1.26,26.07,64.2,2.4,77.44,7.895,8.096,0,-1.58,1.58,1.49,51.59,,,中证500
10,563360,A500ETF华泰柏瑞,29.75,26.81,16.27,18.34,18.89,31.08,1.27,0.71,15.26,49.62,,,1.291,1.322,0,-1.24,1.03,0.95,41.8,,,中证A500
11,512890,红利低波ETF华泰柏瑞,64.47,93.61,95.01,73.95,99.65,77.3,1.2,-0.58,7.91,71.77,0.86,60.68,1.181,1.153,1,1.61,0.74,0.82,7.53,,,红利
12,159995,芯片ETF华夏,25.58,5.28,23.61,12.99,-0.04,35.48,1.12,3.13,,,,,1.162,1.295,0,-3.61,1.18,0.82,7.39,,,半导体
13,512400,有色金属ETF南方,8.39,78.31,10.1,22.39,86.27,10.61,1.87,-0.74,15.31,80.36,,,1.919,1.869,1,-2.55,0.48,0.48,5.66,,,有色金属
14,159949,创业板50ETF华安,38.05,20.21,5.23,2.72,10.57,19.97,1.6,3.69,,,,,1.639,1.761,0,-2.38,1.27,0.91,19.05,,,创业板
15,512170,医疗ETF华宝,29.86,54.84,46.44,21.56,69.63,37.25,0.34,0.29,27.6,21.83,3.45,11.68,0.346,0.327,1,-1.73,0.73,0.41,2.44,,,医药
16,159819,人工智能ETF易方达,64.71,9.05,27.79,54.02,2.09,39.9,1.75,2.64,45.48,50.98,,,1.767,1.906,0,-0.96,1.06,0.71,3.84,,,人工智能
17,512480,半导体ETF国联安,21.18,6.97,26.15,14.71,2.56,39.38,1.0,2.46,66.52,49.84,,,1.045,1.151,0,-4.31,1.08,0.81,12.96,,,半导体
18,510050,上证50ETF华夏,53.22,52.05,35.6,74.41,55.79,38.25,3.02,-0.56,11.07,70.2,1.24,52.32,3.024,3.032,0,-0.13,1.3,1.03,16.79,,,上证50
19,512100,中证1000ETF南方,48.07,60.83,27.95,43.25,43.78,30.91,3.1,1.84,30.85,66.42,2.4,46.16,3.109,3.177,0,-0.29,1.12,0.79,33.96,,,中证1000
20,515450,红利低波50ETF南方,65.25,62.47,68.35,84.52,72.26,66.82,1.41,-0.84,8.44,77.52,0.86,60.68,1.407,1.391,1,0.5,1.04,0.85,1.85,,,红利
21,159326,电网设备ETF华夏,35.58,48.85,8.51,30.3,29.52,23.54,1.65,0.67,11.68,67.71,,,1.681,1.777,0,-1.61,0.72,0.41,2.96,,,其他
22,510880,红利ETF华泰柏瑞,1.09,84.48,84.95,22.02,100.59,85.58,3.39,-1.4,8.71,77.84,0.85,61.72,3.391,3.23,1,-0.03,1.06,0.9,6.17,,,红利
23,515050,通信ETF华夏,51.2,41.64,32.52,13.26,25.84,40.4,1.05,6.38,44.51,86.3,,,1.036,1.123,0,1.35,1.76,1.14,13.33,,,通信
24,515180,红利ETF易方达,0.38,84.65,74.57,20.08,101.11,68.84,1.44,-1.17,8.49,59.53,0.84,48.16,1.439,1.39,1,-0.21,0.99,1.02,4.0,,,红利
25,562500,机器人ETF华夏,44.99,21.06,6.55,36.06,9.44,16.1,0.96,1.92,45.96,24.71,,,0.972,1.026,0,-1.65,1.2,0.75,4.57,,,机器人
26,510180,上证180ETF华安,49.57,51.69,25.75,70.19,48.03,32.23,3.95,-0.43,11.67,58.65,1.22,39.96,3.978,4.005,0,-0.7,0.9,0.88,0.58,,,上证180
27,159781,科创创业ETF易方达,27.38,3.3,16.87,3.36,-2.11,31.63,1.06,2.91,39.41,56.2,,,1.097,1.201,0,-3.19,1.45,1.01,5.26,,,科创板
28,159992,创新药ETF银华,11.11,11.62,62.53,16.63,38.61,59.14,0.84,-0.47,27.06,26.42,,,0.883,0.849,1,-4.76,0.57,0.39,4.01,,,医药
29,159530,机器人ETF易方达,50.06,18.79,4.77,41.29,7.84,11.23,1.32,1.93,,,,,1.353,1.43,0,-2.22,1.16,0.71,5.39,,,机器人
