排名,代码,名称,最新价,涨跌幅%,总市值(亿港元),成交额(亿港元),PE_TTM,PB_MRQ
1,00700,腾讯控股,475.2,0.72,43207.64,146.92,16.43,3.39
2,00005,汇丰控股,168.2,2.25,28902.75,35.97,17.55,1.87
3,03750,宁德时代,622.5,0.24,28800.9,10.87,29.89,6.59
4,01398,工商银行,7.51,-1.7,26766.11,17.41,6.44,0.6
5,00939,建设银行,9.21,-1.6,24093.4,26.6,6.3,0.6
6,09988,阿里巴巴-W,117.0,4.65,22436.53,169.05,19.12,1.85
7,01288,农业银行,6.31,-3.07,22083.93,8.74,6.7,0.69
8,00857,中国石油股份,9.94,-2.07,18192.29,7.68,10.25,0.99
9,00941,中国移动,83.65,-1.36,18138.41,20.25,11.95,1.1
10,03988,中国银行,5.51,-0.54,17753.9,13.5,6.47,0.57
11,03968,招商银行,50.9,-0.59,12836.9,8.34,7.61,1.0
12,00883,中国海洋石油,23.82,-1.49,11321.64,12.07,8.09,1.19
13,02318,中国平安,58.65,-0.09,10620.13,15.39,7.16,0.92
14,01088,中国神华,43.46,-0.59,9426.23,4.98,15.98,1.68
15,02899,紫金矿业,33.24,2.21,8838.75,22.82,12.8,3.96
16,01211,比亚迪股份,94.15,-0.69,8583.84,25.82,27.85,3.27
17,02628,中国人寿,29.2,1.04,8253.29,11.88,5.11,1.22
18,01299,友邦保险,79.25,-0.5,8199.72,21.47,16.9,2.47
19,00300,美的集团,99.35,0.46,7576.65,6.3,15.29,2.87
20,01810,小米集团-W,28.78,-7.28,7437.35,118.75,18.77,2.48
21,03328,交通银行,7.56,-1.43,6680.3,3.25,6.19,0.51
22,09999,网易,207.8,0.58,6667.8,15.41,17.41,3.55
23,01658,邮储银行,5.08,-0.59,6100.83,3.35,6.19,0.52
24,03690,美团-W,92.5,-0.16,5711.66,46.2,-12.84,3.36
25,02388,中银香港,52.2,-0.29,5518.99,6.17,13.76,1.54
26,00981,中芯国际,63.25,2.02,5414.71,95.65,99.97,2.98
27,00386,中国石油化工股份,4.43,-0.67,5357.0,3.75,13.12,0.57
28,02888,渣打集团,237.6,2.86,5205.92,3.49,12.32,1.43
29,00388,香港交易所,408.6,0.34,5180.38,12.39,27.46,9.39
30,09633,农夫山泉,43.78,-3.91,4923.7,3.79,28.03,11.27
31,02359,药明康德,160.7,1.9,4762.52,7.29,20.99,5.03
32,02513,智谱,987.5,14.56,4598.03,125.13,-88.4,-4.44
33,00728,中国电信,4.74,-0.42,4337.44,3.27,12.23,0.82
34,00998,中信银行,7.73,-1.53,4301.37,1.62,5.39,0.51
35,06030,中信证券,27.32,0.0,4048.97,2.32,10.74,1.23
36,01276,恒瑞医药,57.1,-0.52,3789.84,2.12,41.69,5.26
37,02328,中国财险,16.4,-2.38,3647.81,7.77,8.64,1.1
38,03993,洛阳钼业,16.89,3.81,3613.5,4.63,13.37,3.59
39,00267,中信股份,12.37,-0.48,3598.47,1.86,5.53,0.42
40,00016,新鸿基地产,123.2,1.07,3570.07,7.29,16.23,0.57
41,06809,澜起科技,269.0,7.0,3283.25,22.85,114.58,13.93
42,03986,兆易创新,459.0,7.19,3221.01,67.68,99.87,11.24
43,02259,紫金黄金国际,118.2,0.0,3163.43,9.99,25.38,4.85
44,06160,百济神州,194.0,-1.07,2990.35,6.06,74.67,8.81
45,02378,保诚,118.6,2.15,2970.27,0.4,9.59,1.93
46,00992,联想集团,23.86,9.75,2959.75,30.27,19.75,4.95
