排名,代码,名称,最新价,涨跌幅%,总市值(亿港元),成交额(亿港元),PE_TTM,PB_MRQ
47,02601,中国太保,30.56,-2.49,2939.98,4.54,4.89,0.81
48,02338,潍柴动力,32.94,7.58,2846.09,5.22,22.48,2.66
49,00001,长和,73.6,0.89,2818.91,6.19,23.81,0.5
50,02611,国泰海通,14.93,-0.99,2631.99,0.9,10.63,0.71
51,01339,中国人民保险集团,5.46,-1.27,2414.63,1.91,5.11,0.67
52,00669,创科实业,132.0,1.38,2412.59,8.52,25.87,4.46
53,01378,中国宏桥,24.54,2.08,2409.68,10.02,9.62,1.66
54,01919,中远海控,15.77,-0.32,2407.78,2.3,8.55,0.9
55,01109,华润置地,33.2,-2.35,2367.47,6.34,8.41,0.74
56,01347,华虹宏力,128.3,2.23,2229.5,71.94,396.76,4.23
57,02020,安踏体育,78.95,-0.82,2207.96,7.96,14.68,3.03
58,09992,泡泡玛特,162.6,-0.37,2165.47,17.14,15.31,8.85
59,00175,吉利汽车,19.8,-3.23,2135.46,11.81,12.39,1.98
60,06690,海尔智家,22.6,-0.53,2119.34,4.38,10.11,1.49
61,00066,港铁公司,33.12,-0.78,2061.66,2.35,14.05,1.07
62,00762,中国联通,6.72,-0.88,2056.19,2.72,9.28,0.5
63,00002,中电控股,78.1,-0.13,1973.16,4.33,18.85,1.83
64,03692,翰森制药,32.18,-0.49,1951.44,3.94,31.73,4.98
65,06031,三一重工,21.1,0.57,1940.15,1.21,20.55,1.89
66,03288,海天味业,32.88,-2.66,1924.08,0.69,23.54,4.04
67,02714,牧原股份,33.12,-1.37,1912.02,0.9,17.54,1.96
68,01024,快手-W,43.7,1.77,1890.76,19.69,9.65,2.04
69,06818,中国光大银行,3.19,-2.45,1884.83,0.48,4.44,0.33
70,02476,胜宏科技,184.4,9.57,1812.26,13.11,34.61,8.16
71,06936,顺丰控股,33.82,-0.65,1778.3,0.31,13.95,1.5
72,00788,中国铁塔,10.03,-0.2,1765.36,4.27,13.71,0.78
73,01113,长实集团,47.84,-1.44,1674.29,2.8,15.44,0.42
74,02269,药明生物,38.74,2.49,1605.22,9.74,29.54,3.06
75,01988,民生银行,3.63,-1.09,1589.3,0.49,4.81,0.24
76,01038,长江基建集团,62.6,0.08,1577.28,1.47,19.08,1.23
77,03606,福耀玻璃,59.4,0.76,1550.19,2.74,15.43,3.5
78,09973,奇瑞汽车,26.68,0.6,1549.74,0.43,7.47,2.48
79,06886,华泰证券,16.89,0.24,1524.64,1.3,7.77,0.76
80,01766,中国中车,5.26,-1.31,1509.56,2.14,9.99,0.76
81,01801,信达生物,86.7,-1.59,1509.38,9.69,167.57,7.02
82,01336,新华保险,48.36,-0.37,1508.61,2.98,3.67,1.08
83,02423,贝壳-W,43.42,0.05,1503.39,3.78,39.47,2.1
84,00027,银河娱乐,34.2,-0.52,1497.7,4.41,14.03,1.8
85,00688,中国海外发展,13.51,-2.1,1478.65,2.78,10.52,0.34
86,01816,中广核电力,2.89,-0.69,1459.42,0.69,13.72,1.02
87,02600,中国铝业,8.46,1.44,1451.31,2.28,8.82,1.59
88,02057,中通快递-W,186.8,-1.48,1426.09,3.74,13.86,2.04
89,01898,中煤能源,10.71,-2.01,1420.0,1.04,8.82,0.76
90,01972,太古地产,23.9,-1.32,1376.04,0.58,-89.76,0.51
91,00012,恒基地产,28.4,-1.32,1374.95,2.25,24.32,0.43
92,01776,广发证券,17.08,0.47,1336.48,0.58,7.63,0.86
93,00003,香港中华煤气,7.03,-1.95,1311.79,2.11,23.06,2.21
94,01377,鼎泰高科,302.2,12.18,1281.46,0.9,183.97,37.7
95,09987,百胜中国,372.8,1.91,1279.53,4.75,16.87,3.06
96,06099,招商证券,14.57,0.83,1267.08,0.73,8.52,0.9
97,00006,电能实业,59.05,-0.08,1258.42,2.06,20.18,1.39
98,06618,京东健康,39.4,0.31,1256.68,2.86,21.12,1.9
99,01929,周大福,12.37,2.23,1220.47,1.39,13.55,3.94
100,00358,江西铜业股份,35.18,4.02,1218.19,3.94,13.19,1.28
