排名,代码,名称,最新价,涨跌幅%,场内规模(亿),流通规模(亿),成交额(亿),跟踪标的,基金类型,主题,同指数其他ETF
22,512480,半导体ETF国联安,1.008,-0.2,195.33,195.33,13.69,中证全指半导体产品与设备指数,指数型-股票,半导体,
23,515180,红利ETF易方达,1.445,-0.55,184.07,184.07,3.18,中证红利指数,指数型-股票,红利,中证红利ETF招商(112.89亿)
24,562500,机器人ETF华夏,0.949,1.82,178.46,178.46,5.14,中证机器人指数,指数型-股票,机器人,机器人ETF天弘(60.59亿)
25,515050,通信ETF华夏,1.006,0.3,175.28,175.28,7.0,中证5G通信主题指数,指数型-股票,通信,
26,510180,上证180ETF华安,3.918,0.1,173.06,173.06,0.49,上证180指数,指数型-股票,上证180,
27,159530,机器人ETF易方达,1.322,2.4,171.01,171.01,6.82,国证机器人产业指数,指数型-股票,机器人,
28,159992,创新药ETF银华,0.868,2.12,169.4,169.4,10.4,中证创新药产业指数,指数型-股票,医药,创新药ETF广发(113.09亿)
29,159781,科创创业ETF易方达,1.062,-0.47,167.38,167.38,2.89,中证科创创业50指数,指数型-股票,科创板,
30,159201,自由现金流ETF华夏,1.184,0.42,163.37,163.37,2.05,国证自由现金流指数,指数型-股票,货币市场,
31,517520,黄金股ETF永赢,2.217,-3.31,162.96,162.96,10.19,中证沪深港黄金产业股票指数,指数型-股票,黄金,黄金股ETF华夏(60.97亿)
32,510210,上证指数ETF富国,0.996,0.3,158.54,158.54,11.81,上证综合指数,指数型-股票,其他,
33,512010,医药ETF易方达,0.383,1.86,155.68,155.68,4.06,沪深300医药卫生指数,指数型-股票,医药,
34,159928,消费ETF汇添富,0.664,0.61,153.28,153.28,2.28,中证主要消费指数,指数型-股票,消费,
35,515220,煤炭ETF国泰,1.303,-0.38,142.35,142.35,8.53,中证煤炭指数,指数型-股票,煤炭,
36,512690,酒ETF鹏华,0.422,0.24,135.48,135.48,2.66,中证酒指数,指数型-股票,白酒,
37,512070,证券保险ETF易方达,0.789,0.0,133.17,133.17,2.82,沪深300非银行金融指数,指数型-股票,证券,
38,159870,化工ETF鹏华,0.785,-1.38,131.55,131.55,4.56,细分化工,指数型-股票,化工,
39,159206,卫星ETF永赢,1.322,0.76,128.34,128.34,3.64,国证商用卫星通信产业指数,指数型-股票,通信,
40,513630,港股低波红利ETF摩根,1.604,-0.06,120.0,120.0,3.04,标普港股通低波红利指数,指数型-股票,红利,
41,512800,银行ETF华宝,0.821,-0.73,103.12,103.12,8.63,中证银行指数,指数型-股票,银行,
42,512760,芯片ETF国泰,1.066,0.0,102.46,102.46,3.16,中华交易服务半导体芯片行业人民币指数,指数型-股票,半导体,
43,159611,电力ETF广发,1.035,0.19,98.7,98.7,2.12,中证全指电力公用事业指数,指数型-股票,电力,
44,516650,有色金属ETF华夏,1.857,-2.77,96.96,96.96,1.88,细分有色,指数型-股票,有色金属,
45,159852,软件ETF嘉实,0.663,0.61,93.16,93.16,2.87,中证软件服务指数,指数型-股票,计算机,
46,560860,工业有色ETF万家,1.596,-2.44,89.92,89.92,3.09,中证工业有色金属主题指数,指数型-股票,有色金属,有色金属ETF天弘(67.1亿)
47,159869,游戏ETF华夏,1.079,1.6,86.17,86.17,3.37,中证动漫游戏指数,指数型-股票,传媒,
48,159755,电池ETF广发,0.94,-1.67,76.64,76.64,3.41,国证新能源车电池指数,指数型-股票,新能源,
49,159307,红利低波100ETF博时,1.028,0.39,73.54,73.54,0.86,中证红利低波动100指数,指数型-股票,红利,红利低波ETF天弘(56.77亿)
50,512710,军工龙头ETF富国,0.602,0.33,70.71,70.71,1.6,中证军工龙头指数,指数型-股票,军工,
51,159263,价值ETF易方达,1.153,-0.09,69.78,69.78,2.97,国证价值100指数,指数型-股票,价值,
52,159363,创业板人工智能ETF华宝,1.194,-0.33,69.28,69.28,10.68,创业板人工智能指数,指数型-股票,人工智能,
53,516150,稀土ETF嘉实,1.719,-0.98,65.99,65.99,1.1,中证稀土产业指数,指数型-股票,有色金属,
54,159865,养殖ETF国泰,0.536,1.71,65.94,65.94,1.75,中证畜牧养殖指数,指数型-股票,农业,
55,512660,军工ETF国泰,1.095,0.46,64.46,64.46,1.73,中证军工指数,指数型-股票,军工,
56,588220,科创100ETF鹏华,1.748,-0.46,64.39,64.39,7.28,上证科创板100指数,指数型-股票,科创板,
57,515980,人工智能ETF华富,0.986,0.61,61.84,61.84,1.46,中证人工智能产业指数,指数型-股票,人工智能,
58,159851,金融科技ETF华宝,0.613,1.66,60.67,60.67,1.9,中证金融科技主题指数,指数型-股票,其他,
59,512950,央企改革ETF华夏,1.492,0.27,60.31,60.31,0.12,中证央企结构调整指数,指数型-股票,央企国企,
60,563300,中证2000ETF华泰柏瑞,1.413,1.36,58.69,58.69,10.89,中证2000指数,指数型-股票,中证2000,
61,561980,半导体设备ETF招商,0.675,-1.6,56.23,56.23,3.08,中证半导体产业指数,指数型-股票,半导体,
