排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%
1,510300,沪深300ETF华泰柏瑞,-3.06,13.96,26.07,0.6,23.2,49.14,4.62,-0.15,14.27,74.34,1.45,45.84
2,588000,科创50ETF华夏,-5.83,-2.87,33.93,-10.63,3.16,56.79,1.69,-0.06,75.13,77.44,7.35,84.74
3,159915,创业板ETF易方达,-6.91,19.59,24.58,-1.01,26.91,50.07,3.42,-1.07,39.38,35.8,5.59,64.28
4,512880,证券ETF国泰,15.06,-0.65,25.59,10.63,12.76,30.68,1.07,0.0,14.79,8.34,1.26,13.32
5,588200,科创芯片ETF嘉实,-5.18,3.94,39.24,-8.57,7.79,58.91,1.13,-0.35,115.97,78.25,,
6,588170,科创半导体ETF华夏,2.28,14.18,49.15,-1.41,16.84,62.23,0.98,-2.49,43.47,82.7,,
7,159516,半导体设备ETF国泰,2.33,13.29,49.05,-4.92,16.16,62.77,0.71,-1.8,112.9,95.52,,
8,515880,通信ETF国泰,5.81,26.69,31.94,11.8,26.62,47.85,0.65,0.31,47.67,89.78,,
9,563360,A500ETF华泰柏瑞,-1.75,18.01,24.62,-2.18,25.97,50.09,1.27,-0.16,16.19,69.65,,
10,510500,中证500ETF南方,1.03,25.24,30.96,-2.75,30.05,47.83,7.73,-0.13,27.4,70.81,2.43,77.8
11,512890,红利低波ETF华泰柏瑞,119.0,90.3,76.27,114.2,84.6,46.65,1.19,0.08,7.96,72.92,0.87,61.8
12,159995,芯片ETF华夏,-2.29,1.57,31.52,-9.49,4.99,53.97,1.12,0.27,,,,
13,512400,有色金属ETF南方,46.41,78.34,6.76,59.74,70.01,3.66,1.9,-2.51,16.15,87.89,,
14,512170,医疗ETF华宝,23.9,89.79,44.89,6.48,98.57,20.43,0.35,3.24,28.74,26.15,3.5,12.92
15,159949,创业板50ETF华安,-8.31,18.27,18.84,-0.18,25.01,46.66,1.6,-1.17,,,,
16,510050,上证50ETF华夏,0.41,31.31,26.54,-1.66,44.28,37.31,2.98,0.03,11.58,78.85,1.24,54.72
17,159819,人工智能ETF易方达,-4.41,0.56,31.15,-6.8,11.65,61.04,1.69,0.54,46.05,53.71,,
18,159326,电网设备ETF华夏,9.78,26.48,23.63,-1.33,22.05,39.81,1.67,0.91,12.64,85.47,,
19,510880,红利ETF华泰柏瑞,90.92,109.9,80.1,103.25,113.02,52.15,3.41,-0.87,8.82,80.65,0.86,62.72
20,515450,红利低波50ETF南方,90.98,72.12,68.14,95.49,68.68,66.16,1.41,0.14,8.49,78.88,0.87,61.8
21,512100,中证1000ETF南方,5.54,38.52,22.3,-0.41,40.07,32.23,3.05,0.33,31.71,68.09,2.39,45.16
22,512480,半导体ETF国联安,-0.62,4.22,35.11,-9.87,6.85,56.06,1.01,0.0,87.48,82.46,,
23,515180,红利ETF易方达,93.16,110.63,62.83,101.8,110.54,39.06,1.45,-0.55,8.59,61.66,0.85,51.08
24,562500,机器人ETF华夏,-0.46,12.06,10.57,-12.24,16.52,30.53,0.95,1.82,51.4,45.71,,
25,515050,通信ETF华夏,4.97,22.94,36.36,7.38,24.85,52.09,1.01,0.3,47.51,90.4,,
26,510180,上证180ETF华安,0.66,32.44,22.17,-5.55,44.13,36.29,3.92,0.15,12.09,67.83,1.23,42.28
27,159530,机器人ETF易方达,-1.34,11.67,8.33,-14.06,14.8,21.54,1.32,2.4,,,,
28,159992,创新药ETF银华,-0.12,71.93,65.21,-5.64,89.18,46.78,0.87,2.12,28.56,32.71,,
29,159781,科创创业ETF易方达,-6.72,3.15,28.76,-3.88,10.32,55.73,1.06,-0.47,42.04,59.16,,
30,159201,自由现金流ETF华夏,62.96,109.21,17.42,45.88,106.86,11.78,1.18,0.42,,,,
31,517520,黄金股ETF永赢,81.58,105.69,13.38,96.18,113.12,-6.0,2.22,-3.31,21.07,46.57,,
32,510210,上证指数ETF富国,5.12,58.91,24.93,-3.75,57.07,25.12,1.0,0.3,15.22,71.54,,
33,512010,医药ETF易方达,1.85,75.25,62.58,-9.22,89.71,43.6,0.38,1.06,23.2,3.67,,
34,159928,消费ETF汇添富,5.6,76.67,28.49,3.96,81.71,24.44,0.66,0.0,19.7,18.71,3.45,1.92
35,515220,煤炭ETF国泰,79.07,110.79,47.1,87.83,103.8,29.77,1.3,-0.61,19.26,88.27,1.82,98.0
36,512690,酒ETF鹏华,-7.29,70.3,21.66,-9.15,80.05,20.54,0.42,-0.24,19.16,15.97,,
37,512070,证券保险ETF易方达,76.51,30.67,11.58,57.81,39.06,10.48,0.79,0.13,9.55,1.76,,
38,159870,化工ETF鹏华,-1.29,41.83,11.06,3.96,50.92,26.76,0.79,-1.38,22.0,55.43,,
39,159206,卫星ETF永赢,-7.37,22.63,-0.19,-15.3,28.69,14.25,1.32,0.76,,,,
40,513630,港股低波红利ETF摩根,101.13,88.75,39.15,106.59,85.16,29.03,1.6,-0.06,,,,
