排名,代码,名称,最新价,涨跌幅%,总市值(亿港元),成交额(亿港元),PE_TTM,PB_MRQ,ROE%,营收同比%,净利润(亿),净利同比%,毛利率%
1,00700,腾讯控股,438.2,-0.72,39890.02,93.37,14.95,3.05,9.9663537853,0.0,0.0,0.0,0.0
2,00005,汇丰控股,162.6,1.25,27913.56,15.32,14.8,2.06,7.4073136207,0.0,0.0,0.0,0.0
3,01398,工商银行,7.69,0.07,27407.64,13.48,6.47,0.6,4.052663012,0.0,0.0,0.0,0.0
4,03750,宁德时代,564.5,-4.65,26117.47,25.38,27.11,5.98,12.0827161258,0.0,0.0,0.0,0.0
5,00939,建设银行,9.67,0.73,25296.76,17.71,6.44,0.61,4.5376835479,0.0,0.0,0.0,0.0
6,01288,农业银行,6.58,1.08,23028.88,7.13,6.82,0.7,4.4593032714000005,0.0,0.0,0.0,0.0
7,09988,阿里巴巴-W,109.9,-0.45,21853.6,83.28,25.72,1.74,0.9987987878,0.0,0.0,0.0,0.0
8,03988,中国银行,6.0,0.42,19332.74,13.12,6.85,0.61,4.0097334841,0.0,0.0,0.0,0.0
9,00857,中国石油股份,10.1,-0.98,18485.12,6.06,9.22,0.98,6.3861639668,0.0,0.0,0.0,0.0
10,00941,中国移动,79.5,0.0,17244.3,7.27,11.47,1.03,5.4714246402,0.0,0.0,0.0,0.0
11,03968,招商银行,51.75,0.58,13051.27,5.08,7.58,0.99,5.8401593944,0.0,0.0,0.0,0.0
12,00883,中国海洋石油,25.02,-0.16,11891.99,12.16,7.54,1.21,10.3469728793,0.0,0.0,0.0,0.0
13,03308,中际旭创,996.0,-3.77,11731.98,20.25,50.37,24.2,39.2137408195,0.0,0.0,0.0,0.0
14,02318,中国平安,55.45,-0.28,10040.69,21.41,5.54,0.85,9.1284065146,0.0,0.0,0.0,0.0
15,01088,中国神华,45.54,-1.43,9877.37,3.48,15.84,1.87,6.342903654400001,0.0,0.0,0.0,0.0
16,02899,紫金矿业,35.8,-1.7,9519.48,19.9,12.38,4.09,20.0147693811,0.0,0.0,0.0,0.0
17,02628,中国人寿,29.98,-0.66,8473.76,14.02,3.02,1.11,21.35749495,0.0,0.0,0.0,0.0
18,01299,友邦保险,76.0,0.07,7863.45,27.58,12.62,2.47,10.2330680139,0.0,0.0,0.0,0.0
19,01211,比亚迪股份,85.25,-3.4,7772.41,22.79,23.34,2.81,4.861201831100001,0.0,0.0,0.0,0.0
20,00300,美的集团,99.95,-0.45,7625.22,4.45,15.08,3.11,12.1289184915,0.0,0.0,0.0,0.0
21,01810,小米集团-W,28.06,1.81,7228.0,32.23,19.32,2.33,5.2939105732,0.0,0.0,0.0,0.0
22,03328,交通银行,7.93,0.63,7007.25,2.51,6.34,0.52,3.737201525,0.0,0.0,0.0,0.0
23,01658,邮储银行,5.53,1.65,6641.26,5.55,6.51,0.55,4.3711714694,0.0,0.0,0.0,0.0
24,09999,网易,186.8,-0.66,5993.96,8.67,16.21,3.12,10.7852666043,0.0,0.0,0.0,0.0
25,00981,中芯国际,68.25,-0.87,5842.99,25.69,71.94,2.96,2.904731861,0.0,0.0,0.0,0.0
26,02359,药明康德,193.7,0.62,5766.91,10.07,23.14,5.98,13.5914693084,0.0,0.0,0.0,0.0
27,00386,中国石油化工股份,4.75,-0.31,5743.96,4.58,14.18,0.59,3.1847966031,0.0,0.0,0.0,0.0
28,02388,中银香港,52.65,0.77,5566.57,6.15,13.35,1.54,6.5877436166,0.0,0.0,0.0,0.0
29,02513,智谱,1117.0,-5.26,5201.01,33.68,-103.85,97.93,112.7113004271,0.0,0.0,0.0,0.0
30,00388,香港交易所,404.4,-0.3,5127.13,14.96,25.89,8.45,17.7907965287,0.0,0.0,0.0,0.0
31,02888,渣打集团,231.0,1.05,5044.23,1.2,11.94,1.39,6.6700750452,0.0,0.0,0.0,0.0
32,02475,立讯精密,63.6,0.16,4921.25,1.51,24.46,4.34,8.785947626899999,0.0,0.0,0.0,0.0
33,03690,美团-W,78.75,2.74,4863.19,39.62,-11.4,2.5,-2.9180030463,0.0,0.0,0.0,0.0
34,00998,中信银行,8.46,0.36,4707.58,2.24,5.78,0.55,4.4222819408,0.0,0.0,0.0,0.0
35,09633,农夫山泉,41.8,0.58,4701.02,2.7,24.18,10.99,23.1923670815,0.0,0.0,0.0,0.0
36,00728,中国电信,4.76,0.55,4355.74,1.97,12.79,0.8,4.2002292243,0.0,0.0,0.0,0.0
37,06030,中信证券,26.4,-3.44,4124.81,3.87,9.15,1.15,6.958091817000001,0.0,0.0,0.0,0.0
38,02259,紫金黄金国际,149.6,-1.12,4003.8,12.68,20.27,5.47,16.3776706455,0.0,0.0,0.0,0.0
39,00267,中信股份,13.5,1.58,3927.19,4.12,5.64,0.43,4.2655899518,0.0,0.0,0.0,0.0
40,02328,中国财险,17.25,-0.58,3836.88,4.99,6.97,1.1,10.9540719938,0.0,0.0,0.0,0.0
41,00992,联想集团,30.6,0.07,3795.83,24.52,60.79,6.71,-8.1975118141,0.0,0.0,0.0,0.0
42,03993,洛阳钼业,16.06,-3.37,3435.93,5.34,10.87,3.33,18.7382109913,0.0,0.0,0.0,0.0
43,06160,百济神州,219.4,2.91,3383.77,6.49,66.04,8.34,9.7400031378,0.0,0.0,0.0,0.0
44,00016,新鸿基地产,114.8,1.06,3326.65,9.14,15.12,0.54,1.6533406048,0.0,0.0,0.0,0.0
45,03986,兆易创新,472.2,-0.67,3324.15,6.51,36.58,7.72,24.3618478864,0.0,0.0,0.0,0.0
46,06809,澜起科技,261.8,-0.68,3195.37,6.13,91.2,12.92,11.5991871723,0.0,0.0,0.0,0.0
47,01276,恒瑞医药,45.5,-1.77,3019.93,1.75,34.32,4.07,7.102739472,0.0,0.0,0.0,0.0
48,02601,中国太保,30.52,-1.29,2936.13,2.7,4.58,0.8,9.9060255352,0.0,0.0,0.0,0.0
49,00001,长和,69.25,0.29,2652.31,5.62,7.02,0.46,4.6967757312,0.0,0.0,0.0,0.0
50,01339,中国人民保险集团,5.98,0.08,2644.59,2.08,4.07,0.67,11.5194857125,0.0,0.0,0.0,0.0
51,02611,国泰海通,14.99,-1.51,2635.4,1.77,7.15,0.69,5.7601224554,0.0,0.0,0.0,0.0
52,02378,保诚,105.1,-1.41,2622.85,0.12,9.25,1.7,4.7795591182,0.0,0.0,0.0,0.0
53,02338,潍柴动力,30.3,-4.11,2617.99,7.78,17.71,2.37,8.1369210579,0.0,0.0,0.0,0.0
54,01919,中远海控,16.79,-2.95,2563.52,4.01,8.44,0.95,5.7476166698,0.0,0.0,0.0,0.0
55,00669,创科实业,130.7,-0.38,2388.61,6.48,23.46,4.09,10.2516830983,0.0,0.0,0.0,0.0
56,01378,中国宏桥,22.64,-2.25,2223.11,6.54,7.1,1.45,12.9546453199,0.0,0.0,0.0,0.0
57,02020,安踏体育,76.4,-2.49,2136.64,6.35,11.7,2.59,13.803790331400002,0.0,0.0,0.0,0.0
58,03692,翰森制药,35.12,2.21,2129.73,3.5,27.97,4.9,11.6444531106,0.0,0.0,0.0,0.0
59,06951,三环集团,105.6,-4.0,2108.53,1.0,55.98,7.76,8.7222563948,0.0,0.0,0.0,0.0
60,02714,牧原股份,36.48,0.83,2105.68,3.45,-150.63,2.31,-7.6992811818,0.0,0.0,0.0,0.0
61,01109,华润置地,29.44,1.59,2099.35,16.21,7.94,0.62,3.3840657433,0.0,0.0,0.0,0.0
62,09992,泡泡玛特,154.2,-0.64,2053.6,11.34,13.76,7.73,22.2264851354,0.0,0.0,0.0,0.0
63,01347,华虹宏力,117.5,-2.81,2041.83,21.51,254.49,3.65,0.8663995917999999,0.0,0.0,0.0,0.0
64,02269,药明生物,49.24,-0.49,2040.99,11.46,35.94,3.69,5.1192520988,0.0,0.0,0.0,0.0
65,00066,港铁公司,32.04,0.63,1994.43,1.33,8.73,0.98,8.0062750795,0.0,0.0,0.0,0.0
66,02476,胜宏科技,201.8,-6.14,1983.26,7.23,34.71,4.54,10.478419101,0.0,0.0,0.0,0.0
67,06690,海尔智家,20.86,-1.88,1940.62,1.99,9.55,1.42,8.6552337484,0.0,0.0,0.0,0.0
68,00002,中电控股,76.6,-0.8,1935.26,4.54,17.85,1.75,5.5000183426,0.0,0.0,0.0,0.0
69,00175,吉利汽车,17.06,-2.9,1840.0,9.82,9.7,1.69,9.7138448665,0.0,0.0,0.0,0.0
70,01801,信达生物,101.8,0.2,1775.25,11.14,124.26,7.41,6.2497601434000005,0.0,0.0,0.0,0.0
71,06031,三一重工,19.12,-2.89,1758.08,0.59,17.33,1.66,6.3079169081,0.0,0.0,0.0,0.0
72,00762,中国联通,5.57,-1.07,1704.32,1.84,9.43,0.4,2.5538526275,0.0,0.0,0.0,0.0
73,06818,中国光大银行,2.865,-0.87,1692.8,0.54,4.51,0.29,3.0741502589,0.0,0.0,0.0,0.0
74,06936,顺丰控股,31.06,0.52,1632.87,0.33,13.22,1.38,5.4448505078,0.0,0.0,0.0,0.0
75,01038,长江基建集团,64.8,0.93,1632.71,0.5,6.49,1.1,15.4089885767,0.0,0.0,0.0,0.0
76,03288,海天味业,27.82,-0.93,1627.76,0.95,19.55,3.62,10.420282621,0.0,0.0,0.0,0.0
77,00788,中国铁塔,9.15,-0.38,1610.48,1.59,10.61,0.68,3.6566222263,0.0,0.0,0.0,0.0
78,02423,贝壳-W,46.68,1.04,1603.81,3.49,29.62,2.14,5.8781826801,0.0,0.0,0.0,0.0
79,01113,长实集团,45.74,1.11,1600.8,3.12,12.1,0.4,2.1803216119,0.0,0.0,0.0,0.0
80,06886,华泰证券,17.61,-1.12,1589.63,1.56,6.82,0.77,5.5268129494,0.0,0.0,0.0,0.0
81,01988,民生银行,3.575,0.0,1565.22,0.86,4.76,0.23,2.8021344815,0.0,0.0,0.0,0.0
82,01898,中煤能源,11.69,-2.01,1549.94,2.34,8.88,0.81,5.0138541572,0.0,0.0,0.0,0.0
83,01816,中广核电力,3.015,0.33,1522.54,1.3,13.45,1.07,4.8075938509,0.0,0.0,0.0,0.0
84,01766,中国中车,5.28,0.8,1515.3,0.92,9.56,0.75,4.584387216400001,0.0,0.0,0.0,0.0
85,09973,奇瑞汽车,25.56,-0.08,1484.68,0.42,7.32,2.38,16.3366100628,0.0,0.0,0.0,0.0
86,01336,新华保险,47.48,-1.62,1481.16,3.49,2.95,1.04,19.3882324921,0.0,0.0,0.0,0.0
87,00027,银河娱乐,33.46,1.15,1465.29,2.49,13.68,1.73,6.2950651365,0.0,0.0,0.0,0.0
88,02600,中国铝业,8.52,-1.62,1461.6,2.57,7.33,1.5,14.8924941754,0.0,0.0,0.0,0.0
89,01024,快手-W,33.64,-2.89,1455.59,13.32,8.17,1.54,7.477270901200001,0.0,0.0,0.0,0.0
90,03606,福耀玻璃,55.35,-0.63,1444.49,1.13,15.03,3.29,10.4822414191,0.0,0.0,0.0,0.0
91,01888,建滔积层板,45.24,3.29,1425.72,31.6,32.44,7.78,16.6475217964,0.0,0.0,0.0,0.0
92,01776,广发证券,18.16,-3.4,1420.99,1.52,6.61,0.89,7.000162719,0.0,0.0,0.0,0.0
93,00688,中国海外发展,12.87,4.55,1408.61,7.34,11.08,0.31,1.8012087869,0.0,0.0,0.0,0.0
94,06869,长飞光纤光缆,169.4,3.23,1402.47,41.87,35.56,7.44,19.3870784704,0.0,0.0,0.0,0.0
95,01972,太古地产,24.0,1.31,1381.8,0.35,41.87,0.51,1.3435185682,0.0,0.0,0.0,0.0
96,01377,鼎泰高科,320.0,-3.9,1356.94,0.13,124.85,36.61,23.5340532533,0.0,0.0,0.0,0.0
97,01171,兖矿能源,13.39,-1.54,1343.93,4.75,10.33,1.53,7.5364685554,0.0,0.0,0.0,0.0
98,06099,招商证券,15.36,-3.64,1335.79,0.69,6.61,0.92,7.513938946600001,0.0,0.0,0.0,0.0
99,00003,香港中华煤气,7.135,0.78,1331.38,1.59,20.92,2.21,6.0920679946,0.0,0.0,0.0,0.0
100,06613,蓝思科技,24.36,0.0,1285.9,1.45,33.32,2.12,1.0705406509000002,0.0,0.0,0.0,0.0
101,00012,恒基地产,,,,,,,,,,,
102,00358,江西铜业股份,,,,,,,,,,,
