排名,代码,名称,最新价,总市值,流通市值
1,688825,长鑫科技,57.55,3848994993731,259149892781
2,601398,工商银行,7.8,2779968805294,2102975257804
3,601939,建设银行,10.55,2759884024392,101213087743
4,601288,农业银行,6.77,2369385139320,2161283306960
5,600941,中国移动,97.17,2107346601190,87721953636
6,601857,中国石油,11.21,2051665161340,1815146492340
7,601988,中国银行,6.08,1959051463829,1281454330264
8,300750,宁德时代,389.0,1799768763491,1657171516391
9,600519,贵州茅台,1307.88,1634956724316,1634956724316
10,600938,中国海油,33.35,1585123965366,99716500000
11,601138,工业富联,61.83,1226960225920,1226960225920
12,688981,中芯国际,128.01,1095901228259,255964001897
13,300308,中际旭创,895.6,1047614344480,994062065177
14,601628,中国人寿,36.84,1041271732200,767138845200
15,601088,中国神华,46.52,1008992483822,767163085667
16,600036,招商银行,39.15,987356955279,807623174395
17,601318,中国平安,52.08,943045995100,555176189523
18,601899,紫金矿业,32.76,871111811017,674914743266
19,002594,比亚迪,88.66,808330736113,309123152910
20,600900,长江电力,28.42,695386747489,695386747489
21,688256,寒武纪,1050.49,660015481005,660015481005
22,000333,美的集团,84.72,646311774354,583284882136
23,601328,交通银行,7.15,631801057194,186417942918
24,600028,中国石化,5.16,623975653386,488922772935
25,601728,中国电信,6.65,608522472348,516237695848
26,688041,海光信息,259.74,603723575756,603723575756
27,601658,邮储银行,4.98,598073366390,361188447013
28,300502,新易盛,411.5,573736625466,516121059517
29,002371,北方华创,712.95,517380115140,516967066132
30,603259,药明康德,164.0,489336173420,405617960344
31,601998,中信银行,8.16,454064524074,332626074182
32,688235,百济神州,287.56,443499526648,33085290566
33,600030,中信证券,27.15,424198990556,330593358944
34,002475,立讯精密,53.5,413973359621,391891528657
35,688347,华虹宏力,233.0,404890251666,95005750000
36,601166,兴业银行,18.24,386010557517,386010557517
37,603993,洛阳钼业,18.0,385097583168,314295159168
38,002384,东山精密,197.1,361009844557,273244011603
39,688012,中微公司,372.0,356317353456,350497298136
40,600276,恒瑞医药,52.66,349514945365,335918259749
41,688836,N宇树-W,845.0,341772367300,25424123400
42,601211,国泰海通,17.86,313997694951,240201355069
43,002415,海康威视,33.89,310597496830,306572115832
44,600183,生益科技,125.47,304767090475,302602129088
45,601319,中国人保,6.88,304261055211,244224565291
46,300394,天孚通信,277.4,302594880798,301918844793
47,600000,浦发银行,9.08,302417011764,302417011764
48,300059,东方财富,18.73,296349803659,250107229884
49,688802,沐曦股份-U,729.0,291672900000,13507345755
50,601601,中国太保,30.2,290534311941,206720251941
51,601869,长飞光纤,345.24,285825959486,140284239525
52,603986,兆易创新,403.71,283301487676,269876878675
53,000858,五 粮 液,71.89,279048799479,279041997679
54,688820,盛合晶微,141.0,262651147677,24379272663
55,688795,摩尔线程-U,548.0,257575462916,16563568520
56,601919,中远海控,16.55,252687435071,207810686771
57,600150,中国船舶,33.14,249399089484,249399089484
58,601225,陕西煤业,25.59,248095050000,248095050000
59,000338,潍柴动力,28.38,245209461224,140662420370
60,688008,澜起科技,200.0,244107604200,228952904200
61,601816,京沪高铁,4.95,242182112882,242182112882
62,002379,宏桥控股,18.55,241727242647,21079733118
63,300476,胜宏科技,245.38,241155737414,212301535604
64,002916,深南电路,343.93,234273627018,228647914139
65,000651,格力电器,41.32,231450085218,228169431466
66,600309,万华化学,73.89,231310548445,231310548445
67,300274,阳光电源,111.49,231142341662,176993348884
68,688808,联讯仪器,2221.02,228024720740,42857121747
69,002714,牧原股份,38.84,224223170233,127414593589
70,000725,京东方Ａ,6.01,222636411665,212556476043
71,600919,江苏银行,11.95,219298327333,219298327333
72,300408,三环集团,109.6,218840355382,204930761383
73,600188,兖矿能源,21.8,218803374036,129957474036
74,000001,平安银行,11.27,218704698091,218702069849
75,002463,沪电股份,113.41,218242068731,218065937217
76,002142,宁波银行,32.98,217786424320,217647692664
77,603288,海天味业,35.32,206658910954,196372865146
78,600690,海尔智家,21.97,206026523411,137379034190
79,002938,鹏鼎控股,87.36,202460002443,201873782510
80,688072,拓荆科技,690.0,200568498960,195058178280
81,003816,中国广核,3.92,197955366039,154193956039
82,601066,中信建投,25.12,194848173301,163171256399
83,300433,蓝思科技,36.15,190826482451,179654655325
84,601898,中煤能源,14.34,190129233156,131239685736
85,688498,源杰科技,1518.1,189004022324,186562563806
86,600406,国电南瑞,23.51,188826587228,188272221569
87,603268,松发股份,179.5,182859690910,41868337664
88,300760,迈瑞医疗,150.63,182533348292,182362038901
89,301377,鼎泰高科,429.93,182309638475,42503281355
90,601668,中国建筑,4.41,182222921858,182222921858
91,600025,华能水电,9.76,181839479948,181839479948
92,301666,大普微-UW,416.8,181814978848,11052011762
93,601985,中国核电,8.76,180175698168,165417575435
94,601336,新华保险,57.66,179873056956,120246432344
95,601818,光大银行,3.0,177256653183,139220446683
96,300604,长川科技,273.0,176243938962,133625701755
97,601766,中国中车,6.09,174776082296,148156290112
98,600031,三一重工,18.93,174061433992,160420203400
99,600989,宝丰能源,23.66,173507297600,173507297600
100,001399,惠科股份,23.33,172812361166,10045121834
