排名,代码,名称,最新价,总市值,流通市值
1,688825,C长鑫,52.87,3535992446891,238075670397
2,601398,工商银行,8.15,2904710995275,2197339532193
3,601939,建设银行,10.97,2869756184605,105242423938
4,601288,农业银行,7.11,2488379370837,2269826338624
5,600941,中国移动,98.7,2140180827080,89103188473
6,601857,中国石油,11.27,2062646420009,1824861817009
7,601988,中国银行,6.14,1978384208538,1294100261154
8,300750,宁德时代,401.88,1859360078848,1712041359916
9,600519,贵州茅台,1361.76,1702311120978,1702311120978
10,600938,中国海油,32.55,1547100002179,97324500000
11,601628,中国人寿,39.74,1123239376700,827527082200
12,601138,工业富联,53.8,1067612164879,1067612164879
13,688981,中芯国际,122.99,1052893529325,245926197902
14,600036,招商银行,40.55,1022664739121,836503696596
15,300308,中际旭创,864.0,1010650729824,958987968192
16,601318,中国平安,55.8,1010406423321,594831631631
17,601088,中国神华,45.7,991207147693,753640434544
18,002594,比亚迪,96.2,877074405753,335412218700
19,601899,紫金矿业,32.7,869516368139,673678635678
20,600900,长江电力,29.49,721567740445,721567740445
21,000333,美的集团,88.95,678352517793,612178744625
22,688256,寒武纪,1042.43,654951439675,654951439675
23,601328,交通银行,7.32,646822900512,190850257645
24,600028,中国石化,5.27,637277459950,499345545226
25,688041,海光信息,273.42,635520520841,635520520841
26,601658,邮储银行,5.22,626896179228,378595119158
27,601728,中国电信,6.49,593881330157,503816939257
28,300502,新易盛,371.1,517408655432,465449635934
29,002371,北方华创,668.07,484811183844,484424136153
30,002475,立讯精密,58.35,450769957588,427418135644
31,601998,中信银行,7.93,441266136754,323250584346
32,600030,中信证券,28.49,422237379158,346909937249
33,603993,洛阳钼业,18.96,405636120937,331057567657
34,601166,兴业银行,19.1,404210616698,404210616698
35,688235,百济神州,259.51,400013672717,29857990523
36,688347,华虹宏力,230.0,399677072460,93782500000
37,603259,药明康德,125.48,374401847809,310347205268
38,600276,恒瑞医药,54.65,362722973114,348612474274
39,601211,国泰海通,19.03,335478458526,256846200973
40,601319,中国人保,7.56,334333368807,268363039767
41,688012,中微公司,346.5,331892373582,326471273667
42,002415,海康威视,35.62,326452724611,322221857950
43,600000,浦发银行,9.71,323399689893,323399689893
44,300059,东方财富,19.99,316285775501,266932382562
45,601601,中国太保,32.8,315547199724,224517359724
46,000858,五 粮 液,78.56,304939124873,304931691997
47,002384,东山精密,161.8,296354098678,224306854781
48,002379,宏桥控股,21.0,273653482242,23863848813
49,688802,沐曦股份-U,672.0,268867200000,12451215840
50,600150,中国船舶,34.63,260612265203,260612265203
51,603986,兆易创新,371.1,260417582117,248077356707
52,601816,京沪高铁,5.21,254902789518,254902789518
53,688795,摩尔线程-U,540.01,253819937462,16322066855
54,600183,生益科技,100.08,243094687294,241367825609
55,688008,澜起科技,196.78,240177471772,225266762442
56,601225,陕西煤业,24.74,239854300000,239854300000
57,601919,中远海控,15.7,239709530551,197137630351
58,600309,万华化学,76.56,239668907687,239668907687
59,000651,格力电器,42.47,237891701820,234519742361
60,002714,牧原股份,39.92,230458003314,130957530100
61,603288,海天味业,38.66,226231552335,214972817031
62,000001,平安银行,11.61,225302710279,225299023581
63,000338,潍柴动力,25.96,224300127321,128667950416
64,688820,盛合晶微,117.98,219770087964,20399053821
65,600690,海尔智家,23.27,218217441956,145507971124
66,601869,长飞光纤,262.66,217457555667,106728821555
67,002142,宁波银行,32.9,217258137057,217121646439
68,600919,江苏银行,11.82,216912655153,216912655153
69,300274,阳光电源,103.71,215012756783,164642546926
70,003816,中国广核,4.16,210075031733,163634351733
71,300408,三环集团,105.3,209321833956,196890594650
72,600188,兖矿能源,20.27,203446990445,120836605445
73,601066,中信建投,25.84,200432993554,167848139544
74,000725,京东方Ａ,5.36,198557598423,189567838867
75,300760,迈瑞医疗,161.62,195954778098,195786352118
76,601336,新华保险,62.71,195626767286,130777901011
77,600406,国电南瑞,24.32,195332309714,194758844260
78,601668,中国建筑,4.72,195032242896,195032242896
79,002916,深南电路,284.5,193791896278,189138288525
80,600031,三一重工,20.83,191531942423,176521544471
81,600025,华能水电,10.14,188919295766,188919295766
82,601818,XD光大银,3.19,188482907885,148037741640
83,688072,拓荆科技,642.0,186615907728,181488913704
84,601985,中国核电,9.07,186551778811,171271393744
85,601898,中煤能源,14.03,186019047502,128402565612
86,002463,沪电股份,96.55,185797299497,185647352423
87,002352,顺丰控股,35.12,184917619699,168544927896
88,601766,中国中车,6.33,181663809677,153994961644
89,601688,华泰证券,19.7,177829216584,143943134688
90,300476,胜宏科技,180.36,177255068873,156046560280
91,002938,鹏鼎控股,76.05,176248662841,175738337453
92,600930,华电新能,4.22,176034285713,45336284740
93,600887,伊利股份,27.69,175149236869,174278913974
94,600989,宝丰能源,23.88,175120636800,175120636800
95,300394,天孚通信,160.1,174641097389,174250926805
96,300124,汇川技术,63.51,171959926483,153079087867
97,301666,大普微-UW,391.01,170564958924,10368155276
98,300033,同花顺,225.88,170006323200,99028257254
99,001248,华润新能,13.07,169982209920,13885617548
100,601995,中金公司,35.2,169919441754,102908693888
