排名,代码,名称,日线J,周线J,月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%
1,688825,C长鑫,,,,,,125.41,75.0,43.27,75.0
2,601398,工商银行,100.22,108.44,74.11,8.15,2.52,7.82,96.49,0.74,70.96
3,601939,建设银行,101.96,98.97,93.93,10.97,3.2,8.39,97.93,0.81,74.76
4,601288,农业银行,101.2,107.58,19.76,7.11,2.6,8.46,95.24,0.88,90.43
5,600941,中国移动,94.82,97.3,44.98,98.7,1.44,15.76,47.47,1.5,37.16
6,601857,中国石油,93.49,117.85,31.98,11.27,3.49,13.04,57.07,1.27,93.99
7,601988,中国银行,94.51,96.18,89.98,6.14,2.16,8.07,99.42,0.72,88.12
8,300750,宁德时代,99.8,53.3,48.79,401.88,1.27,21.87,17.27,4.9,33.92
9,600519,贵州茅台,93.42,111.59,39.32,1361.76,3.09,20.58,11.49,6.28,2.74
10,600938,中国海油,56.32,68.63,17.44,32.55,3.4,12.41,90.74,1.85,76.76
11,601628,中国人寿,25.09,96.84,17.08,39.74,0.91,7.76,6.88,1.88,29.47
12,601138,工业富联,10.94,-10.84,28.58,53.8,-6.84,26.26,87.4,6.06,88.56
13,688981,中芯国际,-4.5,7.62,58.4,122.99,-6.04,208.68,88.94,7.03,92.97
14,600036,招商银行,99.0,118.73,54.45,40.55,2.24,6.78,30.72,0.9,15.77
15,300308,中际旭创,13.72,-8.25,55.77,864.0,-9.15,67.61,74.52,28.4,97.26
16,601318,中国平安,99.64,107.22,6.66,55.8,2.76,7.61,12.4,0.99,27.55
17,601088,中国神华,54.29,72.25,45.05,45.7,1.49,19.22,98.65,2.06,95.19
18,002594,比亚迪,81.84,105.51,43.41,96.2,1.42,31.84,31.39,3.78,33.12
19,601899,紫金矿业,75.33,98.84,12.7,32.7,1.71,14.09,13.99,4.41,82.84
20,600900,长江电力,86.49,106.43,93.09,29.49,1.94,20.0,61.44,3.17,84.09
21,000333,美的集团,93.97,106.03,87.95,88.95,2.23,15.35,57.55,2.92,46.97
22,688256,寒武纪,9.29,-13.55,59.72,1042.43,-9.11,241.06,80.86,50.88,89.06
23,601328,交通银行,99.61,114.19,63.05,7.32,3.24,6.71,91.92,0.56,58.65
24,600028,中国石化,82.07,121.86,-0.52,5.27,1.93,17.93,86.44,0.76,37.4
25,688041,海光信息,6.1,13.01,56.57,273.42,-3.73,233.13,86.15,27.05,91.77
26,601658,邮储银行,87.87,112.9,32.71,5.22,1.95,7.13,75.7,0.61,19.83
27,601728,中国电信,93.9,105.89,45.85,6.49,4.01,18.75,75.42,1.27,68.23
28,300502,新易盛,1.24,-1.92,57.51,371.1,-11.89,48.18,46.83,25.39,93.99
29,002371,北方华创,21.59,17.3,63.17,668.07,-5.42,86.95,43.32,12.34,80.67
30,002475,立讯精密,64.23,4.25,49.3,58.35,-6.42,26.18,36.92,5.1,41.15
31,601998,中信银行,94.9,106.2,48.47,7.93,2.32,6.2,75.05,0.59,64.95
32,600030,中信证券,80.22,70.35,81.49,28.49,-0.04,12.54,6.92,1.45,43.32
33,603993,洛阳钼业,46.33,47.21,13.17,18.96,-0.63,16.79,23.8,4.56,92.16
34,601166,兴业银行,100.15,105.89,41.08,19.1,2.74,5.22,47.16,0.49,15.53
35,688235,百济神州,36.23,78.57,38.12,259.51,-3.38,126.47,94.2,12.11,76.16
36,688347,华虹宏力,-11.35,18.13,58.91,230.0,-14.88,810.03,78.81,8.83,95.01
37,603259,药明康德,63.19,84.21,84.48,125.48,-0.81,18.6,18.66,4.45,32.72
38,600276,恒瑞医药,41.9,84.13,29.49,54.65,1.41,44.67,6.06,5.7,4.09
39,601211,国泰海通,65.58,81.15,47.03,19.03,0.53,15.28,65.77,1.03,38.46
40,601319,中国人保,63.41,106.16,4.78,7.56,1.89,7.85,13.97,1.05,32.82
41,688012,中微公司,29.72,31.99,69.9,346.5,-3.75,121.62,67.49,13.65,75.82
42,002415,海康威视,48.41,84.47,77.02,35.62,-0.34,19.86,11.35,3.87,25.19
43,600000,浦发银行,99.39,108.47,20.28,9.71,4.63,6.43,78.03,0.43,33.27
44,300059,东方财富,53.03,60.52,24.94,19.99,0.45,24.13,6.44,3.31,12.88
45,601601,中国太保,80.06,107.83,3.29,32.8,2.72,5.85,2.07,0.99,13.56
46,000858,五 粮 液,84.18,77.42,13.95,78.56,4.51,24.2,36.68,2.38,1.54
47,002384,东山精密,-7.2,-14.05,59.07,161.8,-10.0,145.26,95.34,13.09,96.68
48,002379,宏桥控股,76.86,94.19,7.81,21.0,2.34,13.88,74.18,5.23,84.47
49,688802,沐曦股份-U,-2.27,14.76,66.15,672.0,-4.81,-410.0,40.27,20.53,46.98
50,600150,中国船舶,109.44,30.89,34.51,34.63,-0.29,23.05,26.54,1.74,23.94
51,603986,兆易创新,12.22,-13.47,46.96,371.1,1.94,90.59,48.08,10.3,69.04
52,601816,京沪高铁,99.82,112.35,70.23,5.21,1.76,19.09,8.21,1.21,14.53
53,688795,摩尔线程-U,6.71,-4.97,27.56,540.01,-4.35,-295.5,43.95,22.03,2.55
54,600183,生益科技,3.03,-13.93,49.74,100.08,-7.49,61.88,96.59,13.56,97.6
55,688008,澜起科技,38.34,-0.89,57.15,196.78,-5.17,93.91,68.43,11.52,74.82
56,601225,陕西煤业,39.43,71.62,51.76,24.74,0.41,14.83,97.88,2.35,83.22
57,601919,中远海控,100.47,119.35,43.51,15.7,0.96,9.57,59.04,1.02,35.29
58,600309,万华化学,99.51,96.58,31.33,76.56,2.78,18.21,65.67,2.15,10.48
59,000651,格力电器,96.02,110.78,87.99,42.47,1.97,8.15,43.56,1.56,7.45
60,002714,牧原股份,36.16,100.0,21.31,39.92,2.67,23.56,69.66,2.67,2.36
61,603288,海天味业,87.86,107.99,57.61,38.66,2.71,31.08,3.94,5.38,5.19
62,000001,平安银行,99.71,106.28,71.15,11.61,2.93,5.23,35.0,0.49,11.92
63,000338,潍柴动力,59.81,9.73,58.12,25.96,-4.87,19.84,89.42,2.35,77.21
64,688820,盛合晶微,8.81,-11.95,,117.98,-8.33,222.99,14.49,15.2,14.49
65,600690,海尔智家,95.2,108.73,24.79,23.27,1.26,11.66,9.42,1.74,4.04
66,601869,长飞光纤,-0.65,-21.51,50.85,262.66,-6.76,187.92,93.79,15.28,95.58
67,002142,宁波银行,80.89,108.13,81.67,32.9,3.07,7.22,34.09,0.93,30.48
68,600919,江苏银行,96.64,97.83,96.21,11.82,1.72,6.14,82.64,0.82,90.87
