排名,代码,名称,日线J,周线J,月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%
69,300274,阳光电源,27.91,-4.52,9.03,103.71,-2.67,18.03,31.78,4.42,40.82
70,003816,中国广核,72.13,44.08,35.81,4.16,1.96,22.15,91.66,1.67,71.35
71,300408,三环集团,86.81,-2.96,64.74,105.3,-3.3,72.77,97.93,9.35,97.93
72,600188,兖矿能源,19.16,23.44,47.4,20.27,1.35,21.3,97.02,2.66,78.65
73,601066,中信建投,21.8,23.21,59.68,25.84,-0.12,17.79,7.72,2.32,20.11
74,000725,京东方Ａ,9.08,-3.72,50.34,5.36,-6.13,33.37,51.83,1.46,59.28
75,300760,迈瑞医疗,93.37,104.42,26.03,161.62,4.35,25.0,12.74,4.89,3.75
76,601336,新华保险,7.45,80.02,1.6,62.71,-0.43,5.3,2.12,1.58,48.27
77,600406,国电南瑞,87.83,80.6,18.13,24.32,1.63,23.48,29.13,3.65,37.02
78,601668,中国建筑,76.8,118.4,37.97,4.72,1.72,5.14,63.46,0.39,1.68
79,002916,深南电路,11.51,-15.65,52.15,284.5,-9.97,53.32,82.74,10.71,84.13
80,600031,三一重工,101.77,110.56,24.2,20.83,2.11,22.75,51.73,2.11,29.04
81,600025,华能水电,44.48,100.71,64.27,10.14,1.4,22.12,79.38,2.66,76.35
82,601818,XD光大银,90.18,108.1,34.11,3.19,2.57,4.98,45.82,0.37,3.65
83,688072,拓荆科技,22.05,35.77,66.52,642.0,-8.4,113.5,66.09,25.75,96.72
84,601985,中国核电,64.13,68.65,82.63,9.07,1.23,22.66,88.56,1.55,36.25
85,601898,中煤能源,64.48,34.76,14.46,14.03,1.3,10.48,51.35,1.13,88.03
86,002463,沪电股份,2.1,-10.6,55.93,96.55,-8.27,43.19,92.36,11.07,96.06
87,002352,顺丰控股,95.26,99.08,34.78,35.12,1.09,16.21,2.69,1.84,3.41
88,601766,中国中车,96.61,112.93,23.58,6.33,2.59,13.45,10.58,1.03,18.08
89,601688,华泰证券,7.64,43.91,13.17,19.7,-2.28,10.14,19.13,1.0,38.46
90,300476,胜宏科技,1.68,-11.96,14.0,180.36,-10.54,37.88,70.29,10.18,87.16
91,002938,鹏鼎控股,-2.14,-13.48,54.1,76.05,-10.0,47.48,96.38,5.09,82.68
92,600930,华电新能,46.78,0.51,3.21,4.22,-0.24,27.49,1.19,1.59,1.19
93,600887,伊利股份,85.29,109.64,56.22,27.69,1.39,14.49,8.08,2.94,6.68
94,600989,宝丰能源,56.72,81.93,17.85,23.88,2.67,13.93,10.86,3.36,68.51
95,300394,天孚通信,2.38,-14.32,34.89,160.1,-12.08,80.41,87.26,29.2,92.26
96,300124,汇川技术,90.27,10.8,18.02,63.51,3.08,36.27,25.53,4.73,2.4
97,301666,大普微-UW,4.47,-16.14,,391.01,-7.01,13139.13,18.06,212.66,18.06
98,300033,同花顺,75.37,38.38,26.07,225.88,0.84,50.89,48.7,24.32,93.56
99,001248,华润新能,59.57,3.99,,13.07,-6.24,31.64,33.33,1.83,33.33
100,601995,中金公司,22.68,54.23,53.57,35.2,0.23,15.0,2.65,1.66,11.41
