排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%
1,688825,长鑫科技,95.07,,,98.21,,,59.19,-4.22,140.4,94.12,48.44,94.12
2,601398,工商银行,89.87,59.13,71.13,45.47,58.58,65.7,7.67,1.46,7.36,90.01,0.69,57.24
3,601939,建设银行,109.02,68.83,88.2,95.76,63.78,90.43,10.43,1.26,7.98,96.99,0.77,71.43
4,601288,农业银行,84.8,65.67,26.83,33.77,64.48,13.57,6.6,2.17,7.85,90.35,0.82,79.79
5,600941,中国移动,31.41,92.19,53.01,41.89,99.93,40.42,95.74,-0.29,15.75,47.72,1.46,30.47
6,601857,中国石油,48.84,103.23,33.66,21.47,101.79,28.93,10.92,2.34,12.63,55.81,1.23,89.35
7,601988,中国银行,107.52,82.38,93.41,84.7,65.97,84.11,6.03,2.2,7.92,98.71,0.71,83.8
8,300750,宁德时代,56.5,89.89,41.92,58.5,81.18,45.2,396.26,-0.93,21.57,16.7,4.83,32.19
9,600519,贵州茅台,16.62,92.88,39.39,34.17,108.16,37.09,1297.99,0.38,19.93,5.97,6.46,2.82
10,600938,中国海油,93.14,110.64,23.81,78.39,91.17,16.2,33.58,2.1,12.8,91.43,1.91,80.38
11,601138,工业富联,37.08,56.09,40.56,73.32,48.86,34.58,66.2,-2.98,28.0,87.83,7.47,93.87
12,300308,中际旭创,95.52,17.75,47.13,85.21,7.22,58.78,988.1,-1.29,77.32,82.99,32.48,97.61
13,688981,中芯国际,105.32,19.18,53.66,111.15,11.96,59.31,134.98,-1.3,229.03,94.18,7.71,94.18
14,601628,中国人寿,18.57,48.6,19.46,28.93,59.38,16.2,36.95,-1.73,7.21,4.11,1.75,12.18
15,601088,中国神华,102.58,96.43,53.86,96.65,81.32,44.99,45.7,2.03,19.22,98.66,2.06,95.22
16,600036,招商银行,8.72,72.23,56.89,-3.29,81.55,44.8,38.29,0.24,6.41,22.46,0.85,6.69
