排名,代码,名称,最新价,总市值,流通市值
1,688825,长鑫科技,59.19,3958679646898,266534876693
2,601398,工商银行,7.67,2733635991873,2067925670174
3,601939,建设银行,10.43,2728491978617,100061848831
4,601288,农业银行,6.6,2309888023562,2107011791128
5,600941,中国移动,95.74,2076333884923,86430995587
6,601857,中国石油,10.92,1998589077773,1768189089773
7,601988,中国银行,6.03,1942940843238,1270916054521
8,300750,宁德时代,396.26,1833358278203,1688099704589
9,600519,贵州茅台,1297.99,1622593417282,1622593417282
10,600938,中国海油,33.58,1596055854783,100404200000
11,601138,工业富联,66.2,1313678909201,1313678909201
12,300308,中际旭创,988.1,1155814798772,1096731494642
13,688981,中芯国际,134.98,1155571813065,269900952864
14,601628,中国人寿,36.95,1044380849750,769429433500
15,601088,中国神华,45.7,991207147693,753640434544
16,600036,招商银行,38.29,965667888062,789882282186
17,601318,中国平安,51.32,929284187183,547074540060
18,601899,紫金矿业,33.56,892384382714,691396177778
19,002594,比亚迪,89.53,816262697994,312156506655
20,688256,寒武纪,1162.5,730390576463,730390576463
21,600900,长江电力,28.12,688046282174,688046282174
22,688041,海光信息,280.08,651000612527,651000612527
23,000333,美的集团,83.58,637606745331,575427948688
24,300502,新易盛,452.21,630496815072,567181298479
25,601328,交通银行,7.01,619430127403,182767801379
26,600028,中国石化,5.06,611883101963,479447525398
27,601728,中国电信,6.57,601201901252,510027317552
28,601658,邮储银行,4.93,592068613716,357562056983
29,002371,北方华创,777.0,563860508400,563410351896
30,603259,药明康德,167.18,498824521173,413482991526
31,688347,华虹宏力,264.52,459663387857,107858030000
32,688235,百济神州,293.78,453092540474,33800934283
33,002475,立讯精密,57.74,446781715598,422949847937
34,601998,中信银行,7.81,434588717282,318359024431
35,600030,中信证券,27.39,427948815887,333515731178
36,603993,洛阳钼业,18.82,402640917512,328613049752
37,002384,东山精密,213.82,391634322492,296423310812
38,688012,中微公司,398.33,381537342479,375305346147
39,601166,兴业银行,17.85,377757042307,377757042307
40,600276,恒瑞医药,52.37,347590157401,334068349089
41,600183,生益科技,139.41,338627401635,336221908154
42,002415,海康威视,35.18,322420181129,318241576718
43,300394,天孚通信,291.44,317910065104,317199813001
44,601869,长飞光纤,383.6,317584399429,155871377250
45,601211,国泰海通,17.75,312063778577,238721951426
46,688802,沐曦股份-U,770.11,308121011000,14269056295
47,603986,兆易创新,436.74,306480126149,291957167255
48,601319,中国人保,6.91,305587774929,245289497989
49,300059,东方财富,19.23,304260903596,256783877772
50,600000,浦发银行,8.97,298753369551,298753369551
51,601601,中国太保,29.98,288417836821,205214342821
52,688820,盛合晶微,153.62,286159356781,26561304018
53,000858,五 粮 液,72.56,281649476843,281642611651
54,688795,摩尔线程-U,578.9,272099334821,17497536161
55,688008,澜起科技,218.0,266077288578,249558665578
56,300476,胜宏科技,269.4,264762228622,233083518183
57,000338,潍柴动力,30.51,263613131147,151219536487
58,002916,深南电路,381.85,260103464301,253857488483
59,600150,中国船舶,33.49,252033056935,252033056935
60,002379,宏桥控股,19.2,250197469478,21818376058
61,601919,中远海控,16.31,249023085559,204797117899
62,300408,三环集团,123.99,247573135618,231837272846
63,601225,陕西煤业,25.5,247222500000,247222500000
64,300274,阳光电源,118.04,244721876489,187391648599
65,688808,联讯仪器,2372.0,243525334124,45770453568
66,601816,京沪高铁,4.9,239735828913,239735828913
67,000725,京东方Ａ,6.47,239676802574,228825357737
68,002463,沪电股份,123.59,237832089538,237640147965
69,002714,牧原股份,39.93,230515736030,130990337848
70,600309,万华化学,73.27,229369656037,229369656037
71,600188,兖矿能源,22.42,225026222288,133653512288
72,000651,格力电器,40.06,224392313984,221211699528
73,002938,鹏鼎控股,94.77,219632949079,218997005134
74,688072,拓荆科技,755.46,219596345253,213563262846
75,600919,江苏银行,11.71,214894009462,214894009462
76,000001,平安银行,11.05,214435396088,214432819151
77,002142,宁波银行,32.46,214352557108,214217891897
78,603288,海天味业,35.55,208004651314,197651623894
79,300433,蓝思科技,39.12,206504342834,194414664352
80,301666,大普微-UW,466.12,203329169723,12359797799
81,600690,海尔智家,21.65,203025681923,135378065098
82,688498,源杰科技,1613.5,200881358290,198286474344
83,301377,鼎泰高科,471.0,199725163914,46563499914
84,601066,中信建投,25.43,197252748688,165184914420
85,003816,中国广核,3.87,195430425145,152227196395
86,300604,长川科技,301.03,194339607860,147345586078
87,601898,中煤能源,14.37,190526993058,131514245748
88,001399,惠科股份,25.62,189775083286,11031119648
89,600406,国电南瑞,23.54,189067539912,188512466853
90,603268,松发股份,184.81,188269077866,43106894060
91,300760,迈瑞医疗,150.55,182436404337,182265185930
92,601985,中国核电,8.82,181409778293,166550572527
93,601336,新华保险,57.94,180746530004,120830355360
94,601668,中国建筑,4.36,180156902336,180156902336
95,600025,华能水电,9.65,179790059580,179790059580
96,600176,中国巨石,44.91,179780870454,178363973427
97,688702,盛科通信-U,435.87,178706700000,88478028456
98,301308,江波龙,412.18,177100617655,116173712845
99,601818,光大银行,2.98,176074942162,138292310372
100,300033,同花顺,231.9,174537216000,101667490957
