排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%
1,688825,长鑫科技,43.03,81.6,,58.06,,,56.5,-0.18,134.02,72.73,46.24,72.73
2,601398,工商银行,101.96,77.26,83.23,106.45,65.55,65.7,7.9,0.13,7.58,93.76,0.71,65.11
3,601939,建设银行,95.01,82.98,94.92,102.19,73.07,90.43,10.66,0.0,8.16,97.62,0.79,73.12
4,601288,农业银行,102.74,85.5,36.31,112.94,76.27,13.57,6.85,-0.15,8.15,92.99,0.85,85.41
5,600941,中国移动,97.05,105.36,65.11,73.69,95.02,40.42,98.86,1.36,16.27,65.12,1.51,38.35
6,601857,中国石油,90.4,108.98,37.99,90.89,108.1,28.93,11.19,0.18,12.95,57.2,1.26,93.47
7,601988,中国银行,94.53,96.66,99.61,99.51,84.46,84.11,6.14,0.16,8.07,99.43,0.72,88.23
8,300750,宁德时代,2.59,69.35,31.27,23.22,84.03,45.2,376.73,-2.88,20.51,13.4,4.59,23.73
9,600519,贵州茅台,26.96,81.27,40.59,14.38,83.66,37.09,1304.0,-0.05,20.02,6.91,6.49,3.05
10,600938,中国海油,64.63,109.9,23.51,73.91,107.48,16.2,33.51,-0.62,12.78,91.18,1.9,79.81
11,601138,工业富联,-0.9,42.16,28.04,-3.4,46.12,34.58,60.15,-0.41,25.44,86.11,6.79,90.07
12,601628,中国人寿,91.45,42.09,22.04,74.07,49.25,16.2,37.6,-0.11,7.34,5.48,1.78,16.54
13,688981,中芯国际,-7.78,-1.38,39.97,-7.3,6.23,59.31,120.0,-0.48,203.61,86.11,6.86,91.3
14,601088,中国神华,96.91,110.71,63.04,96.63,100.05,44.99,47.17,0.6,19.84,99.33,2.13,97.9
15,600036,招商银行,100.63,85.78,69.69,106.4,79.8,44.8,39.5,-0.2,6.61,27.03,0.88,11.96
16,601318,中国平安,114.34,97.18,15.76,107.4,81.99,3.99,55.01,0.16,6.25,0.14,0.97,23.88
17,300308,中际旭创,-0.68,4.82,35.01,19.41,12.13,58.78,846.0,-2.78,48.38,52.24,24.83,95.28
18,601899,紫金矿业,73.36,101.39,28.88,86.65,106.77,13.67,33.68,-2.49,13.24,9.82,4.43,82.94
19,002594,比亚迪,104.68,78.76,44.66,81.1,76.87,43.25,91.36,0.77,30.24,29.65,3.59,30.89
20,600900,长江电力,62.26,64.04,88.26,53.43,62.77,87.1,28.21,0.21,19.13,51.1,3.03,72.83
21,000333,美的集团,101.98,78.95,89.23,95.44,69.37,83.06,86.69,0.81,14.96,54.86,2.85,45.47
22,600028,中国石化,106.77,98.68,10.82,100.23,84.07,-0.74,5.36,0.56,18.03,86.89,0.77,38.27
23,688256,寒武纪,12.49,-3.76,40.39,0.37,-4.03,64.81,1010.48,4.28,190.71,77.92,46.88,81.97
24,601328,交通银行,97.7,90.66,81.26,110.76,83.79,54.29,7.16,-0.56,6.56,90.51,0.54,54.77
25,601658,邮储银行,109.29,60.53,43.21,119.24,55.5,29.85,5.04,0.0,6.89,63.37,0.59,11.12
26,601728,中国电信,41.38,102.76,61.43,54.04,106.05,38.98,6.45,-0.31,19.84,82.37,1.25,65.98
27,300502,新易盛,-0.72,15.43,40.52,17.62,23.62,62.19,400.87,-2.7,42.6,35.13,23.0,91.66
28,688041,海光信息,-6.74,-10.29,23.45,-10.8,-6.36,57.96,232.06,0.54,171.67,60.02,21.26,73.82
29,002371,北方华创,-0.07,11.05,50.91,-8.36,16.62,65.7,700.4,-1.06,91.15,44.8,12.54,80.65
30,603259,药明康德,11.09,85.9,90.78,5.19,94.33,89.1,161.0,3.31,22.17,31.98,5.76,50.27
31,601998,中信银行,100.04,108.26,79.51,109.12,105.71,42.98,8.51,-0.58,6.65,88.56,0.64,73.02
32,002475,立讯精密,22.13,9.48,27.93,5.32,5.47,47.48,54.86,2.12,23.85,24.83,4.56,27.17
33,688235,百济神州,-4.77,66.11,55.37,3.01,85.11,36.44,275.1,-0.57,99.1,89.37,12.84,78.47
34,600030,中信证券,24.69,-0.53,72.92,26.63,16.87,80.77,27.15,-0.44,10.7,0.1,1.44,42.28
35,603993,洛阳钼业,46.4,43.46,7.58,50.91,48.05,16.35,18.42,-3.0,14.17,11.96,4.39,89.08
36,688347,华虹宏力,-5.51,-10.73,41.39,-8.3,-5.42,60.85,226.56,-1.08,797.91,76.76,8.7,92.57
37,601166,兴业银行,70.49,64.12,43.07,98.01,70.22,37.54,18.02,-1.42,4.92,32.65,0.46,6.15
38,002384,东山精密,3.17,18.63,53.13,18.66,21.51,62.52,190.84,-1.43,97.5,89.42,14.35,96.38
39,688012,中微公司,-1.63,16.64,57.17,-7.55,22.36,69.3,354.0,-1.02,80.15,45.35,11.29,72.07
40,601869,长飞光纤,70.22,40.02,49.83,55.96,22.12,52.15,394.5,4.04,94.87,87.89,19.96,96.44
41,002415,海康威视,36.15,41.25,80.38,15.2,53.82,92.46,34.75,1.76,19.38,8.53,3.78,22.12
42,601319,中国人保,114.89,52.85,9.63,90.36,51.89,3.83,7.1,0.85,7.37,8.11,0.98,21.58
43,600183,生益科技,4.05,31.36,47.23,-2.76,30.61,52.8,129.0,2.14,60.32,95.0,16.94,97.71
44,600276,恒瑞医药,-8.06,-3.09,9.64,-7.48,20.89,27.32,46.49,-0.58,39.94,2.34,4.79,0.05
45,601211,国泰海通,8.76,-8.14,39.25,21.15,11.37,40.02,17.31,-1.87,9.41,2.86,0.92,22.59
46,601601,中国太保,109.33,77.28,8.42,86.39,68.28,1.59,31.48,1.45,5.62,1.76,0.95,10.49
47,600000,浦发银行,62.15,66.26,22.2,80.43,70.16,16.38,9.08,-1.52,5.9,64.59,0.4,26.64
48,300059,东方财富,17.55,2.84,21.54,13.76,18.94,26.6,18.93,0.05,20.54,1.57,3.04,8.72
49,300394,天孚通信,21.59,71.48,41.63,41.41,62.22,37.98,257.1,3.05,120.76,95.28,44.88,96.57
50,000858,五 粮 液,7.07,40.45,9.64,2.04,51.03,13.07,71.52,0.06,22.03,28.03,2.17,0.24
51,603986,兆易创新,6.88,-0.87,26.18,-7.71,-1.87,47.83,395.51,3.63,35.0,11.53,7.44,43.71
52,688802,沐曦股份-U,-10.37,-5.75,49.32,-8.71,3.21,68.52,655.25,-1.32,-399.78,47.31,20.01,40.72
53,601919,中远海控,94.29,104.11,79.29,107.48,109.77,41.94,17.07,-2.01,10.4,62.63,1.11,43.66
54,601225,陕西煤业,85.15,107.6,78.65,75.22,101.01,52.37,26.52,0.08,15.9,99.48,2.52,90.42
55,600150,中国船舶,76.29,33.34,29.69,58.61,33.04,37.7,33.84,0.12,22.52,26.5,1.7,21.69
56,688795,摩尔线程-U,5.3,-0.55,14.85,-4.28,3.07,32.97,532.88,0.99,-337.83,35.43,20.57,1.14
57,688836,C宇树-W,-1.43,,,,,,602.8,-0.05,417.32,20.0,84.66,20.0
