排名,代码,名称,最新价,总市值,流通市值
1,601398,工商银行,7.57,2697995366164,2040964448920
2,601939,建设银行,10.16,2657859875623,97471561277
3,601288,农业银行,6.39,2236391586448,2039970506865
4,600941,中国移动,93.4,2025257236568,84318518778
5,601988,中国银行,5.96,1920385974411,1256162468482
6,601857,中国石油,10.29,1883285861747,1666178180747
7,300750,宁德时代,360.0,1665594309960,1532532863160
8,600519,贵州茅台,1253.0,1566352246053,1566352246053
9,600938,中国海油,28.97,1376942766916,86620300000
10,688981,中芯国际,139.88,1197485542581,279698809354
11,601138,工业富联,57.59,1142821274636,1142821274636
12,601628,中国人寿,39.05,1103736730250,813158846500
13,300308,中际旭创,979.46,1092327721474,1087141614960
14,600036,招商银行,38.02,958858529750,784312467191
15,601088,中国神华,43.95,953250637661,724781118122
16,601318,中国平安,50.7,918057449147,540465299708
17,002594,比亚迪,93.47,852184456401,325893763845
18,601899,紫金矿业,28.36,754112666680,584266853450
19,688256,寒武纪,1190.58,748033043032,748033043032
20,688041,海光信息,304.88,708644197184,708644197184
21,600900,XD长江电,27.99,684865413871,684865413871
22,300502,新易盛,482.88,673258667570,605648936135
23,000333,美的集团,82.71,630392941414,568497788648
24,601658,邮储银行,5.09,611283822274,369166505079
25,600028,中国石化,5.03,608255336537,476604951136
26,601328,交通银行,6.83,603524646243,178074762256
27,601728,中国电信,6.01,549957903581,466554669481
28,688347,华虹宏力,309.0,536957458218,125994750000
29,688825,长鑫科技,-,521269626082,-
30,002371,北方华创,677.0,491291588400,490899367096
31,002475,立讯精密,58.05,448452374258,425220613096
32,002384,东山精密,241.92,443102494141,335378951228
33,600030,中信证券,27.6,409047092480,336072806882
34,601998,中信银行,7.33,407879039395,298792784774
35,688235,百济神州,250.51,386140900745,28822493183
36,601166,兴业银行,17.75,375640756356,375640756356
37,603993,洛阳钼业,17.41,372474940164,303993262284
38,600276,恒瑞医药,53.19,353032661298,339299130954
39,603259,药明康德,117.89,351755131003,291575008201
40,688012,中微公司,350.69,335905733020,330419079256
41,603986,兆易创新,463.15,325013212497,309612039232
42,601211,国泰海通,18.3,322609342671,246993456532
43,600183,生益科技,132.29,321332895504,316768609256
44,601319,中国人保,7.25,320623931727,257358735227
45,688802,沐曦股份-U,779.97,312065997000,14451748242
46,300059,东方财富,19.7,311697337538,263059926787
47,002415,海康威视,33.15,303815491883,299888232234
48,601869,长飞光纤,361.57,299345649900,146919744193
49,600000,浦发银行,8.87,295422785721,295422785721
50,688795,摩尔线程-U,612.98,288117896457,18527620860
51,601601,XD中国太,29.75,286205158286,203639983286
52,000858,五 粮 液,72.76,282425798444,282418914329
53,688820,盛合晶微,145.45,270940492409,25148689424
54,002463,沪电股份,127.8,245933660029,245735180111
55,600150,中国船舶,32.34,243378592454,243378592454
56,300476,胜宏科技,241.5,237342532340,208944579218
57,601816,京沪高铁,4.82,235821774563,235821774563
58,002379,宏桥控股,18.09,235732928274,20557001192
59,601225,陕西煤业,24.3,235588500000,235588500000
60,300394,天孚通信,211.37,230567699907,230052582129
61,002714,牧原股份,39.83,229938433667,130662285167
62,002916,深南电路,334.0,227509642730,222046356300
63,000725,京东方Ａ,6.07,224859071348,214678504090
64,688008,澜起科技,183.6,224090780656,210178766056
65,000651,格力电器,39.95,223776159353,220604278486
66,601919,中远海控,14.54,221998507911,182572047471
67,600309,万华化学,70.04,219258232685,219258232685
68,002938,鹏鼎控股,93.89,217593516820,216963478021
69,000338,潍柴动力,24.6,212549427277,121927256558
70,603288,海天味业,36.0,210665697984,200181619584
71,300274,阳光电源,101.61,210659012793,161308737760
72,301666,大普微-UW,482.28,210378426101,12788301902
73,000001,平安银行,10.78,209195798174,209192375039
74,002142,宁波银行,31.64,208937612659,208806349341
75,600919,江苏银行,11.31,207553479677,207553479677
76,688498,源杰科技,1656.0,206172624312,203509390464
77,601066,中信建投,26.5,205552412121,172135282428
78,688072,拓荆科技,699.08,203207864135,197625030829
79,003816,中国广核,3.94,198965294478,154980611978
80,300408,三环集团,99.01,196818184046,185129288297
81,600690,海尔智家,20.95,196461341168,131000945210
82,601336,新华保险,62.8,195907526480,130965590552
83,600188,兖矿能源,18.9,189696503178,112669553178
84,601668,中国建筑,4.53,187181368711,187181368711
85,601818,光大银行,3.13,184937774821,145253332706
86,600025,华能水电,9.84,183329967489,183329967489
87,300760,迈瑞医疗,149.43,181175117505,181019394859
88,601985,XD中国核,8.79,180792738230,165984073981
89,300433,蓝思科技,34.24,180744087389,170162528308
90,301377,鼎泰高科,425.0,180219096950,42015896950
91,601688,华泰证券,19.87,179363783428,145185283566
92,600406,国电南瑞,22.19,178224669102,177701429035
93,600930,华电新能,4.26,177702857142,45766012557
94,300604,长川科技,278.76,176850532839,136445057221
95,600176,中国巨石,43.8,175337388686,173955511826
96,002352,顺丰控股,33.08,174176391220,157791996265
97,000063,中兴通讯,36.0,172207255932,144994364352
98,001399,惠科股份,23.51,171572094643,10122623846
99,600031,XD三一重,18.65,171486832750,158047374190
100,601995,中金公司,35.38,170788347990,103434931527
