排名,代码,名称,最新价,涨跌幅%,场内规模(亿),流通规模(亿),成交额(亿),跟踪标的,基金类型,主题,同指数其他ETF
40,512760,芯片ETF国泰,1.1,3.77,109.44,109.44,4.52,中华交易服务半导体芯片行业人民币指数,指数型-股票,半导体,
41,515220,煤炭ETF国泰,1.249,-0.72,99.47,99.47,6.25,中证煤炭指数,指数型-股票,煤炭,
42,512800,银行ETF华宝,0.835,-0.24,98.22,98.22,7.03,中证银行指数,指数型-股票,银行,
43,159259,成长ETF易方达,1.391,2.28,95.59,95.59,6.14,国证成长100指数,指数型-股票,成长,
44,159852,软件ETF嘉实,0.659,2.33,94.34,94.34,3.44,中证软件服务指数,指数型-股票,计算机,
45,516650,有色金属ETF华夏,1.761,1.27,93.62,93.62,1.39,细分有色,指数型-股票,有色金属,
46,159611,电力ETF广发,1.04,0.29,93.37,93.37,3.13,中证全指电力公用事业指数,指数型-股票,电力,
47,159263,价值ETF易方达,1.133,0.44,85.3,85.3,1.86,国证价值100指数,指数型-股票,价值,
48,159869,游戏ETF华夏,1.08,0.84,82.88,82.88,2.98,中证动漫游戏指数,指数型-股票,传媒,
49,560860,工业有色ETF万家,1.548,1.51,82.65,82.65,1.55,中证工业有色金属主题指数,指数型-股票,有色金属,有色金属ETF天弘(65.54亿)
50,512660,军工ETF国泰,1.16,1.58,78.47,78.47,2.55,中证军工指数,指数型-股票,军工,
51,159363,创业板人工智能ETF华宝,1.272,3.08,73.42,73.42,10.91,创业板人工智能指数,指数型-股票,人工智能,
52,512710,军工龙头ETF富国,0.637,1.11,70.47,70.47,1.85,中证军工龙头指数,指数型-股票,军工,
53,159307,红利低波100ETF博时,1.004,0.0,68.33,68.33,0.57,中证红利低波动100指数,指数型-股票,红利,
54,159755,电池ETF广发,0.877,1.39,68.21,68.21,2.17,国证新能源车电池指数,指数型-股票,新能源,
55,588220,科创100ETF鹏华,1.799,3.75,66.52,66.52,6.13,上证科创板100指数,指数型-股票,科创板,
56,515980,人工智能ETF华富,1.023,2.3,65.08,65.08,1.94,中证人工智能产业指数,指数型-股票,人工智能,
57,159865,养殖ETF国泰,0.535,0.19,64.7,64.7,1.45,中证畜牧养殖指数,指数型-股票,农业,
58,159851,金融科技ETF华宝,0.603,2.38,63.37,63.37,2.04,中证金融科技主题指数,指数型-股票,其他,
59,516150,稀土ETF嘉实,1.66,1.34,62.45,62.45,1.02,中证稀土产业指数,指数型-股票,有色金属,
60,512950,央企改革ETF华夏,1.506,0.8,60.88,60.88,0.13,中证央企结构调整指数,指数型-股票,央企国企,
61,159967,创业板成长ETF华夏,0.794,2.85,58.72,58.72,7.9,创业板动量成长指数,指数型-股票,成长,
62,561980,半导体设备ETF招商,0.698,3.1,58.6,58.6,4.03,中证半导体产业指数,指数型-股票,半导体,
