排名,代码,名称,最新价,涨跌幅%,场内规模(亿),流通规模(亿),成交额(亿),跟踪标的,基金类型,主题,同指数其他ETF
1,510300,沪深300ETF华泰柏瑞,4.582,1.1,1085.98,1085.98,28.77,沪深300指数,指数型-股票,沪深300,沪深300ETF易方达(504.71亿)；沪深300ETF华夏(397.09亿)；沪深300ETF嘉实(303.15亿)；沪深300ETF天弘(81.05亿)
2,588000,科创50ETF华夏,1.744,2.83,969.54,969.54,80.21,上证科创板50成份指数,指数型-股票,科创板,科创50ETF易方达(441.09亿)；科创50ETF工银(114.33亿)；科创50ETF广发(82.04亿)
3,159915,创业板ETF易方达,3.391,2.17,678.05,678.05,62.47,创业板指数(价格),指数型-股票,创业板,创业板ETF广发(115.27亿)；创业板ETF天弘(68.85亿)
4,512880,证券ETF国泰,1.057,1.44,601.18,601.18,14.53,中证全指证券公司指数,指数型-股票,证券,券商ETF华宝(363.76亿)；证券ETF天弘(118.33亿)；券商ETF银华(90.27亿)；证券ETF南方(77.57亿)
5,588200,科创芯片ETF嘉实,1.184,3.77,508.06,508.06,32.01,上证科创板芯片指数,指数型-股票,半导体,科创芯片ETF汇添富(70.51亿)
6,159516,半导体设备ETF国泰,0.729,3.7,446.69,446.69,38.51,中证半导体材料设备主题指数,指数型-股票,半导体,半导体设备ETF易方达(212.01亿)；半导体设备ETF广发(128.69亿)；半导体设备ETF华夏(89.85亿)
7,510500,中证500ETF南方,7.83,1.94,445.54,445.54,32.81,中证500指数,指数型-股票,中证500,中证500ETF嘉实(89.05亿)；中证500ETF华夏(81.16亿)
8,515880,通信ETF国泰,0.704,2.62,445.43,445.43,44.04,中证全指通信设备指数,指数型-股票,通信,
9,588170,科创半导体ETF华夏,1.019,4.09,436.15,436.15,70.25,上证科创板半导体材料设备主题指数,指数型-股票,半导体,科创半导体设备ETF华泰柏瑞(115.93亿)
10,563360,A500ETF华泰柏瑞,1.263,1.28,391.96,391.96,40.55,中证A500指数,指数型-股票,中证A500,A500ETF南方(331.08亿)；A500ETF易方达(273.18亿)；中证A500ETF国泰(253.23亿)；A500ETF华夏(190.93亿)
11,512890,红利低波ETF华泰柏瑞,1.184,0.0,309.19,309.19,5.28,中证红利低波动指数,指数型-股票,红利,红利低波ETF易方达(120.57亿)
12,159995,芯片ETF华夏,1.152,3.41,278.97,278.97,7.97,国证半导体芯片指数,指数型-股票,半导体,半导体ETF鹏华(66.1亿)
13,159949,创业板50ETF华安,1.577,2.2,253.12,253.12,17.12,创业板50指数,指数型-股票,创业板,
14,512400,有色金属ETF南方,1.732,1.41,246.3,246.3,5.69,有色金属,指数型-股票,有色金属,
15,512170,医疗ETF华宝,0.34,0.89,242.51,242.51,4.8,中证医疗指数,指数型-股票,医药,
16,510050,上证50ETF华夏,2.975,0.57,231.76,231.76,14.45,上证50指数,指数型-股票,上证50,
17,159819,人工智能ETF易方达,1.762,2.8,212.77,212.77,4.79,中证人工智能主题指数,指数型-股票,人工智能,人工智能ETF华夏(84.47亿)
18,512480,半导体ETF国联安,1.041,4.0,206.76,206.76,15.5,中证全指半导体产品与设备指数,指数型-股票,半导体,
19,515450,红利低波50ETF南方,1.39,-0.14,200.86,200.86,1.61,标普中国A股大盘红利低波50指数,指数型-股票,红利,
20,512100,中证1000ETF南方,3.129,2.05,199.98,199.98,26.53,中证1000指数,指数型-股票,中证1000,中证1000ETF华夏(79.82亿)；中证1000ETF广发(60.36亿)
21,515050,通信ETF华夏,1.07,2.49,191.67,191.67,11.93,中证5G通信主题指数,指数型-股票,通信,
22,510880,红利ETF华泰柏瑞,3.339,-0.24,188.86,188.86,4.19,上证红利指数,指数型-股票,红利,
23,159326,电网设备ETF华夏,1.665,1.28,188.05,188.05,4.06,中证电网设备主题指数,指数型-股票,其他,
24,515180,红利ETF易方达,1.409,-0.14,177.71,177.71,3.65,中证红利指数,指数型-股票,红利,中证红利ETF招商(109.3亿)
25,562500,机器人ETF华夏,0.934,1.97,172.96,172.96,4.45,中证机器人指数,指数型-股票,机器人,机器人ETF天弘(59.13亿)
26,510180,上证180ETF华安,3.907,0.77,172.85,172.85,0.67,上证180指数,指数型-股票,上证180,
27,159781,科创创业ETF易方达,1.067,2.79,169.61,169.61,5.38,中证科创创业50指数,指数型-股票,科创板,
28,159992,创新药ETF银华,0.835,0.6,163.14,163.14,7.3,中证创新药产业指数,指数型-股票,医药,创新药ETF广发(109.31亿)
29,159530,机器人ETF易方达,1.305,1.4,162.52,162.52,4.97,国证机器人产业指数,指数型-股票,机器人,
30,159201,自由现金流ETF华夏,1.166,0.6,153.72,153.72,1.65,国证自由现金流指数,指数型-股票,货币市场,
31,159928,消费ETF汇添富,0.652,0.46,149.7,149.7,1.31,中证主要消费指数,指数型-股票,消费,
32,510210,上证指数ETF富国,1.005,1.01,149.08,149.08,10.67,上证综合指数,指数型-股票,其他,
33,512010,医药ETF易方达,0.373,0.27,148.57,148.57,2.79,沪深300医药卫生指数,指数型-股票,医药,
34,517520,黄金股ETF永赢,2.075,1.72,143.22,143.22,8.17,中证沪深港黄金产业股票指数,指数型-股票,黄金,黄金股ETF华夏(58.58亿)
35,512690,酒ETF鹏华,0.411,0.74,132.34,132.34,2.05,中证酒指数,指数型-股票,白酒,
36,512070,证券保险ETF易方达,0.781,1.03,129.91,129.91,3.07,沪深300非银行金融指数,指数型-股票,证券,
37,159206,卫星ETF永赢,1.385,2.59,128.17,128.17,3.49,国证商用卫星通信产业指数,指数型-股票,通信,
38,159870,化工ETF鹏华,0.771,0.92,125.94,125.94,1.6,细分化工,指数型-股票,化工,
39,513630,XD港股低波红利ETF摩根,1.551,0.45,113.38,113.38,1.17,标普港股通低波红利指数,指数型-股票,红利,
