排名,代码,名称,最新价,总市值,流通市值,行业,成交额,ROE%,营收同比%,净利润(亿),净利同比%,毛利率%
21,688256,寒武纪,1105.99,695506244308,695506244308,半导体,9771031628.0,18.05,108.1331369113,23.11,122.613513635372,55.2505731603
22,601328,交通银行,7.58,669797484410,197629091933,银行Ⅱ,1377427935.0,4.045,6.7295003299,478.74,4.037726008345,0.0
23,000333,美的集团,85.04,648799599998,585534645863,白色家电,1527387390.43,11.33,3.4561222865,264.46,1.661997971068,25.2557645483
24,601658,邮储银行,5.38,646111387787,390199567255,银行Ⅱ,756566562.0,4.8,7.2645809882,515.03,4.621353701146,0.0
25,600028,中国石化,5.14,621021261864,486491842191,炼化及贸易,956808430.0,3.06,1.9523055217,256.27,19.289670902574,19.2430394532
26,300502,新易盛,424.34,591842815698,532429475226,通信设备,15085989492.64,34.86,100.3392340098,75.29,90.984424978074,48.4397325072
27,601728,中国电信,6.25,571919616869,485185804369,通信服务,383965658.0,4.2,-3.8643498262,195.88,-14.898970046109,29.7628442917
28,688041,海光信息,232.0,539246437112,539246437112,半导体,3020682460.0,7.56,66.5195709856,17.98,49.691219941746,55.2090490096
29,601998,中信银行,8.94,497467750640,364421213626,银行Ⅱ,381639233.0,4.805,3.0507963718,376.02,3.081309282307,0.0
30,603259,药明康德,160.49,486878041962,396936746681,医疗服务,6043371663.0,13.19,38.9349828598,110.8,29.427935686791,53.9094753581
31,002371,北方华创,665.5,482946162600,482544522037,半导体,4915100531.85,8.58,24.9038763685,33.7,5.051223129423,40.0682862059
32,688347,华虹宏力,220.9,426004499995,90071975000,半导体,2666008852.0,0.86,19.4147741706,3.99,436.692371841556,19.4457765387
33,600030,中信证券,26.16,408730961066,318538573480,证券Ⅱ,1962124146.0,7.81,50.0035284024,233.43,69.601525447949,0.0
34,002475,立讯精密,52.13,403500785557,381984414563,消费电子,3094501917.26,8.76,40.1605518581,78.43,18.036983291456,11.7785360877
35,688235,百济神州,255.41,393915058079,29386263957,化学制药,623523891.0,9.9,26.8363500983,32.71,627.147475232556,89.4529871532
36,601869,长飞光纤,467.03,386656522589,189772182787,通信设备,6041105484.0,19.22,53.637732146,29.25,888.878405244955,53.3612070059
37,601166,兴业银行,17.75,375640756356,375640756356,银行Ⅱ,1158732072.0,4.79,-0.2543953358,411.31,-4.659140956399,0.0
38,603993,洛阳钼业,17.35,371191281554,302945611754,工业金属,3274861658.0,18.29,42.7839090612,161.52,86.272667882062,23.0090744347
39,600183,生益科技,146.03,354707405930,352187685588,元件,12791538670.0,18.17,50.0454791459,32.87,130.423998654866,30.6922750301
40,002384,东山精密,193.53,354471005668,268294843052,元件,11502149273.91,12.88,63.9481879305,29.57,290.089113632119,20.1513507952
41,601319,中国人保,7.69,340082487583,272977748123,保险Ⅱ,395992324.0,11.2,9.5986593172,367.45,38.503580851866,0.0
42,688012,中微公司,351.23,336422967888,330927865657,半导体,4459409357.0,11.56,34.8886347323,28.25,300.216524117415,39.7417373409
43,601601,中国太保,31.88,306696485585,218219921585,保险Ⅱ,623500861.0,9.7,5.8056021068,307.75,10.36399497938,0.0
44,601211,国泰海通,17.32,304503923659,232938828096,证券Ⅱ,1055200594.0,6.12,97.5628794336,202.6,28.736487658757,0.0
45,300394,天孚通信,277.65,302867587071,302190941805,通信设备,12686236587.43,19.6,15.1492291388,12.04,33.922353315318,60.8695979509
46,600000,浦发银行,9.06,301750894998,301750894998,银行Ⅱ,414887057.0,3.96,3.5534844687,309.51,4.082456199348,0.0
47,002415,海康威视,32.45,297400081798,293545740890,计算机设备,1074951615.76,9.17,11.9673178084,78.96,39.565445501572,49.9672613158
48,600150,中国船舶,38.96,293198205380,293198205380,航海装备Ⅱ,4568270521.0,6.71,26.005331272,99.54,163.508688638198,17.3661199239
49,600276,恒瑞医药,43.23,286926150553,275764268305,化学制药,1528878279.0,8.04,-1.9390022608,44.65,0.344554541292,86.3263460861
50,300059,东方财富,18.09,286223595739,242267895658,证券Ⅱ,2390829789.21,8.46,53.220189051,80.64,44.848976215289,74.3927594104
51,000858,五 粮 液,69.13,268335561386,268329020720,白酒Ⅱ,813663136.31,7.14,20.87072874,87.53,89.29986131838,80.2949204402
52,002916,深南电路,383.68,261349999170,255074089776,元件,2813574594.23,12.43,46.3282888807,22.51,65.546280171141,31.0149106719
53,603986,兆易创新,369.88,260384951419,248085294791,半导体,8714997155.0,23.13,178.6722977786,68.57,1091.4990564908,63.1304509177
54,300408,三环集团,128.01,255599944274,239353893838,元件,4979508671.12,8.61,54.824030357,19.32,56.17646712233,44.3196613034
55,688820,盛合晶微,133.39,248475436799,23063483550,半导体,1608519398.0,2.8,7.2006133293,4.49,3.326089767472,30.1400071353
56,601919,中远海控,16.27,248412360641,204294856421,航运港口,1436282887.0,5.7,2.5870029553,134.19,-23.47827216587,18.3392709861
57,601225,陕西煤业,25.42,246446900000,246446900000,煤炭开采,593098745.0,10.9,1.1692536077,112.72,47.574576296288,33.3593436248
58,688808,联讯仪器,2371.0,243422667457,45751157424,通用设备,2225106884.0,31.1,208.7055946128,5.67,902.997918255574,70.7942535034
59,002714,牧原股份,41.28,238309280824,135419011930,养殖业,1259805167.85,-7.48,-22.3016379839,-60.78,-157.717224941595,-1.5756373647
60,002463,沪电股份,123.48,237620409549,237433732361,元件,5588944563.23,17.38,61.1682833526,29.23,73.722061163793,38.7155693432
61,688008,澜起科技,194.33,237187153621,222462089366,半导体,5298370282.0,10.72,26.6585396711,19.97,72.325559587892,65.3126948791
62,601816,京沪高铁,4.76,232886233801,232886233801,铁路公路,517683983.0,3.21,3.9425045373,67.71,7.206589578335,45.360774803
63,000338,潍柴动力,26.65,230261879550,132087861271,汽车零部件,3524320366.01,8.0,8.847564221,77.01,36.463711828511,21.463923593
64,002142,宁波银行,34.59,228418205495,228272701311,银行Ⅱ,1179355113.52,7.12,11.54467169,165.62,12.117519631736,0.0
65,000001,平安银行,11.61,225302710279,225300002746,银行Ⅱ,806153129.94,5.22,1.7755999135,256.96,3.321270607157,0.0
66,002379,宏桥控股,17.15,223483677164,19488809864,工业金属,365708161.47,30.26,11.9504272706,156.45,77.024139178251,25.3784505634
67,688498,源杰科技,1784.66,222190842817,219320693711,半导体,6030829265.0,22.1,351.4010703617,6.07,1212.19540823559,80.4246767203
68,600919,江苏银行,12.04,220949946535,220949946535,银行Ⅱ,1128036527.0,7.86,9.1107021147,218.76,8.089489422095,0.0
69,600309,万华化学,70.33,220166069457,220166069457,化学制品,1394348015.0,8.96,31.2585013331,100.63,64.354204430483,17.0841909951
70,300476,胜宏科技,222.9,219062734818,192851953241,元件,6473586058.66,11.8,28.773550864,28.57,33.300010849125,33.221347957
71,688802,沐曦股份-U,546.5,218654650000,17758288517,半导体,7175028567.0,4.53,44.6659638137,6.12,429.462930125319,57.2152440602
72,688801,C燧原-U,500.0,215175864000,8950162500,半导体,1753609323.0,0.0,279.0823773754,-6.32,-3.574832369726,30.3730795028
73,003816,中国广核,4.25,214620002136,167174595886,电力,376767172.39,4.6,-2.7578083082,61.05,2.66222662087,45.5425165845
74,000725,京东方Ａ,5.75,213004886368,203361021173,光学光电子,13293783304.98,3.82,1.8307997684,52.48,61.621332999777,15.0316321123
75,000651,格力电器,37.98,212741390043,209379675798,白色家电,1029392167.69,8.68,-8.1402149704,132.78,-7.873884093798,28.8127471778
76,002938,鹏鼎控股,90.71,210223750247,209615050498,元件,2258256839.81,3.71,5.141159863,12.84,4.109207036209,23.9752902042
77,688836,宇树科技-W,503.26,203550723748,15141945967,自动化设备,2901592151.0,9.99,48.5389986228,2.74,955.594582876599,56.0089333697
78,688072,拓荆科技,694.0,202768249380,197225984812,半导体,3696309525.0,18.11,49.060715147,13.43,1324.09901284204,41.0042896167
79,600188,兖矿能源,20.15,202242568203,120121243203,煤炭开采,664831358.0,6.87,13.0051222512,71.5,47.747879557371,30.6006985281
80,603288,海天味业,33.89,198291916541,188422321625,调味发酵品Ⅱ,210962791.0,10.07,6.0061732024,41.9,7.125124059512,41.0363120571
81,603268,松发股份,193.5,197121728084,45133834752,航海装备Ⅱ,1574803602.0,32.06,251.874251691,36.09,457.668942986394,23.6588177372
82,600690,海尔智家,20.7,192573924995,127894679348,白色家电,468182816.0,8.36,-2.7981796409,103.16,-14.266944821157,27.2293255339
83,300760,迈瑞医疗,156.8,190010150781,189831824336,医疗器械,702062818.05,12.01,5.9963299224,47.97,-5.365709111143,60.8335255872
84,600176,中国巨石,47.15,188747896725,187260328370,玻璃玻纤,17814018655.0,9.06,22.50258137,29.33,73.871870644216,42.1382635808
85,688795,摩尔线程-U,395.58,185933762081,22152480000,半导体,4695273125.0,-0.1,147.4213793771,-0.12,95.73226709201,56.9463084205
86,601898,中煤能源,14.01,185753874234,128219525604,煤炭开采,329894075.0,4.95,-1.7610159657,81.49,5.825484910589,26.9192171517
87,601985,中国核电,9.01,185317698687,170138396652,电力,488591401.0,3.05,-6.2848823048,36.41,-35.740640009377,36.4732695406
88,600025,华能水电,9.73,181280547121,181280547121,电力,174260055.0,5.91,1.4544203223,43.76,-5.049088925195,57.1891827428
89,601818,光大银行,3.05,180210930736,141540787461,银行Ⅱ,491149540.0,3.28,-4.3235535059,187.11,-24.006985622614,0.0
90,601066,中信建投,23.19,179877752342,150634611302,证券Ⅱ,267668408.0,8.27,51.1077143242,76.39,69.437027116444,0.0
91,601336,新华保险,57.43,179155561238,119766781296,保险Ⅱ,572406331.0,18.87,18.8703759227,227.93,54.017163321846,0.0
92,300433,蓝思科技,33.44,176521094693,165589462553,消费电子,2257485091.65,1.05,-12.4203656668,5.77,-49.521477587713,16.4258831472
93,601668,中国建筑,4.27,176438067196,176438067196,房屋建设Ⅱ,733916736.0,4.61,-11.9615548688,230.0,-24.340999953882,10.2935341527
94,601872,招商轮船,21.85,176428666269,176428666269,航运港口,3523737431.0,15.61,56.1524780529,69.6,227.572453273364,44.9779229906
95,600406,国电南瑞,21.95,176297047624,175779466756,电网设备,407029736.0,5.73,14.5359559071,30.73,4.08163089096,25.3392957491
96,300274,阳光电源,84.67,175538811270,134415883488,光伏设备,2644200730.5,10.73,-28.9913921923,52.59,-32.012976909209,35.92153915
97,300604,长川科技,267.15,172467283127,130764097123,半导体,3913144553.76,18.52,59.7153807171,9.64,125.672896733861,55.482024293
98,601766,中国中车,5.95,170758241324,144750398386,轨交设备Ⅱ,504391458.0,4.54,9.956998576,79.91,10.280413688099,22.2659912397
99,600989,宝丰能源,23.23,170353952800,170353952800,化学原料,1489512121.0,18.61,32.3321115262,97.28,70.137377080532,43.5632332124
100,301377,鼎泰高科,399.2,169278737653,39465284853,通用设备,1048769994.71,23.27,114.8532705135,6.79,325.11511168433,55.9236303489
101,002352,顺丰控股,,,,,,,,,,
102,600031,三一重工,,,,,,,,,,
103,601688,华泰证券,,,,,,,,,,
104,301666,大普微-UW,,,,,,,,,,
105,600487,亨通光电,,,,,,,,,,
106,600547,山东黄金,,,,,,,,,,
107,000776,广发证券,,,,,,,,,,
108,302132,中航成飞,,,,,,,,,,
109,601600,中国铝业,,,,,,,,,,
110,600362,江西铜业,,,,,,,,,,
111,600887,伊利股份,,,,,,,,,,
112,600930,华电新能,,,,,,,,,,
