排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%,MA20,MA60,双均线多头,价距MA20%,量比,量比30,成交额(亿),PE5年分位%,PB5年分位%,行业,入选标签
22,601328,交通银行,87.87,101.88,107.52,93.17,103.83,86.39,7.58,0.0,6.87,94.23,0.57,67.04,7.337,6.995,1.0,3.31,1.08,1.17,13.77,93.39,84.55,银行Ⅱ,三周期共振超买 / 高位+估值顶区
36,601869,长飞光纤,94.44,111.16,61.57,93.32,96.45,53.43,467.03,1.31,112.32,89.61,23.63,98.69,419.598,392.585,1.0,11.3,0.92,0.9,60.41,82.98,97.85,通信设备,高位+估值顶区
94,601872,招商轮船,85.16,109.88,92.28,48.84,96.25,70.57,21.85,10.02,16.27,54.47,3.77,99.91,19.43,17.51,1.0,12.45,0.92,1.38,35.24,79.17,99.83,航运港口,三周期共振超买 / 高位+估值顶区
45,300394,天孚通信,84.65,97.54,49.27,66.33,86.15,43.35,277.65,3.41,130.42,96.6,48.47,98.06,259.613,246.335,1.0,6.95,1.12,0.99,126.86,94.05,96.61,通信设备,高位+估值顶区
72,688801,C燧原-U,115.39,,,,,,500.0,4.82,-181.47,20.0,81.39,100.0,,,,,,,17.54,20.0,100.0,半导体,高位+估值顶区
78,688072,拓荆科技,110.87,28.93,53.71,98.76,1.29,58.02,694.0,2.13,93.22,44.73,15.95,90.4,653.804,698.041,0.0,6.15,1.1,1.02,36.96,44.73,90.4,半导体,高位+估值顶区
54,300408,三环集团,95.03,82.06,53.89,98.72,59.8,54.03,128.01,-1.44,77.14,97.49,11.29,98.63,115.83,121.373,0.0,10.52,0.7,0.69,49.8,95.62,97.6,元件,高位+估值顶区
67,688498,源杰科技,89.5,92.6,76.96,91.31,71.25,62.9,1784.66,1.93,295.57,53.52,70.72,98.13,1616.438,1548.618,1.0,10.41,1.29,0.92,60.31,53.52,98.13,半导体,高位+估值顶区
31,002371,北方华创,94.64,9.74,39.34,77.44,-4.7,50.82,665.5,0.39,84.97,42.51,11.91,78.58,669.377,729.758,0.0,-0.58,1.18,1.03,49.15,73.39,89.17,半导体,高位+估值顶区
21,688256,寒武纪,83.17,27.03,40.71,80.49,10.05,48.54,1105.99,-2.64,208.73,78.64,51.31,89.05,1063.915,1187.762,0.0,3.95,0.89,0.77,97.71,73.55,86.45,半导体,高位+估值顶区
