日期,总市值_亿,流通市值_亿,活跃市值_亿,成交额_亿,加权换手率%,上涨家数,下跌家数,平盘家数,涨停家数,跌停家数,上涨占比%,中位涨跌幅%,平均换手率%,量能温度,宽度温度,综合温度,温度档位
2026-09-17,1278347.0,980180.0,18329.0,18365.0,1.87,2576,2820,158,67,4,47.7,-0.08,2.76,71.8,47.7,59.8,温和
