排名,代码,名称,最新价,涨跌幅%,场内规模(亿),流通规模(亿),成交额(亿),跟踪标的,基金类型,主题,同指数其他ETF
22,515450,红利低波50ETF南方,1.4,-0.28,195.79,195.79,1.54,标普中国A股大盘红利低波50指数,指数型-股票,红利,
23,562500,机器人ETF华夏,1.016,-0.49,187.98,187.98,4.11,中证机器人指数,指数型-股票,机器人,机器人ETF天弘(64.61亿)
24,159530,机器人ETF易方达,1.42,-0.77,187.39,187.39,6.32,国证机器人产业指数,指数型-股票,机器人,
25,159992,创新药ETF银华,0.919,-0.33,183.11,183.11,9.36,中证创新药产业指数,指数型-股票,医药,创新药ETF广发(122.44亿)
26,515180,红利ETF易方达,1.424,0.21,181.3,181.3,2.48,中证红利指数,指数型-股票,红利,中证红利ETF招商(116.52亿)
27,515050,通信ETF华夏,1.048,3.05,180.37,180.37,12.74,中证5G通信主题指数,指数型-股票,通信,
28,159781,科创创业ETF易方达,1.143,1.42,179.29,179.29,4.73,中证科创创业50指数,指数型-股票,科创板,科创创业50ETF华夏(60.68亿)
29,510180,上证180ETF华安,4.03,0.3,178.03,178.03,0.48,上证180指数,指数型-股票,上证180,
30,517520,黄金股ETF永赢,2.075,1.52,171.13,171.13,13.64,中证沪深港黄金产业股票指数,指数型-股票,黄金,
31,510210,上证指数ETF富国,1.008,0.5,167.34,167.34,8.16,上证综合指数,指数型-股票,其他,
32,159201,自由现金流ETF华夏,1.186,-0.08,167.22,167.22,2.27,国证自由现金流指数,指数型-股票,货币市场,
33,512010,医药ETF易方达,0.401,-0.5,166.08,166.08,5.61,沪深300医药卫生指数,指数型-股票,医药,
34,159928,消费ETF汇添富,0.683,0.29,161.44,161.44,3.77,中证主要消费指数,指数型-股票,消费,
35,159206,卫星ETF永赢,1.43,2.07,151.38,151.38,7.35,国证商用卫星通信产业指数,指数型-股票,通信,
36,512690,酒ETF鹏华,0.446,1.13,148.08,148.08,8.6,中证酒指数,指数型-股票,白酒,
37,512070,证券保险ETF易方达,0.793,0.38,147.76,147.76,4.7,沪深300非银行金融指数,指数型-股票,证券,
38,159870,化工ETF鹏华,0.819,0.0,147.67,147.67,4.9,细分化工,指数型-股票,化工,
39,515220,煤炭ETF国泰,1.248,-1.03,142.36,142.36,6.33,中证煤炭指数,指数型-股票,煤炭,
40,513630,港股低波红利ETF摩根,1.562,-1.33,116.95,116.95,5.02,标普港股通低波红利指数,指数型-股票,红利,
41,512760,芯片ETF国泰,1.159,1.67,109.63,109.63,4.27,中华交易服务半导体芯片行业人民币指数,指数型-股票,半导体,
42,159611,电力ETF广发,1.062,-0.65,104.45,104.45,3.95,中证全指电力公用事业指数,指数型-股票,电力,
43,516650,有色金属ETF华夏,1.892,1.07,101.1,101.1,2.1,细分有色,指数型-股票,有色金属,
44,560860,工业有色ETF万家,1.664,0.73,98.33,98.33,4.77,中证工业有色金属主题指数,指数型-股票,有色金属,有色金属ETF天弘(69.5亿)
45,512800,银行ETF华宝,0.8,0.0,95.56,95.56,5.9,中证银行指数,指数型-股票,银行,
46,159852,软件ETF嘉实,0.721,-0.69,94.12,94.12,5.5,中证软件服务指数,指数型-股票,计算机,
47,159869,游戏ETF华夏,1.14,0.62,93.18,93.18,3.74,中证动漫游戏指数,指数型-股票,传媒,
48,159755,电池ETF广发,0.984,0.31,88.52,88.52,2.74,国证新能源车电池指数,指数型-股票,新能源,
49,563300,中证2000ETF华泰柏瑞,1.438,1.7,75.87,75.87,7.41,中证2000指数,指数型-股票,中证2000,
50,512710,军工龙头ETF富国,0.628,0.64,74.08,74.08,1.54,中证军工龙头指数,指数型-股票,军工,
51,159307,红利低波100ETF博时,1.029,-0.1,72.31,72.31,0.71,中证红利低波动100指数,指数型-股票,红利,
52,159363,创业板人工智能ETF华宝,1.253,2.2,71.2,71.2,10.36,创业板人工智能指数,指数型-股票,人工智能,
53,516150,稀土ETF嘉实,1.797,0.56,68.94,68.94,1.27,中证稀土产业指数,指数型-股票,有色金属,
54,512660,军工ETF国泰,1.156,0.7,67.11,67.11,2.24,中证军工指数,指数型-股票,军工,
55,159263,价值ETF易方达,1.146,-0.17,66.79,66.79,2.29,国证价值100指数,指数型-股票,价值,
56,159851,金融科技ETF华宝,0.638,0.16,65.87,65.87,2.5,中证金融科技主题指数,指数型-股票,其他,
57,159865,养殖ETF国泰,0.543,0.18,64.57,64.57,1.34,中证畜牧养殖指数,指数型-股票,农业,
58,515980,人工智能ETF华富,1.063,1.33,61.79,61.79,1.81,中证人工智能产业指数,指数型-股票,人工智能,
59,512950,央企改革ETF华夏,1.524,0.33,61.7,61.7,0.12,中证央企结构调整指数,指数型-股票,央企国企,
60,159796,电池ETF汇添富,0.894,1.02,61.61,61.61,1.36,中证电池主题指数,指数型-股票,新能源,
61,159967,创业板成长ETF华夏,0.821,2.63,59.74,59.74,5.55,创业板动量成长指数,指数型-股票,成长,
62,588220,科创100ETF鹏华,1.82,1.9,58.25,58.25,5.34,上证科创板100指数,指数型-股票,科创板,
