排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%,MA20,MA60,双均线多头,价距MA20%,量比,量比30,成交额(亿),PE5年分位%,PB5年分位%,行业
1,00700,腾讯控股,-3.01,20.9,4.71,16.07,52.91,7.85,433.0,-1.19,14.77,,3.01,,450.7,453.243,0.0,-3.93,0.86,0.72,75.98,,,
2,00005,汇丰控股,75.7,61.48,88.99,55.56,60.73,91.26,163.5,0.55,14.89,,2.07,,161.895,156.58,1.0,0.99,1.78,1.18,22.89,,,
3,01398,工商银行,63.35,92.86,91.03,94.99,91.92,89.58,7.54,-1.89,6.35,,0.59,,7.389,7.103,1.0,2.11,0.84,0.99,13.03,,,
4,03750,宁德时代,-2.27,10.91,28.24,-3.45,33.55,43.13,567.5,0.53,27.25,,6.01,,625.825,644.383,0.0,-9.32,0.71,0.85,10.1,,,
5,00939,建设银行,81.9,98.95,96.64,103.41,97.52,96.68,9.56,-1.09,6.37,,0.61,,9.116,8.736,1.0,4.93,0.86,1.02,23.68,,,
6,01288,农业银行,71.74,90.94,91.97,103.99,87.07,85.23,6.39,-2.81,6.63,,0.68,,6.147,5.885,1.0,4.03,0.97,1.11,5.94,,,
7,09988,阿里巴巴-W,1.46,54.16,17.78,2.41,79.38,18.19,107.5,-2.18,25.16,,1.7,,118.915,112.013,1.0,-9.6,0.84,0.71,75.56,,,
8,03988,中国银行,89.64,103.12,99.14,102.36,100.75,98.64,5.95,-0.83,6.79,,0.61,,5.499,5.312,1.0,8.2,0.63,1.04,11.34,,,
9,00857,中国石油股份,31.96,99.33,37.76,49.66,106.19,37.29,10.02,-0.79,9.15,,0.97,,9.872,9.616,1.0,1.5,0.66,0.56,4.52,,,
10,00941,中国移动,6.17,42.73,27.48,8.07,60.99,32.83,79.25,-0.31,11.44,,1.02,,81.065,80.508,1.0,-2.24,0.91,0.73,8.12,,,
11,03968,招商银行,97.18,93.69,87.82,107.32,78.74,69.84,51.9,0.29,7.6,,0.99,,49.312,48.057,1.0,5.25,1.08,1.46,8.6,,,
12,00883,中国海洋石油,25.71,107.14,31.95,48.44,117.98,29.7,24.74,-1.12,7.46,,1.19,,24.565,23.359,1.0,0.71,0.73,0.58,9.02,,,
13,03308,中际旭创,7.39,28.64,,13.36,47.79,,995.0,-0.1,50.32,,24.18,,1079.7,,,-7.84,0.73,,13.41,,,
14,02318,中国平安,57.04,82.39,14.8,40.93,84.78,11.51,56.95,2.71,5.69,,0.87,,55.96,55.412,1.0,1.77,1.33,1.78,34.15,,,
15,01088,中国神华,8.35,96.19,51.05,49.42,113.14,52.74,44.78,-1.67,15.57,,1.84,,44.537,43.13,1.0,0.55,0.74,0.83,3.31,,,
16,02899,紫金矿业,16.47,89.11,36.5,11.31,107.87,26.33,36.34,1.51,12.57,,4.16,,36.542,32.922,1.0,-0.55,0.84,0.67,14.18,,,
17,02628,中国人寿,81.65,86.44,41.82,95.07,67.43,39.01,29.92,-0.2,3.01,,1.11,,28.36,28.472,0.0,5.5,0.8,0.89,14.34,,,
18,01299,友邦保险,90.96,71.6,20.21,88.9,54.28,17.12,77.3,1.71,12.84,,2.51,,74.138,74.693,0.0,4.27,0.73,0.71,16.31,,,
19,01211,比亚迪股份,-1.89,51.15,43.3,1.43,94.59,45.7,85.7,0.53,23.47,,2.83,,90.07,86.898,1.0,-4.85,0.66,0.96,14.74,,,
20,00300,美的集团,77.61,98.73,103.48,76.38,98.85,95.76,100.5,0.55,15.16,,3.12,,97.868,92.939,1.0,2.69,0.84,1.1,5.02,,,
21,01810,小米集团-W,15.11,59.49,33.64,29.42,68.58,25.67,27.44,-2.21,18.9,,2.28,,27.275,26.304,1.0,0.6,1.12,0.67,32.44,,,
22,03328,交通银行,81.79,97.49,99.78,105.94,95.0,97.4,7.86,-0.88,6.28,,0.52,,7.497,7.279,1.0,4.84,0.67,1.0,2.19,,,
