排名,代码,名称,最新价,涨跌幅%,总市值(亿港元),成交额(亿港元),PE_TTM,PB_MRQ,ROE%,营收同比%,净利润(亿),净利同比%,毛利率%
21,01810,小米集团-W,27.44,-2.21,7068.33,32.44,18.9,2.28,5.2939105732,0.0,0.0,0.0,0.0
22,03328,交通银行,7.86,-0.88,6945.39,2.19,6.28,0.52,3.737201525,0.0,0.0,0.0,0.0
23,01658,邮储银行,5.38,-2.71,6461.11,4.33,6.33,0.54,4.3711714694,0.0,0.0,0.0,0.0
24,09999,网易,183.0,-2.03,5872.03,10.98,15.88,3.05,10.7852666043,0.0,0.0,0.0,0.0
25,00981,中芯国际,68.05,-0.29,5825.86,21.6,71.73,2.95,2.904731861,0.0,0.0,0.0,0.0
26,02359,药明康德,192.2,-0.77,5736.03,7.2,23.02,5.94,13.5914693084,0.0,0.0,0.0,0.0
27,00386,中国石油化工股份,4.725,-0.53,5713.73,3.9,14.11,0.59,3.1847966031,0.0,0.0,0.0,0.0
28,02388,中银香港,52.1,-1.04,5508.42,6.01,13.21,1.53,6.5877436166,0.0,0.0,0.0,0.0
29,02513,智谱,1108.0,-0.81,5159.1,32.69,-103.01,97.14,112.7113004271,0.0,0.0,0.0,0.0
30,00388,香港交易所,403.4,-0.25,5114.45,9.66,25.83,8.43,17.7907965287,0.0,0.0,0.0,0.0
31,02888,渣打集团,233.4,1.04,5094.9,1.61,12.06,1.41,6.6700750452,0.0,0.0,0.0,0.0
32,03690,美团-W,77.65,-1.4,4795.26,24.23,-11.24,2.46,-2.9180030463,0.0,0.0,0.0,0.0
33,09633,农夫山泉,41.52,-0.67,4669.53,1.6,24.02,10.91,23.192367081500002,0.0,0.0,0.0,0.0
34,02475,立讯精密,60.25,-5.27,4662.04,1.65,23.17,4.11,8.785947626899999,0.0,0.0,0.0,0.0
35,00998,中信银行,8.355,-1.24,4649.15,3.3,5.71,0.54,4.4222819408,0.0,0.0,0.0,0.0
36,02259,紫金黄金国际,160.2,7.09,4287.5,14.8,21.7,5.85,16.3776706455,0.0,0.0,0.0,0.0
37,00728,中国电信,4.63,-2.73,4236.78,2.83,12.44,0.78,4.2002292243,0.0,0.0,0.0,0.0
38,06030,中信证券,26.78,1.44,4184.18,3.99,9.28,1.17,6.958091817000001,0.0,0.0,0.0,0.0
39,02328,中国财险,17.45,1.16,3881.36,7.25,7.05,1.11,10.954071993800001,0.0,0.0,0.0,0.0
40,00267,中信股份,13.27,-1.7,3860.28,2.58,5.54,0.42,4.2655899518,0.0,0.0,0.0,0.0
41,00992,联想集团,30.54,-0.2,3788.38,26.19,60.67,6.7,-8.1975118141,0.0,0.0,0.0,0.0
42,03993,洛阳钼业,16.62,3.49,3555.73,4.44,11.25,3.44,18.7382109913,0.0,0.0,0.0,0.0
43,06160,百济神州,218.2,-0.55,3365.27,6.54,65.68,8.29,9.7400031378,0.0,0.0,0.0,0.0
44,00016,新鸿基地产,115.3,0.44,3341.14,5.6,15.19,0.54,1.6533406048000001,0.0,0.0,0.0,0.0
45,03986,兆易创新,466.8,-1.14,3286.14,7.27,36.16,7.63,24.3618478864,0.0,0.0,0.0,0.0
46,06809,澜起科技,258.4,-1.3,3153.87,6.06,90.01,12.75,11.5991871723,0.0,0.0,0.0,0.0
47,01276,恒瑞医药,46.16,1.45,3063.73,1.98,34.82,4.13,7.102739472,0.0,0.0,0.0,0.0
48,02601,中国太保,31.12,1.97,2993.85,4.6,4.67,0.81,9.9060255352,0.0,0.0,0.0,0.0
49,01339,中国人民保险集团,6.145,2.76,2717.56,3.04,4.18,0.69,11.5194857125,0.0,0.0,0.0,0.0
50,02338,潍柴动力,31.26,3.17,2700.93,7.92,18.27,2.45,8.1369210579,0.0,0.0,0.0,0.0
51,02378,保诚,106.9,1.71,2667.36,0.03,9.41,1.73,4.7795591182,0.0,0.0,0.0,0.0
52,02611,国泰海通,15.16,1.13,2665.29,2.22,7.23,0.7,5.7601224553999995,0.0,0.0,0.0,0.0
53,00001,长和,68.9,-0.51,2638.9,2.85,6.98,0.46,4.6967757312,0.0,0.0,0.0,0.0
54,01919,中远海控,17.03,1.43,2600.16,2.91,8.56,0.97,5.7476166698,0.0,0.0,0.0,0.0
55,00669,创科实业,130.6,-0.08,2386.78,5.89,23.44,4.09,10.251683098300001,0.0,0.0,0.0,0.0
56,01378,中国宏桥,23.26,2.74,2283.99,8.47,7.29,1.49,12.9546453199,0.0,0.0,0.0,0.0
57,06951,三环集团,110.3,4.45,2202.38,1.34,58.47,8.11,8.7222563948,0.0,0.0,0.0,0.0
58,03692,翰森制药,35.96,2.39,2180.67,3.76,28.63,5.01,11.6444531106,0.0,0.0,0.0,0.0
59,01109,华润置地,30.46,3.46,2172.08,16.12,8.21,0.65,3.3840657433,0.0,0.0,0.0,0.0
60,02020,安踏体育,75.85,-0.72,2121.26,5.17,11.62,2.57,13.803790331400002,0.0,0.0,0.0,0.0
61,02269,药明生物,50.7,2.97,2102.68,22.3,37.03,3.8,5.1192520988,0.0,0.0,0.0,0.0
62,01347,华虹宏力,119.8,1.96,2081.8,17.28,259.47,3.72,0.8663995917999999,0.0,0.0,0.0,0.0
63,02714,牧原股份,35.82,-1.81,2067.54,0.93,-147.9,2.27,-7.6992811818,0.0,0.0,0.0,0.0
64,09992,泡泡玛特,153.4,-0.52,2042.95,4.78,13.68,7.69,22.2264851354,0.0,0.0,0.0,0.0
65,00066,港铁公司,32.16,0.37,2001.9,1.3,8.76,0.98,8.0062750795,0.0,0.0,0.0,0.0
66,02476,胜宏科技,201.0,-0.4,1975.4,4.82,34.58,4.53,10.478419101,0.0,0.0,0.0,0.0
67,06690,海尔智家,21.18,1.53,1970.39,3.23,9.69,1.44,8.6552337484,0.0,0.0,0.0,0.0
68,00002,中电控股,76.6,0.0,1935.26,1.57,17.85,1.75,5.5000183426,0.0,0.0,0.0,0.0
69,00175,吉利汽车,17.22,0.94,1857.27,3.73,9.79,1.71,9.7138448665,0.0,0.0,0.0,0.0
70,06031,三一重工,19.57,2.35,1799.46,0.61,17.74,1.7,6.3079169081,0.0,0.0,0.0,0.0
71,01801,信达生物,102.6,0.79,1789.21,14.29,125.24,7.47,6.2497601434000005,0.0,0.0,0.0,0.0
72,00762,中国联通,5.605,0.63,1715.02,2.12,9.49,0.4,2.5538526275,0.0,0.0,0.0,0.0
73,06818,中国光大银行,2.815,-1.75,1663.26,0.8,4.43,0.28,3.0741502589,0.0,0.0,0.0,0.0
74,01038,长江基建集团,65.0,0.31,1637.75,1.11,6.51,1.11,15.4089885767,0.0,0.0,0.0,0.0
75,03288,海天味业,27.96,0.5,1635.95,0.51,19.64,3.64,10.420282621,0.0,0.0,0.0,0.0
76,06936,顺丰控股,30.9,-0.52,1624.46,0.44,13.15,1.37,5.4448505078,0.0,0.0,0.0,0.0
77,01113,长实集团,46.36,1.36,1622.5,3.03,12.27,0.41,2.1803216119,0.0,0.0,0.0,0.0
78,00788,中国铁塔,9.165,0.16,1613.12,3.33,10.62,0.68,3.6566222263,0.0,0.0,0.0,0.0
79,02423,贝壳-W,46.44,-0.51,1595.57,2.39,29.47,2.13,5.8781826801,0.0,0.0,0.0,0.0
80,06886,华泰证券,17.55,-0.34,1584.21,1.17,6.79,0.77,5.5268129494,0.0,0.0,0.0,0.0
81,01988,民生银行,3.545,-0.84,1552.09,0.78,4.72,0.23,2.8021344815,0.0,0.0,0.0,0.0
82,01816,中广核电力,3.05,1.16,1540.21,2.45,13.61,1.08,4.8075938509,0.0,0.0,0.0,0.0
83,01336,新华保险,49.16,3.54,1533.57,8.98,3.06,1.08,19.3882324921,0.0,0.0,0.0,0.0
84,01898,中煤能源,11.44,-2.14,1516.79,2.49,8.69,0.79,5.0138541572,0.0,0.0,0.0,0.0
85,01766,中国中车,5.26,-0.38,1509.56,1.09,9.53,0.74,4.584387216400001,0.0,0.0,0.0,0.0
86,02600,中国铝业,8.76,2.82,1502.78,3.49,7.53,1.54,14.892494175400001,0.0,0.0,0.0,0.0
87,09973,奇瑞汽车,25.46,-0.39,1478.87,0.25,7.29,2.37,16.3366100628,0.0,0.0,0.0,0.0
88,01888,建滔积层板,46.68,3.18,1471.1,33.53,33.47,8.02,16.6475217964,0.0,0.0,0.0,0.0
89,00027,银河娱乐,33.44,-0.06,1464.42,2.34,13.67,1.73,6.2950651365,0.0,0.0,0.0,0.0
90,03606,福耀玻璃,55.45,0.18,1447.1,1.08,15.05,3.29,10.4822414191,0.0,0.0,0.0,0.0
91,00688,中国海外发展,13.17,2.33,1441.44,5.4,11.34,0.32,1.8012087869,0.0,0.0,0.0,0.0
92,01776,广发证券,18.33,0.94,1434.29,1.36,6.67,0.9,7.0001627189999995,0.0,0.0,0.0,0.0
93,01024,快手-W,32.76,-2.62,1417.51,15.02,7.96,1.5,7.477270901200001,0.0,0.0,0.0,0.0
94,01972,太古地产,24.12,0.5,1388.71,0.63,42.08,0.51,1.3435185682,0.0,0.0,0.0,0.0
95,06869,长飞光纤光缆,164.0,-3.19,1357.76,35.62,34.43,7.21,19.3870784704,0.0,0.0,0.0,0.0
96,06099,招商证券,15.45,0.59,1343.61,0.43,6.65,0.93,7.513938946600001,0.0,0.0,0.0,0.0
97,01377,鼎泰高科,313.0,-2.19,1327.26,0.2,122.12,35.81,23.534053253299998,0.0,0.0,0.0,0.0
98,00003,香港中华煤气,7.095,-0.56,1323.92,1.46,20.8,2.2,6.0920679946,0.0,0.0,0.0,0.0
99,01171,兖矿能源,13.19,-1.49,1323.86,3.33,10.17,1.51,7.5364685554,0.0,0.0,0.0,0.0
100,00358,江西铜业股份,37.16,1.92,1286.75,2.96,9.51,1.28,10.5349612556,0.0,0.0,0.0,0.0
