排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%
1,00700,腾讯控股,38.27,57.25,9.21,21.83,58.18,2.21,457.0,1.24,15.59,,3.18,
2,03750,宁德时代,39.11,37.11,55.35,-1.37,27.7,59.83,652.5,3.74,31.33,,6.91,
3,00005,汇丰控股,61.46,66.37,93.68,28.84,69.67,98.71,162.9,1.62,14.84,,2.06,
4,01398,工商银行,104.09,87.97,85.23,113.14,74.87,74.53,7.47,0.0,6.41,,0.6,
5,00939,建设银行,112.42,94.1,92.19,110.57,75.14,78.46,9.24,0.49,6.32,,0.6,
6,09988,阿里巴巴-W,45.56,98.55,26.19,59.64,95.03,8.33,123.0,-2.54,27.76,,1.94,
7,01288,农业银行,109.87,81.61,81.72,113.87,62.92,64.03,6.28,0.16,6.67,,0.69,
8,00857,中国石油股份,103.47,92.66,36.58,108.74,66.91,34.14,10.13,1.0,10.45,,1.01,
9,00941,中国移动,58.38,87.69,54.65,43.59,81.81,44.58,82.8,0.49,11.95,,1.07,
10,03988,中国银行,115.04,87.05,92.4,112.91,64.0,85.64,5.5,1.19,6.47,,0.57,
11,03968,招商银行,110.33,80.81,58.5,97.04,75.0,47.73,49.44,0.9,7.39,,0.97,
12,00883,中国海洋石油,106.66,108.49,28.85,97.78,81.29,20.49,25.18,2.11,8.56,,1.26,
13,02899,紫金矿业,88.72,111.9,33.72,50.08,96.95,6.76,38.56,4.9,14.85,,4.59,
14,02318,中国平安,61.75,79.49,10.41,13.41,76.9,10.69,56.2,3.88,5.62,,0.86,
15,01088,中国神华,104.07,102.46,43.61,83.56,69.78,33.61,45.02,1.31,16.55,,1.74,
16,01211,比亚迪股份,100.65,95.53,56.72,76.34,86.99,42.81,93.15,1.47,27.56,,3.23,
17,02628,中国人寿,63.54,30.49,24.75,1.61,20.57,30.51,28.06,5.09,4.91,,1.17,
18,01299,友邦保险,95.48,46.03,13.42,55.12,29.43,21.62,75.15,3.3,12.48,,2.44,
19,01810,小米集团-W,111.24,70.63,30.55,86.2,55.79,14.57,29.02,4.54,19.98,,2.41,
20,00300,美的集团,70.95,94.15,86.7,69.74,94.46,72.59,96.9,-0.36,14.92,,2.8,
21,03328,交通银行,115.47,87.4,84.79,111.77,63.58,73.22,7.56,1.07,6.19,,0.51,
