排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%,MA20,MA60,双均线多头,价距MA20%,量比,量比30,成交额(亿),PE5年分位%,PB5年分位%,行业
1,00700,腾讯控股,13.28,9.93,6.55,14.95,31.42,7.85,438.4,-0.99,14.95,,3.05,,446.75,452.55,0.0,-1.87,0.51,0.43,45.92,,,
2,00005,汇丰控股,106.47,83.55,95.22,93.05,73.8,91.26,167.6,0.54,15.25,,2.12,,162.425,157.588,1.0,3.19,1.19,1.38,28.7,,,
3,01398,工商银行,46.34,90.33,89.23,75.31,101.16,89.58,7.5,-2.47,6.31,,0.59,,7.431,7.124,1.0,1.0,0.71,0.92,12.54,,,
4,03750,宁德时代,10.55,5.03,29.39,6.64,15.15,43.13,572.5,-0.35,27.49,,6.06,,619.5,641.575,0.0,-7.59,0.78,0.96,11.42,,,
5,00939,建设银行,67.51,95.87,93.73,89.42,105.73,96.68,9.54,-2.31,6.35,,0.61,,9.198,8.767,1.0,3.66,0.76,0.98,23.06,,,
6,01288,农业银行,55.86,92.11,91.23,75.87,98.97,85.23,6.38,-2.45,6.61,,0.68,,6.205,5.906,1.0,2.82,0.81,0.98,5.45,,,
7,09988,阿里巴巴-W,25.79,23.16,19.69,19.75,59.51,18.19,109.6,-0.45,25.65,,1.73,,117.375,111.993,1.0,-6.62,0.47,0.41,44.38,,,
8,03988,中国银行,75.94,97.59,96.09,89.63,105.99,98.64,5.95,-1.98,6.78,,0.6,,5.574,5.332,1.0,6.66,0.53,0.99,10.94,,,
9,00857,中国石油股份,22.67,85.93,36.69,41.95,104.97,37.29,9.96,-1.97,9.09,,0.97,,9.924,9.612,1.0,0.36,0.9,0.83,6.61,,,
10,00941,中国移动,19.94,17.17,26.55,31.36,46.25,32.83,79.1,-0.69,11.42,,1.02,,80.808,80.416,1.0,-2.11,1.17,1.02,11.34,,,
11,03308,中际旭创,79.08,57.64,,13.36,30.59,,1203.0,19.58,60.84,,29.23,,1083.0,,,11.08,2.37,,44.79,,,
