排名,代码,名称,最新价,涨跌幅%,总市值(亿港元),成交额(亿港元),PE_TTM,PB_MRQ,ROE%,营收同比%,净利润(亿),净利同比%,毛利率%
67,01347,华虹宏力,115.1,4.92,2000.12,33.37,249.29,3.57,0.8663995917999999,0.0,0.0,0.0,0.0
68,06690,海尔智家,21.12,-2.31,1964.81,1.95,9.66,1.44,8.6552337484,0.0,0.0,0.0,0.0
69,00002,中电控股,77.15,-0.13,1949.16,0.96,17.98,1.76,5.5000183426,0.0,0.0,0.0,0.0
70,06031,三一重工,19.8,-1.3,1820.61,0.35,17.95,1.72,6.3079169081,0.0,0.0,0.0,0.0
71,00175,吉利汽车,16.79,-2.84,1810.89,5.64,9.54,1.66,9.7138448665,0.0,0.0,0.0,0.0
72,01801,信达生物,101.3,-1.07,1767.53,6.39,123.72,7.37,6.2497601434000005,0.0,0.0,0.0,0.0
73,00762,中国联通,5.665,0.62,1733.38,2.56,9.6,0.4,2.5538526275,0.0,0.0,0.0,0.0
74,01038,长江基建集团,65.85,1.23,1659.16,0.95,6.59,1.12,15.4089885767,0.0,0.0,0.0,0.0
75,03288,海天味业,28.34,-0.56,1658.19,0.46,19.91,3.68,10.420282621,0.0,0.0,0.0,0.0
76,06818,中国光大银行,2.805,-2.09,1657.35,0.85,4.42,0.28,3.0741502589,0.0,0.0,0.0,0.0
77,01113,长实集团,46.92,-0.89,1642.1,1.45,12.41,0.41,2.1803216119,0.0,0.0,0.0,0.0
78,06936,顺丰控股,31.1,-1.71,1633.91,0.49,13.23,1.38,5.4448505078,0.0,0.0,0.0,0.0
79,00788,中国铁塔,9.15,0.99,1610.48,1.28,10.61,0.68,3.6566222263,0.0,0.0,0.0,0.0
80,06886,华泰证券,17.7,-2.05,1597.75,1.89,6.85,0.78,5.5268129494,0.0,0.0,0.0,0.0
81,02423,贝壳-W,45.78,-4.55,1572.89,5.72,29.05,2.1,5.8781826801,0.0,0.0,0.0,0.0
82,01766,中国中车,5.425,1.02,1556.91,0.93,9.82,0.77,4.584387216400001,0.0,0.0,0.0,0.0
83,01988,民生银行,3.54,-1.94,1549.9,0.95,4.71,0.23,2.8021344815,0.0,0.0,0.0,0.0
84,01816,中广核电力,3.04,-1.62,1535.16,0.81,13.56,1.08,4.8075938509,0.0,0.0,0.0,0.0
85,01336,新华保险,49.1,-2.96,1531.7,3.11,3.05,1.08,19.3882324921,0.0,0.0,0.0,0.0
86,02600,中国铝业,8.825,0.74,1513.93,4.82,7.59,1.56,14.892494175400001,0.0,0.0,0.0,0.0
87,01888,建滔积层板,47.68,7.82,1502.61,42.93,34.19,8.19,16.6475217964,0.0,0.0,0.0,0.0
88,03606,福耀玻璃,56.55,0.35,1475.81,2.66,15.35,3.36,10.4822414191,0.0,0.0,0.0,0.0
89,00027,银河娱乐,33.7,-0.59,1475.8,1.44,13.78,1.74,6.2950651365,0.0,0.0,0.0,0.0
90,01377,鼎泰高科,347.2,8.5,1472.28,0.55,135.47,39.72,23.534053253299998,0.0,0.0,0.0,0.0
91,01024,快手-W,33.98,0.95,1470.3,10.81,8.25,1.55,7.477270901200001,0.0,0.0,0.0,0.0
92,01898,中煤能源,11.05,-2.21,1465.08,2.41,8.4,0.76,5.0138541572,0.0,0.0,0.0,0.0
93,09973,奇瑞汽车,25.2,-0.63,1463.77,0.29,7.22,2.35,16.3366100628,0.0,0.0,0.0,0.0
94,06869,长飞光纤光缆,175.2,9.91,1450.49,40.3,36.78,7.7,19.3870784704,0.0,0.0,0.0,0.0
95,01776,广发证券,18.37,-2.03,1437.42,1.16,6.69,0.9,7.0001627189999995,0.0,0.0,0.0,0.0
96,00688,中国海外发展,12.91,-1.97,1412.98,4.08,11.11,0.31,1.8012087869,0.0,0.0,0.0,0.0
97,01972,太古地产,24.42,-1.37,1405.98,0.27,42.61,0.52,1.3435185682,0.0,0.0,0.0,0.0
98,00003,香港中华煤气,7.18,1.13,1339.78,1.16,21.05,2.23,6.0920679946,0.0,0.0,0.0,0.0
99,06099,招商证券,15.28,-1.84,1328.83,0.4,6.57,0.92,7.513938946600001,0.0,0.0,0.0,0.0
100,01171,兖矿能源,12.96,-2.56,1300.78,5.41,10.0,1.48,7.5364685554,0.0,0.0,0.0,0.0
