排名,代码,名称,最新价,涨跌幅%,总市值(亿港元),成交额(亿港元),PE_TTM,PB_MRQ,ROE%,营收同比%,净利润(亿),净利同比%,毛利率%
1,00700,腾讯控股,438.4,-0.99,39908.25,45.92,14.95,3.05,9.9663537853,0.0,0.0,0.0,0.0
2,00005,汇丰控股,167.6,0.54,28760.3,28.7,15.25,2.12,7.4073136207,0.0,0.0,0.0,0.0
3,01398,工商银行,7.505,-2.47,26748.29,12.54,6.31,0.59,4.052663012,0.0,0.0,0.0,0.0
4,03750,宁德时代,572.5,-0.35,26488.26,11.42,27.49,6.06,12.0827161258,0.0,0.0,0.0,0.0
5,00939,建设银行,9.535,-2.31,24943.6,23.06,6.35,0.61,4.5376835478999995,0.0,0.0,0.0,0.0
6,01288,农业银行,6.38,-2.45,22328.92,5.45,6.61,0.68,4.4593032714000005,0.0,0.0,0.0,0.0
7,09988,阿里巴巴-W,109.6,-0.45,21793.95,44.38,25.65,1.73,0.9987987878,0.0,0.0,0.0,0.0
8,03988,中国银行,5.945,-1.98,19155.53,10.94,6.78,0.6,4.0097334841,0.0,0.0,0.0,0.0
9,00857,中国石油股份,9.96,-1.97,18228.89,6.61,9.09,0.97,6.3861639668,0.0,0.0,0.0,0.0
10,00941,中国移动,79.1,-0.69,17157.53,11.34,11.42,1.02,5.4714246401999995,0.0,0.0,0.0,0.0
11,03308,中际旭创,1203.0,19.58,14170.25,44.79,60.84,29.23,39.213740819499996,0.0,0.0,0.0,0.0
12,03968,招商银行,51.9,-2.72,13089.1,5.14,7.6,0.99,5.8401593944,0.0,0.0,0.0,0.0
13,00883,中国海洋石油,24.88,-0.72,11825.45,13.94,7.5,1.2,10.346972879299999,0.0,0.0,0.0,0.0
14,02318,中国平安,56.25,-1.57,10185.55,16.71,5.62,0.86,9.1284065146,0.0,0.0,0.0,0.0
15,01088,中国神华,44.66,-2.36,9686.5,7.14,15.53,1.83,6.342903654400001,0.0,0.0,0.0,0.0
16,02899,紫金矿业,35.92,-1.86,9551.38,9.11,12.42,4.11,20.0147693811,0.0,0.0,0.0,0.0
17,02628,中国人寿,30.56,-1.1,8637.69,16.89,3.08,1.13,21.35749495,0.0,0.0,0.0,0.0
18,01299,友邦保险,77.1,-0.52,7977.26,9.72,12.81,2.5,10.2330680139,0.0,0.0,0.0,0.0
19,01211,比亚迪股份,84.5,-1.92,7704.03,11.72,23.14,2.79,4.861201831100001,0.0,0.0,0.0,0.0
20,00300,美的集团,99.65,-1.14,7602.41,2.67,15.03,3.1,12.1289184915,0.0,0.0,0.0,0.0
21,01810,小米集团-W,27.5,-3.31,7083.8,47.42,18.94,2.28,5.2939105732,0.0,0.0,0.0,0.0
22,03328,交通银行,7.88,-1.31,6963.07,2.4,6.3,0.52,3.737201525,0.0,0.0,0.0,0.0
23,01658,邮储银行,5.375,-1.92,6455.11,2.17,6.32,0.54,4.3711714694,0.0,0.0,0.0,0.0
24,09999,网易,187.7,-0.74,6022.84,13.64,16.29,3.13,10.7852666043,0.0,0.0,0.0,0.0
25,00981,中芯国际,68.3,1.64,5847.97,38.87,72.0,2.96,2.904731861,0.0,0.0,0.0,0.0
26,02359,药明康德,191.7,0.31,5744.04,3.86,23.05,5.92,13.5914693084,0.0,0.0,0.0,0.0
27,00386,中国石油化工股份,4.725,-1.36,5713.73,4.09,14.11,0.59,3.1847966031,0.0,0.0,0.0,0.0
28,02388,中银香港,52.8,-0.09,5582.43,5.43,13.39,1.55,6.5877436166,0.0,0.0,0.0,0.0
29,02888,渣打集团,239.6,0.93,5228.45,1.63,12.38,1.45,6.6700750452,0.0,0.0,0.0,0.0
30,00388,香港交易所,404.0,-1.17,5122.06,7.14,25.87,8.44,17.7907965287,0.0,0.0,0.0,0.0
31,03690,美团-W,80.05,-2.08,4943.48,17.65,-11.59,2.54,-2.9180030463,0.0,0.0,0.0,0.0
32,02475,立讯精密,61.4,4.07,4751.06,2.45,23.61,4.19,8.785947626899999,0.0,0.0,0.0,0.0
33,02513,智谱,1018.0,-5.3,4740.04,58.75,-94.64,89.25,112.7113004271,0.0,0.0,0.0,0.0
34,09633,农夫山泉,41.84,-1.32,4705.52,1.13,24.2,11.0,23.192367081500002,0.0,0.0,0.0,0.0
35,00998,中信银行,8.28,-2.42,4607.42,4.15,5.65,0.54,4.4222819408,0.0,0.0,0.0,0.0
36,02259,紫金黄金国际,159.7,-1.96,4274.11,7.82,21.64,5.84,16.3776706455,0.0,0.0,0.0,0.0
37,00728,中国电信,4.58,-1.61,4191.03,3.45,12.31,0.77,4.2002292243,0.0,0.0,0.0,0.0
38,06030,中信证券,26.78,-1.83,4184.18,2.01,9.28,1.17,6.958091817000001,0.0,0.0,0.0,0.0
39,00992,联想集团,32.36,-0.12,4017.42,19.74,64.34,7.1,-8.1975118141,0.0,0.0,0.0,0.0
40,00267,中信股份,13.6,-2.23,3956.28,2.72,5.68,0.43,4.2655899518,0.0,0.0,0.0,0.0
41,02328,中国财险,17.23,-1.82,3832.43,4.67,6.96,1.1,10.954071993800001,0.0,0.0,0.0,0.0
42,03993,洛阳钼业,16.37,-0.49,3502.25,3.05,11.08,3.39,18.7382109913,0.0,0.0,0.0,0.0
43,03986,兆易创新,491.6,5.77,3460.72,15.3,38.08,8.04,24.3618478864,0.0,0.0,0.0,0.0
44,00016,新鸿基地产,119.2,-0.25,3454.15,5.2,15.7,0.56,1.6533406048000001,0.0,0.0,0.0,0.0
45,06809,澜起科技,279.0,6.65,3405.3,11.35,97.19,13.76,11.5991871723,0.0,0.0,0.0,0.0
46,06160,百济神州,215.2,-2.54,3319.0,6.64,64.77,8.18,9.7400031378,0.0,0.0,0.0,0.0
47,01276,恒瑞医药,46.94,0.95,3115.5,2.21,35.41,4.2,7.102739472,0.0,0.0,0.0,0.0
48,02601,中国太保,30.28,-3.81,2913.04,3.69,4.54,0.79,9.9060255352,0.0,0.0,0.0,0.0
49,02338,潍柴动力,32.96,2.55,2847.82,8.16,19.27,2.58,8.1369210579,0.0,0.0,0.0,0.0
50,02378,保诚,108.4,-1.54,2703.67,0.15,9.53,1.75,4.7795591182,0.0,0.0,0.0,0.0
51,01339,中国人民保险集团,6.055,-3.12,2677.76,3.65,4.12,0.68,11.5194857125,0.0,0.0,0.0,0.0
52,02611,国泰海通,15.1,-2.08,2654.74,1.94,7.2,0.7,5.7601224553999995,0.0,0.0,0.0,0.0
53,00001,长和,69.25,-0.86,2652.31,2.59,7.02,0.46,4.6967757312,0.0,0.0,0.0,0.0
54,09888,百度集团-W,91.4,-4.69,2487.93,30.51,-67.85,0.8,2.1424243888,0.0,0.0,0.0,0.0
55,01919,中远海控,16.27,0.31,2484.12,2.3,8.18,0.92,5.7476166698,0.0,0.0,0.0,0.0
56,00669,创科实业,133.5,-0.96,2439.78,4.63,23.96,4.18,10.251683098300001,0.0,0.0,0.0,0.0
57,06951,三环集团,121.0,12.14,2416.03,1.96,64.14,8.89,8.7222563948,0.0,0.0,0.0,0.0
58,02714,牧原股份,39.88,1.94,2301.86,2.32,-164.67,2.53,-7.6992811818,0.0,0.0,0.0,0.0
59,01378,中国宏桥,23.16,-1.03,2274.17,3.81,7.26,1.48,12.9546453199,0.0,0.0,0.0,0.0
60,03692,翰森制药,36.28,0.11,2200.07,2.38,28.89,5.06,11.6444531106,0.0,0.0,0.0,0.0
61,01109,华润置地,29.88,-2.03,2130.72,8.74,8.06,0.63,3.3840657433,0.0,0.0,0.0,0.0
62,02476,胜宏科技,216.2,9.47,2124.78,10.9,37.19,4.87,10.478419101,0.0,0.0,0.0,0.0
63,02020,安踏体育,75.85,-0.33,2121.26,2.8,11.62,2.57,13.803790331400002,0.0,0.0,0.0,0.0
64,09992,泡泡玛特,156.2,1.43,2080.24,9.32,13.93,7.84,22.2264851354,0.0,0.0,0.0,0.0
65,00066,港铁公司,33.12,0.55,2061.66,1.14,9.03,1.01,8.0062750795,0.0,0.0,0.0,0.0
66,02269,药明生物,48.48,-1.42,2014.21,13.19,35.47,3.63,5.1192520988,0.0,0.0,0.0,0.0
