排名,代码,名称,最新价,涨跌幅%,场内规模(亿),流通规模(亿),成交额(亿),跟踪标的,基金类型,主题,同指数其他ETF
22,512100,中证1000ETF南方,3.033,0.63,184.63,184.63,23.97,中证1000指数,指数型-股票,中证1000,中证1000ETF华夏(66.82亿)；中证1000ETF广发(57.98亿)
23,515180,红利ETF易方达,1.432,-0.21,181.9,181.9,2.49,中证红利指数,指数型-股票,红利,中证红利ETF招商(108.47亿)
24,515050,通信ETF华夏,1.016,-2.96,180.19,180.19,8.36,中证5G通信主题指数,指数型-股票,通信,
25,510180,上证180ETF华安,3.886,-0.36,171.86,171.86,0.43,上证180指数,指数型-股票,上证180,
26,562500,机器人ETF华夏,0.914,0.44,169.69,169.69,2.62,中证机器人指数,指数型-股票,机器人,机器人ETF天弘(57.99亿)
27,159992,创新药ETF银华,0.83,3.36,163.68,163.68,8.29,中证创新药产业指数,指数型-股票,医药,创新药ETF广发(111.54亿)
28,159781,科创创业ETF易方达,1.014,-1.84,161.49,161.49,3.49,中证科创创业50指数,指数型-股票,科创板,
29,159201,自由现金流ETF华夏,1.179,0.08,160.3,160.3,1.39,国证自由现金流指数,指数型-股票,货币市场,
30,159530,机器人ETF易方达,1.271,0.79,159.37,159.37,3.32,国证机器人产业指数,指数型-股票,机器人,
31,159928,消费ETF汇添富,0.657,-0.15,151.56,151.56,2.0,中证主要消费指数,指数型-股票,消费,
32,512010,医药ETF易方达,0.372,1.92,149.61,149.61,3.83,沪深300医药卫生指数,指数型-股票,医药,
33,510210,上证指数ETF富国,0.995,-0.2,148.53,148.53,5.36,上证综合指数,指数型-股票,其他,
34,517520,黄金股ETF永赢,2.102,-0.66,135.81,135.81,3.42,中证沪深港黄金产业股票指数,指数型-股票,黄金,黄金股ETF华夏(59.29亿)
35,512690,酒ETF鹏华,0.412,0.0,132.34,132.34,2.1,中证酒指数,指数型-股票,白酒,
36,512070,证券保险ETF易方达,0.785,-0.38,131.09,131.09,3.0,沪深300非银行金融指数,指数型-股票,证券,
37,159870,化工ETF鹏华,0.771,-0.26,129.91,129.91,2.97,细分化工,指数型-股票,化工,
38,159206,卫星ETF永赢,1.325,-0.15,123.66,123.66,1.9,国证商用卫星通信产业指数,指数型-股票,通信,
39,513630,港股低波红利ETF摩根,1.579,0.06,118.29,118.29,1.43,标普港股通低波红利指数,指数型-股票,红利,
40,515220,煤炭ETF国泰,1.273,-1.47,105.53,105.53,8.4,中证煤炭指数,指数型-股票,煤炭,
41,512760,芯片ETF国泰,1.005,-1.66,101.96,101.96,2.03,中华交易服务半导体芯片行业人民币指数,指数型-股票,半导体,
42,512800,银行ETF华宝,0.856,1.06,97.86,97.86,9.87,中证银行指数,指数型-股票,银行,
43,159611,电力ETF广发,1.057,0.28,95.18,95.18,3.97,中证全指电力公用事业指数,指数型-股票,电力,
44,516650,有色金属ETF华夏,1.775,-0.73,93.83,93.83,1.91,细分有色,指数型-股票,有色金属,
45,159852,软件ETF嘉实,0.65,0.46,93.16,93.16,2.47,中证软件服务指数,指数型-股票,计算机,
46,560860,工业有色ETF万家,1.545,-1.09,84.95,84.95,1.34,中证工业有色金属主题指数,指数型-股票,有色金属,有色金属ETF天弘(65.17亿)
47,159263,价值ETF易方达,1.154,0.17,83.85,83.85,2.84,国证价值100指数,指数型-股票,价值,
48,159869,游戏ETF华夏,1.079,-1.55,81.72,81.72,3.22,中证动漫游戏指数,指数型-股票,传媒,
49,159259,成长ETF易方达,1.314,-1.13,80.54,80.54,3.7,国证成长100指数,指数型-股票,成长,
50,512660,军工ETF国泰,1.149,-1.54,77.31,77.31,3.15,中证军工指数,指数型-股票,军工,
51,512710,军工龙头ETF富国,0.637,-2.9,70.7,70.7,2.43,中证军工龙头指数,指数型-股票,军工,
52,159363,创业板人工智能ETF华宝,1.19,-1.9,70.12,70.12,9.29,创业板人工智能指数,指数型-股票,人工智能,
53,159755,电池ETF广发,0.879,1.38,68.77,68.77,2.03,国证新能源车电池指数,指数型-股票,新能源,
54,159307,红利低波100ETF博时,1.019,0.59,68.28,68.28,0.8,中证红利低波动100指数,指数型-股票,红利,红利低波ETF天弘(57.72亿)
55,159865,养殖ETF国泰,0.546,-0.73,64.15,64.15,1.46,中证畜牧养殖指数,指数型-股票,农业,
56,515980,人工智能ETF华富,0.981,-1.41,62.15,62.15,1.3,中证人工智能产业指数,指数型-股票,人工智能,
57,588220,科创100ETF鹏华,1.671,0.18,62.14,62.14,3.87,上证科创板100指数,指数型-股票,科创板,
58,516150,稀土ETF嘉实,1.644,0.37,62.14,62.14,0.93,中证稀土产业指数,指数型-股票,有色金属,
59,159851,金融科技ETF华宝,0.597,-0.17,62.13,62.13,1.31,中证金融科技主题指数,指数型-股票,其他,
60,512950,央企改革ETF华夏,1.485,-0.8,60.05,60.05,0.11,中证央企结构调整指数,指数型-股票,央企国企,
61,159967,创业板成长ETF华夏,0.76,-1.94,57.57,57.57,5.39,创业板动量成长指数,指数型-股票,成长,
