排名,代码,名称,最新价,涨跌幅%,场内规模(亿),流通规模(亿),成交额(亿),跟踪标的,基金类型,主题,同指数其他ETF
1,510300,沪深300ETF华泰柏瑞,4.552,-0.59,1065.11,1065.11,28.64,沪深300指数,指数型-股票,沪深300,沪深300ETF易方达(501.69亿)；沪深300ETF华夏(395.84亿)；沪深300ETF嘉实(297.53亿)；沪深300ETF天弘(80.84亿)
2,588000,科创50ETF华夏,1.613,-1.59,904.45,904.45,46.64,上证科创板50成份指数,指数型-股票,科创板,科创50ETF易方达(415.19亿)；科创50ETF工银(106.86亿)；科创50ETF广发(78.87亿)
3,159915,创业板ETF易方达,3.304,-1.11,650.31,650.31,39.22,创业板指数(价格),指数型-股票,创业板,创业板ETF广发(113.03亿)；创业板ETF天弘(64.1亿)
4,512880,证券ETF国泰,1.052,-0.57,596.3,596.3,11.91,中证全指证券公司指数,指数型-股票,证券,券商ETF华宝(367.42亿)；证券ETF天弘(116.61亿)；券商ETF银华(90.75亿)；证券ETF南方(77.52亿)
5,588200,科创芯片ETF嘉实,1.071,-1.65,464.58,464.58,13.97,上证科创板芯片指数,指数型-股票,半导体,科创芯片ETF汇添富(69.91亿)
6,515880,通信ETF国泰,0.657,-2.67,420.72,420.72,25.14,中证全指通信设备指数,指数型-股票,通信,
7,510500,中证500ETF南方,7.598,-0.17,397.54,397.54,26.48,中证500指数,指数型-股票,中证500,中证500ETF嘉实(81.18亿)；中证500ETF华夏(75.52亿)
8,159516,半导体设备ETF国泰,0.648,-0.77,396.67,396.67,19.21,中证半导体材料设备主题指数,指数型-股票,半导体,半导体设备ETF易方达(192.29亿)；半导体设备ETF广发(120.06亿)；半导体设备ETF华夏(82.62亿)
9,588170,科创半导体ETF华夏,0.889,-0.67,387.33,387.33,28.22,上证科创板半导体材料设备主题指数,指数型-股票,半导体,科创半导体设备ETF华泰柏瑞(104.11亿)
10,563360,A500ETF华泰柏瑞,1.247,-0.56,384.04,384.04,42.34,中证A500指数,指数型-股票,中证A500,A500ETF南方(331.79亿)；A500ETF易方达(270.28亿)；中证A500ETF国泰(251.9亿)；A500ETF华夏(190.63亿)
11,512890,红利低波ETF华泰柏瑞,1.208,0.42,317.67,317.67,5.24,中证红利低波动指数,指数型-股票,红利,红利低波ETF易方达(120.82亿)
12,159995,芯片ETF华夏,1.056,-1.95,261.69,261.69,4.73,国证半导体芯片指数,指数型-股票,半导体,半导体ETF鹏华(62.54亿)
13,512400,有色金属ETF南方,1.739,-0.86,253.46,253.46,6.23,有色金属,指数型-股票,有色金属,
14,159949,创业板50ETF华安,1.542,-1.53,242.88,242.88,12.22,创业板50指数,指数型-股票,创业板,
15,512170,医疗ETF华宝,0.334,2.14,240.58,240.58,3.81,中证医疗指数,指数型-股票,医药,
16,510050,上证50ETF华夏,2.976,-0.17,209.26,209.26,17.46,上证50指数,指数型-股票,上证50,
17,159819,人工智能ETF易方达,1.664,-1.94,202.83,202.83,2.35,中证人工智能主题指数,指数型-股票,人工智能,人工智能ETF华夏(79.55亿)
18,515450,红利低波50ETF南方,1.411,0.71,202.13,202.13,1.75,标普中国A股大盘红利低波50指数,指数型-股票,红利,
19,512480,半导体ETF国联安,0.947,-1.35,194.57,194.57,7.8,中证全指半导体产品与设备指数,指数型-股票,半导体,
20,510880,红利ETF华泰柏瑞,3.404,-0.44,190.63,190.63,4.33,上证红利指数,指数型-股票,红利,
21,159326,电网设备ETF华夏,1.628,-0.67,187.48,187.48,2.05,中证电网设备主题指数,指数型-股票,其他,
