排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%,MA20,MA60,双均线多头,价距MA20%,量比,量比30,成交额(亿),PE5年分位%,PB5年分位%,行业
1,510300,沪深300ETF华泰柏瑞,11.43,2.83,11.99,20.29,10.93,33.4,4.55,-0.63,13.45,66.56,1.42,39.72,4.645,4.74,0,-2.05,0.88,0.78,28.64,,,沪深300
2,588000,科创50ETF华夏,3.96,-7.15,21.08,8.91,-4.94,40.23,1.61,-1.77,125.32,79.35,7.29,83.22,1.717,1.883,0,-6.23,0.89,0.77,46.64,,,科创板
3,159915,创业板ETF易方达,22.54,15.88,3.31,41.6,14.53,26.58,3.3,-1.23,37.6,30.36,5.25,58.76,3.427,3.65,0,-3.71,0.75,0.68,39.22,,,创业板
4,512880,证券ETF国泰,-8.76,-3.18,24.09,-2.74,7.05,35.61,1.05,-0.57,12.16,0.0,1.22,9.56,1.084,1.104,0,-2.95,0.73,0.66,11.91,,,证券
5,588200,科创芯片ETF嘉实,6.91,0.35,26.99,12.35,0.75,44.39,1.07,-1.74,,,,,1.148,1.269,0,-6.79,0.68,0.45,13.97,,,半导体
6,515880,通信ETF国泰,59.2,65.14,23.12,78.3,49.05,35.35,0.66,-2.22,,,,,0.665,0.703,0,-0.75,0.81,0.71,25.14,,,通信
7,510500,中证500ETF南方,27.31,34.16,13.64,26.76,28.63,38.95,7.6,-0.14,32.49,75.6,2.35,76.28,7.811,8.021,0,-2.7,0.85,0.92,26.48,,,中证500
8,159516,半导体设备ETF国泰,26.63,11.43,34.53,21.08,5.39,50.49,0.65,-0.46,,,,,0.701,0.76,0,-7.28,0.87,0.55,19.21,,,半导体
9,588170,科创半导体ETF华夏,22.42,11.06,35.1,17.22,4.53,51.21,0.89,-0.56,,,,,0.969,1.051,0,-8.15,0.82,0.49,28.22,,,半导体
10,563360,A500ETF华泰柏瑞,19.88,7.49,6.46,25.94,12.97,31.08,1.25,-0.56,,,,,1.278,1.312,0,-2.43,1.06,1.02,42.34,,,中证A500
11,512890,红利低波ETF华泰柏瑞,67.11,97.44,99.57,61.29,98.7,77.3,1.21,0.58,8.59,79.88,0.88,63.44,1.194,1.159,1,1.34,0.76,0.6,5.24,,,红利
12,159995,芯片ETF华夏,9.67,-1.54,18.66,16.37,-1.28,35.48,1.06,-1.58,,,,,1.131,1.273,0,-6.28,0.9,0.63,4.73,,,半导体
13,512400,有色金属ETF南方,20.2,60.03,6.46,31.15,71.34,10.61,1.74,-0.8,,,,,1.83,1.773,1,-4.92,0.79,0.57,6.23,,,有色金属
14,159949,创业板50ETF华安,25.4,13.85,-1.58,50.88,13.19,19.97,1.54,-1.53,,,,,1.604,1.723,0,-3.87,0.82,0.74,12.22,,,创业板
15,512170,医疗ETF华宝,22.44,33.17,39.5,12.23,41.19,37.25,0.33,0.92,29.76,19.72,3.46,12.16,0.341,0.33,1,-3.23,1.14,0.7,3.81,,,医药
16,510050,上证50ETF华夏,7.96,13.76,27.91,7.59,37.8,38.25,2.98,-0.03,10.77,58.68,1.23,50.36,3.015,3.029,0,-1.16,1.41,1.22,17.46,,,上证50
17,159819,人工智能ETF易方达,2.99,-2.68,19.83,11.28,1.0,39.9,1.66,-1.94,,,,,1.731,1.878,0,-3.87,0.81,0.52,2.35,,,人工智能
18,515450,红利低波50ETF南方,52.76,53.46,74.94,46.23,63.77,66.82,1.41,0.64,8.59,79.88,0.88,63.44,1.398,1.38,1,0.86,1.18,0.89,1.75,,,红利
19,512480,半导体ETF国联安,11.52,1.67,21.61,10.63,0.29,39.38,0.95,-1.04,,,,,1.017,1.133,0,-6.59,0.79,0.57,7.8,,,半导体
20,510880,红利ETF华泰柏瑞,22.04,74.46,86.17,39.13,88.92,85.58,3.4,-0.56,9.0,97.72,0.87,63.56,3.429,3.253,1,-0.85,0.95,0.75,4.33,,,红利
21,159326,电网设备ETF华夏,34.95,50.32,5.9,47.48,44.84,23.54,1.63,-0.67,,,,,1.665,1.735,0,-2.22,0.53,0.33,2.05,,,其他
22,512100,中证1000ETF南方,33.87,61.27,21.87,31.05,49.92,30.91,3.03,0.53,42.83,68.0,2.35,42.56,3.087,3.14,0,-1.85,0.93,0.69,23.97,,,中证1000
23,515180,红利ETF易方达,-1.62,66.19,71.23,20.25,84.2,68.84,1.43,-0.35,8.71,82.64,0.86,52.28,1.448,1.396,1,-1.24,0.68,0.66,2.49,,,红利
24,515050,通信ETF华夏,61.42,57.68,29.2,83.78,41.24,40.4,1.02,-2.58,,,,,1.031,1.098,0,-1.07,0.85,0.81,8.36,,,通信
25,510180,上证180ETF华安,9.13,19.37,17.25,14.21,35.95,32.23,3.89,-0.26,11.5,63.8,1.22,38.84,3.957,3.993,0,-1.69,0.72,0.7,0.43,,,上证180
26,562500,机器人ETF华夏,13.18,5.44,-3.12,4.7,3.17,16.1,0.91,0.44,,,,,0.951,1.008,0,-3.89,0.65,0.5,2.62,,,机器人
27,159992,创新药ETF银华,43.56,2.48,59.19,8.45,4.26,59.14,0.83,3.36,,,,,0.859,0.857,1,-3.38,1.23,0.85,8.29,,,医药
28,159781,科创创业ETF易方达,14.55,-5.83,10.7,26.83,-3.17,31.63,1.01,-1.84,,,,,1.069,1.176,0,-5.14,1.02,0.8,3.49,,,科创板
29,159201,自由现金流ETF华夏,20.13,82.38,22.22,33.68,95.31,19.72,1.18,0.08,,,,,1.185,1.151,1,-0.51,0.53,0.44,1.39,,,货币市场
30,159530,机器人ETF易方达,16.6,7.93,-2.42,8.74,3.72,11.23,1.27,0.79,,,,,1.321,1.404,0,-3.79,0.76,0.5,3.32,,,机器人
31,159928,消费ETF汇添富,6.67,22.69,33.24,4.6,62.51,30.44,0.66,0.3,22.9,20.48,3.39,1.56,0.669,0.659,1,-1.35,0.74,0.62,2.0,,,消费
32,512010,医药ETF易方达,32.08,8.4,62.09,7.63,21.56,59.56,0.37,1.37,,,,,0.381,0.374,1,-2.89,1.36,0.84,3.83,,,医药
33,510210,上证指数ETF富国,28.27,74.69,32.13,21.37,79.74,36.04,1.0,0.3,,,,,1.005,1.0,1,-0.5,0.74,0.57,5.36,,,其他
