排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%
1,00700,腾讯控股,-15.33,58.18,3.42,-11.53,88.35,2.21,440.0,-0.23,15.01,,3.06,
2,03750,宁德时代,28.59,27.7,52.81,44.81,18.27,59.83,641.5,-1.69,30.81,,6.8,
3,00005,汇丰控股,24.17,69.67,91.0,31.38,86.47,98.71,160.8,-1.35,14.65,,2.04,
4,01398,工商银行,8.87,74.87,71.05,7.35,82.24,74.53,7.17,-0.62,6.15,,0.57,
5,09988,阿里巴巴-W,2.66,95.03,23.37,25.78,95.14,8.33,119.9,-1.64,19.6,,1.9,
6,00939,建设银行,4.94,75.14,72.45,8.52,82.35,78.46,8.74,-0.96,5.98,,0.57,
7,01288,农业银行,17.08,62.92,57.96,9.98,72.4,64.03,5.84,-0.85,6.2,,0.64,
8,00941,中国移动,8.94,81.81,50.04,-13.91,79.38,44.58,82.05,1.05,11.84,,1.06,
9,00857,中国石油股份,19.84,66.91,24.54,15.99,62.41,34.14,9.46,0.59,9.75,,0.94,
10,03988,中国银行,13.24,64.0,77.26,7.7,68.13,85.64,5.25,-0.66,6.17,,0.55,
11,03968,招商银行,-2.17,75.0,47.39,0.13,89.38,47.73,47.96,-0.87,7.17,,0.94,
12,00883,中国海洋石油,77.94,81.29,19.29,81.44,56.35,20.49,23.82,-0.17,8.09,,1.19,
13,02318,中国平安,-12.74,76.9,5.37,-8.72,95.75,10.69,54.6,-1.62,6.67,,0.86,
14,01088,中国神华,38.53,69.78,30.13,40.68,56.81,33.61,43.04,0.75,15.82,,1.67,
15,02899,紫金矿业,30.78,96.95,19.39,39.19,106.49,6.76,34.8,0.99,13.4,,4.14,
16,01211,比亚迪股份,-3.4,86.99,47.64,-11.02,96.66,42.81,88.25,-0.17,26.11,,3.06,
17,02628,中国人寿,-11.25,20.57,16.73,-0.47,47.94,30.51,26.8,-2.9,4.69,,1.12,
18,00300,美的集团,16.03,94.46,83.18,18.23,100.18,72.59,95.9,-0.52,14.77,,2.77,
19,01299,友邦保险,-4.21,29.43,-2.58,9.91,64.12,21.62,70.4,-2.96,15.01,,2.2,
20,01810,小米集团-W,-4.19,55.79,18.71,-5.87,71.77,14.57,25.62,-1.0,16.66,,2.21,
21,03328,交通银行,17.6,63.58,68.24,20.43,66.92,73.22,7.25,-0.69,5.93,,0.49,
22,09999,网易,-5.81,42.88,44.45,-9.4,64.37,49.67,193.6,0.99,16.22,,3.31,
23,00981,中芯国际,94.34,15.27,46.5,83.56,0.5,49.79,70.8,4.81,74.63,,3.07,
24,02513,智谱,87.44,6.25,30.25,106.05,0.02,38.69,1270.0,-3.57,-113.68,,-5.71,
25,02359,药明康德,83.99,101.23,96.04,100.72,103.44,90.73,197.4,-2.85,23.47,,6.1,
