排名,代码,名称,最新价,涨跌幅%,总市值(亿港元),成交额(亿港元),PE_TTM,PB_MRQ
1,00700,腾讯控股,440.0,-0.23,40053.6,134.98,15.01,3.06
2,03750,宁德时代,641.5,-1.69,29679.99,7.51,30.81,6.8
3,00005,汇丰控股,160.8,-1.35,27629.02,10.86,14.65,2.04
4,01398,工商银行,7.165,-0.62,25536.51,6.71,6.15,0.57
5,09988,阿里巴巴-W,119.9,-1.64,22990.81,68.06,19.6,1.9
6,00939,建设银行,8.74,-0.96,22863.87,12.03,5.98,0.57
7,01288,农业银行,5.84,-0.85,20439.01,2.34,6.2,0.64
8,00941,中国移动,82.05,1.05,17794.36,16.15,11.84,1.06
9,00857,中国石油股份,9.455,0.59,17304.63,5.09,9.75,0.94
10,03988,中国银行,5.25,-0.66,16916.15,4.58,6.17,0.55
11,03968,招商银行,47.96,-0.87,12095.44,2.57,7.17,0.94
12,00883,中国海洋石油,23.82,-0.17,11321.64,7.21,8.09,1.19
13,02318,中国平安,54.6,-1.62,9886.77,21.54,6.67,0.86
14,01088,中国神华,43.04,0.75,9335.13,1.64,15.82,1.67
15,02899,紫金矿业,34.8,0.99,9253.57,16.28,13.4,4.14
16,01211,比亚迪股份,88.25,-0.17,8045.93,10.49,26.11,3.06
17,02628,中国人寿,26.8,-2.9,7574.94,14.51,4.69,1.12
18,00300,美的集团,95.9,-0.52,7315.82,3.67,14.77,2.77
19,01299,友邦保险,70.4,-2.96,7284.04,27.82,15.01,2.2
20,01810,小米集团-W,25.62,-1.0,6599.34,23.37,16.66,2.21
21,03328,交通银行,7.245,-0.69,6401.96,1.06,5.93,0.49
22,09999,网易,193.6,0.99,6212.16,13.0,16.22,3.31
23,00981,中芯国际,70.8,4.81,6061.23,120.61,74.63,3.07
24,02513,智谱,1270.0,-3.57,5913.41,149.91,-113.68,-5.71
25,02359,药明康德,197.4,-2.85,5850.16,13.09,23.47,6.1
26,01658,邮储银行,4.79,-0.42,5752.55,0.99,5.84,0.49
27,03690,美团-W,87.2,-4.44,5385.01,65.82,-12.1,3.17
28,02388,中银香港,50.2,-1.08,5307.54,3.09,13.23,1.48
29,00388,香港交易所,406.4,-0.44,5152.49,10.1,27.31,9.34
30,02888,渣打集团,234.2,-1.93,5125.34,1.18,12.13,1.41
31,00386,中国石油化工股份,4.235,0.36,5121.2,1.72,12.54,0.54
32,09633,农夫山泉,42.7,0.38,4802.24,1.58,27.33,10.99
33,02475,立讯精密,60.4,-0.17,4673.64,1.55,24.31,4.4
34,00728,中国电信,4.725,4.07,4323.71,4.63,12.19,0.82
35,00992,联想集团,33.6,-3.72,4167.97,97.62,66.75,7.37
36,00998,中信银行,7.4,-0.6,4117.74,0.51,5.16,0.49
37,06030,中信证券,26.22,-2.82,4096.68,2.24,10.86,1.18
38,03993,洛阳钼业,17.01,-1.85,3639.17,5.22,13.46,3.62
39,03986,兆易创新,511.0,2.0,3585.92,19.49,111.18,12.52
40,01276,恒瑞医药,52.8,-3.74,3504.44,5.09,38.55,4.86
41,00267,中信股份,11.94,0.42,3473.38,0.87,5.34,0.4
42,06809,澜起科技,283.8,-1.05,3463.89,10.39,120.88,14.69
43,02259,紫金黄金国际,127.5,-0.55,3412.33,10.23,27.38,5.24
44,02328,中国财险,15.31,-0.2,3405.37,2.37,8.07,1.02
45,00016,新鸿基地产,116.5,-0.94,3375.91,2.23,15.34,0.54
46,06160,百济神州,211.2,-3.74,3257.31,9.64,63.57,9.59
47,02338,潍柴动力,35.02,-1.74,3025.81,4.12,23.9,2.82
48,02601,中国太保,28.36,-1.6,2728.33,2.74,4.53,0.75
49,00001,长和,70.05,-3.11,2682.95,10.5,7.1,0.46
50,02378,保诚,106.8,-0.28,2670.54,0.06,8.63,1.74
51,00669,创科实业,142.4,-1.73,2602.38,6.52,25.56,4.46
52,06951,三环集团,129.4,-1.07,2583.75,2.55,80.3,9.78
53,02611,国泰海通,14.24,-1.25,2503.54,0.62,10.11,0.68
54,01109,华润置地,34.2,0.23,2438.78,3.47,8.67,0.76
55,02476,胜宏科技,241.0,1.01,2368.51,10.33,45.24,10.67
56,01919,中远海控,15.49,1.71,2365.03,2.04,8.4,0.89
57,01347,华虹宏力,130.2,-11.55,2262.52,101.07,281.99,4.04
58,01339,中国人民保险集团,5.06,-1.08,2237.73,0.77,4.74,0.62
59,01378,中国宏桥,22.7,0.0,2229.0,6.54,8.89,1.54
60,00066,港铁公司,33.24,2.85,2069.13,5.53,9.06,1.01
61,09992,泡泡玛特,154.1,-0.06,2052.27,8.36,14.51,8.39
62,03692,翰森制药,33.3,-1.65,2019.36,2.32,32.83,5.15
63,02020,安踏体育,71.95,-0.55,2012.19,2.17,13.38,2.76
64,00002,中电控股,78.95,0.38,1994.63,2.64,18.4,1.81
65,06690,海尔智家,21.08,-0.09,1976.8,2.92,9.43,1.39
66,02714,牧原股份,34.0,-1.9,1962.82,0.61,18.0,2.01
67,00762,中国联通,6.335,1.12,1938.39,2.28,8.75,0.48
68,00175,吉利汽车,17.82,-0.5,1921.91,3.83,11.16,1.78
69,03288,海天味业,32.16,-0.43,1881.7,0.24,23.02,3.95
70,02269,药明生物,45.14,-1.27,1871.05,9.64,34.43,3.57
71,06818,中国光大银行,2.97,-0.34,1754.84,0.14,4.13,0.31
72,01024,快手-W,40.06,-1.86,1733.28,18.85,8.85,1.87
73,06936,顺丰控股,32.22,-0.62,1694.17,0.19,13.29,1.43
74,06031,三一重工,18.34,-1.34,1686.36,0.39,17.86,1.64
75,00788,中国铁塔,9.305,-0.11,1637.76,1.45,10.78,0.69
76,01801,信达生物,93.8,-1.42,1635.57,7.39,181.58,7.59
77,01038,长江基建集团,64.15,1.58,1616.33,1.34,6.42,1.09
78,01113,长实集团,45.0,-6.44,1574.9,4.91,11.91,0.39
79,01377,鼎泰高科,367.6,4.73,1558.79,0.36,223.78,45.86
80,00027,银河娱乐,34.74,-0.57,1521.35,4.68,14.2,1.8
81,06886,华泰证券,16.84,-0.47,1520.12,0.79,7.74,0.75
82,02423,贝壳-W,43.88,-1.61,1519.32,2.28,39.88,2.12
83,01988,民生银行,3.39,-0.59,1484.22,0.3,4.49,0.23
84,09973,奇瑞汽车,25.52,1.11,1482.36,0.31,7.15,2.37
85,00688,中国海外发展,13.48,0.0,1475.37,1.81,10.5,0.34
86,03606,福耀玻璃,56.35,1.71,1470.59,1.04,14.63,3.32
87,01898,中煤能源,10.98,1.57,1455.8,1.12,9.04,0.78
88,01766,中国中车,4.94,-0.1,1417.72,0.6,9.38,0.71
89,01336,新华保险,45.42,-0.96,1416.9,1.71,3.44,1.01
90,01816,中广核电力,2.795,-0.89,1411.44,0.7,13.27,0.99
91,02600,中国铝业,8.185,-0.61,1404.13,2.07,8.53,1.54
92,01972,太古地产,23.66,-1.42,1362.22,0.29,41.28,0.5
93,02057,中通快递-W,178.2,-1.22,1360.43,2.05,13.22,1.95
94,01776,广发证券,16.98,-0.93,1328.66,0.77,7.59,0.85
95,00012,恒基地产,26.78,-1.03,1296.52,2.69,22.94,0.4
96,06099,招商证券,14.66,-1.48,1274.91,0.39,8.57,0.91
97,00006,电能实业,59.65,1.02,1271.2,2.43,7.1,1.23
98,09987,百胜中国,370.2,-1.65,1268.56,2.31,16.72,3.04
99,06618,京东健康,39.5,-0.05,1259.86,13.84,17.84,1.79
100,00003,香港中华煤气,6.745,-0.44,1258.61,1.04,22.13,2.12
