排名,代码,名称,最新价,涨跌幅%,总市值(亿港元),成交额(亿港元),PE_TTM,PB_MRQ
1,00700,腾讯控股,447.2,1.08,40709.18,88.09,15.25,3.11
2,03750,宁德时代,628.5,-3.38,29078.53,9.85,30.18,6.66
3,00005,汇丰控股,161.2,-0.56,27690.78,13.52,14.69,2.04
4,01398,工商银行,7.385,1.51,26320.6,11.75,6.34,0.59
5,09988,阿里巴巴-W,124.2,-1.97,23815.34,88.22,20.3,1.96
6,00939,建设银行,9.05,1.0,23674.83,16.99,6.19,0.59
7,01288,农业银行,6.22,2.13,21768.94,7.48,6.61,0.68
8,00857,中国石油股份,9.965,1.63,18238.04,10.91,10.28,0.99
9,00941,中国移动,82.1,0.0,17805.2,13.4,11.85,1.06
10,03988,中国银行,5.41,1.69,17431.69,12.34,6.36,0.56
11,03968,招商银行,48.7,1.46,12282.06,5.25,7.28,0.96
12,00883,中国海洋石油,24.46,0.16,11625.83,10.59,8.31,1.23
13,02318,中国平安,54.3,0.74,9832.45,18.71,6.63,0.85
14,01088,中国神华,44.28,1.47,9604.08,4.98,16.28,1.71
15,02899,紫金矿业,34.9,-1.69,9280.16,13.89,13.44,4.15
16,01211,比亚迪股份,89.4,-0.67,8150.77,8.39,26.45,3.1
17,02628,中国人寿,26.96,0.3,7620.16,13.36,4.72,1.12
18,01299,友邦保险,73.0,0.62,7553.05,18.82,15.57,2.28
19,00300,美的集团,96.9,0.68,7392.31,2.59,14.92,2.8
20,01810,小米集团-W,27.44,4.81,7068.15,93.42,18.9,2.28
21,03328,交通银行,7.425,1.09,6561.01,1.78,6.07,0.5
22,00981,中芯国际,73.0,-3.76,6249.57,100.85,76.95,3.17
23,09999,网易,194.4,0.31,6237.83,11.75,16.29,3.32
24,02359,药明康德,202.0,-1.56,5986.49,9.95,24.02,6.24
25,01658,邮储银行,4.905,1.76,5890.66,2.3,5.98,0.5
26,03690,美团-W,87.05,1.75,5375.75,32.07,-12.08,3.17
27,02388,中银香港,50.2,0.4,5307.54,3.09,13.23,1.48
28,00386,中国石油化工股份,4.36,1.16,5272.35,2.65,12.91,0.56
29,00388,香港交易所,414.6,2.37,5256.45,19.72,26.54,8.67
30,02888,渣打集团,233.6,-0.93,5107.94,0.93,12.09,1.41
31,09633,农夫山泉,42.14,-0.05,4739.26,0.99,26.98,10.85
32,02513,智谱,1012.0,-2.97,4712.11,44.84,-90.59,-4.55
33,02475,立讯精密,59.0,-4.22,4565.31,2.71,23.75,4.3
34,00728,中国电信,4.725,1.18,4323.71,6.74,12.19,0.82
35,00998,中信银行,7.675,2.2,4270.77,2.28,5.35,0.51
36,06030,中信证券,26.14,-1.36,4084.18,1.54,10.83,1.17
37,00992,联想集团,30.12,-3.89,3736.28,40.65,59.84,6.61
38,01276,恒瑞医药,54.95,1.29,3647.14,2.26,40.12,5.06
39,00267,中信股份,12.36,1.31,3595.56,1.6,5.53,0.42
40,02259,紫金黄金国际,133.3,-3.27,3567.56,8.54,18.06,4.87
41,03993,洛阳钼业,16.5,-3.45,3530.06,7.02,13.06,3.51
42,02328,中国财险,15.74,3.21,3501.01,4.0,8.29,1.05
43,03986,兆易创新,496.8,-4.0,3486.27,22.7,38.36,8.12
44,00016,新鸿基地产,120.2,2.47,3483.13,5.09,15.83,0.56
45,06160,百济神州,223.6,1.27,3448.55,9.51,67.3,10.15
46,06809,澜起科技,270.4,-7.02,3300.33,11.6,115.17,14.0
47,02338,潍柴动力,32.2,-8.78,2782.15,7.14,21.98,2.6
48,02601,中国太保,28.46,0.92,2737.95,1.88,4.55,0.76
49,02378,保诚,109.1,-0.09,2726.38,0.07,8.81,1.78
50,00001,长和,69.55,-1.21,2663.8,3.98,7.05,0.46
51,01919,中远海控,17.0,1.8,2595.58,4.53,9.22,0.98
52,02611,国泰海通,14.61,1.32,2568.59,1.74,6.97,0.68
53,00669,创科实业,138.5,-1.98,2531.39,9.29,24.86,4.34
54,01109,华润置地,34.16,-0.23,2435.93,3.51,8.66,0.76
55,06951,三环集团,112.8,-9.69,2252.3,1.68,70.0,8.52
56,01339,中国人民保险集团,5.06,0.7,2237.73,1.12,4.74,0.62
57,01378,中国宏桥,22.62,-1.48,2221.15,5.72,8.86,1.53
58,02476,胜宏科技,224.6,-6.96,2207.33,8.82,42.16,9.94
59,00066,港铁公司,33.36,1.52,2076.6,1.76,9.09,1.02
60,02020,安踏体育,73.65,2.15,2059.74,4.48,13.69,2.83
61,09992,泡泡玛特,150.5,0.27,2004.33,10.89,14.17,8.19
62,03692,翰森制药,32.98,0.3,1999.96,2.81,32.52,5.1
63,06690,海尔智家,21.24,2.02,1991.81,3.83,9.5,1.4
64,02269,药明生物,47.9,-1.4,1985.45,15.47,36.54,3.78
65,00002,中电控股,78.35,0.13,1979.47,2.3,18.26,1.79
66,01347,华虹宏力,113.7,-11.79,1975.79,89.33,246.26,3.53
67,02714,牧原股份,34.1,-2.12,1968.59,0.91,18.05,2.01
68,00175,吉利汽车,17.93,-1.81,1933.77,10.51,10.19,1.78
69,03288,海天味业,31.96,-0.31,1869.99,0.28,22.88,3.93
70,06818,中国光大银行,2.985,0.34,1763.7,0.19,4.15,0.31
71,06936,顺丰控股,32.68,0.62,1718.36,0.18,13.48,1.45
72,01801,信达生物,98.25,1.66,1713.17,18.34,190.2,7.95
73,06031,三一重工,18.57,-1.75,1707.51,0.62,18.08,1.66
74,00762,中国联通,5.495,-12.36,1681.37,17.74,9.31,0.39
75,01024,快手-W,37.8,-4.01,1635.49,31.42,9.18,1.73
76,01038,长江基建集团,64.8,0.39,1632.71,1.03,6.49,1.1
77,00788,中国铁塔,9.21,-1.18,1621.04,3.64,10.67,0.68
78,01113,长实集团,45.96,0.57,1608.5,1.96,12.16,0.4
79,00027,银河娱乐,35.1,0.63,1537.11,3.33,14.35,1.82
80,02423,贝壳-W,44.58,1.36,1531.66,2.19,40.21,2.16
81,00688,中国海外发展,13.96,0.5,1527.91,4.42,10.87,0.36
82,06886,华泰证券,16.87,-1.06,1522.83,0.95,7.76,0.75
83,03606,福耀玻璃,58.3,2.73,1521.48,2.96,15.83,3.46
84,01988,民生银行,3.425,1.63,1499.55,0.62,4.53,0.23
85,01898,中煤能源,11.26,-0.18,1492.93,1.3,9.27,0.8
86,01766,中国中车,5.14,2.49,1475.12,1.13,9.31,0.73
87,09973,奇瑞汽车,25.38,-0.94,1474.22,0.17,7.11,2.36
88,01377,鼎泰高科,337.2,-6.54,1429.88,0.36,205.28,42.07
89,01972,太古地产,24.6,1.82,1416.34,1.02,42.92,0.52
90,02600,中国铝业,8.21,-1.62,1408.42,2.39,8.56,1.54
91,01816,中广核电力,2.78,0.18,1403.87,1.04,13.19,0.98
92,01336,新华保险,44.86,-0.49,1399.43,2.8,3.4,1.0
93,00003,香港中华煤气,7.285,7.37,1359.37,16.14,21.36,2.26
94,00012,恒基地产,27.8,2.28,1345.91,2.52,23.81,0.42
95,02057,中通快递-W,176.0,-3.72,1343.64,5.81,11.49,1.85
96,01776,广发证券,17.07,-1.95,1335.7,0.68,7.63,0.86
97,00006,电能实业,60.85,0.33,1296.78,1.6,7.25,1.26
98,06099,招商证券,14.73,-0.07,1281.0,0.36,8.61,0.91
99,09987,百胜中国,369.4,0.22,1264.92,1.69,16.67,3.03
100,01171,兖矿能源,12.52,-0.95,1256.61,4.32,11.53,1.45
