排名,代码,名称,最新价,总市值,流通市值,行业,成交额,ROE%,营收同比%,净利润(亿),净利同比%,毛利率%
1,688825,长鑫科技,58.47,3969183273032,263292688634,半导体,20492700668.0,81.06,873.6417332025,776.05,3427.75691436574,84.7418874692
2,601398,工商银行,7.97,2840557868999,2148809333936,银行Ⅱ,2743356399.0,4.315,9.0769670235,1736.82,3.318798593719,0.0
3,601939,建设银行,10.71,2801740085426,102748072960,银行Ⅱ,1472395287.0,4.76,10.7174470481,1695.64,4.620054789111,0.0
4,601288,农业银行,6.81,2383384460675,2174053075391,银行Ⅱ,2490748812.0,5.07,11.0651273055,1463.81,4.925094975271,0.0
5,600941,中国移动,98.7,2140895546450,89103188473,通信服务,957869661.0,5.6,-1.054491889,789.34,-6.293108565323,29.5120205935
6,601988,中国银行,6.44,2075047932082,1357329915608,银行Ⅱ,1871318928.0,4.33,8.4801658344,1235.94,5.104982524173,0.0
7,601857,中国石油,11.02,2016891175554,1784381297554,炼化及贸易,1462336605.0,6.3,5.3426812439,1039.34,22.029798875204,21.8708980937
8,600519,贵州茅台,1316.01,1645119887732,1645119887732,白酒Ⅱ,3336029501.0,16.75,1.3000994756,445.17,-1.951594855028,89.5552128279
9,300750,宁德时代,348.2,1611041456762,1483400424782,电池,8581370372.78,12.08,54.8003691485,432.84,41.983941749454,23.9283938867
10,600938,中国海油,33.12,1574192075950,99028800000,油气开采Ⅱ,1469411246.0,10.21,16.8837424377,858.18,23.420534134871,53.4636940575
11,601138,工业富联,66.57,1321021223346,1321021223346,消费电子,11506069535.0,13.36,54.634987688,237.4,95.985786599041,7.1506831245
12,601628,中国人寿,38.45,1086777907250,800664728500,保险Ⅱ,1712104052.0,21.07,81.5399084582,1344.89,228.574918765728,0.0
13,688981,中芯国际,124.12,1062738304518,248185703582,半导体,3874036002.0,2.9,19.435688378,44.67,94.163023835373,23.1558234006
14,300308,中际旭创,898.46,1058304696053,997233999715,通信设备,37634550213.7,37.62,182.4913813287,136.51,241.696005716117,46.2521843492
15,600036,招商银行,41.07,1035779058833,847230747699,银行Ⅱ,3048586986.0,6.71,4.8314692679,764.45,2.021887094622,0.0
16,601318,中国平安,56.36,1020546702838,600801268078,保险Ⅱ,6354283611.0,9.0,15.010118462,925.85,36.060370038356,0.0
17,601088,中国神华,46.09,999666027071,760071939346,煤炭开采,2189300176.0,5.83,7.9322551775,287.15,4.103977087336,35.4841606017
18,601899,紫金矿业,32.87,874036789625,677180940512,工业金属,4930784380.0,19.6,15.7816890732,391.7,68.170288138556,37.7472369593
19,002594,比亚迪,86.51,788728761348,301666315140,乘用车,1897313756.31,4.86,-7.1281672659,123.25,-20.535238859941,18.8473478975
20,688256,寒武纪,1092.38,686947541259,686947541259,半导体,11026357487.0,18.05,108.1331369113,23.11,122.613513635372,55.2505731603
21,600900,长江电力,27.85,681439863391,681439863391,电力,4468951082.0,6.55,3.3562259885,147.56,13.015444431533,57.8922527476
