排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%,MA20,MA60,双均线多头,价距MA20%,量比,量比30,成交额(亿),PE5年分位%,PB5年分位%,行业
1,688825,长鑫科技,50.42,85.47,,4.16,78.7,,58.47,6.7,48.52,19.35,29.46,90.32,56.533,,,3.43,1.43,0.67,204.93,19.35,90.32,半导体
2,601398,工商银行,41.45,79.39,93.39,68.4,88.8,92.17,7.97,-1.97,7.59,93.78,0.72,66.07,7.845,7.595,1.0,1.59,1.0,0.89,27.43,93.8,91.4,银行Ⅱ
3,601939,建设银行,35.72,77.8,96.06,66.29,92.19,104.26,10.71,-2.46,8.09,96.77,0.78,72.71,10.625,10.205,1.0,0.8,1.22,0.98,14.72,98.6,99.34,银行Ⅱ
4,601288,农业银行,23.32,81.71,53.76,56.62,93.82,38.97,6.81,-2.16,8.0,91.12,0.83,82.49,6.76,6.543,1.0,0.74,1.08,0.83,24.91,84.71,85.21,银行Ⅱ
5,600941,中国移动,56.9,95.27,90.07,91.98,105.51,65.84,98.7,-1.6,16.24,63.99,1.51,38.04,97.918,94.291,1.0,0.8,1.0,0.9,9.58,63.99,38.04,通信服务
6,601988,中国银行,55.67,85.42,98.05,74.64,99.08,103.35,6.44,-1.98,8.33,99.62,0.75,93.12,6.193,5.952,1.0,3.99,0.9,1.0,18.71,99.34,99.17,银行Ⅱ
7,601857,中国石油,20.53,87.24,42.79,39.41,100.79,41.68,11.02,-1.34,11.46,48.6,1.23,89.18,11.056,10.331,1.0,-0.33,1.13,0.99,14.62,80.74,88.68,炼化及贸易
8,600519,贵州茅台,71.38,81.43,43.99,84.91,86.33,39.7,1316.01,-1.05,20.2,9.54,6.55,3.99,1309.635,1271.296,1.0,0.49,0.91,0.68,33.36,16.61,6.86,白酒Ⅱ
9,300750,宁德时代,2.77,3.19,6.68,1.0,24.56,24.09,348.2,-0.8,18.95,9.94,4.25,12.94,376.986,381.541,0.0,-7.64,1.0,0.94,85.81,16.36,19.5,电池
10,600938,中国海油,17.88,86.56,29.57,28.35,102.02,28.65,33.12,-0.87,11.38,83.83,1.84,75.56,33.517,31.045,1.0,-1.18,1.08,0.93,14.69,83.83,75.56,油气开采Ⅱ
11,601138,工业富联,93.59,80.63,43.9,64.8,65.24,37.74,66.57,4.52,28.16,88.02,7.52,94.11,63.816,64.79,0.0,4.32,1.86,1.35,115.06,80.41,91.49,消费电子
12,601628,中国人寿,49.54,34.6,30.61,75.43,46.6,25.61,38.45,-1.84,4.39,0.14,1.64,6.45,37.87,37.846,1.0,1.53,1.14,1.28,17.12,0.25,11.24,保险Ⅱ
13,688981,中芯国际,36.5,4.63,38.24,35.92,1.28,47.92,124.12,2.46,147.45,65.28,6.2,86.26,126.458,137.575,0.0,-1.85,1.1,0.62,38.74,63.06,87.52,半导体
