日期,总市值_亿,流通市值_亿,活跃市值_亿,成交额_亿,加权换手率%,上涨家数,下跌家数,平盘家数,涨停家数,跌停家数,上涨占比%,中位涨跌幅%,平均换手率%,量能温度,宽度温度,综合温度,温度档位
2026-09-07,1300237.0,997908.0,19796.0,19643.0,1.98,3167,2196,187,148,6,59.1,0.34,2.92,78.2,59.1,68.6,偏热
