排名,代码,名称,最新价,涨跌幅%,总市值(亿港元),成交额(亿港元),PE_TTM,PB_MRQ,ROE%,营收同比%,净利润(亿),净利同比%,毛利率%
1,00700,腾讯控股,425.6,-1.94,38743.06,95.33,14.52,2.96,9.9663537853,0.0,0.0,0.0,0.0
2,00005,汇丰控股,164.7,-0.78,28262.61,10.16,14.99,2.09,7.4073136207,0.0,0.0,0.0,0.0
3,01398,工商银行,7.61,0.86,27122.52,10.2,6.4,0.59,4.052663012,0.0,0.0,0.0,0.0
4,03750,宁德时代,561.5,-0.09,25979.32,8.07,26.97,5.95,12.0827161258,0.0,0.0,0.0,0.0
5,00939,建设银行,9.765,1.61,25545.28,24.07,6.5,0.62,4.5376835479,0.0,0.0,0.0,0.0
6,01288,农业银行,6.38,1.27,22328.92,5.38,6.61,0.68,4.4593032714000005,0.0,0.0,0.0,0.0
7,09988,阿里巴巴-W,106.9,-2.64,21257.05,70.08,25.02,1.69,0.9987987878,0.0,0.0,0.0,0.0
8,03988,中国银行,5.97,0.93,19236.08,8.61,6.81,0.61,4.0097334841,0.0,0.0,0.0,0.0
9,00857,中国石油股份,10.09,-0.39,18466.82,10.39,9.21,0.98,6.3861639668,0.0,0.0,0.0,0.0
10,00941,中国移动,78.85,-0.13,17103.3,6.56,11.38,1.02,5.4714246402,0.0,0.0,0.0,0.0
11,03308,中际旭创,1121.0,-4.43,13204.37,18.36,56.69,27.24,39.2137408195,0.0,0.0,0.0,0.0
12,03968,招商银行,52.15,0.58,13152.15,4.78,7.64,1.0,5.8401593944,0.0,0.0,0.0,0.0
13,00883,中国海洋石油,25.02,0.56,11891.99,15.4,7.54,1.21,10.3469728793,0.0,0.0,0.0,0.0
14,01088,中国神华,46.48,-0.81,10081.25,5.21,16.17,1.91,6.342903654400001,0.0,0.0,0.0,0.0
15,02318,中国平安,54.85,-1.08,9932.04,20.94,5.48,0.84,9.1284065146,0.0,0.0,0.0,0.0
16,02899,紫金矿业,37.34,-0.69,9928.97,7.51,12.91,4.27,20.0147693811,0.0,0.0,0.0,0.0
17,02628,中国人寿,30.14,2.24,8518.98,10.12,3.04,1.11,21.35749495,0.0,0.0,0.0,0.0
18,01299,友邦保险,75.3,-2.14,7791.02,23.49,12.51,2.44,10.2330680139,0.0,0.0,0.0,0.0
19,00300,美的集团,99.3,0.66,7575.86,4.81,14.98,3.08,12.1289184915,0.0,0.0,0.0,0.0
20,01211,比亚迪股份,79.55,-2.75,7252.73,20.91,21.78,2.63,4.861201831100001,0.0,0.0,0.0,0.0
21,03328,交通银行,8.06,2.15,7122.12,5.48,6.44,0.53,3.737201525,0.0,0.0,0.0,0.0
22,01810,小米集团-W,25.92,-1.74,6676.82,38.51,17.85,2.15,5.2939105732,0.0,0.0,0.0,0.0
23,01658,邮储银行,5.365,0.66,6443.1,1.34,6.31,0.53,4.3711714694,0.0,0.0,0.0,0.0
24,09999,网易,183.1,-0.05,5875.24,13.83,15.89,3.05,10.7852666043,0.0,0.0,0.0,0.0
25,00386,中国石油化工股份,4.845,-1.52,5858.84,4.77,14.47,0.61,3.1847966031,0.0,0.0,0.0,0.0
26,02359,药明康德,191.0,-1.14,5741.96,4.79,23.04,5.9,13.5914693084,0.0,0.0,0.0,0.0
27,02388,中银香港,51.7,0.54,5466.13,4.22,13.11,1.52,6.5877436166,0.0,0.0,0.0,0.0
28,00981,中芯国际,63.45,-2.38,5432.76,34.58,66.89,2.75,2.904731861,0.0,0.0,0.0,0.0
29,02888,渣打集团,241.8,-0.33,5274.69,1.11,12.49,1.46,6.6700750452,0.0,0.0,0.0,0.0
30,00388,香港交易所,397.0,-0.85,5033.31,11.05,25.42,8.3,17.7907965287,0.0,0.0,0.0,0.0
31,00998,中信银行,8.43,0.48,4690.89,1.55,5.76,0.55,4.4222819408,0.0,0.0,0.0,0.0
32,03690,美团-W,74.75,-3.92,4616.17,35.74,-10.82,2.37,-2.9180030463,0.0,0.0,0.0,0.0
33,02475,立讯精密,58.2,-5.98,4503.44,1.48,22.38,3.97,8.785947626899999,0.0,0.0,0.0,0.0
34,09633,农夫山泉,39.58,-2.46,4451.35,4.0,22.9,10.4,23.1923670815,0.0,0.0,0.0,0.0
35,02259,紫金黄金国际,164.3,0.67,4397.23,6.8,22.26,6.0,16.3776706455,0.0,0.0,0.0,0.0
36,00728,中国电信,4.605,1.21,4213.9,4.61,12.37,0.78,4.2002292243,0.0,0.0,0.0,0.0
37,06030,中信证券,25.92,0.39,4049.81,3.82,8.98,1.13,6.958091817000001,0.0,0.0,0.0,0.0
38,00992,联想集团,32.26,-0.49,4005.0,17.86,64.14,7.07,-8.1975118141,0.0,0.0,0.0,0.0
39,00267,中信股份,13.72,-0.44,3991.18,1.67,5.73,0.43,4.2655899518,0.0,0.0,0.0,0.0
40,02513,智谱,819.0,-10.34,3813.45,60.59,-76.14,71.8,112.7113004271,0.0,0.0,0.0,0.0
41,02328,中国财险,17.04,1.25,3790.17,3.92,6.88,1.08,10.9540719938,0.0,0.0,0.0,0.0
42,03993,洛阳钼业,17.34,-2.58,3709.77,4.74,11.74,3.59,18.7382109913,0.0,0.0,0.0,0.0
43,00016,新鸿基地产,116.7,-1.35,3381.71,6.19,15.78,0.53,3.4232660988,0.0,0.0,0.0,0.0
44,03986,兆易创新,476.4,-0.83,3353.72,7.54,36.9,7.79,24.3618478864,0.0,0.0,0.0,0.0
45,06809,澜起科技,270.4,-0.37,3300.33,7.29,94.19,13.34,11.5991871723,0.0,0.0,0.0,0.0
46,06160,百济神州,207.0,-0.77,3192.53,7.83,62.31,7.86,9.7400031378,0.0,0.0,0.0,0.0
47,01276,恒瑞医药,43.96,-4.31,2917.71,1.69,33.16,3.93,7.102739472,0.0,0.0,0.0,0.0
48,02601,中国太保,29.6,1.02,2847.62,2.51,4.44,0.77,9.9060255352,0.0,0.0,0.0,0.0
49,02338,潍柴动力,31.62,-7.05,2732.04,8.26,18.48,2.48,8.1369210579,0.0,0.0,0.0,0.0
50,00001,长和,69.9,-0.64,2677.2,3.4,7.08,0.46,4.6967757312,0.0,0.0,0.0,0.0
51,02611,国泰海通,15.04,0.0,2644.19,1.16,7.17,0.7,5.7601224554,0.0,0.0,0.0,0.0
52,01339,中国人民保险集团,5.945,1.54,2629.12,1.94,4.04,0.67,11.5194857125,0.0,0.0,0.0,0.0
53,02378,保诚,104.0,-1.89,2591.88,0.07,9.14,1.68,4.7795591182,0.0,0.0,0.0,0.0
54,01919,中远海控,16.62,-1.6,2537.56,2.43,8.36,0.94,5.7476166698,0.0,0.0,0.0,0.0
55,09888,百度集团-W,89.15,-3.31,2436.97,11.98,-66.46,0.78,2.1424243888,0.0,0.0,0.0,0.0
56,06951,三环集团,119.6,2.75,2388.08,1.18,63.4,8.79,8.7222563948,0.0,0.0,0.0,0.0
57,00669,创科实业,128.7,-2.28,2352.05,8.54,23.1,4.03,10.2516830983,0.0,0.0,0.0,0.0
