排名,代码,名称,最新价,涨跌幅%,总市值(亿港元),成交额(亿港元),PE_TTM,PB_MRQ,ROE%,营收同比%,净利润(亿),净利同比%,毛利率%
58,01378,中国宏桥,23.44,-4.17,2301.67,7.6,7.35,1.5,12.9546453199,0.0,0.0,0.0,0.0
59,02714,牧原股份,37.94,-3.75,2189.75,1.83,-156.65,2.4,-7.6992811818,0.0,0.0,0.0,0.0
60,01109,华润置地,29.96,0.44,2136.43,5.82,8.08,0.64,3.3840657433,0.0,0.0,0.0,0.0
61,00066,港铁公司,33.56,1.39,2089.05,2.35,9.15,1.02,8.0062750795,0.0,0.0,0.0,0.0
62,09992,泡泡玛特,152.7,-2.18,2033.63,9.45,13.62,7.66,22.2264851354,0.0,0.0,0.0,0.0
63,03692,翰森制药,33.34,-4.2,2021.79,4.02,26.55,4.65,11.6444531106,0.0,0.0,0.0,0.0
64,02020,安踏体育,72.05,-1.97,2014.99,6.36,11.04,2.44,13.803790331400002,0.0,0.0,0.0,0.0
65,02476,胜宏科技,204.6,-3.22,2010.78,3.57,35.2,4.61,10.478419101,0.0,0.0,0.0,0.0
66,00002,中电控股,79.35,0.38,2004.74,2.61,18.49,1.81,5.5000183426,0.0,0.0,0.0,0.0
67,02269,药明生物,47.5,-2.74,1974.07,11.57,34.77,3.56,5.1192520988,0.0,0.0,0.0,0.0
68,01347,华虹宏力,113.0,1.25,1963.63,14.54,244.74,3.51,0.8663995917999999,0.0,0.0,0.0,0.0
69,06690,海尔智家,20.82,-1.14,1936.9,1.77,9.53,1.42,8.6552337484,0.0,0.0,0.0,0.0
70,06031,三一重工,19.76,-2.47,1816.93,0.65,17.91,1.71,6.3079169081,0.0,0.0,0.0,0.0
71,00762,中国联通,5.865,1.56,1794.58,5.58,9.93,0.42,2.5538526275,0.0,0.0,0.0,0.0
72,00175,吉利汽车,16.13,-2.83,1739.71,7.87,9.17,1.6,9.7138448665,0.0,0.0,0.0,0.0
73,01113,长实集团,47.9,-0.42,1676.39,3.47,12.67,0.42,2.1803216119,0.0,0.0,0.0,0.0
74,06818,中国光大银行,2.825,0.53,1669.17,0.6,4.45,0.29,3.0741502589,0.0,0.0,0.0,0.0
75,01038,长江基建集团,66.2,-0.15,1667.98,0.82,6.63,1.13,15.4089885767,0.0,0.0,0.0,0.0
76,01801,信达生物,94.35,-3.92,1646.26,11.79,115.23,6.87,6.2497601434000005,0.0,0.0,0.0,0.0
77,00788,中国铁塔,9.06,-0.55,1594.64,2.04,10.5,0.67,3.6566222263,0.0,0.0,0.0,0.0
78,03288,海天味业,27.2,-2.58,1591.48,0.72,19.11,3.54,10.420282621,0.0,0.0,0.0,0.0
79,06886,华泰证券,17.59,0.68,1587.83,1.57,6.81,0.77,5.5268129494,0.0,0.0,0.0,0.0
80,01816,中广核电力,3.11,0.16,1570.51,1.0,13.87,1.1,4.8075938509,0.0,0.0,0.0,0.0
81,01988,民生银行,3.565,3.03,1560.84,1.13,4.75,0.23,2.8021344815,0.0,0.0,0.0,0.0
82,06936,顺丰控股,29.58,-2.1,1553.43,0.64,12.58,1.32,5.4448505078,0.0,0.0,0.0,0.0
83,01888,建滔积层板,48.62,1.29,1532.23,33.8,34.86,8.36,16.6475217964,0.0,0.0,0.0,0.0
84,02423,贝壳-W,44.1,-1.91,1515.17,4.71,27.98,2.02,5.8781826801,0.0,0.0,0.0,0.0
85,01898,中煤能源,11.38,-1.64,1508.84,1.17,8.65,0.79,5.0138541572,0.0,0.0,0.0,0.0
86,01336,新华保险,48.34,0.5,1507.99,2.34,3.0,1.06,19.3882324921,0.0,0.0,0.0,0.0
87,02600,中国铝业,8.755,-1.63,1501.92,3.3,7.53,1.54,14.8924941754,0.0,0.0,0.0,0.0
88,01766,中国中车,5.23,-2.88,1500.95,0.73,9.47,0.74,4.584387216400001,0.0,0.0,0.0,0.0
89,06869,长飞光纤光缆,177.4,-3.38,1468.7,22.05,37.24,7.8,19.3870784704,0.0,0.0,0.0,0.0
90,09973,奇瑞汽车,24.9,-1.35,1446.34,0.42,7.13,2.32,16.3366100628,0.0,0.0,0.0,0.0
91,03606,福耀玻璃,54.85,-1.35,1431.44,1.12,14.89,3.26,10.4822414191,0.0,0.0,0.0,0.0
92,01776,广发证券,18.21,0.33,1424.9,0.39,6.63,0.9,7.000162719,0.0,0.0,0.0,0.0
93,01972,太古地产,24.64,-0.81,1418.64,0.46,42.99,0.52,1.3435185682,0.0,0.0,0.0,0.0
94,00027,银河娱乐,32.08,-3.43,1404.86,6.1,13.11,1.66,6.2950651365,0.0,0.0,0.0,0.0
95,00688,中国海外发展,12.78,-1.39,1398.76,2.41,11.0,0.31,1.8012087869,0.0,0.0,0.0,0.0
96,01024,快手-W,31.66,-2.04,1369.92,12.21,7.69,1.45,7.477270901200001,0.0,0.0,0.0,0.0
97,00003,香港中华煤气,7.3,-0.41,1362.17,1.57,21.4,2.26,6.0920679946,0.0,0.0,0.0,0.0
98,01377,鼎泰高科,319.2,-2.68,1353.55,0.32,124.54,36.52,23.5340532533,0.0,0.0,0.0,0.0
99,00358,江西铜业股份,38.5,-1.99,1333.15,4.67,9.86,1.32,10.5349612556,0.0,0.0,0.0,0.0
100,01171,兖矿能源,13.28,-2.06,1332.89,2.75,10.24,1.52,7.5364685554,0.0,0.0,0.0,0.0
101,00012,恒基地产,,,,,,,,,,,
102,06099,招商证券,,,,,,,,,,,
103,06613,蓝思科技,,,,,,,,,,,
