排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%,MA20,MA60,双均线多头,价距MA20%,量比,量比30,成交额(亿),PE5年分位%,PB5年分位%,行业,入选标签
90,601336,新华保险,-6.1,5.14,4.83,-12.99,23.42,7.61,57.46,-0.29,4.05,0.05,1.45,39.36,59.778,60.343,0.0,-3.88,0.81,0.59,6.26,0.08,60.91,保险Ⅱ,三周期共振超卖 / 估值+超卖双低
43,601601,中国太保,-15.19,61.23,15.99,-8.91,88.08,10.43,32.02,-1.87,5.46,1.42,0.97,12.39,32.471,31.0,1.0,-1.39,1.08,0.67,8.89,2.48,21.65,保险Ⅱ,估值+超卖双低 / 多头回踩MA20
51,000858,五 粮 液,-1.01,-1.85,4.14,-5.32,10.85,9.21,69.26,-0.63,20.55,21.38,2.27,0.24,71.035,72.614,0.0,-2.5,0.91,0.58,10.66,29.75,0.41,白酒Ⅱ,三周期共振超卖 / 估值+超卖双低
103,601688,华泰证券,-6.63,13.09,10.87,-12.16,28.81,16.65,18.48,-0.59,8.13,0.05,0.93,27.91,19.079,19.515,0.0,-3.14,1.06,0.76,,0.08,48.76,,三周期共振超卖 / 估值+超卖双低
10,300750,宁德时代,10.88,-4.47,-3.14,13.43,4.11,24.09,305.48,-3.44,16.63,3.83,3.73,2.64,353.988,373.552,0.0,-13.7,2.31,3.04,239.8,6.36,4.21,电池,三周期共振超卖 / 估值+超卖双低
101,002352,顺丰控股,9.1,-5.42,13.11,2.84,5.08,26.07,30.75,-1.06,14.88,0.66,1.58,0.05,32.128,32.811,0.0,-4.29,1.74,1.17,,1.16,0.08,,三周期共振超卖 / 估值+超卖双低
17,601318,中国平安,-8.81,60.78,22.28,-11.52,89.07,18.17,53.51,-0.72,6.08,0.09,0.94,18.45,54.765,52.091,1.0,-2.29,1.1,0.8,29.98,0.17,32.23,保险Ⅱ,估值+超卖双低 / 多头回踩MA20
33,600030,中信证券,-0.87,1.9,63.12,-10.92,6.54,80.67,26.45,0.38,10.42,0.09,1.4,38.6,27.381,27.933,0.0,-3.4,0.86,0.78,21.34,0.17,55.7,证券Ⅱ,估值+超卖双低
41,601319,中国人保,-4.86,72.69,29.98,-4.58,79.18,16.99,7.72,-0.13,6.0,0.11,1.0,27.08,7.575,7.259,1.0,1.91,1.05,0.8,4.78,0.17,42.56,保险Ⅱ,估值+超卖双低
108,601600,中国铝业,5.23,65.29,6.31,-10.96,84.29,6.5,9.31,1.2,9.14,3.45,1.89,70.62,9.582,9.148,1.0,-2.84,0.9,0.9,,6.03,56.03,,估值+超卖双低 / 多头回踩MA20
88,601066,中信建投,2.06,-0.03,36.75,-9.35,-2.86,54.75,23.56,0.68,14.54,0.5,2.09,12.23,24.704,26.083,0.0,-4.63,0.9,0.58,2.67,0.17,8.26,证券Ⅱ,估值+超卖双低
68,600309,万华化学,-3.98,44.86,11.72,-6.7,86.15,24.69,70.78,-3.03,13.46,26.21,1.95,5.82,74.844,72.686,1.0,-5.43,1.99,1.55,35.82,19.75,10.17,化学制品,估值+超卖双低
13,601628,中国人寿,-1.65,9.25,25.84,8.0,28.09,25.61,37.25,-0.98,4.25,0.05,1.59,3.83,38.143,38.169,0.0,-2.34,0.77,0.55,6.52,0.08,6.69,保险Ⅱ,估值+超卖双低
106,000776,广发证券,-6.48,16.96,44.33,-16.81,30.7,55.94,20.31,0.0,8.42,0.09,1.15,44.99,21.22,21.487,0.0,-4.29,1.17,0.92,,0.17,59.75,,估值+超卖双低
62,601816,京沪高铁,5.47,15.08,68.88,19.79,52.69,77.06,4.74,-1.04,17.02,0.87,1.11,1.36,4.861,4.814,1.0,-2.49,0.97,0.87,5.17,1.16,1.82,铁路公路,估值+超卖双低 / 多头回踩MA20
81,300760,迈瑞医疗,-18.65,68.6,44.04,-15.2,95.67,41.59,158.03,-1.42,24.35,9.45,4.72,3.32,162.727,151.761,1.0,-2.89,0.74,0.58,8.42,15.04,5.29,医疗器械,估值+超卖双低 / 多头回踩MA20
25,600028,中国石化,-9.83,55.69,15.42,-3.09,94.59,13.0,5.21,-1.51,17.51,84.91,0.75,35.48,5.394,5.114,1.0,-3.41,0.96,0.84,10.25,83.47,34.3,炼化及贸易,多头回踩MA20
91,600406,国电南瑞,13.37,6.03,-0.24,4.97,26.02,9.92,22.02,0.14,21.06,7.52,3.4,23.18,22.724,23.119,0.0,-3.1,0.88,0.6,5.05,0.33,0.41,电网设备,三周期共振超卖 / 估值+超卖双低
79,600690,海尔智家,-1.23,35.31,30.24,6.77,64.09,27.77,20.76,-1.94,10.83,5.11,1.61,3.26,21.231,20.76,1.0,-2.22,1.15,0.83,5.78,7.19,5.7,白色家电,估值+超卖双低 / 多头回踩MA20
99,601766,中国中车,4.22,68.89,56.17,9.42,97.17,49.16,5.96,-1.16,12.28,3.64,0.97,7.57,6.155,5.821,1.0,-3.17,1.23,1.06,8.15,6.36,13.22,轨交设备Ⅱ,估值+超卖双低 / 多头回踩MA20
48,300059,东方财富,10.5,-1.6,16.19,-5.52,-5.15,25.81,18.39,1.21,19.95,0.52,2.96,7.52,18.931,19.688,0.0,-2.86,1.01,0.67,24.76,0.91,13.14,证券Ⅱ,三周期共振超卖 / 估值+超卖双低
61,002714,牧原股份,-6.11,62.78,49.46,6.87,87.52,42.53,41.08,-3.04,-211.59,13.58,3.0,9.6,41.687,39.543,1.0,-1.46,1.39,1.07,20.21,16.12,16.78,养殖业,估值+超卖双低 / 多头回踩MA20
46,002415,海康威视,6.77,-1.68,58.29,12.81,15.22,87.52,32.61,-0.49,18.19,4.78,3.54,13.34,34.342,34.585,0.0,-5.04,1.04,0.63,13.62,8.35,23.31,计算机设备,估值+超卖双低
