排名,代码,名称,最新价,总市值,流通市值,行业,成交额,ROE%,营收同比%,净利润(亿),净利同比%,毛利率%
57,601225,陕西煤业,25.69,249064550000,249064550000,煤炭开采,635434207.0,10.9,1.1692536077,112.72,47.574576296288,33.3593436248
58,002463,沪电股份,127.8,245933660029,245740451861,元件,5521985644.49,17.38,61.1682833526,29.23,73.722061163793,38.7155693432
59,688008,澜起科技,199.89,243973345018,228826980103,半导体,6828993518.0,10.72,26.6585396711,19.97,72.325559587892,65.3126948791
60,688808,联讯仪器,2322.88,238482347441,44822626975,通用设备,2333469507.0,31.1,208.7055946128,5.67,902.997918255574,70.7942535034
61,002714,牧原股份,41.08,237154681596,134762912066,养殖业,2021314209.04,-7.48,-22.3016379839,-60.78,-157.717224941595,-1.5756373647
62,601816,京沪高铁,4.74,231907720214,231907720214,铁路公路,517043494.0,3.21,3.9425045373,67.71,7.206589578335,45.360774803
63,002379,宏桥控股,17.57,228956746809,19966086840,工业金属,413085121.4,30.26,11.9504272706,156.45,77.024139178251,25.3784505634
64,000001,平安银行,11.7,227049242917,227046514395,银行Ⅱ,1106652939.66,5.22,1.7755999135,256.96,3.321270607157,0.0
65,002142,宁波银行,34.31,226569200074,226424873720,银行Ⅱ,1273567160.17,7.12,11.54467169,165.62,12.117519631736,0.0
66,300476,胜宏科技,230.36,226394309523,199306307530,元件,6259121357.68,11.8,28.773550864,28.57,33.300010849125,33.221347957
67,600919,江苏银行,12.16,223152105470,223152105470,银行Ⅱ,1492366983.0,7.86,9.1107021147,218.76,8.089489422095,0.0
68,600309,万华化学,70.78,221574781688,221574781688,化学制品,3581688452.0,8.96,31.2585013331,100.63,64.354204430483,17.0841909951
69,000338,潍柴动力,25.52,220498430248,126487137697,汽车零部件,2186667903.81,8.0,8.847564221,77.01,36.463711828511,21.463923593
70,688498,源杰科技,1750.94,217992690104,215176770615,半导体,4968444545.0,22.1,351.4010703617,6.07,1212.19540823559,80.4246767203
71,003816,中国广核,4.29,216639955097,168748003847,电力,420141726.76,4.6,-2.7578083082,61.05,2.66222662087,45.5425165845
72,000651,格力电器,38.1,213413558732,210041222957,白色家电,1287735995.91,8.68,-8.1402149704,132.78,-7.873884093798,28.8127471778
73,002938,鹏鼎控股,89.8,208114791888,207512198597,元件,1547095958.72,3.71,5.141159863,12.84,4.109207036209,23.9752902042
74,688801,C燧原-U,477.0,205277774256,8538455025,半导体,1954436467.0,0.0,279.0823773754,-6.32,-3.574832369726,30.3730795028
75,000725,京东方Ａ,5.45,201891587949,192750880938,光学光电子,5504682721.95,3.82,1.8307997684,52.48,61.621332999777,15.0316321123
76,600188,兖矿能源,20.11,201841094122,119882789122,煤炭开采,689360169.0,6.87,13.0051222512,71.5,47.747879557371,30.6006985281
77,688072,拓荆科技,679.54,198543423896,193116636483,半导体,4730423335.0,18.11,49.060715147,13.43,1324.09901284204,41.0042896167
78,603288,海天味业,33.93,198525958343,188644714451,调味发酵品Ⅱ,327016533.0,10.07,6.0061732024,41.9,7.125124059512,41.0363120571
79,600690,海尔智家,20.76,193132110285,128265388563,白色家电,577933082.0,8.36,-2.7981796409,103.16,-14.266944821157,27.2293255339
80,688836,宇树科技-W,474.28,191829347175,14270003842,自动化设备,1275003494.0,9.99,48.5389986228,2.74,955.594582876599,56.0089333697
81,300760,迈瑞医疗,158.03,191500664081,191320938774,医疗器械,841983103.2,12.01,5.9963299224,47.97,-5.365709111143,60.8335255872
82,688802,沐曦股份-U,477.56,191071756000,8848515828,半导体,901826134.0,4.53,44.6659638137,6.12,429.462930125319,57.2152440602
83,600176,中国巨石,47.39,189708649540,188213509257,玻璃玻纤,12776319905.0,9.06,22.50258137,29.33,73.871870644216,42.1382635808
84,601898,中煤能源,14.29,189466299986,130782085716,煤炭开采,388474298.0,4.95,-1.7610159657,81.49,5.825484910589,26.9192171517
85,603268,松发股份,185.8,189277607638,43337811354,航海装备Ⅱ,2028112698.0,32.06,251.874251691,36.09,457.668942986394,23.6588177372
86,601985,中国核电,9.1,187168818873,171837892290,电力,959274593.0,3.05,-6.2848823048,36.41,-35.740640009377,36.4732695406
87,600025,华能水电,9.81,182771034661,182771034661,电力,203022974.0,5.91,1.4544203223,43.76,-5.049088925195,57.1891827428
88,601066,中信建投,23.56,182747729417,153038009585,证券Ⅱ,267432319.0,8.27,51.1077143242,76.39,69.437027116444,0.0
89,601818,光大银行,3.05,180210930736,141540787461,银行Ⅱ,627705109.0,3.28,-4.3235535059,187.11,-24.006985622614,0.0
90,601336,新华保险,57.46,179249147636,119829344476,保险Ⅱ,625814100.0,18.87,18.8703759227,227.93,54.017163321846,0.0
91,600406,国电南瑞,22.02,176859270555,176340039087,电网设备,504528431.0,5.73,14.5359559071,30.73,4.08163089096,25.3392957491
92,300274,阳光电源,85.18,176596149096,135225522091,光伏设备,3521500089.37,10.73,-28.9913921923,52.59,-32.012976909209,35.92153915
93,600989,宝丰能源,24.06,176440641600,176440641600,化学原料,1375919399.0,18.61,32.3321115262,97.28,70.137377080532,43.5632332124
94,300433,蓝思科技,33.31,175834858380,164945723613,消费电子,1534702116.76,1.05,-12.4203656668,5.77,-49.521477587713,16.4258831472
95,601668,中国建筑,4.24,175198455483,175198455483,房屋建设Ⅱ,865855838.0,4.61,-11.9615548688,230.0,-24.340999953882,10.2935341527
96,300604,长川科技,269.51,173990857105,131919265639,半导体,5720179190.66,18.52,59.7153807171,9.64,125.672896733861,55.482024293
97,301377,鼎泰高科,408.88,173383492614,40422258694,通用设备,1144355001.94,23.27,114.8532705135,6.79,325.11511168433,55.9236303489
98,688795,摩尔线程-U,364.0,171090270988,20384000000,半导体,2230052259.0,-0.1,147.4213793771,-0.12,95.73226709201,56.9463084205
99,601766,中国中车,5.96,171045229964,144993676366,轨交设备Ⅱ,814819294.0,4.54,9.956998576,79.91,10.280413688099,22.2659912397
100,301666,大普微-UW,383.26,167184282134,10162653618,计算机设备,892038279.59,77.43,531.1701845514,13.34,477.083656706601,34.9035465253
101,002352,顺丰控股,,,,,,,,,,
102,600031,三一重工,,,,,,,,,,
103,601688,华泰证券,,,,,,,,,,
104,600487,亨通光电,,,,,,,,,,
105,600547,山东黄金,,,,,,,,,,
106,000776,广发证券,,,,,,,,,,
107,302132,中航成飞,,,,,,,,,,
108,601600,中国铝业,,,,,,,,,,
109,600362,江西铜业,,,,,,,,,,
110,600887,伊利股份,,,,,,,,,,
111,600930,华电新能,,,,,,,,,,
