排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%,MA20,MA60,双均线多头,价距MA20%,量比,量比30,成交额(亿),PE5年分位%,PB5年分位%,行业
1,00700,腾讯控股,34.7,4.55,3.89,17.04,11.29,7.85,430.6,0.51,14.69,,2.99,,441.46,450.847,0.0,-2.46,0.74,0.51,48.92,,,
2,00005,汇丰控股,56.13,62.37,91.12,56.13,65.37,91.26,164.9,0.98,15.01,,2.09,,163.095,159.125,1.0,1.11,0.72,0.6,11.03,,,
3,01398,工商银行,60.77,96.25,95.77,50.54,97.65,89.58,7.65,0.53,6.44,,0.6,,7.53,7.165,1.0,1.59,0.62,0.5,6.16,,,
4,00939,建设银行,92.38,108.68,104.82,74.15,105.16,96.68,9.89,1.44,6.59,,0.63,,9.425,8.842,1.0,4.93,1.26,1.28,27.12,,,
5,03750,宁德时代,18.95,-0.86,23.97,18.35,3.42,43.13,549.0,0.27,26.37,,5.82,,596.025,629.392,0.0,-7.89,0.55,0.69,7.5,,,
6,01288,农业银行,33.04,85.01,92.97,21.62,90.48,85.23,6.42,0.94,6.65,,0.68,,6.33,5.94,1.0,1.34,0.7,0.71,3.62,,,
7,09988,阿里巴巴-W,22.81,-1.38,16.32,33.69,21.54,18.19,105.9,-1.49,24.78,,1.67,,113.705,112.014,1.0,-6.86,0.96,0.52,51.22,,,
8,03988,中国银行,74.12,105.17,102.18,62.86,104.6,98.64,6.08,0.66,6.94,,0.62,,5.753,5.379,1.0,5.77,0.96,0.93,10.11,,,
9,00857,中国石油股份,5.84,63.65,35.97,18.47,84.18,37.29,9.92,-0.6,9.06,,0.96,,10.079,9.641,1.0,-1.58,0.64,0.69,5.4,,,
10,00941,中国移动,38.53,3.22,27.17,22.92,14.83,32.83,79.2,0.38,11.43,,1.02,,80.095,80.232,0.0,-1.12,1.12,0.91,9.13,,,
11,03968,招商银行,57.43,96.41,94.27,49.21,94.63,69.84,52.75,1.54,7.73,,1.01,,50.695,48.468,1.0,4.05,1.07,0.97,6.0,,,
12,03308,中际旭创,52.19,45.09,,81.56,51.79,,1070.0,-8.55,54.11,,26.0,,1082.1,,,-1.12,0.7,0.9,19.69,,,
13,00883,中国海洋石油,-2.23,67.18,29.98,10.82,85.3,29.7,24.46,0.33,7.37,,1.18,,25.016,23.48,1.0,-2.22,0.78,1.03,15.03,,,
14,01088,中国神华,58.23,86.96,55.75,79.45,102.42,52.74,45.44,-1.47,15.8,,1.86,,45.43,43.354,1.0,0.02,0.83,1.13,4.58,,,
15,02318,中国平安,-6.22,11.12,4.25,-1.57,45.67,11.51,53.6,-0.74,5.36,,0.82,,55.775,55.267,1.0,-3.9,1.03,0.99,19.47,,,
16,02899,紫金矿业,23.21,53.1,29.94,48.7,68.23,26.33,34.62,-0.57,11.97,,3.96,,36.713,33.448,1.0,-5.7,1.01,0.74,14.5,,,
17,02628,中国人寿,19.95,78.02,41.05,10.65,81.3,39.01,29.8,0.68,3.0,,1.1,,29.19,28.538,1.0,2.09,1.27,0.91,13.82,,,
18,01299,友邦保险,21.74,59.26,13.99,17.75,62.42,17.12,75.45,0.53,12.53,,2.45,,75.325,74.948,1.0,0.17,1.15,0.78,17.89,,,
19,00300,美的集团,53.47,85.5,101.86,33.26,90.48,95.76,100.0,0.81,15.08,,3.11,,98.953,94.086,1.0,1.06,0.72,0.73,3.09,,,
20,01211,比亚迪股份,13.81,0.58,33.12,3.31,16.33,45.7,80.2,0.44,21.96,,2.65,,87.443,86.654,1.0,-8.28,0.93,1.11,15.88,,,
21,03328,交通银行,104.65,113.34,109.79,98.91,111.25,97.4,8.16,0.87,6.52,,0.54,,7.746,7.334,1.0,5.34,0.65,0.99,2.45,,,
22,01810,小米集团-W,38.36,23.09,32.51,11.62,31.96,25.67,27.16,3.03,18.7,,2.26,,27.455,26.444,1.0,-1.07,0.76,0.75,29.83,,,
23,01658,邮储银行,29.57,90.4,87.85,48.61,95.8,65.17,5.38,-0.65,6.33,,0.54,,5.19,4.954,1.0,3.76,0.82,0.56,1.41,,,
24,02359,药明康德,76.88,67.03,88.13,29.78,61.49,85.49,197.9,4.82,23.91,,6.11,,196.71,174.497,1.0,0.6,1.5,0.6,7.86,,,
25,09999,网易,18.17,-8.92,26.8,18.28,-3.16,42.99,182.1,0.0,15.8,,3.04,,190.245,196.88,0.0,-4.28,0.65,0.69,8.37,,,
26,00386,中国石油化工股份,22.15,89.64,37.46,46.19,101.72,26.79,4.75,-0.63,14.17,,0.59,,4.685,4.374,1.0,1.28,0.72,0.79,4.24,,,
27,02388,中银香港,79.11,101.43,100.24,52.13,97.45,94.79,53.65,2.58,13.6,,1.57,,51.474,49.099,1.0,4.23,1.36,1.42,8.23,,,
