排名,代码,名称,最新价,涨跌幅%,总市值(亿港元),成交额(亿港元),PE_TTM,PB_MRQ,ROE%,营收同比%,净利润(亿),净利同比%,毛利率%
1,00700,腾讯控股,430.6,0.51,39198.22,48.92,14.69,2.99,9.9663537853,0.0,0.0,0.0,0.0
2,00005,汇丰控股,164.9,0.98,28296.89,11.03,15.01,2.09,7.4073136207,0.0,0.0,0.0,0.0
3,01398,工商银行,7.65,0.53,27265.08,6.16,6.44,0.6,4.052663012,0.0,0.0,0.0,0.0
4,00939,建设银行,9.89,1.44,25872.28,27.12,6.59,0.63,4.5376835478999995,0.0,0.0,0.0,0.0
5,03750,宁德时代,549.0,0.27,25401.2,7.5,26.37,5.82,12.0827161258,0.0,0.0,0.0,0.0
6,01288,农业银行,6.415,0.94,22451.41,3.62,6.65,0.68,4.4593032714000005,0.0,0.0,0.0,0.0
7,09988,阿里巴巴-W,105.9,-1.49,21058.2,51.22,24.78,1.67,0.9987987878,0.0,0.0,0.0,0.0
8,03988,中国银行,6.085,0.66,19606.63,10.11,6.94,0.62,4.0097334841,0.0,0.0,0.0,0.0
9,00857,中国石油股份,9.92,-0.6,18155.68,5.4,9.06,0.96,6.3861639668,0.0,0.0,0.0,0.0
10,00941,中国移动,79.2,0.38,17179.22,9.13,11.43,1.02,5.4714246401999995,0.0,0.0,0.0,0.0
11,03968,招商银行,52.75,1.54,13303.47,6.0,7.73,1.01,5.8401593944,0.0,0.0,0.0,0.0
12,03308,中际旭创,1070.0,-8.55,12603.63,19.69,54.11,26.0,39.213740819499996,0.0,0.0,0.0,0.0
13,00883,中国海洋石油,24.46,0.33,11625.83,15.03,7.37,1.18,10.346972879299999,0.0,0.0,0.0,0.0
14,01088,中国神华,45.44,-1.47,9855.68,4.58,15.8,1.86,6.342903654400001,0.0,0.0,0.0,0.0
15,02318,中国平安,53.6,-0.74,9705.7,19.47,5.36,0.82,9.1284065146,0.0,0.0,0.0,0.0
16,02899,紫金矿业,34.62,-0.57,9205.71,14.5,11.97,3.96,20.0147693811,0.0,0.0,0.0,0.0
17,02628,中国人寿,29.8,0.68,8422.88,13.82,3.0,1.1,21.35749495,0.0,0.0,0.0,0.0
18,01299,友邦保险,75.45,0.53,7806.54,17.89,12.53,2.45,10.2330680139,0.0,0.0,0.0,0.0
19,00300,美的集团,100.0,0.81,7629.35,3.09,15.08,3.11,12.1289184915,0.0,0.0,0.0,0.0
20,01211,比亚迪股份,80.2,0.44,7311.99,15.88,21.96,2.65,4.861201831100001,0.0,0.0,0.0,0.0
21,03328,交通银行,8.16,0.87,7210.48,2.45,6.52,0.54,3.737201525,0.0,0.0,0.0,0.0
22,01810,小米集团-W,27.16,3.03,6996.24,29.83,18.7,2.26,5.2939105732,0.0,0.0,0.0,0.0
23,01658,邮储银行,5.385,-0.65,6467.12,1.41,6.33,0.54,4.3711714694,0.0,0.0,0.0,0.0
24,02359,药明康德,197.9,4.82,5958.77,7.86,23.91,6.11,13.5914693084,0.0,0.0,0.0,0.0
25,09999,网易,182.1,0.0,5843.15,8.37,15.8,3.04,10.7852666043,0.0,0.0,0.0,0.0
26,00386,中国石油化工股份,4.745,-0.63,5737.92,4.24,14.17,0.59,3.1847966031,0.0,0.0,0.0,0.0
27,02388,中银香港,53.65,2.58,5672.3,8.23,13.6,1.57,6.5877436166,0.0,0.0,0.0,0.0
28,02888,渣打集团,246.6,1.99,5376.75,2.85,12.73,1.49,6.6700750452,0.0,0.0,0.0,0.0
29,00981,中芯国际,61.3,-2.93,5248.67,30.51,64.63,2.66,2.904731861,0.0,0.0,0.0,0.0
30,00388,香港交易所,397.4,1.22,5038.38,12.79,25.44,8.31,17.7907965287,0.0,0.0,0.0,0.0
31,00998,中信银行,8.505,0.59,4732.62,1.58,5.81,0.55,4.4222819408,0.0,0.0,0.0,0.0
32,03690,美团-W,75.05,-0.07,4634.7,12.88,-10.86,2.38,-2.9180030463,0.0,0.0,0.0,0.0
33,09633,农夫山泉,39.74,0.61,4469.35,1.53,22.99,10.44,23.192367081500002,0.0,0.0,0.0,0.0
34,02475,立讯精密,57.0,-3.39,4410.59,2.33,21.92,3.89,8.785947626899999,0.0,0.0,0.0,0.0
35,02259,紫金黄金国际,160.7,0.37,4300.88,8.05,21.77,5.87,16.3776706455,0.0,0.0,0.0,0.0
36,00728,中国电信,4.595,1.66,4204.75,3.86,12.35,0.77,4.2002292243,0.0,0.0,0.0,0.0
37,00992,联想集团,32.14,2.68,3990.11,27.44,63.9,7.05,-8.1975118141,0.0,0.0,0.0,0.0
38,06030,中信证券,24.88,-1.35,3887.32,1.48,8.62,1.08,6.958091817000001,0.0,0.0,0.0,0.0
39,00267,中信股份,13.33,-1.16,3877.73,1.48,5.57,0.42,4.2655899518,0.0,0.0,0.0,0.0
40,02328,中国财险,17.03,-0.06,3787.94,2.61,6.88,1.08,10.954071993800001,0.0,0.0,0.0,0.0
41,02513,智谱,721.0,-9.08,3357.14,79.67,-67.03,63.21,112.7113004271,0.0,0.0,0.0,0.0
42,03993,洛阳钼业,15.62,-2.38,3341.79,5.52,10.57,3.24,18.7382109913,0.0,0.0,0.0,0.0
43,06160,百济神州,212.8,3.2,3281.98,7.75,64.05,8.08,9.7400031378,0.0,0.0,0.0,0.0
44,00016,新鸿基地产,110.4,2.03,3199.15,6.53,14.93,0.5,3.4232660988,0.0,0.0,0.0,0.0
45,01276,恒瑞医药,45.0,2.83,2986.74,1.39,33.94,4.02,7.102739472,0.0,0.0,0.0,0.0
46,06809,澜起科技,243.0,-5.81,2965.91,5.66,84.65,11.99,11.5991871723,0.0,0.0,0.0,0.0
47,03986,兆易创新,420.0,-7.12,2956.68,8.58,32.53,6.87,24.3618478864,0.0,0.0,0.0,0.0
48,02601,中国太保,29.18,-0.75,2807.22,3.71,4.38,0.76,9.9060255352,0.0,0.0,0.0,0.0
49,00001,长和,69.25,1.68,2652.31,3.45,7.02,0.46,4.6967757312,0.0,0.0,0.0,0.0
50,02338,潍柴动力,30.68,-2.11,2650.82,3.85,17.93,2.4,8.1369210579,0.0,0.0,0.0,0.0
51,01339,中国人民保险集团,5.94,0.68,2626.91,1.63,4.04,0.67,11.5194857125,0.0,0.0,0.0,0.0
52,02611,国泰海通,14.86,0.75,2612.55,1.9,7.09,0.69,5.7601224553999995,0.0,0.0,0.0,0.0
53,02378,保诚,103.4,-0.29,2575.45,0.03,9.08,1.67,4.7795591182,0.0,0.0,0.0,0.0
54,06951,三环集团,126.5,1.69,2525.85,4.39,67.05,9.3,8.7222563948,0.0,0.0,0.0,0.0
55,01919,中远海控,16.43,-0.06,2508.55,4.1,8.26,0.93,5.7476166698,0.0,0.0,0.0,0.0
56,09888,百度集团-W,89.3,0.22,2441.07,8.58,-66.57,0.78,2.1424243888,0.0,0.0,0.0,0.0
57,00669,创科实业,126.4,-0.47,2309.68,6.57,22.68,3.96,10.251683098300001,0.0,0.0,0.0,0.0
58,02714,牧原股份,38.2,0.32,2204.69,0.52,-157.71,2.42,-7.6992811818,0.0,0.0,0.0,0.0
59,01378,中国宏桥,22.2,-1.33,2179.91,6.06,6.96,1.42,12.9546453199,0.0,0.0,0.0,0.0
