排名,代码,名称,最新价,涨跌幅%,总市值(亿港元),成交额(亿港元),PE_TTM,PB_MRQ
1,00700,腾讯控股,492.2,0.94,44753.37,126.21,17.02,3.52
2,03750,宁德时代,663.0,2.08,30674.7,14.57,31.84,7.02
3,00005,汇丰控股,162.1,-2.64,27854.56,37.84,14.77,2.05
4,01398,工商银行,7.205,-0.76,25679.07,14.37,6.18,0.58
5,09988,阿里巴巴-W,128.1,1.83,24565.12,119.5,20.94,2.02
6,00939,建设银行,8.8,-1.01,23020.83,21.84,6.02,0.57
7,01288,农业银行,5.94,-1.0,20788.99,4.37,6.31,0.65
8,00941,中国移动,82.7,0.24,17935.33,7.49,11.81,1.08
9,00857,中国石油股份,9.49,-1.61,17368.69,12.7,9.79,0.94
10,03988,中国银行,5.27,-1.22,16980.59,6.72,6.19,0.55
11,03968,招商银行,48.76,-1.42,12297.2,5.76,7.29,0.96
12,00883,中国海洋石油,22.96,-2.63,10912.88,25.89,7.8,1.15
13,02318,中国平安,58.0,0.26,10502.43,16.31,7.08,0.91
14,02899,紫金矿业,35.2,6.41,9359.93,28.39,13.56,4.19
15,01088,中国神华,42.14,-0.09,9139.93,2.45,15.49,1.63
16,01211,比亚迪股份,93.8,0.37,8551.93,14.74,27.75,3.26
17,02628,中国人寿,29.26,2.74,8270.25,15.32,5.12,1.22
18,01299,友邦保险,77.75,-0.38,8044.52,14.24,16.58,2.43
19,00300,美的集团,97.55,0.62,7441.09,4.39,15.02,2.82
20,01810,小米集团-W,27.64,-1.14,7142.76,38.99,18.03,2.38
21,09999,网易,202.6,-1.46,6500.95,10.38,16.97,3.46
22,03328,交通银行,7.335,-0.68,6481.48,1.75,6.0,0.49
23,01658,邮储银行,4.865,-1.42,5842.62,1.43,5.93,0.5
24,00981,中芯国际,68.0,4.13,5821.35,66.31,107.48,3.21
25,03690,美团-W,93.05,0.38,5745.62,37.0,-12.92,3.38
26,02359,药明康德,183.5,1.33,5438.22,17.15,21.82,5.67
27,02388,中银香港,50.65,-0.49,5355.11,4.75,13.35,1.49
28,00388,香港交易所,414.6,1.62,5256.45,20.13,27.86,9.53
29,00386,中国石油化工股份,4.325,-0.46,5230.03,3.76,12.81,0.55
30,02888,渣打集团,234.0,0.26,5127.05,4.67,12.14,1.41
31,02513,智谱,1041.0,3.07,4847.14,65.61,-93.19,-4.68
32,09633,农夫山泉,42.02,-1.45,4725.77,2.95,26.9,10.81
33,00728,中国电信,4.595,-0.54,4204.75,3.61,11.86,0.79
34,00998,中信银行,7.5,-0.99,4173.39,1.09,5.23,0.5
35,06030,中信证券,27.28,0.74,4043.05,2.71,10.72,1.22
36,03993,洛阳钼业,18.47,8.65,3951.53,11.12,14.62,3.93
37,01276,恒瑞医药,58.3,1.13,3869.49,1.51,42.56,5.37
38,02328,中国财险,16.0,-0.93,3558.84,5.14,8.43,1.07
39,00016,新鸿基地产,121.7,-0.73,3526.6,4.86,16.03,0.57
40,00267,中信股份,12.02,0.08,3496.65,1.66,5.38,0.4
41,02259,紫金黄金国际,129.0,10.16,3452.48,16.11,27.7,5.3
42,03986,兆易创新,486.0,5.7,3410.48,41.17,105.74,11.9
43,06809,澜起科技,270.4,2.97,3300.33,14.12,115.17,14.0
44,00992,联想集团,26.28,5.87,3259.94,35.28,21.76,5.45
45,06160,百济神州,198.7,2.63,3064.52,8.83,76.52,9.02
46,02338,潍柴动力,35.32,4.87,3051.73,5.17,24.11,2.85
47,02601,中国太保,30.44,0.86,2928.43,2.66,4.87,0.81
48,02378,保诚,113.7,-0.87,2846.93,0.26,9.2,1.85
49,00001,长和,73.7,-0.41,2822.74,4.29,23.84,0.5
50,00669,创科实业,143.8,8.12,2628.26,16.56,25.81,4.5
51,02611,国泰海通,14.63,0.62,2579.1,1.57,10.42,0.7
52,01347,华虹宏力,141.5,4.74,2458.88,57.79,437.58,4.66
53,01339,中国人民保险集团,5.43,0.74,2401.36,2.5,5.09,0.66
54,01378,中国宏桥,24.04,2.3,2360.58,11.47,9.42,1.63
55,01109,华润置地,33.08,-1.02,2358.91,4.99,8.38,0.74
56,01919,中远海控,15.19,-0.26,2319.23,2.39,8.24,0.87
57,02476,胜宏科技,221.2,16.18,2173.92,32.35,41.52,9.79
58,09992,泡泡玛特,161.4,0.75,2149.49,10.67,15.2,8.79
59,02020,安踏体育,75.55,0.2,2112.87,5.29,14.04,2.9
60,00175,吉利汽车,19.43,1.83,2095.55,7.03,12.16,1.94
61,00762,中国联通,6.59,-0.75,2016.42,2.14,9.1,0.49
62,00066,港铁公司,32.2,-0.37,2004.39,1.54,13.66,1.04
63,06690,海尔智家,21.06,0.0,1974.93,2.02,9.42,1.39
64,01024,快手-W,45.48,-0.09,1967.77,15.11,10.05,2.13
65,06031,三一重工,21.16,0.67,1945.66,0.41,20.6,1.9
66,00002,中电控股,76.45,-0.59,1931.47,2.1,18.45,1.79
67,03692,翰森制药,31.42,0.06,1905.36,1.75,30.98,4.86
68,03288,海天味业,32.34,0.31,1892.48,0.27,23.15,3.98
69,06818,中国光大银行,3.11,-0.8,1837.56,0.32,4.33,0.32
70,02714,牧原股份,31.4,-0.7,1812.72,0.99,16.62,1.86
71,00788,中国铁塔,9.965,0.81,1753.92,1.41,13.62,0.78
72,06936,顺丰控股,33.04,-0.06,1737.29,0.37,13.63,1.46
73,01113,长实集团,48.18,0.58,1686.19,1.2,15.55,0.43
74,02269,药明生物,40.62,0.4,1683.12,15.38,30.97,3.21
75,01801,信达生物,90.3,4.15,1572.05,15.0,174.53,7.31
76,01038,长江基建集团,61.75,-0.32,1555.86,0.75,18.82,1.22
77,01377,鼎泰高科,366.0,7.65,1552.0,1.16,222.81,45.66
78,02423,贝壳-W,44.6,-0.36,1544.25,2.3,40.54,2.16
79,09973,奇瑞汽车,26.54,-0.52,1541.6,0.48,7.43,2.47
80,01336,新华保险,49.06,2.25,1530.45,3.94,3.72,1.09
81,01988,民生银行,3.485,-1.13,1525.82,0.6,4.61,0.23
82,06886,华泰证券,16.9,0.66,1525.54,0.93,7.77,0.76
83,03606,福耀玻璃,57.85,0.35,1509.74,1.9,15.02,3.41
84,01766,中国中车,5.195,0.19,1490.91,0.83,9.87,0.75
85,02600,中国铝业,8.645,3.04,1483.05,3.19,9.01,1.62
86,00027,银河娱乐,33.6,0.96,1471.42,3.36,13.79,1.77
87,02057,中通快递-W,190.8,-0.42,1456.63,2.24,14.15,2.09
88,01816,中广核电力,2.88,-1.87,1454.37,1.22,13.67,1.02
89,00688,中国海外发展,13.2,-0.38,1444.72,2.02,10.28,0.34
90,01898,中煤能源,10.44,-0.29,1384.2,1.12,8.6,0.75
91,01972,太古地产,24.0,-0.17,1381.8,0.48,-90.14,0.51
92,00012,恒基地产,28.26,0.86,1368.18,2.11,24.2,0.42
93,01776,广发证券,17.27,1.23,1351.35,1.52,7.72,0.87
94,00358,江西铜业股份,38.08,7.33,1318.61,9.04,14.27,1.38
95,09903,天数智芯,484.2,1.04,1303.34,11.9,-117.29,42.54
96,09987,百胜中国,379.0,-0.47,1300.54,4.76,17.14,3.11
